SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
38	0	0	0.76	0	0	0	0	0.24	0	0	2	0.067	0.014
39	0	0.017	0.39	0	0	0	0	0.59	0	0	7	0.083	0.014
40	0	0	0	0.59	0	0.071	0.34	0	0	0	3	0.23	0.13
41	0.85	0.00059	0.084	0	0	0	0	0.061	0	0	0	0.083	0
42	0	0	0	0.083	0	0.57	0.34	0	0	0	5	0.15	0.13
43	0	0	0.8	0	0	0	0	0.2	0	0	2	0.067	0.014
44	0	0	0.88	0	0	0	0	0.12	0	0	2	0.067	0.014
45	0	0.0019	0.55	0	0	0	0	0.45	0	0	2	0.067	0.014
46	0	0.0019	0.6	0	0	5.7e-06	0	0.4	0	0	2	0.067	0.014
47	0.4	0.48	0.026	0.00024	0	0.0047	8.7e-06	0.086	0	0	1	0.15	0.014
48	0.94	0.02	0.0055	0	0	0	0	0.031	0	0	0	0.083	0
49	0.96	1.8e-05	0.023	0	0	0	0	0.017	0	0	0	0.083	0
50	0	0.021	0.5	0	0	0.0002	0	0.48	0	0	2	0.067	0.014
51	0	0.0019	0.57	0	0	0	0	0.43	0	0	2	0.067	0.014
52	0	0	0	1e-06	0.037	0.96	0	0	0	0	5	0.15	0.13
53	0.96	2.1e-05	0.018	0	0	0	0	0.018	0	0	0	0.083	0
54	0	0	0.84	0	0	0	0	0.16	0	0	2	0.067	0.014
55	0	0	0	4e-06	0	1	0.00028	0	0	0	5	0.15	0.13
56	0.9	6.8e-06	0.069	0	0	0	0	0.03	0	0	0	0.083	0
57	0	0	0.72	0	0	0	0	0.28	0	0	2	0.067	0.014
58	0	0	0	0.028	0	0.68	0.29	0	0	0	5	0.15	0.13
59	0	0	0	0.00025	0	0.0067	0.99	0	0	0	6	0.23	0.21
60	0	0	0	0.0032	0	0.96	0.037	0	0	0	5	0.15	0.13
61	0	0	0	0.029	0	0.96	0.0098	0	0	0	5	0.15	0.13
62	0	7.5e-06	0.21	0	0	0	0	0.79	0	0	7	0.083	0.014
63	0	0	0	0	1	1.3e-05	0	0	0	0	4	0.017	0.13
64	0	0	0	0.18	0	0.79	0.032	0	0	0	5	0.15	0.13
65	0	0	0	0	1.1e-05	0.0097	0	0	0	0.99	9	0	0.072
66	0.84	0.0073	0.071	0	0	0	0	0.082	0	0	0	0.083	0
67	0.93	0.00033	0.031	0	0	0	0	0.036	0	0	0	0.083	0
68	0	0	0	0.0013	0	0.029	0.97	0	0	0	6	0.23	0.21
69	0	0.04	0.28	0	0	0	0	0.68	0	0	7	0.083	0.014
70	0	0	0.78	0	0	0	0	0.22	0	0	2	0.067	0.014
71	0	0	0	0.04	0	0.22	0.74	0	0	0	6	0.23	0.21
72	0	0	0	0.00029	0	0.75	0.25	0	0	0	5	0.15	0.13
73	1	0	0.00026	0	0	0	0	0.00054	0	0	0	0.083	0
74	0.64	0.028	0.13	0	0	1.8e-05	0	0.2	0	0	0	0.083	0
75	0.96	4.4e-06	0.02	0	0	0	0	0.021	0	0	0	0.083	0
76	0	0	0	0.034	0	0.84	0.12	0	0	0	5	0.15	0.13
77	0.99	7.1e-06	0.0029	0	0	0	0	0.008	0	0	0	0.083	0
78	0	0.00032	0.61	0	0	0	0	0.39	0	0	2	0.067	0.014
79	0	0	0	0.0005	0	0.79	0.21	0	0	0	5	0.15	0.13
80	0.81	3e-05	0.12	0	0	0	0	0.071	0	0	0	0.083	0
81	0	0	0	0.035	0	0.85	0.11	0	0	0	5	0.15	0.13
82	0	0	0	0.051	0	0.95	0.0005	0	0	0	5	0.15	0.13
83	0	0.018	0.4	0	0	1.5e-05	0	0.58	0	0	7	0.083	0.014
84	0.95	0.00022	0.013	0	0	0	0	0.033	0	0	0	0.083	0
85	0	0.73	0.0096	0	0	0	0	0.26	0	0	1	0.15	0.014
86	0	0	0	0.12	0	0.31	0.57	0	0	0	6	0.23	0.21
87	0	0	0	4e-05	0.00093	1	0.0016	0	0	0	5	0.15	0.13
88	0.89	3.3e-06	0.069	0	0	0	0	0.036	0	0	0	0.083	0
89	0	1.4e-05	0.38	0	0	0	0	0.62	0	0	7	0.083	0.014
90	0	1.1e-05	0.68	0	0	0	0	0.32	0	0	2	0.067	0.014
91	0.58	0.11	0.1	4.1e-06	0	0.0002	0	0.2	0	0	0	0.083	0
92	0	4.4e-06	0.76	0	0	0	0	0.24	0	0	2	0.067	0.014
93	0	0	0.88	0	0	0	0	0.12	0	0	2	0.067	0.014
94	0.8	0.00043	0.11	0	0	0	0	0.09	0	0	0	0.083	0
95	0	0	0.91	0	0	0	0	0.094	0	0	2	0.067	0.014
96	0	0	0	0.01	0	0.96	0.029	0	0	0	5	0.15	0.13
97	0	0.00049	0.24	0	0	0	0	0.76	0	0	7	0.083	0.014
98	0	0	0	0.015	0	0.54	0.45	0	0	0	5	0.15	0.13
99	0	0	0	0.031	0	0.57	0.39	0	0	0	5	0.15	0.13
100	0.99	1.9e-05	0.0042	0	0	0	0	0.011	0	0	0	0.083	0
101	0.92	1.2e-05	0.041	0	0	0	0	0.037	0	0	0	0.083	0
102	0	0.003	0.56	0	0	1.8e-05	0	0.44	0	0	2	0.067	0.014
103	0.93	1.4e-05	0.04	0	0	0	0	0.031	0	0	0	0.083	0
104	0	0	0	0.16	0	0.62	0.22	0	0	0	5	0.15	0.13
105	0.98	0	0.0083	0	0	0	0	0.0099	0	0	0	0.083	0
106	0	0	0	0.034	0	0.88	0.082	0	0	0	5	0.15	0.13
107	0	0	0.82	0	0	0	0	0.18	0	0	2	0.067	0.014
108	0	0	0	0.048	0	0.18	0.77	0	0	0	6	0.23	0.21
109	0	2.9e-06	0.57	0	0	0	0	0.43	0	0	2	0.067	0.014
110	0	0.0081	0.5	0	0	1.6e-05	0	0.49	0	0	2	0.067	0.014
111	0	0.00017	0.56	0	0	0	0	0.44	0	0	2	0.067	0.014
112	0.96	0	0.026	0	0	0	0	0.015	0	0	0	0.083	0
113	0	0	0	0.0012	0	0.6	0.4	0	0	0	5	0.15	0.13
114	0	0	0	0	0.024	0	0	0	0	0.98	9	0	0.072
115	0	0	0	0	0.99	0.01	0	0	0	0	4	0.017	0.13
116	0	0	0	0.0028	0	0.96	0.035	0	0	0	5	0.15	0.13
117	0	0.0001	0.65	0	0	0	0	0.35	0	0	2	0.067	0.014
118	0	0	0.91	0	0	0	0	0.09	0	0	2	0.067	0.014
119	0	0	0	0	0	0	0	0	0	1	9	0	0.072
120	0	0	0.89	0	0	0	0	0.11	0	0	2	0.067	0.014
121	0	0	0	0	0.097	0	0	0	0	0.9	9	0	0.072
122	0	0	0.00097	0	1	6.9e-05	0	0.0002	0	0	4	0.017	0.13
123	0	0.00028	0.61	0	0	2.3e-06	0	0.38	0	0	2	0.067	0.014
124	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
125	0.89	0.00085	0.038	0	0	0	0	0.07	0	0	0	0.083	0
126	0.83	0.0025	0.067	0	0	0	0	0.099	0	0	0	0.083	0
127	0	0	0	0.22	0	0.65	0.13	0	0	0	5	0.15	0.13
128	0	0.0058	0.38	0	0	0	0	0.61	0	0	7	0.083	0.014
129	0	0	0.76	0	0	0	0	0.24	0	0	2	0.067	0.014
130	0.54	0.1	0.12	1.4e-05	0	0.00093	0	0.23	0	0	0	0.083	0
131	0	1.6e-05	0.63	0	0	0	0	0.37	0	0	2	0.067	0.014
132	0.89	0.0028	0.033	0	0	0	0	0.07	0	0	0	0.083	0
133	0	0	0	0.071	0	0.45	0.48	0	0	0	6	0.23	0.21
134	0	0	2e-06	0	0.18	0	0	0	0	0.82	9	0	0.072
135	0	0.017	0.51	0	0	0.00017	0	0.47	0	0	2	0.067	0.014
136	0	0.00027	0.28	0	0	0	0	0.72	0	0	7	0.083	0.014
137	0.74	0.0084	0.1	0	0	0	0	0.15	0	0	0	0.083	0
138	0	0	0	6.5e-06	0	0.86	0.14	0	0	0	5	0.15	0.13
139	0.81	0.00055	0.096	0	0	0	0	0.093	0	0	0	0.083	0
140	0.76	0.00049	0.14	0	0	0	0	0.11	0	0	0	0.083	0
141	0	0.79	0.001	0	0	0	0	0.21	0	0	1	0.15	0.014
142	0	0	0.71	0	0	0	0	0.29	0	0	2	0.067	0.014
143	0	0	0.56	0	0	0	0	0.44	0	0	2	0.067	0.014
144	0	0	0	0.0011	0	0.98	0.018	0	0	0	5	0.15	0.13
145	0.69	0.044	0.092	0	0	5.9e-06	0	0.18	0	0	0	0.083	0
146	0	0	0	0	0.00013	0	0	0	0	1	9	0	0.072
147	0	0	0.87	0	0	0	0	0.13	0	0	2	0.067	0.014
148	0	0	0	0.061	0	0.92	0.023	0	0	0	5	0.15	0.13
149	0.065	0.059	0.0001	0	0	0.87	0	0.0026	0	0	5	0.15	0.13
150	0.83	0.00058	0.091	0	5.8e-05	0.0041	0	0.07	0	0	0	0.083	0
151	0	0	0	0.023	0	0.41	0.57	0	0	0	6	0.23	0.21
152	0	0	0	0	0	1	0.00096	0	0	0	5	0.15	0.13
153	0	0	0	0.016	0	0.9	0.081	0	0	0	5	0.15	0.13
154	0.92	0.00029	0.041	0	0	0	0	0.044	0	0	0	0.083	0
155	0	0	0	0.0018	0	0.98	0.016	0	0	0	5	0.15	0.13
156	0	0	0.74	0	0	0	0	0.26	0	0	2	0.067	0.014
157	0	0.0047	0.41	0	0	0	0	0.59	0	0	7	0.083	0.014
158	0.98	0	0.016	0	0	0	0	0.0088	0	0	0	0.083	0
159	0	0	0.73	0	0	0	0	0.27	0	0	2	0.067	0.014
160	0	6.2e-06	0.23	0	0	0	0	0.77	0	0	7	0.083	0.014
161	0	0.0002	0.6	0	0	0	0	0.4	0	0	2	0.067	0.014
162	0.59	0.014	0.16	0.031	0	1.4e-05	0.00036	0.2	0	0	0	0.083	0
163	0	0	0.84	0	0	0	0	0.16	0	0	2	0.067	0.014
164	0	0.0003	0.47	0	0	0	2.2e-06	0.53	0	0	7	0.083	0.014
165	0	0	0	0.03	0	0.37	0.6	0	0	0	6	0.23	0.21
166	0	3e-06	0.81	0	0	0	4.8e-06	0.19	0	0	2	0.067	0.014
167	0	0.00028	0.46	0	0	0	1.1e-06	0.54	0	0	7	0.083	0.014
168	0	0.9	0.0056	0	0	5.3e-05	6e-05	0.094	0	0	1	0.15	0.014
169	0	6.1e-06	0.66	0	0	0	0	0.34	0	0	2	0.067	0.014
170	0.86	4.1e-06	0.05	0.06	0	0	0	0.029	0	0	0	0.083	0
171	0	0	0	0	0.027	0	2.3e-05	0	0	0.97	9	0	0.072
172	0	0	0.68	0	0	0	0	0.32	0	0	2	0.067	0.014
173	0	0	0	0.056	0	0.75	0.19	0	0	0	5	0.15	0.13
174	0	2.8e-05	0.58	0	0	0	2.1e-06	0.42	0	0	2	0.067	0.014
175	0	0	0	0.00018	0	1	0.00017	0	0	0	5	0.15	0.13
176	0	0	0	0.0024	0	0.015	0.98	0	0	0	6	0.23	0.21
177	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
178	0	0.0014	0.5	0	0	0	0	0.5	0	0	7	0.083	0.014
179	0	0.00022	0.67	0	0	0	0	0.33	0	0	2	0.067	0.014
180	0	1.6e-05	0.61	0	0	0	0	0.39	0	0	2	0.067	0.014
181	0.93	0	0.048	0	0	0	0	0.022	0	0	0	0.083	0
182	0.24	0.76	5.4e-06	0	0	0	0	0.0019	0	0	1	0.15	0.014
183	0	0.00012	0.47	0	0	0	0	0.53	0	0	7	0.083	0.014
184	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
185	0.85	0	0.12	0	0	0	0	0.028	0	0	0	0.083	0
186	0	0	0	0	1	5.8e-06	0	0	0	0	4	0.017	0.13
187	0	0.1	0.2	0	0	0	0	0.7	0	0	7	0.083	0.014
188	0.71	0.0003	0.18	0	0	0	0	0.11	0	0	0	0.083	0
189	0	0.0089	0.37	0	0	0	0	0.62	0	0	7	0.083	0.014
190	0	0	0	0	0	0.78	0.22	0	0	0	5	0.15	0.13
191	0	0	0	0.00044	0	0.6	0.4	0	0	0	5	0.15	0.13
192	0	0.01	0.42	0	0	6.8e-06	0	0.57	0	0	7	0.083	0.014
193	0	1.3e-05	0.62	0	0	0	0	0.38	0	0	2	0.067	0.014
194	0	1.5e-05	0.6	0	0	0	0	0.4	0	0	2	0.067	0.014
195	0.56	0.22	0.041	0	0	0.00013	0	0.17	0	0	0	0.083	0
196	0	0	0.87	0	0	0	0	0.13	0	0	2	0.067	0.014
197	0	0	0	0	0	0	0	0	0	1	9	0	0.072
198	0.9	0.016	0.014	0	0	0	0	0.065	0	0	0	0.083	0
199	0	1.2e-05	0.63	0	0	0	0	0.37	0	0	2	0.067	0.014
200	0	0	0	0.015	0	0.91	0.072	0	0	0	5	0.15	0.13
201	0	9e-06	0.54	0	0	0	0	0.46	0	0	2	0.067	0.014
202	0	0	0	1.2e-05	0	0.99	0.0086	0	0	0	5	0.15	0.13
203	0	0.00053	0.63	0	0	0	0	0.37	0	0	2	0.067	0.014
204	0.95	0	0.03	0	0	0	0	0.016	0	0	0	0.083	0
205	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
206	0	0	0	0.047	0	0.28	0.68	0	0	0	6	0.23	0.21
207	0	0	0.0051	0	0.99	0	0	0.00032	0	0	4	0.017	0.13
208	0	0.23	0.1	0	0	0	0	0.67	0	0	7	0.083	0.014
209	0	1.1e-05	0.62	0	0	0	0	0.38	0	0	2	0.067	0.014
210	0	0.00012	0.42	0	0	0	0	0.58	0	0	7	0.083	0.014
211	0.99	0	0.0028	0	0	0	0	0.0026	0	0	0	0.083	0
212	0	0	9.9e-06	0	1	0.0031	0	3.3e-06	0	0	4	0.017	0.13
213	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
214	0	0	0.67	0	0	0	0	0.33	0	0	2	0.067	0.014
215	0.45	0.54	7.3e-06	0	0	0	0	0.0037	0	0	1	0.15	0.014
216	0	0	0	0.034	0	0.47	0.5	0	0	0	6	0.23	0.21
217	0	0.019	0.45	0	0	0	0	0.53	0	0	7	0.083	0.014
218	0	0.00055	0.59	0	0.0036	0.079	0	0.33	0	0	2	0.067	0.014
219	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
220	0	2.9e-05	0.75	0	0.006	0.00052	0	0.24	0	0	2	0.067	0.014
221	0	0	0	0.0019	0	1	0	0	0	0	5	0.15	0.13
222	0	0.16	0.17	0	0	0	0	0.68	0	0	7	0.083	0.014
223	0	2.4e-06	0.8	0	0	0	0	0.2	0	0	2	0.067	0.014
224	0	0.014	0.27	0	0	0	0	0.71	0	0	7	0.083	0.014
225	0	0	0	0.0095	0	0.85	0.14	0	0	0	5	0.15	0.13
226	0	0	0	0.087	0	0.18	0.74	0	0	0	6	0.23	0.21
227	0	0.0041	0.33	0	0	0	0	0.66	0	0	7	0.083	0.014
228	0	0	0	0.98	0	8.5e-06	0.017	0	0	0	3	0.23	0.13
229	0	2.7e-06	0.67	0	0	0	0	0.33	0	0	2	0.067	0.014
230	0	0	0	0.0038	0	0.99	0.0021	0	0	0	5	0.15	0.13
231	0	0	0	0.0079	0	0.79	0.2	0	0	0	5	0.15	0.13
232	0	0	0	0.036	0	0.68	0.28	0	0	0	5	0.15	0.13
233	0	4.8e-05	0.58	0	0	0	0	0.42	0	0	2	0.067	0.014
234	0	5.1e-06	0.7	0	0	0	0	0.3	0	0	2	0.067	0.014
235	0.72	0.28	2.6e-05	0	0	0	0	0.0029	0	0	0	0.083	0
236	0	0	0	0.26	0	0.54	0.2	0	0	0	5	0.15	0.13
237	0	0.0019	0.48	0	0	0	0	0.52	0	0	7	0.083	0.014
238	0	0.003	0.56	0	0	0	0	0.44	0	0	2	0.067	0.014
239	0	9.7e-05	0.62	0	0	0	0	0.38	0	0	2	0.067	0.014
240	0	0.14	0.12	0	0	0	0	0.74	0	0	7	0.083	0.014
241	0	8.6e-06	0.56	0	0	0	0	0.44	0	0	2	0.067	0.014
242	0	0	0	0	0	1	0	0	0	0	5	0.15	0.13
243	0	0	0	0.97	0	0.015	0.018	0	0	0	3	0.23	0.13
244	0	0	0	0	1	2.6e-05	0	0	0	0	4	0.017	0.13
245	0	0.00038	0.46	0	0	0	0	0.54	0	0	7	0.083	0.014
246	0.95	0	0.051	0	0	0	0	0.0029	0	0	0	0.083	0
247	0	0	0	0.04	0	0.95	0.012	0	0	0	5	0.15	0.13
248	0	0	0	0.054	0	0.57	0.38	0	0	0	5	0.15	0.13
249	0.41	0.49	0.011	0	0	2.8e-05	0	0.094	0	0	1	0.15	0.014
250	0.93	6.7e-06	0.053	0	0	0	0	0.022	0	0	0	0.083	0
251	1	0	0.0014	0	0	0	0	0.00017	0	0	0	0.083	0
252	0	0	0	0.0046	0	0.99	0.0073	0	0	0	5	0.15	0.13
253	0	0	0.68	0	0	0	0	0.32	0	0	2	0.067	0.014
254	0	0	0.0071	0	0.99	0	0	0.0002	0	0	4	0.017	0.13
255	0	0.022	0.31	0	0	0	0	0.67	0	0	7	0.083	0.014
256	0	0.0015	0.51	0	0	0	0	0.49	0	0	2	0.067	0.014
257	0	0.02	0.52	0	8.9e-06	0.0018	0	0.46	0	0	2	0.067	0.014
258	0	0	0	0.0013	0	0.0088	0.99	0	0	0	6	0.23	0.21
259	0	0.017	0.47	0	0	1.5e-05	0	0.51	0	0	7	0.083	0.014
260	0	0.0041	0.56	0	0	0	0	0.44	0	0	2	0.067	0.014
261	0	0	0	0.02	5.6e-06	0.55	0.43	0	0	0	5	0.15	0.13
262	0	0.00012	0.00019	0.0034	0	0.99	0.0009	0.00044	0	0	5	0.15	0.13
263	0	0.00015	0.56	0	0	0	0	0.44	0	0	2	0.067	0.014
264	0.72	0.014	0.097	0	0	0	0	0.17	0	0	0	0.083	0
265	0	0	0.8	0	0	0	0	0.2	0	0	2	0.067	0.014
266	0.96	0	0.038	0	0	0	0	0.005	0	0	0	0.083	0
267	0.96	0	0.036	0	0	0	0	0.0022	0	0	0	0.083	0
268	0	0	0	0.45	0	0.028	0.53	0	0	0	6	0.23	0.21
269	0	0	0	0.014	0.0001	0.9	0.083	0	0	0	5	0.15	0.13
270	0	0	0	0	0	1	0	0	0	0	5	0.15	0.13
271	0.74	6.5e-05	0.17	0	0	0	0	0.086	0	0	0	0.083	0
272	0.72	0.0031	0.13	0	0	0	0	0.14	0	0	0	0.083	0
273	0.85	1.5e-05	0.098	0	0	0	0	0.049	0	0	0	0.083	0
274	0	0	0	0	0.0051	0	0	0	0	0.99	9	0	0.072
275	0	0	0	0.013	0	0.0025	0.98	0	0	0	6	0.23	0.21
276	0	0	0	0.0016	0	0.055	0.94	0	0	0	6	0.23	0.21
277	0.77	0	0.19	0	0	0	0	0.044	0	0	0	0.083	0
278	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
279	0	0	0	0.015	0	0.12	0.86	0	0	0	6	0.23	0.21
280	0	0	0.86	0	0	0	0	0.14	0	0	2	0.067	0.014
281	0	0	0	0	1.2e-05	0	0	0	0	1	9	0	0.072
282	0	0	0	0.0017	0	0.45	0.55	0	0	0	6	0.23	0.21
283	0.99	0	0.0065	0	0	0	0	0.0018	0	0	0	0.083	0
284	0.9	0.0037	0.025	0	0	0	0	0.068	0	0	0	0.083	0
285	0	0	0.87	0	0	0	0	0.13	0	0	2	0.067	0.014
286	0.78	0.00027	0.13	0	0	0	0	0.087	0	0	0	0.083	0
287	0	0	0.85	0	0	0	0	0.15	0	0	2	0.067	0.014
288	0	0	0	0.00018	0	0.95	0.047	0	0	0	5	0.15	0.13
289	0	0	0	0.00054	0	0.77	0.23	0	0	0	5	0.15	0.13
290	0	0	0	0.00013	0	0.042	0.96	0	0	0	6	0.23	0.21
291	0	0	0	0	0.93	0.00018	0	0	0	0.066	4	0.017	0.13
292	0.67	0.033	0.11	0	0	8.8e-06	0	0.19	0	0	0	0.083	0
293	0	0	0.79	0	0	0	0	0.21	0	0	2	0.067	0.014
294	0.76	0.00065	0.14	0	0	0	0	0.11	0	0	0	0.083	0
295	0	0	0	0	0	0	0	0	0	1	9	0	0.072
296	0	0	0	0.0031	0	0.63	0.37	0	0	0	5	0.15	0.13
297	0	0.065	0.19	0	0	0.0047	0	0.74	0	0	7	0.083	0.014
298	0.83	2.6e-05	0.12	0	0	0	0	0.056	0	0	0	0.083	0
299	0	0	0	0.32	0	0.61	0.075	0	0	0	5	0.15	0.13
300	0.96	0	0.035	0	0	0	0	0.008	0	0	0	0.083	0
301	0.98	2e-05	0.0068	0	0	0	0	0.015	0	0	0	0.083	0
302	0	2.9e-05	0.19	0	0	0	0	0.81	0	0	7	0.083	0.014
303	0.81	0.0038	0.069	0	0	0	0	0.12	0	0	0	0.083	0
304	0	0.0083	0.38	0	0	0	0	0.61	0	0	7	0.083	0.014
305	0	0	0.3	0	0	0	0	0.7	0	0	7	0.083	0.014
306	0	4.9e-06	0	0.11	0	0.6	0.29	0	0	0	5	0.15	0.13
307	0	0	0	1.2e-06	0	0.85	0.15	0	0	0	5	0.15	0.13
308	0	0.0039	0.47	0	0	8.7e-06	0	0.52	0	0	7	0.083	0.014
309	0.99	0	0.0047	0	0	0	0	0.0018	0	0	0	0.083	0
310	0	0	0	0.002	0	0.0081	0.99	0	0	0	6	0.23	0.21
311	0.54	0.28	0.031	0	0	5.5e-05	0	0.15	0	0	0	0.083	0
312	0	0	0	0	1	8e-06	0	0	0	0	4	0.017	0.13
313	0	0	0	0.12	0	0.86	0.016	0	0	0	5	0.15	0.13
314	0.96	0	0.027	0	0	0	0	0.018	0	0	0	0.083	0
315	0	0	0	0.018	0	0.76	0.22	0	0	0	5	0.15	0.13
316	0	1.2e-05	0.28	0	0	0	0	0.72	0	0	7	0.083	0.014
317	0.92	0	0.066	0	0	0	0	0.011	0	0	0	0.083	0
318	0.81	0.001	8e-05	0	0	0.18	0	0.0027	0	0	0	0.083	0
319	0	0	0	0.14	0	0.82	0.042	0	0	0	5	0.15	0.13
320	1	0	0.00076	0	0	8.7e-06	0	0.0011	0	0	0	0.083	0
321	0	2.2e-05	0.64	0	0	0	0	0.36	0	0	2	0.067	0.014
322	0	1	0	0	0	0	0	0	0	0	1	0.15	0.014
323	0	0	0	0	1	1.6e-05	0	0	0	0	4	0.017	0.13
324	0	0	0	0.036	0	0.9	0.062	0	0	0	5	0.15	0.13
325	0.95	8.6e-06	0.032	0	6e-06	0.00027	0	0.018	0	0	0	0.083	0
326	0	0	0	0.11	0	0.87	0.02	0	0	0	5	0.15	0.13
327	0	0	0	0.045	0	0.88	0.07	0	0	0	5	0.15	0.13
328	0	1	0	0	0	0	0	0	0	0	1	0.15	0.014
329	0	9e-06	0.82	0	0	0	0	0.18	0	0	2	0.067	0.014
330	0	0.0088	0.084	0	0	0	0	0.91	0	0	7	0.083	0.014
331	0	0	0	0	0	1	4.4e-05	0	0	0	5	0.15	0.13
332	0	0	0.67	0	0	0	0	0.33	0	0	2	0.067	0.014
333	0.71	0.021	0.078	0	1.9e-05	0.081	0	0.11	0	0	0	0.083	0
334	0.91	6.6e-06	0.062	0	8.3e-05	0.00014	0	0.026	0	0	0	0.083	0
335	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
336	0	0	0	0.53	0	0.0049	0.47	0	0	0	3	0.23	0.13
337	0.94	0.00021	0.023	0	0	0.0033	0	0.036	0	0	0	0.083	0
338	0.88	0.00097	0.027	0	0	0.045	0	0.046	0	0	0	0.083	0
339	0	2.8e-05	0.53	0	0	0	0	0.47	0	0	2	0.067	0.014
340	0.94	0.00016	0.023	0	0	0.0029	0	0.03	0	0	0	0.083	0
341	0	1.3e-05	0.5	0	0	0	0	0.5	0	0	2	0.067	0.014
342	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
343	0	1	0	0	0	0	0	0	0	0	1	0.15	0.014
344	0	0	0	0.061	0	0.83	0.1	0	0	0	5	0.15	0.13
345	0	0	0	0.00016	0	1	0.00049	0	0	0	5	0.15	0.13
346	0	0	0	0	1	0	3e-06	0	0	0	4	0.017	0.13
347	0	0	0.89	0	0	0	4.8e-06	0.11	0	0	2	0.067	0.014
348	0	0	0.83	0	0	0	0	0.17	0	0	2	0.067	0.014
349	0	0	0	0.0015	0	0	1	0	0	0	6	0.23	0.21
350	0	0	0	0	1	0	0	0	0	0	4	0.017	0.13
351	0.74	0	0.22	0	0	0	0	0.04	0	0	0	0.083	0
352	0	0.00047	0.4	0	0	0	0	0.6	0	0	7	0.083	0.014
353	0	3.3e-05	0.55	0	0	0	0	0.45	0	0	2	0.067	0.014
354	0.55	0.034	0.18	3.2e-06	0	0.00031	0	0.24	0	0	0	0.083	0
355	0	0	0	0.024	0	2.4e-05	0.98	0	0	0	6	0.23	0.21
