SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
37	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
38	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
39	6.1e-05	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
40	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
41	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
42	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
43	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
44	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
45	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
46	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
47	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
48	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
49	0	0	1	0	0	0	0	4.3e-05	2	0.051	0	0	0	0.15
50	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
51	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
52	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
53	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
54	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
55	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
56	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
57	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
58	1	3.5e-06	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
59	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
60	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
61	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
62	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
63	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
64	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
65	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
66	0	0	0	0	1.2e-05	1	0	0	5	0	0.054	0.08	0	0
67	0	0	0	0	0.89	0.11	0	0	4	0.051	0.16	0	0.052	0
68	0.73	0.27	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
69	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
70	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
71	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
72	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
73	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
74	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
75	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
76	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
77	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
78	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
79	0	0	0	6e-05	0.99	0.0065	0	9.2e-05	4	0.051	0.16	0	0.052	0
80	0	0	0	0	1	4.4e-05	0	0	4	0.051	0.16	0	0.052	0
81	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
82	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
83	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
84	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
85	1	7.3e-05	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
86	1	4.4e-06	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
87	1	0	0	0.0018	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
88	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
89	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
90	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
91	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
92	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
93	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
94	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
95	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
96	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
97	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
98	0.99	0.0074	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
99	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
100	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
101	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
102	0	0	0	0	0.015	0.98	0	0	5	0	0.054	0.08	0	0
103	0	0	0	0	1	1.7e-05	0	0	4	0.051	0.16	0	0.052	0
104	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
105	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
106	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
107	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
108	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
109	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
110	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
111	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
112	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
113	0	0	0	0	0.24	0.76	0	2.8e-05	5	0	0.054	0.08	0	0
114	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
115	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
116	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
117	0	0	0	0	1	7.3e-05	0	0	4	0.051	0.16	0	0.052	0
118	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
119	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
120	0	0	1	0	0	0	0	7.1e-05	2	0.051	0	0	0	0.15
121	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
122	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
123	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
124	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
125	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
126	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
127	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
128	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
129	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
130	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
131	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
132	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
133	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
134	1	0	0	0.0014	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
135	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
136	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
137	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
138	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
139	0	0	0	0	0.0014	1	0	0	5	0	0.054	0.08	0	0
140	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
141	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
142	0	0	0	0	0.97	0	0	0.029	4	0.051	0.16	0	0.052	0
143	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
144	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
145	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
146	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
147	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
148	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
149	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
150	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
151	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
152	0	0	0	0	0	1	0	1.6e-05	5	0	0.054	0.08	0	0
153	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
154	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
155	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
156	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
157	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
158	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
159	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
160	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
161	0.75	0.25	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
162	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
163	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
164	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
165	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
166	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
167	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
168	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
169	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
170	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
171	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
172	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
173	0	0	1	3.8e-05	0	0	0	0.0037	2	0.051	0	0	0	0.15
174	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
175	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
176	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
177	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
178	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
179	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
180	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
181	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
182	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
183	0	0	0	0	0.062	0.94	0	0	5	0	0.054	0.08	0	0
184	1	0.00062	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
185	0	0	0	1	0	0	0	0.00016	3	0.2	0.27	0	0.21	0.037
186	0	0	0	0	0.0023	1	0	0	5	0	0.054	0.08	0	0
187	0	0	0	0	1	3.5e-05	0	0	4	0.051	0.16	0	0.052	0
188	0.007	0	0	0.99	0	0	0	0	3	0.2	0.27	0	0.21	0.037
189	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
190	1	5.7e-05	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
191	0	0	0	0	0.99	0	0	0.0089	4	0.051	0.16	0	0.052	0
192	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
193	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
194	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
195	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
196	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
197	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
198	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
199	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
200	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
201	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
202	0	0	0	0	1	9e-06	0	0	4	0.051	0.16	0	0.052	0
203	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
204	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
205	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
206	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
207	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
208	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
209	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
210	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
211	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
212	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
213	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
214	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
215	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
216	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
217	1	1.4e-06	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
218	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
219	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
220	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
221	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
222	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
223	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
224	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
225	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
226	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
227	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
228	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
229	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
230	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
231	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
232	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
233	0.88	0.12	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
234	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
235	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
236	3.5e-06	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
237	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
238	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
239	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
240	0	0	0	0.81	0.19	0	0	0.0034	3	0.2	0.27	0	0.21	0.037
241	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
242	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
243	0	0	0	3.4e-05	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
244	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
245	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
246	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
247	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
248	0	0	0	1	0.00012	0	0	0	3	0.2	0.27	0	0.21	0.037
249	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
250	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
251	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
252	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
253	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
254	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
255	0	0	0	0	0.99	0.014	0	0	4	0.051	0.16	0	0.052	0
256	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
257	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
258	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
259	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
260	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
261	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
262	0	0	0	0	1	0.0047	0	2.2e-05	4	0.051	0.16	0	0.052	0
263	0	0	0	0	0.12	0.88	0	0	5	0	0.054	0.08	0	0
264	0.015	0	0	0.99	0	0	0	0	3	0.2	0.27	0	0.21	0.037
265	0	0	0	0	1	2.7e-05	0	0	4	0.051	0.16	0	0.052	0
266	0	0	0	0.0071	0.99	0	0	0	4	0.051	0.16	0	0.052	0
267	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
268	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
269	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
270	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
271	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
272	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
273	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
274	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
275	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
276	0	0	0	1	0.00066	0	0	0	3	0.2	0.27	0	0.21	0.037
277	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
278	0	0	0	0	1	0.0018	0	0	4	0.051	0.16	0	0.052	0
279	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
280	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
281	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
282	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
283	0	0	0	0	1	0.003	0	0	4	0.051	0.16	0	0.052	0
284	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
285	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
286	0.22	0.78	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
287	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
288	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
289	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
290	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
291	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
292	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
293	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
294	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
295	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
296	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
297	0	0	0	0	1	0	0	6.1e-06	4	0.051	0.16	0	0.052	0
298	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
299	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
300	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
301	0	0	0	0	1	0	0	0	4	0.051	0.16	0	0.052	0
302	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
303	0	0	0	0	0	1	0	5e-06	5	0	0.054	0.08	0	0
304	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
305	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
306	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
307	0	0	0	0	0	0	0	1	7	0.051	0.054	0.08	0.052	0.037
308	0	0	0	0	0	0	1	0	6	0.2	0	0	0	0
309	0	0	0	0	0.87	0.13	0	5.1e-06	4	0.051	0.16	0	0.052	0
310	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
311	1	0.00039	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
312	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
313	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
314	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
315	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
316	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
317	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
318	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
319	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
320	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
321	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
322	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
323	0	0	0	0	0	1	0	0	5	0	0.054	0.08	0	0
324	0	0	0	1	0	0	0	0	3	0.2	0.27	0	0.21	0.037
325	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
326	0	1	0	0	0	0	0	0	1	0.54	0.51	0.36	0.53	0.33
327	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
328	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
329	0	0	1	0	0	0	0	0	2	0.051	0	0	0	0.15
330	1	0	0	0	0	0	0	0	0	0.46	0.44	0.08	0.47	0.18
