SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
53	0	0	0	0.041	0.041	0	0	0	0	0	0.92	10	0.54	0.51	0.5	0.69	0.4
54	0	1	0	0.00087	0.00087	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
55	0	0	0.0048	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
56	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
57	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
58	0	1	0	0.0025	0.0025	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
59	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
60	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
61	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
62	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
63	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
64	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
65	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
66	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
67	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
68	0	0.0024	0	0.5	0.5	0	0	0	0	0	1.2e-06	3	0.54	0.51	0.36	0.53	0.33
69	0	0	0	0	0	0	0	0	0	0	1	10	0.54	0.51	0.5	0.69	0.4
70	0.25	0	0	0	0	0	0.75	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
71	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
72	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
73	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
74	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
75	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
76	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
77	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
78	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
79	0	0	0	0	0	0	3.3e-06	0	1	0	0	8	0	0.22	0	0	0
80	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
81	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
82	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
83	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
84	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
85	0	0.39	0	0.31	0.31	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
86	0	0.99	0	0.006	0.006	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
87	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
88	0	0	0	0.5	0.5	0	0	0	0	0	8.2e-06	3	0.54	0.51	0.36	0.53	0.33
89	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
90	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
91	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
92	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
93	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
94	0	1	0	6e-05	6e-05	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
95	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
96	0	0	0	0.5	0.5	0	0	0	0	0	0.0013	3	0.54	0.51	0.36	0.53	0.33
97	0	0	0	0.5	0.5	0	0	0	0	0	0.0099	3	0.54	0.51	0.36	0.53	0.33
98	0	1	0	5.5e-06	5.5e-06	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
99	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
100	0	0	0	0.5	0.5	0	0	0	0	0	6e-05	3	0.54	0.51	0.36	0.53	0.33
101	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
102	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
103	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
104	0	0	0	0.5	0.5	0	0	0	0	0	1.5e-06	3	0.54	0.51	0.36	0.53	0.33
105	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
106	0	0	0	0.5	0.5	0	0	0	0	0	4.5e-06	3	0.54	0.51	0.36	0.53	0.33
107	0	0	0	0.5	0.5	0	0	0	0	0	0.0023	3	0.54	0.51	0.36	0.53	0.33
108	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
109	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
110	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
111	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
112	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
113	0	0	0	0	0	0	4.9e-06	0	1	0	0	8	0	0.22	0	0	0
114	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
115	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
116	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
117	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
118	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
119	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
120	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
121	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
122	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
123	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
124	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
125	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
126	0	0	0	0.5	0.5	0	0	0	0	0	0.0014	3	0.54	0.51	0.36	0.53	0.33
127	0	0	0.0013	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
128	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
129	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
130	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
131	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
132	0	0	1.1e-05	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
133	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
134	2.8e-06	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
135	0	0	0	0	0	0	0	0.97	0	0	0.029	7	0	0	0.12	0	0.037
136	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
137	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
138	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
139	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
140	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
141	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0.073
142	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
143	0	0	0.041	0	0	0	0	2.5e-06	0	0.96	0	9	0	0	0	0	0.18
144	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
145	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
146	0	0	0	0.5	0.5	0	0	0	0	0	0.00026	3	0.54	0.51	0.36	0.53	0.33
147	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
148	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
149	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
150	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
151	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
152	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
153	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
154	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
155	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
156	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
157	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
158	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
159	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
160	0	0	0	0.5	0.5	0	0	0	0	0	1.5e-06	3	0.54	0.51	0.36	0.53	0.33
161	0	0.0014	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
162	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
163	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
164	0	0	0	0.5	0.5	0	0	0	0	0	0.0074	3	0.54	0.51	0.36	0.53	0.33
165	0	0	0	0.5	0.5	0	0	0	0	0	3.6e-05	3	0.54	0.51	0.36	0.53	0.33
166	0	0	2.6e-05	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
167	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
168	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
169	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
170	0	0	0.54	0	0	0	0	0	0	0.46	0	2	0	0	0	0	0.073
171	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
172	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
173	0.00014	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
174	0	0	0.42	0	0	0	0	0	0	0.58	0	9	0	0	0	0	0.18
175	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
176	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
177	0	0	0.00018	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
178	0	0	0	0	0	0	0	0	0	0	1	10	0.54	0.51	0.5	0.69	0.4
179	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
180	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
181	0	0	0	0.5	0.5	0	0	0	0	0	0.00021	3	0.54	0.51	0.36	0.53	0.33
182	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
183	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
184	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
185	0.024	0	0	0	0	0	0.98	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
186	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
187	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
188	0.88	0.12	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
189	0	0	0.0063	0	0	0	0	0	0	0.99	0	9	0	0	0	0	0.18
190	0	0.0001	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
191	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
192	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
193	0	0	0	0.5	0.5	0	0	0	0	0	2e-06	3	0.54	0.51	0.36	0.53	0.33
194	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
195	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0.073
196	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
197	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
198	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
199	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
200	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
201	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
202	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
203	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
204	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
205	0	0	0.0085	0	0	0	0	0	0	0.99	0	9	0	0	0	0	0.18
206	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0.073
207	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
208	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
209	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
210	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
211	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
212	0	0	0.012	0	0	0	0	0	0	0.99	0	9	0	0	0	0	0.18
213	0	0.039	0	0.48	0.48	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
214	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
215	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
216	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
217	0	0.68	0	0.16	0.16	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
218	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
219	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
220	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
221	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
222	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
223	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
224	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
225	0	1	0	1.1e-05	1.1e-05	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
226	0.071	0	0	0	0	0	0.93	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
227	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
228	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
229	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
230	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
231	0	0	0.0036	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
232	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
233	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
234	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
235	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
236	1	0.00021	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
237	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
238	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
239	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
240	0.58	0	0	0	0	0	0.42	0	0	0	0	0	0.2	0.27	0	0.21	0.037
241	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
242	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
243	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
244	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
245	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
246	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
247	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
248	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
249	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
250	0	0	0	0.5	0.5	0	0	0	0	0	0.00014	3	0.54	0.51	0.36	0.53	0.33
251	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
252	0	0.0065	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
253	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
254	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
255	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
256	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
257	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
258	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
259	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
260	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
261	0	0	0.97	0	0	0	0	2.7e-06	0	0.031	0	2	0	0	0	0	0.073
262	0	0	0	0	0	0	2.5e-06	0	1	0	0	8	0	0.22	0	0	0
263	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
264	5.4e-06	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
265	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
266	1	0	0	0	0	0	3.8e-06	0	0	0	0	0	0.2	0.27	0	0.21	0.037
267	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
268	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
269	0	0	0.022	0	0	0	0	0	0	0.98	0	9	0	0	0	0	0.18
270	0	0	0	0.5	0.5	0	0	0	0	0	2.8e-05	3	0.54	0.51	0.36	0.53	0.33
271	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
272	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
273	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
274	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
275	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
276	1	6.8e-05	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
277	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
278	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
279	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
280	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
281	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
282	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
283	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
284	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
285	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
286	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
287	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
288	0	0	8.5e-06	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
289	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
290	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
291	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
292	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
293	0	0	0.14	0	0	0	0	0	0	0.86	0	9	0	0	0	0	0.18
294	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
295	0	1	0	0	0	0	0	0	0	0	0	1	0.46	0.44	0.04	0.42	0.15
296	0	0	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
297	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
298	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
299	0	0	3.1e-05	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
300	0	3.4e-05	0	0.5	0.5	0	0	0	0	0	0	3	0.54	0.51	0.36	0.53	0.33
301	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
302	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0.18
303	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0.12	0	0.037
304	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0.27	0	0.21	0.037
305	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
306	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
307	0	0	0	0	0	0	1	0	0	0	0	6	0.051	0.054	0.04	0.052	0.037
308	0	0	0	0	0	1	0	0	0	0	0	5	0.2	0	0	0	0
309	0	0	0	0	0	0	0	0	1	0	0	8	0	0.22	0	0	0
310	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0.073
