SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
55	1	0	0	0	0	0.051	0	0.04	0	0.073
56	1	0	0	0	0	0.051	0	0.04	0	0.073
57	1	0	0	0	0	0.051	0	0.04	0	0.073
58	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
59	0	0	1	0	2	0.051	0.16	0	0	0
60	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
61	0	0	1	0	2	0.051	0.16	0	0	0
62	1	0	0.0017	0.0013	0	0.051	0	0.04	0	0.073
63	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
64	0.98	0	0.016	0	0	0.051	0	0.04	0	0.073
65	1	0	0	0	0	0.051	0	0.04	0	0.073
66	0	0	1	0	2	0.051	0.16	0	0	0
67	0	0	1	0	2	0.051	0.16	0	0	0
68	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
69	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
70	0	0	1	0	2	0.051	0.16	0	0	0
71	1	0	0	0	0	0.051	0	0.04	0	0.073
72	1	0	0	0	0	0.051	0	0.04	0	0.073
73	1	0	0	0	0	0.051	0	0.04	0	0.073
74	1	0	0	0	0	0.051	0	0.04	0	0.073
75	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
76	1	0	0	0	0	0.051	0	0.04	0	0.073
77	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
78	1	0	0	0	0	0.051	0	0.04	0	0.073
79	0	0	1	6.7e-05	2	0.051	0.16	0	0	0
80	0	0	1	0	2	0.051	0.16	0	0	0
81	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
82	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
83	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
84	0.00045	0	0	1	3	0.2	0.16	0.04	0.1	0.037
85	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
86	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
87	0	0.01	0	0.99	3	0.2	0.16	0.04	0.1	0.037
88	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
89	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
90	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
91	1	0	0	0	0	0.051	0	0.04	0	0.073
92	1	0	3.4e-05	0	0	0.051	0	0.04	0	0.073
93	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
94	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
95	1	0	0	0	0	0.051	0	0.04	0	0.073
96	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
97	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
98	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
99	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
100	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
101	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
102	0	0	1	0	2	0.051	0.16	0	0	0
103	0	0	1	0	2	0.051	0.16	0	0	0
104	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
105	0.99	0	0.0072	1.7e-06	0	0.051	0	0.04	0	0.073
106	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
107	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
108	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
109	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
110	1	0	0	0	0	0.051	0	0.04	0	0.073
111	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
112	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
113	0	0	1	0	2	0.051	0.16	0	0	0
114	1	0	0	0	0	0.051	0	0.04	0	0.073
115	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
116	1	0	0.0012	0	0	0.051	0	0.04	0	0.073
117	0	0	1	0	2	0.051	0.16	0	0	0
118	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
119	2.7e-05	0	0	1	3	0.2	0.16	0.04	0.1	0.037
120	1	0	0	0	0	0.051	0	0.04	0	0.073
121	1	0	0	0	0	0.051	0	0.04	0	0.073
122	0.13	0	0.00046	0.87	3	0.2	0.16	0.04	0.1	0.037
123	0.99	0	0.006	3.6e-06	0	0.051	0	0.04	0	0.073
124	1	0	0	0	0	0.051	0	0.04	0	0.073
125	1	0	0	0	0	0.051	0	0.04	0	0.073
126	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
127	1	0	0	0	0	0.051	0	0.04	0	0.073
128	1	0	0	0	0	0.051	0	0.04	0	0.073
129	1	0	0	0	0	0.051	0	0.04	0	0.073
130	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
131	0	0	1	0	2	0.051	0.16	0	0	0
132	1	0	0	0	0	0.051	0	0.04	0	0.073
133	1	0	0	0	0	0.051	0	0.04	0	0.073
134	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
135	1	0	0	0	0	0.051	0	0.04	0	0.073
136	0.99	0	0.0063	0	0	0.051	0	0.04	0	0.073
137	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
138	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
139	0	0	1	0	2	0.051	0.16	0	0	0
140	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
141	1	0	0	0	0	0.051	0	0.04	0	0.073
142	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
143	1	0	0	0	0	0.051	0	0.04	0	0.073
144	1	0	0	0	0	0.051	0	0.04	0	0.073
145	1	0	0	0	0	0.051	0	0.04	0	0.073
146	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
147	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
148	0.99	0	0.0058	0	0	0.051	0	0.04	0	0.073
149	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
150	1	0	0	0	0	0.051	0	0.04	0	0.073
151	1	0	0	0	0	0.051	0	0.04	0	0.073
152	1	0	0	0	0	0.051	0	0.04	0	0.073
153	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
154	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
155	0.0024	0	0.00017	1	3	0.2	0.16	0.04	0.1	0.037
156	1	0	0	0	0	0.051	0	0.04	0	0.073
157	1	0	0	0	0	0.051	0	0.04	0	0.073
158	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
159	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
160	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
161	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
162	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
163	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
164	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
165	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
166	1	0	0	0	0	0.051	0	0.04	0	0.073
167	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
168	1	0	0	0	0	0.051	0	0.04	0	0.073
169	1	0	0	0	0	0.051	0	0.04	0	0.073
170	1	0	0	0	0	0.051	0	0.04	0	0.073
171	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
172	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
173	0.34	0	0	0.66	3	0.2	0.16	0.04	0.1	0.037
174	1	0	0	0	0	0.051	0	0.04	0	0.073
175	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
176	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
177	1	0	0	0	0	0.051	0	0.04	0	0.073
178	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
179	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
180	1	0	0	0	0	0.051	0	0.04	0	0.073
181	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
182	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
183	0	0	1	0	2	0.051	0.16	0	0	0
184	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
185	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
186	0	0	1	0	2	0.051	0.16	0	0	0
187	0	0	1	0	2	0.051	0.16	0	0	0
188	0	1.3e-06	0	1	3	0.2	0.16	0.04	0.1	0.037
189	1	0	0	0	0	0.051	0	0.04	0	0.073
190	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
191	0	0	1	3.9e-06	2	0.051	0.16	0	0	0
192	1	0	1.7e-05	0	0	0.051	0	0.04	0	0.073
193	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
194	1	0	0	0	0	0.051	0	0.04	0	0.073
195	1	0	0	0	0	0.051	0	0.04	0	0.073
196	1	0	0	0	0	0.051	0	0.04	0	0.073
197	0.99	0	0.0066	0.00019	0	0.051	0	0.04	0	0.073
198	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
199	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
200	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
201	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
202	0	0	1	0	2	0.051	0.16	0	0	0
203	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
204	1	0	0.0014	0	0	0.051	0	0.04	0	0.073
205	1	0	0	0	0	0.051	0	0.04	0	0.073
206	1	0	0	0	0	0.051	0	0.04	0	0.073
207	1	0	0	0	0	0.051	0	0.04	0	0.073
208	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
209	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
210	1	0	0	0	0	0.051	0	0.04	0	0.073
211	1	0	0	0	0	0.051	0	0.04	0	0.073
212	1	0	0	0	0	0.051	0	0.04	0	0.073
213	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
214	1	0	0	0	0	0.051	0	0.04	0	0.073
215	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
216	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
217	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
218	1	0	0	0	0	0.051	0	0.04	0	0.073
219	1	0	0	0	0	0.051	0	0.04	0	0.073
220	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
221	0	0	1	0	2	0.051	0.16	0	0	0
222	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
223	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
224	0.98	0	0.019	0	0	0.051	0	0.04	0	0.073
225	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
226	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
227	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
228	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
229	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
230	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
231	1	0	0	0	0	0.051	0	0.04	0	0.073
232	0	0	1	0	2	0.051	0.16	0	0	0
233	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
234	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
235	0.99	0	0.0067	0	0	0.051	0	0.04	0	0.073
236	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
237	0	0	1	0	2	0.051	0.16	0	0	0
238	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
239	1	0	0	0	0	0.051	0	0.04	0	0.073
240	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
241	0	0	1	0	2	0.051	0.16	0	0	0
242	0	1	0	0.00058	1	0.54	0.51	0.36	0.53	0.33
243	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
244	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
245	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
246	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
247	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
248	0	0	0.00074	1	3	0.2	0.16	0.04	0.1	0.037
249	1	0	0	0	0	0.051	0	0.04	0	0.073
250	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
251	0	0	1	0	2	0.051	0.16	0	0	0
252	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
253	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
254	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
255	0	0	1	0	2	0.051	0.16	0	0	0
256	0.00056	0	8e-05	1	3	0.2	0.16	0.04	0.1	0.037
257	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
258	0	0	1	0	2	0.051	0.16	0	0	0
259	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
260	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
261	1	0	0	0	0	0.051	0	0.04	0	0.073
262	0	0	1	2.6e-06	2	0.051	0.16	0	0	0
263	0	0	1	0	2	0.051	0.16	0	0	0
264	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
265	0	0	1	0	2	0.051	0.16	0	0	0
266	0	0	0.99	0.0069	2	0.051	0.16	0	0	0
267	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
268	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
269	1	0	0	0	0	0.051	0	0.04	0	0.073
270	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
271	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
272	0	0	1	0	2	0.051	0.16	0	0	0
273	0.015	0	0.0017	0.98	3	0.2	0.16	0.04	0.1	0.037
274	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
275	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
276	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
277	0	1	0	0.00012	1	0.54	0.51	0.36	0.53	0.33
278	0	0	1	0	2	0.051	0.16	0	0	0
279	1	0	0	0	0	0.051	0	0.04	0	0.073
280	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
281	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
282	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
283	0	0	1	0	2	0.051	0.16	0	0	0
284	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
285	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
286	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
287	1	0	0	0	0	0.051	0	0.04	0	0.073
288	1	0	0	0	0	0.051	0	0.04	0	0.073
289	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
290	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
291	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
292	1	0	0.00017	0	0	0.051	0	0.04	0	0.073
293	1	0	0	0	0	0.051	0	0.04	0	0.073
294	1	0	0	0	0	0.051	0	0.04	0	0.073
295	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
296	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
297	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
298	0	0	1	0	2	0.051	0.16	0	0	0
299	1	0	0	0	0	0.051	0	0.04	0	0.073
300	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
301	0	0	1	0	2	0.051	0.16	0	0	0
302	1	0	0	0	0	0.051	0	0.04	0	0.073
303	1	0	0	0	0	0.051	0	0.04	0	0.073
304	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
305	1	0	0.003	3.1e-05	0	0.051	0	0.04	0	0.073
306	0.49	0	0.2	0.3	0	0.051	0	0.04	0	0.073
307	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
308	0.22	0	0.017	0.77	3	0.2	0.16	0.04	0.1	0.037
309	0	0	1	0	2	0.051	0.16	0	0	0
310	1	0	0	0	0	0.051	0	0.04	0	0.073
311	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
312	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
313	1	0	0	0	0	0.051	0	0.04	0	0.073
314	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
315	1	0	0	0	0	0.051	0	0.04	0	0.073
316	1	0	0	0	0	0.051	0	0.04	0	0.073
317	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
318	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
319	1	0	0	0	0	0.051	0	0.04	0	0.073
320	1	0	0	0	0	0.051	0	0.04	0	0.073
321	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
322	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
323	1	0	0	0	0	0.051	0	0.04	0	0.073
324	0	0	0	1	3	0.2	0.16	0.04	0.1	0.037
325	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
326	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
327	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
328	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
329	1	0	0	0	0	0.051	0	0.04	0	0.073
330	0	1	0	0	1	0.54	0.51	0.36	0.53	0.33
