SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
87	0	0	1	2	0.31	0.27	0.04	0.26	0.073
88	0	1	0	1	0.54	0.51	0.36	0.53	0.33
89	0	1	0	1	0.54	0.51	0.36	0.53	0.33
90	1	0	0	0	0.051	0.054	0.04	0	0.037
91	1	0	0	0	0.051	0.054	0.04	0	0.037
92	1	0	0	0	0.051	0.054	0.04	0	0.037
93	0	0	1	2	0.31	0.27	0.04	0.26	0.073
94	0	1	0	1	0.54	0.51	0.36	0.53	0.33
95	1	0	0	0	0.051	0.054	0.04	0	0.037
96	0	1	0	1	0.54	0.51	0.36	0.53	0.33
97	0	1	0	1	0.54	0.51	0.36	0.53	0.33
98	0	0.96	0.036	1	0.54	0.51	0.36	0.53	0.33
99	1	0	0	0	0.051	0.054	0.04	0	0.037
100	0	1	0	1	0.54	0.51	0.36	0.53	0.33
101	1	0	0	0	0.051	0.054	0.04	0	0.037
102	1	0	0	0	0.051	0.054	0.04	0	0.037
103	1	0	0	0	0.051	0.054	0.04	0	0.037
104	0	1	0	1	0.54	0.51	0.36	0.53	0.33
105	1	0	0	0	0.051	0.054	0.04	0	0.037
106	0	1	0	1	0.54	0.51	0.36	0.53	0.33
107	0	1	0	1	0.54	0.51	0.36	0.53	0.33
108	0	1	0	1	0.54	0.51	0.36	0.53	0.33
109	0	0	1	2	0.31	0.27	0.04	0.26	0.073
110	1	0	0	0	0.051	0.054	0.04	0	0.037
111	0	1	0	1	0.54	0.51	0.36	0.53	0.33
112	0	0	1	2	0.31	0.27	0.04	0.26	0.073
113	1	0	0	0	0.051	0.054	0.04	0	0.037
114	1	0	0	0	0.051	0.054	0.04	0	0.037
115	0	1	0	1	0.54	0.51	0.36	0.53	0.33
116	1	0	0	0	0.051	0.054	0.04	0	0.037
117	1	0	0	0	0.051	0.054	0.04	0	0.037
118	0	1	7e-05	1	0.54	0.51	0.36	0.53	0.33
119	1	0	0	0	0.051	0.054	0.04	0	0.037
120	1	0	0	0	0.051	0.054	0.04	0	0.037
121	1	0	0	0	0.051	0.054	0.04	0	0.037
122	1	0	0	0	0.051	0.054	0.04	0	0.037
123	1	0	0	0	0.051	0.054	0.04	0	0.037
124	1	0	0	0	0.051	0.054	0.04	0	0.037
125	1	0	0	0	0.051	0.054	0.04	0	0.037
126	0	1	0	1	0.54	0.51	0.36	0.53	0.33
127	1	0	0	0	0.051	0.054	0.04	0	0.037
128	1	0	0	0	0.051	0.054	0.04	0	0.037
129	1	0	0	0	0.051	0.054	0.04	0	0.037
130	0	0	1	2	0.31	0.27	0.04	0.26	0.073
131	1	0	0	0	0.051	0.054	0.04	0	0.037
132	1	0	0	0	0.051	0.054	0.04	0	0.037
133	1	0	0	0	0.051	0.054	0.04	0	0.037
134	0	0	1	2	0.31	0.27	0.04	0.26	0.073
135	1	0	0	0	0.051	0.054	0.04	0	0.037
136	1	0	0	0	0.051	0.054	0.04	0	0.037
137	0	0	1	2	0.31	0.27	0.04	0.26	0.073
138	0	0	1	2	0.31	0.27	0.04	0.26	0.073
139	1	0	0	0	0.051	0.054	0.04	0	0.037
140	0	0	1	2	0.31	0.27	0.04	0.26	0.073
141	1	0	0	0	0.051	0.054	0.04	0	0.037
142	0	0	1	2	0.31	0.27	0.04	0.26	0.073
143	1	0	0	0	0.051	0.054	0.04	0	0.037
144	1	0	0	0	0.051	0.054	0.04	0	0.037
145	1	0	0	0	0.051	0.054	0.04	0	0.037
146	0	1	0	1	0.54	0.51	0.36	0.53	0.33
147	0	1	0	1	0.54	0.51	0.36	0.53	0.33
148	1	0	0	0	0.051	0.054	0.04	0	0.037
149	1	0	0	0	0.051	0.054	0.04	0	0.037
150	1	0	0	0	0.051	0.054	0.04	0	0.037
151	1	0	0	0	0.051	0.054	0.04	0	0.037
152	1	0	0	0	0.051	0.054	0.04	0	0.037
153	0	1	0	1	0.54	0.51	0.36	0.53	0.33
154	0	1	0	1	0.54	0.51	0.36	0.53	0.33
155	0.98	0	0.025	0	0.051	0.054	0.04	0	0.037
156	1	0	0	0	0.051	0.054	0.04	0	0.037
157	1	0	0	0	0.051	0.054	0.04	0	0.037
158	0	0	1	2	0.31	0.27	0.04	0.26	0.073
159	1	0	0	0	0.051	0.054	0.04	0	0.037
160	0	1	0	1	0.54	0.51	0.36	0.53	0.33
161	0	1	0	1	0.54	0.51	0.36	0.53	0.33
162	0	0	1	2	0.31	0.27	0.04	0.26	0.073
163	0	1	0	1	0.54	0.51	0.36	0.53	0.33
164	0	1	0	1	0.54	0.51	0.36	0.53	0.33
165	0	1	0	1	0.54	0.51	0.36	0.53	0.33
166	1	0	0	0	0.051	0.054	0.04	0	0.037
167	0	1	0	1	0.54	0.51	0.36	0.53	0.33
168	1	0	0	0	0.051	0.054	0.04	0	0.037
169	1	0	0	0	0.051	0.054	0.04	0	0.037
170	1	0	0	0	0.051	0.054	0.04	0	0.037
171	0	0.0015	1	2	0.31	0.27	0.04	0.26	0.073
172	0	1	0	1	0.54	0.51	0.36	0.53	0.33
173	1	0	0	0	0.051	0.054	0.04	0	0.037
174	1	0	0	0	0.051	0.054	0.04	0	0.037
175	0	0	1	2	0.31	0.27	0.04	0.26	0.073
176	0	0	1	2	0.31	0.27	0.04	0.26	0.073
177	1	0	0	0	0.051	0.054	0.04	0	0.037
178	0	1	0	1	0.54	0.51	0.36	0.53	0.33
179	0	9.8e-05	1	2	0.31	0.27	0.04	0.26	0.073
180	1	0	0	0	0.051	0.054	0.04	0	0.037
181	0	1	0	1	0.54	0.51	0.36	0.53	0.33
182	0	1	0.0029	1	0.54	0.51	0.36	0.53	0.33
183	1	0	0	0	0.051	0.054	0.04	0	0.037
184	0	1	0	1	0.54	0.51	0.36	0.53	0.33
185	1	0	0	0	0.051	0.054	0.04	0	0.037
186	1	0	0	0	0.051	0.054	0.04	0	0.037
187	1	0	0	0	0.051	0.054	0.04	0	0.037
188	0	0	1	2	0.31	0.27	0.04	0.26	0.073
189	1	0	0	0	0.051	0.054	0.04	0	0.037
190	0	1	0	1	0.54	0.51	0.36	0.53	0.33
191	1	0	0	0	0.051	0.054	0.04	0	0.037
192	1	0	0	0	0.051	0.054	0.04	0	0.037
193	0	1	0	1	0.54	0.51	0.36	0.53	0.33
194	1	0	0	0	0.051	0.054	0.04	0	0.037
195	1	0	0	0	0.051	0.054	0.04	0	0.037
196	1	0	0	0	0.051	0.054	0.04	0	0.037
197	1	0	0	0	0.051	0.054	0.04	0	0.037
198	0	3.6e-05	1	2	0.31	0.27	0.04	0.26	0.073
199	0	0	1	2	0.31	0.27	0.04	0.26	0.073
200	0	0.0002	1	2	0.31	0.27	0.04	0.26	0.073
201	0	0	1	2	0.31	0.27	0.04	0.26	0.073
202	1	0	0	0	0.051	0.054	0.04	0	0.037
203	0	1	0	1	0.54	0.51	0.36	0.53	0.33
204	1	0	0	0	0.051	0.054	0.04	0	0.037
205	1	0	0	0	0.051	0.054	0.04	0	0.037
206	1	0	0	0	0.051	0.054	0.04	0	0.037
207	1	0	0	0	0.051	0.054	0.04	0	0.037
208	0	9e-05	1	2	0.31	0.27	0.04	0.26	0.073
209	0	0	1	2	0.31	0.27	0.04	0.26	0.073
210	1	0	0	0	0.051	0.054	0.04	0	0.037
211	1	0	0	0	0.051	0.054	0.04	0	0.037
212	1	0	0	0	0.051	0.054	0.04	0	0.037
213	0	1	0	1	0.54	0.51	0.36	0.53	0.33
214	1	0	0	0	0.051	0.054	0.04	0	0.037
215	0	1	0	1	0.54	0.51	0.36	0.53	0.33
216	0	0	1	2	0.31	0.27	0.04	0.26	0.073
217	0	1	0	1	0.54	0.51	0.36	0.53	0.33
218	1	0	0	0	0.051	0.054	0.04	0	0.037
219	1	0	0	0	0.051	0.054	0.04	0	0.037
220	0	0	1	2	0.31	0.27	0.04	0.26	0.073
221	1	0	0	0	0.051	0.054	0.04	0	0.037
222	0	0.00016	1	2	0.31	0.27	0.04	0.26	0.073
223	1.3e-05	0	1	2	0.31	0.27	0.04	0.26	0.073
224	1	0	0	0	0.051	0.054	0.04	0	0.037
225	0	0.94	0.056	1	0.54	0.51	0.36	0.53	0.33
226	0	0	1	2	0.31	0.27	0.04	0.26	0.073
227	0	0	1	2	0.31	0.27	0.04	0.26	0.073
228	0	1	0	1	0.54	0.51	0.36	0.53	0.33
229	0	0	1	2	0.31	0.27	0.04	0.26	0.073
230	0	0	1	2	0.31	0.27	0.04	0.26	0.073
231	1	0	0	0	0.051	0.054	0.04	0	0.037
232	1	0	0	0	0.051	0.054	0.04	0	0.037
233	0	1	0	1	0.54	0.51	0.36	0.53	0.33
234	0	0	1	2	0.31	0.27	0.04	0.26	0.073
235	1	0	0	0	0.051	0.054	0.04	0	0.037
236	0	0	1	2	0.31	0.27	0.04	0.26	0.073
237	1	0	0	0	0.051	0.054	0.04	0	0.037
238	0	1	0	1	0.54	0.51	0.36	0.53	0.33
239	1	0	0	0	0.051	0.054	0.04	0	0.037
240	0	0	1	2	0.31	0.27	0.04	0.26	0.073
241	1	0	0	0	0.051	0.054	0.04	0	0.037
242	0	0	1	2	0.31	0.27	0.04	0.26	0.073
243	0	0	1	2	0.31	0.27	0.04	0.26	0.073
244	0	0	1	2	0.31	0.27	0.04	0.26	0.073
245	0	1	0	1	0.54	0.51	0.36	0.53	0.33
246	0	1	0	1	0.54	0.51	0.36	0.53	0.33
247	0	0	1	2	0.31	0.27	0.04	0.26	0.073
248	0	0	1	2	0.31	0.27	0.04	0.26	0.073
249	1	0	0	0	0.051	0.054	0.04	0	0.037
250	0	1	0	1	0.54	0.51	0.36	0.53	0.33
251	1	0	0	0	0.051	0.054	0.04	0	0.037
252	0	1	0	1	0.54	0.51	0.36	0.53	0.33
253	0	0	1	2	0.31	0.27	0.04	0.26	0.073
254	0	0	1	2	0.31	0.27	0.04	0.26	0.073
255	1	0	0	0	0.051	0.054	0.04	0	0.037
256	1	0	0	0	0.051	0.054	0.04	0	0.037
257	0	1	0	1	0.54	0.51	0.36	0.53	0.33
258	1	0	0	0	0.051	0.054	0.04	0	0.037
259	0	0	1	2	0.31	0.27	0.04	0.26	0.073
260	0	0	1	2	0.31	0.27	0.04	0.26	0.073
261	1	0	0	0	0.051	0.054	0.04	0	0.037
262	1	0	0	0	0.051	0.054	0.04	0	0.037
263	1	0	0	0	0.051	0.054	0.04	0	0.037
264	0	0	1	2	0.31	0.27	0.04	0.26	0.073
265	1	0	0	0	0.051	0.054	0.04	0	0.037
266	0.99	0	0.013	0	0.051	0.054	0.04	0	0.037
267	0	0	1	2	0.31	0.27	0.04	0.26	0.073
268	0	0	1	2	0.31	0.27	0.04	0.26	0.073
269	1	0	0	0	0.051	0.054	0.04	0	0.037
270	0	1	0	1	0.54	0.51	0.36	0.53	0.33
271	0	0	1	2	0.31	0.27	0.04	0.26	0.073
272	1	0	0	0	0.051	0.054	0.04	0	0.037
273	1	0	0	0	0.051	0.054	0.04	0	0.037
274	0	1	0	1	0.54	0.51	0.36	0.53	0.33
275	1	0	0	0	0.051	0.054	0.04	0	0.037
276	0	0	1	2	0.31	0.27	0.04	0.26	0.073
277	0	0	1	2	0.31	0.27	0.04	0.26	0.073
278	1	0	0	0	0.051	0.054	0.04	0	0.037
279	1	0	0	0	0.051	0.054	0.04	0	0.037
280	0	0	1	2	0.31	0.27	0.04	0.26	0.073
281	0	0	1	2	0.31	0.27	0.04	0.26	0.073
282	0	1	0	1	0.54	0.51	0.36	0.53	0.33
283	1	0	0	0	0.051	0.054	0.04	0	0.037
284	0	1	0	1	0.54	0.51	0.36	0.53	0.33
285	0	0	1	2	0.31	0.27	0.04	0.26	0.073
286	0	1	0	1	0.54	0.51	0.36	0.53	0.33
287	1	0	0	0	0.051	0.054	0.04	0	0.037
288	1	0	0	0	0.051	0.054	0.04	0	0.037
289	0	1	0	1	0.54	0.51	0.36	0.53	0.33
290	0	0.64	0.36	1	0.54	0.51	0.36	0.53	0.33
291	0	0	1	2	0.31	0.27	0.04	0.26	0.073
292	1	0	0	0	0.051	0.054	0.04	0	0.037
293	1	0	0	0	0.051	0.054	0.04	0	0.037
294	1	0	0	0	0.051	0.054	0.04	0	0.037
295	0	0.0074	0.99	2	0.31	0.27	0.04	0.26	0.073
296	0	1	0	1	0.54	0.51	0.36	0.53	0.33
297	0	0	1	2	0.31	0.27	0.04	0.26	0.073
298	1	0	0	0	0.051	0.054	0.04	0	0.037
299	1	0	0	0	0.051	0.054	0.04	0	0.037
300	0	1	0	1	0.54	0.51	0.36	0.53	0.33
301	1	0	0	0	0.051	0.054	0.04	0	0.037
302	1	0	0	0	0.051	0.054	0.04	0	0.037
303	1	0	0	0	0.051	0.054	0.04	0	0.037
304	0	0	1	2	0.31	0.27	0.04	0.26	0.073
305	1	0	0	0	0.051	0.054	0.04	0	0.037
306	1	0	0	0	0.051	0.054	0.04	0	0.037
307	1	0	0	0	0.051	0.054	0.04	0	0.037
308	1	0	0	0	0.051	0.054	0.04	0	0.037
309	1	0	0	0	0.051	0.054	0.04	0	0.037
310	1	0	0	0	0.051	0.054	0.04	0	0.037
311	0	1	0.0047	1	0.54	0.51	0.36	0.53	0.33
312	0	1	0	1	0.54	0.51	0.36	0.53	0.33
313	1	0	0	0	0.051	0.054	0.04	0	0.037
314	0	1	0	1	0.54	0.51	0.36	0.53	0.33
315	1	0	0	0	0.051	0.054	0.04	0	0.037
316	1	0	0	0	0.051	0.054	0.04	0	0.037
317	0	1	0	1	0.54	0.51	0.36	0.53	0.33
318	0	1	0	1	0.54	0.51	0.36	0.53	0.33
319	1	0	0	0	0.051	0.054	0.04	0	0.037
320	1	0	0	0	0.051	0.054	0.04	0	0.037
321	0	1	0	1	0.54	0.51	0.36	0.53	0.33
322	0	1	0	1	0.54	0.51	0.36	0.53	0.33
323	1	0	0	0	0.051	0.054	0.04	0	0.037
324	0	0	1	2	0.31	0.27	0.04	0.26	0.073
325	0	1	0	1	0.54	0.51	0.36	0.53	0.33
326	0	1	0	1	0.54	0.51	0.36	0.53	0.33
327	0	0.99	0.012	1	0.54	0.51	0.36	0.53	0.33
328	0	0	1	2	0.31	0.27	0.04	0.26	0.073
329	1	0	0	0	0.051	0.054	0.04	0	0.037
330	0	0.022	0.98	2	0.31	0.27	0.04	0.26	0.073
