SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
159	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
160	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
161	0	0	0	0.0016	1	0	4	0.54	0.51	0.36	0.53	0.33
162	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
163	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
164	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
165	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
166	0	0	0	0	0	1	5	0	0	0.04	0	0.073
167	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
168	0	0	0	0	0	1	5	0	0	0.04	0	0.073
169	0	0	0	0	0	1	5	0	0	0.04	0	0.073
170	0	0	0	0	0	1	5	0	0	0.04	0	0.073
171	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
172	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
173	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
174	0	0	0	0	0	1	5	0	0	0.04	0	0.073
175	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
176	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
177	0	0	0	0	0	1	5	0	0	0.04	0	0.073
178	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
179	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
180	0	0	0	0	0	1	5	0	0	0.04	0	0.073
181	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
182	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
183	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
184	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
185	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
186	1	8.8e-06	0	0	0	0	0	0.051	0.22	0	0.052	0
187	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
188	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
189	0	0	0	0	0	1	5	0	0	0.04	0	0.073
190	0	0	0	0.00011	1	0	4	0.54	0.51	0.36	0.53	0.33
191	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
192	0	0	1	0	0	0	2	0.2	0	0	0	0
193	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
194	0	0	0	0	0	1	5	0	0	0.04	0	0.073
195	0	0	0	0	0	1	5	0	0	0.04	0	0.073
196	0	0	0	0	0	1	5	0	0	0.04	0	0.073
197	0	0	1	0	0	0	2	0.2	0	0	0	0
198	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
199	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
200	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
201	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
202	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
203	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
204	0	0	1	0	0	0	2	0.2	0	0	0	0
205	0	0	0	0	0	1	5	0	0	0.04	0	0.073
206	0	0	0	0	0	1	5	0	0	0.04	0	0.073
207	0	0	0	0	0	1	5	0	0	0.04	0	0.073
208	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
209	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
210	0	0	0	0	0	1	5	0	0	0.04	0	0.073
211	0	0	0	0	0	1	5	0	0	0.04	0	0.073
212	0	0	0	0	0	1	5	0	0	0.04	0	0.073
213	0	0	0	0.043	0.96	0	4	0.54	0.51	0.36	0.53	0.33
214	0	0	0	0	0	1	5	0	0	0.04	0	0.073
215	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
216	0.76	0	0	0.24	0	0	0	0.051	0.22	0	0.052	0
217	0	0	0	0.7	0.3	0	3	0.46	0.44	0.04	0.42	0.15
218	0	0	0	0	0	1	5	0	0	0.04	0	0.073
219	0	0	0	0	0	1	5	0	0	0.04	0	0.073
220	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
221	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
222	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
223	0	0	1	0	0	0	2	0.2	0	0	0	0
224	0	5.3e-06	1	0	0	0	2	0.2	0	0	0	0
225	0	0	0	1	2e-05	0	3	0.46	0.44	0.04	0.42	0.15
226	1	0.0016	0	0	0	0	0	0.051	0.22	0	0.052	0
227	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
228	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
229	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
230	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
231	0	0	0	0	0	1	5	0	0	0.04	0	0.073
232	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
233	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
234	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
235	0	0	1	0	0	0	2	0.2	0	0	0	0
236	0.00038	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
237	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
238	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
239	0	0	0	0	0	1	5	0	0	0.04	0	0.073
240	0.0054	0.99	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
241	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
242	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
243	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
244	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
245	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
246	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
247	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
248	1	2.1e-06	0	0	0	0	0	0.051	0.22	0	0.052	0
249	0	0	0	0	0	1	5	0	0	0.04	0	0.073
250	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
251	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
252	0	0	0	0.0072	0.99	0	4	0.54	0.51	0.36	0.53	0.33
253	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
254	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
255	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
256	0	0	1	0	0	0	2	0.2	0	0	0	0
257	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
258	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
259	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
260	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
261	0	0	0	0	0	1	5	0	0	0.04	0	0.073
262	1	1.2e-05	0	0	0	0	0	0.051	0.22	0	0.052	0
263	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
264	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
265	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
266	1	2.2e-06	0	0	0	0	0	0.051	0.22	0	0.052	0
267	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
268	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
269	0	0	0	0	0	1	5	0	0	0.04	0	0.073
270	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
271	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
272	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
273	0	0	1	0	0	0	2	0.2	0	0	0	0
274	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
275	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
276	0.98	5.7e-05	0	0.021	0	0	0	0.051	0.22	0	0.052	0
277	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
278	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
279	0	4.6e-06	0	0	0	1	5	0	0	0.04	0	0.073
280	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
281	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
282	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
283	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
284	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
285	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
286	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
287	0	0	0	0	0	1	5	0	0	0.04	0	0.073
288	0	0	0	0	0	1	5	0	0	0.04	0	0.073
289	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
290	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
291	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
292	0	0	1	0	0	0	2	0.2	0	0	0	0
293	0	0	0	0	0	1	5	0	0	0.04	0	0.073
294	0	0	0	0	0	1	5	0	0	0.04	0	0.073
295	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
296	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
297	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
298	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
299	0	0	0	0	0	1	5	0	0	0.04	0	0.073
300	0	0	0	3.8e-05	1	0	4	0.54	0.51	0.36	0.53	0.33
301	1	0	0	0	0	0	0	0.051	0.22	0	0.052	0
302	0	0	0	0	0	1	5	0	0	0.04	0	0.073
303	0	0	0	0	0	1	5	0	0	0.04	0	0.073
304	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
305	0	0	1	0	0	0	2	0.2	0	0	0	0
306	0	0	1	0	0	0	2	0.2	0	0	0	0
307	0	1	0	0	0	0	1	0.1	0.054	0.04	0.052	0.037
308	0	0	1	0	0	0	2	0.2	0	0	0	0
309	1	3e-05	0	0	0	0	0	0.051	0.22	0	0.052	0
310	0	0	0	0	0	1	5	0	0	0.04	0	0.073
311	0	0	0	1	0.00037	0	3	0.46	0.44	0.04	0.42	0.15
312	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
313	0	0	0	0	0	1	5	0	0	0.04	0	0.073
314	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
315	0	0	0	0	0	1	5	0	0	0.04	0	0.073
316	0	0	0	0	0	1	5	0	0	0.04	0	0.073
317	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
318	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
319	0	0	0	0	0	1	5	0	0	0.04	0	0.073
320	0	0	0	0	0	1	5	0	0	0.04	0	0.073
321	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
322	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
323	0	0	0	0	0	1	5	0	0	0.04	0	0.073
324	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
325	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
326	0	0	0	0	1	0	4	0.54	0.51	0.36	0.53	0.33
327	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
328	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
329	0	0	0	0	0	1	5	0	0	0.04	0	0.073
330	0	0	0	1	0	0	3	0.46	0.44	0.04	0.42	0.15
