SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
173	0	0	0.83	0.17	2	0	0	0.12	0.089
174	1	0	0	0	0	0.077	0.044	0.024	0
175	1	0	0	0	0	0.077	0.044	0.024	0
176	0	0	0.12	0.88	3	0.051	0	0.049	0
177	0	0	1	0	2	0	0	0.12	0.089
178	0	1	0	0	1	0.29	0.1	0.22	0.2
179	0	0	1	0	2	0	0	0.12	0.089
180	0	1	0	0	1	0.29	0.1	0.22	0.2
181	0	0	0	1	3	0.051	0	0.049	0
182	0	0	1	0.00066	2	0	0	0.12	0.089
183	0.3	0	0	0.7	3	0.051	0	0.049	0
184	0.0047	0	0	1	3	0.051	0	0.049	0
185	1	0	0	0	0	0.077	0.044	0.024	0
186	0	0	1	0	2	0	0	0.12	0.089
187	0	1	0	0	1	0.29	0.1	0.22	0.2
188	0	1	0	0	1	0.29	0.1	0.22	0.2
189	1	0	0	0	0	0.077	0.044	0.024	0
190	0	1	0	0	1	0.29	0.1	0.22	0.2
191	0	1	0	0	1	0.29	0.1	0.22	0.2
192	0	1	0	0	1	0.29	0.1	0.22	0.2
193	0	1	0	0	1	0.29	0.1	0.22	0.2
194	0	1	0	0	1	0.29	0.1	0.22	0.2
195	0	1	0	0	1	0.29	0.1	0.22	0.2
196	0	1	0	0	1	0.29	0.1	0.22	0.2
197	0	1	0	0	1	0.29	0.1	0.22	0.2
198	0	1	0	0	1	0.29	0.1	0.22	0.2
199	0	0	1	0	2	0	0	0.12	0.089
200	0	0	0.0099	0.99	3	0.051	0	0.049	0
201	0	1	0	0	1	0.29	0.1	0.22	0.2
202	7.3e-05	0	0	1	3	0.051	0	0.049	0
203	0	0	0.00011	1	3	0.051	0	0.049	0
204	0	1	0	0	1	0.29	0.1	0.22	0.2
205	0.95	0	0	0.053	0	0.077	0.044	0.024	0
206	0	0	0.84	0.16	2	0	0	0.12	0.089
207	0.031	0	0	0.97	3	0.051	0	0.049	0
208	0	0	1	1.6e-06	2	0	0	0.12	0.089
209	0	0	1	0.00092	2	0	0	0.12	0.089
210	0	1	0	0	1	0.29	0.1	0.22	0.2
211	0	0	0.88	0.12	2	0	0	0.12	0.089
212	0	0	0.55	0.45	2	0	0	0.12	0.089
213	0	0	1	0	2	0	0	0.12	0.089
214	0.22	0	0	0.78	3	0.051	0	0.049	0
215	1	0	0	0	0	0.077	0.044	0.024	0
216	0	0	1	9.8e-06	2	0	0	0.12	0.089
217	0	0	0	1	3	0.051	0	0.049	0
218	0.078	0	0	0.92	3	0.051	0	0.049	0
219	2.8e-05	0	0	1	3	0.051	0	0.049	0
220	0.055	0	0	0.95	3	0.051	0	0.049	0
221	0	0	1	0	2	0	0	0.12	0.089
222	1	0	0	0	0	0.077	0.044	0.024	0
223	1	0	0	0	0	0.077	0.044	0.024	0
224	0	1	0	0	1	0.29	0.1	0.22	0.2
225	0	1	0	0	1	0.29	0.1	0.22	0.2
226	0	0	1	0	2	0	0	0.12	0.089
227	0	1	0	0	1	0.29	0.1	0.22	0.2
228	0	1	0	0	1	0.29	0.1	0.22	0.2
229	0	0.74	0.25	0.011	1	0.29	0.1	0.22	0.2
230	0	3e-05	0.031	0.97	3	0.051	0	0.049	0
231	0	0.095	0.89	0.018	2	0	0	0.12	0.089
232	0	1	0	3.1e-06	1	0.29	0.1	0.22	0.2
233	0	1	0	0	1	0.29	0.1	0.22	0.2
234	9.5e-05	1	0	6e-06	1	0.29	0.1	0.22	0.2
235	0	1	0	0	1	0.29	0.1	0.22	0.2
236	0	1	0	0	1	0.29	0.1	0.22	0.2
237	0	1	0	0	1	0.29	0.1	0.22	0.2
238	0	1.1e-05	1	0	2	0	0	0.12	0.089
239	0	0.051	0.95	0.0026	2	0	0	0.12	0.089
240	0	9.4e-06	0.067	0.93	3	0.051	0	0.049	0
