SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
32	1.3e-05	1	0	3.6e-05	0	0	1.3e-05	1	0.14	0.26	0.14
33	0.43	0.38	0	0.11	0	0	0.081	0	0.22	0.58	0.22
34	0.39	0.12	0	0.37	0	0	0.11	0	0.22	0.58	0.22
35	0.13	0.7	0	0.16	0	0	0.0055	1	0.14	0.26	0.14
36	0.002	0.95	0	0.0045	0	0	0.039	1	0.14	0.26	0.14
37	0.17	0.42	0	0.2	0	0	0.21	1	0.14	0.26	0.14
38	0	0	1	0	0	0	0	2	0.062	0.12	0.062
39	0.055	0.16	0	0.68	0	0	0.11	3	0.22	0.42	0.22
40	0	1	0	2.9e-05	0	0	9.6e-05	1	0.14	0.26	0.14
41	0.24	0.35	0	0.3	0	0	0.11	1	0.14	0.26	0.14
42	0.0054	0.16	0	0.014	0	0	0.83	6	0.14	0.42	0.22
43	0.019	0.16	0	0.82	0	0	7.6e-05	3	0.22	0.42	0.22
44	0.12	0.61	0	0.14	0	0	0.13	1	0.14	0.26	0.14
45	0.00022	0.91	0	2.2e-05	0	0	0.094	1	0.14	0.26	0.14
46	0.00052	0.88	0	0.0032	0	0	0.12	1	0.14	0.26	0.14
47	0.1	0.82	0	0.066	0	0	0.0069	1	0.14	0.26	0.14
48	1	0.00014	0	0.00074	0	0	3.1e-06	0	0.22	0.58	0.22
49	0.022	0.88	0	0.041	0	0	0.061	1	0.14	0.26	0.14
50	0.059	0.049	0	0.88	0	0	0.013	3	0.22	0.42	0.22
51	0.5	0.46	0	0.031	0	0	0.0085	0	0.22	0.58	0.22
52	0.61	0.0049	0	0.28	0	0	0.11	0	0.22	0.58	0.22
53	0.91	0.0012	0	0.093	0	0	3.4e-06	0	0.22	0.58	0.22
54	0	1	0	0	0	0	0	1	0.14	0.26	0.14
55	0.048	0.67	0	0.25	0	0	0.028	1	0.14	0.26	0.14
56	0	0	1	0	0	0	0	2	0.062	0.12	0.062
57	0.43	0.0067	0	0.43	0	0	0.13	3	0.22	0.42	0.22
58	0.034	0.011	0	0.91	0	0	0.046	3	0.22	0.42	0.22
59	0.0034	0.0021	0	0.98	0	0	0.017	3	0.22	0.42	0.22
60	0.00091	0.29	0	0.085	0	0	0.63	6	0.14	0.42	0.22
61	0	1	0	0	0	0	5.3e-06	1	0.14	0.26	0.14
62	0	1	1.8e-05	0	0	0	0	1	0.14	0.26	0.14
63	0	1	0	0	0	0	0	1	0.14	0.26	0.14
64	0	1	0	0	0	0	0	1	0.14	0.26	0.14
65	0	0.99	0	0.0023	0	0	0.01	1	0.14	0.26	0.14
66	0	1	0	0	0	0	0	1	0.14	0.26	0.14
67	0	1	3.2e-06	0	0	0	2.8e-06	1	0.14	0.26	0.14
68	0	0.86	0	1e-05	0	0	0.14	1	0.14	0.26	0.14
69	0.0082	0.78	0	0.036	0	0	0.18	1	0.14	0.26	0.14
70	0.15	0.00059	0	0.098	0	0	0.76	6	0.14	0.42	0.22
71	0	1	0	0	0	0	0	1	0.14	0.26	0.14
72	2.4e-05	0.12	0	0.029	0	0	0.85	6	0.14	0.42	0.22
73	0	0	1	0	0	0	0	2	0.062	0.12	0.062
74	0.0016	0.79	0	0.014	0	0	0.19	1	0.14	0.26	0.14
75	0	0.86	0	0	0	0	0.14	1	0.14	0.26	0.14
76	0.0082	0.97	0	0.009	0	0	0.01	1	0.14	0.26	0.14
77	4.6e-05	0.23	0	0.034	0	0	0.74	6	0.14	0.42	0.22
78	0.032	0.86	0	0.018	0	0	0.087	1	0.14	0.26	0.14
79	0.0028	0.83	0	0.16	0	0	0.0056	1	0.14	0.26	0.14
80	0.42	0.51	0	0.07	0	0	0.0031	1	0.14	0.26	0.14
81	0.21	0.46	0	0.32	0	0	0.011	1	0.14	0.26	0.14
82	0.56	8.4e-05	0	0.33	0	0	0.11	0	0.22	0.58	0.22
83	0.78	0.2	0	0.022	0	0	0.00045	0	0.22	0.58	0.22
84	0	1	0	0	0	0	0	1	0.14	0.26	0.14
85	0.009	0.018	0	0.96	0	0	0.014	3	0.22	0.42	0.22
86	0.003	0.97	0	0.017	0	0	0.011	1	0.14	0.26	0.14
87	0	1	0	0	0	0	0	1	0.14	0.26	0.14
88	0	1	0	0	0	0	0	1	0.14	0.26	0.14
89	0	1	0	0	0	0	0	1	0.14	0.26	0.14
90	0.57	0.17	0	0.22	0	0	0.037	0	0.22	0.58	0.22
91	0.0076	0.35	0	0.057	0	0	0.59	6	0.14	0.42	0.22
92	0.24	0.0035	0	0.75	0	0	0.0039	3	0.22	0.42	0.22
93	0	1	0	0	0	0	0	1	0.14	0.26	0.14
94	0	0.93	0	0.041	0	0	0.024	1	0.14	0.26	0.14
95	0.00033	0.86	0	0.065	0	0	0.077	1	0.14	0.26	0.14
96	0.0045	0.26	0	0.74	0	0	0.00038	3	0.22	0.42	0.22
97	0.017	0.0043	0	0.19	0	0	0.79	6	0.14	0.42	0.22
98	0	1	0	2.1e-06	0	0	0.0004	1	0.14	0.26	0.14
99	0.011	0.28	0	0.067	0	0	0.64	6	0.14	0.42	0.22
100	0.00047	0.69	0	0.25	0	0	0.06	1	0.14	0.26	0.14
101	0	1	0	6.6e-05	0	0	0.00015	1	0.14	0.26	0.14
102	0	1	0	3.2e-06	0	0	0.0016	1	0.14	0.26	0.14
103	0	0.97	0.025	0.0018	0	0	0.0041	1	0.14	0.26	0.14
104	0.032	0.22	0	0.66	0	0	0.086	3	0.22	0.42	0.22
105	0.17	0.38	0	0.18	0	0	0.27	1	0.14	0.26	0.14
106	0.16	0.06	0	0.77	0	0	0.0042	3	0.22	0.42	0.22
107	0.0064	0.96	0	0.01	0	0	0.02	1	0.14	0.26	0.14
108	0.0022	0	0	1	0	0	1.5e-05	3	0.22	0.42	0.22
109	0.84	0.061	0	0.095	0	0	0.0022	0	0.22	0.58	0.22
110	4.2e-05	0.0018	0	0.035	0	0	0.96	6	0.14	0.42	0.22
111	0.96	0.00087	0	0.035	0	0	4.2e-05	0	0.22	0.58	0.22
112	0	0	1	0	0	0	0	2	0.062	0.12	0.062
113	0.73	0.25	0	0.02	0	0	1.4e-05	0	0.22	0.58	0.22
114	0.97	0.0006	0	0.027	0	0	0	0	0.22	0.58	0.22
115	0	1	0.00014	0	0	0	0	1	0.14	0.26	0.14
116	0.36	0.0037	0	0.64	0	0	2.3e-05	3	0.22	0.42	0.22
117	0.71	0.079	0	0.21	0	0	0	0	0.22	0.58	0.22
118	0.0011	0.98	0	0.0011	0	0	0.015	1	0.14	0.26	0.14
119	0.39	0.47	0	0.1	0	0	0.037	1	0.14	0.26	0.14
120	0.17	0.43	0	0.28	0	0	0.12	1	0.14	0.26	0.14
121	0.54	0.087	0	0.37	0	0	0.0054	0	0.22	0.58	0.22
122	0	0.0017	0	0.38	0	0	0.61	6	0.14	0.42	0.22
123	0.3	0.059	0	0.6	0	0	0.036	3	0.22	0.42	0.22
124	0.0027	1	0	0.00016	0	0	0.00058	1	0.14	0.26	0.14
125	0.52	0.17	0	0.3	0	0	0.0086	0	0.22	0.58	0.22
126	0.98	0.009	0	0.015	0	0	0	0	0.22	0.58	0.22
127	0	0	1	0	0	0	0	2	0.062	0.12	0.062
128	0.0007	0.99	0	0.0082	0	0	0.00089	1	0.14	0.26	0.14
129	0.73	0.26	0	3e-05	0	0	0.0038	0	0.22	0.58	0.22
130	1	1.3e-05	0	0	0	0	0	0	0.22	0.58	0.22
131	0	0	0	0	0	1	0	5	0	0.26	0.047
132	0.00023	1	0	0.00014	0	0	9.8e-05	1	0.14	0.26	0.14
133	0.11	0.85	0	0.034	0	0	0.0019	1	0.14	0.26	0.14
134	0	0.99	0	0.0035	0	0	0.0038	1	0.14	0.26	0.14
135	0	0	0.022	0.98	0	0	0	3	0.22	0.42	0.22
136	0	1	0	0	0	0	0	1	0.14	0.26	0.14
137	0.00022	6.4e-06	0.61	0.39	0	0	0	2	0.062	0.12	0.062
138	0	0	0.12	0.88	0	0	0	3	0.22	0.42	0.22
139	0.28	0.27	0	0.32	0	0	0.13	3	0.22	0.42	0.22
140	0	0	1	0	0	0	0	2	0.062	0.12	0.062
141	0.034	0.96	0	0.0064	0	0	0.0026	1	0.14	0.26	0.14
142	0.54	0.46	0	0.0059	0	0	0.00028	0	0.22	0.58	0.22
143	0.056	0.57	0	0.0067	0	0	0.37	1	0.14	0.26	0.14
144	0.2	0.75	0	0.039	0	0	0.016	1	0.14	0.26	0.14
145	0.0065	5.3e-05	0	0.91	0	0	0.084	3	0.22	0.42	0.22
146	0.74	0.26	0	0.0044	0	0	0	0	0.22	0.58	0.22
147	1	0.0021	0	2e-05	0	0	0.0016	0	0.22	0.58	0.22
148	0.018	0.98	0	0.0022	0	0	1.6e-05	1	0.14	0.26	0.14
149	1	0.0038	0	0	0	0	2e-06	0	0.22	0.58	0.22
150	0	1	0	0	0	0	6.2e-06	1	0.14	0.26	0.14
151	8.1e-05	1	0	0.00016	0	0	0.00069	1	0.14	0.26	0.14
152	0	1	0	0.0013	0	0	0.0001	1	0.14	0.26	0.14
153	0.75	0.25	0	0	0	0	0	0	0.22	0.58	0.22
154	0	0	1	0	0	0	0	2	0.062	0.12	0.062
155	0	1	0	0.00059	0	0	2.4e-05	1	0.14	0.26	0.14
156	0	1	0	0	0	0	2.5e-06	1	0.14	0.26	0.14
157	0	1	0	0	0	0	0	1	0.14	0.26	0.14
158	0	1	0	0	0	0	0.00014	1	0.14	0.26	0.14
159	0	1	0	0	0	0	0	1	0.14	0.26	0.14
160	2.1e-05	0.77	0	0.21	0	0	0.022	1	0.14	0.26	0.14
161	0	1	0	0.0003	0	0	1.3e-05	1	0.14	0.26	0.14
162	0	1	0	5.7e-06	0	0	0.0001	1	0.14	0.26	0.14
163	0	1	0	0.00035	0	0	0.00036	1	0.14	0.26	0.14
164	0	1	0	0	0	0	0	1	0.14	0.26	0.14
165	0.0074	0.00016	0	0.42	0	0	0.58	6	0.14	0.42	0.22
166	0	0	0	0	0	1	0	5	0	0.26	0.047
167	0	0	0	0	0	1	0	5	0	0.26	0.047
168	0.97	0	0	0.026	0	0	7.6e-06	0	0.22	0.58	0.22
169	0.32	0.19	0	0.43	0	0	0.056	3	0.22	0.42	0.22
170	0	0	0	0.044	0	0	0.96	6	0.14	0.42	0.22
171	0.33	0.41	0	0.2	0	0	0.062	1	0.14	0.26	0.14
172	0	0.69	0	0.00063	0	0	0.31	1	0.14	0.26	0.14
173	0	0.9	0	0.00072	0	0	0.1	1	0.14	0.26	0.14
174	0.33	0.3	0	0.2	0	0	0.18	0	0.22	0.58	0.22
175	0	0	1	0	0	0	0	2	0.062	0.12	0.062
176	0.9	0.091	0	0.0098	0	0	0.00026	0	0.22	0.58	0.22
177	0.64	0.13	0	0.12	0	0	0.11	0	0.22	0.58	0.22
178	0.73	0.17	0	0.1	0	0	0.00032	0	0.22	0.58	0.22
179	7.6e-05	7.4e-05	0	0.98	0	0	0.019	3	0.22	0.42	0.22
180	0.00036	0.95	0	0.015	0	0	0.037	1	0.14	0.26	0.14
181	0.35	0.00013	0	0.63	0	0	0.014	3	0.22	0.42	0.22
182	0.026	0.97	0	0.0049	0	0	0	1	0.14	0.26	0.14
183	9.8e-05	0.82	0	0.18	0	0	0	1	0.14	0.26	0.14
184	0.0048	0.99	0	0.00036	0	0	2.4e-06	1	0.14	0.26	0.14
185	0.99	0.0052	0	0	0	0	0	0	0.22	0.58	0.22
186	0.044	0.2	0	0.28	0	0	0.48	6	0.14	0.42	0.22
187	0.31	0.0015	0	0.36	0	0	0.32	3	0.22	0.42	0.22
188	0.32	0.25	0	0.11	0	0	0.32	6	0.14	0.42	0.22
189	0.34	0.57	0	0.088	0	0	0.0061	1	0.14	0.26	0.14
190	0.012	0.94	0	0.013	0	0	0.038	1	0.14	0.26	0.14
191	0.52	0.29	0.00034	0.19	0	0	0.0002	0	0.22	0.58	0.22
192	0.0016	0.0053	0	0.94	0	0	0.057	3	0.22	0.42	0.22
193	0.00083	0.75	0	0.00099	0	0	0.25	1	0.14	0.26	0.14
194	0.00044	0.99	0	0.00013	0	0	0.012	1	0.14	0.26	0.14
195	0.0015	0.36	0	0.0077	0	0	0.63	6	0.14	0.42	0.22
196	0.011	0.59	0	0.0084	0	0	0.39	1	0.14	0.26	0.14
197	0.99	0.0027	0	1.1e-05	0	0	0.0082	0	0.22	0.58	0.22
198	0.5	0.41	0	0.093	0	0	0.0014	0	0.22	0.58	0.22
199	0.021	0.95	0	0.0043	0	0	0.03	1	0.14	0.26	0.14
200	0.00018	1	0	0	0	0	0	1	0.14	0.26	0.14
201	0.13	0.87	0	1.6e-05	0	0	1.1e-05	1	0.14	0.26	0.14
202	0.0014	8.4e-06	0	0.98	0	0	0.017	3	0.22	0.42	0.22
203	0.74	0.26	0	0	0	0	9.3e-05	0	0.22	0.58	0.22
204	1	0.0017	0	3.9e-05	0	0	0	0	0.22	0.58	0.22
205	0.00042	2.3e-05	0	0.25	0	0	0.74	6	0.14	0.42	0.22
206	1.8e-05	1.8e-05	0	1	0	0	0	3	0.22	0.42	0.22
207	0.75	0.25	0	0	0	0	0	0	0.22	0.58	0.22
208	0.013	0.97	0	0.0023	0	0	0.011	1	0.14	0.26	0.14
209	0.022	0.33	0	0.62	0	0	0.022	3	0.22	0.42	0.22
210	0.54	0.019	0	0.29	0	0	0.14	0	0.22	0.58	0.22
211	0.041	0.86	0	0.055	0	0	0.045	1	0.14	0.26	0.14
212	5.7e-06	0.24	0	0.042	0	0	0.71	6	0.14	0.42	0.22
213	0	0.99	0.0053	0	0	0	0	1	0.14	0.26	0.14
214	0.6	0.16	0	0.22	0	0	0.02	0	0.22	0.58	0.22
215	8.7e-05	1	0	0.00015	0	0	0.00045	1	0.14	0.26	0.14
216	0.18	2e-06	0	0.71	0	0	0.11	3	0.22	0.42	0.22
217	0.72	0.0017	0	0.17	0	0	0.11	0	0.22	0.58	0.22
218	0.0012	0.23	0	0.53	0	0	0.24	3	0.22	0.42	0.22
219	0.025	0.77	0	0.05	0	0	0.16	1	0.14	0.26	0.14
220	0.0066	0.84	0	0.052	0	0	0.1	1	0.14	0.26	0.14
221	0.00014	0.005	0	0.86	0	0	0.13	3	0.22	0.42	0.22
222	8.2e-05	0.98	0	0.0031	0	0	0.014	1	0.14	0.26	0.14
223	0.2	0.8	0	0.0072	0	0	0.0012	1	0.14	0.26	0.14
224	0.03	0.33	0	0.073	0	0	0.56	6	0.14	0.42	0.22
225	0.039	0.42	0	5.7e-05	0	0	0.54	6	0.14	0.42	0.22
226	0.021	0.0038	0	0.02	0	0	0.96	6	0.14	0.42	0.22
227	0.72	0.15	0	0.0058	0	0	0.12	0	0.22	0.58	0.22
228	0.07	0.17	0	0.14	0	0	0.62	6	0.14	0.42	0.22
229	0.81	0.0027	6e-06	0.19	0	0	5e-06	0	0.22	0.58	0.22
230	0.084	0.84	0	0.051	0	0	0.027	1	0.14	0.26	0.14
231	0.07	0.51	0	0.1	0	0	0.31	1	0.14	0.26	0.14
232	0	0.011	0.99	0	0	0	0	2	0.062	0.12	0.062
233	0.00016	1	0	0.0016	0	0	0.00023	1	0.14	0.26	0.14
234	0.00086	1	0	0.00012	0	0	3.2e-05	1	0.14	0.26	0.14
235	0.0013	1	0	5.5e-05	0	0	1.6e-05	1	0.14	0.26	0.14
236	0.13	0.028	0	0.69	0	0	0.15	3	0.22	0.42	0.22
237	0	0.00035	1	0	0	0	0	2	0.062	0.12	0.062
238	0.0033	0.012	0	0.43	0	0	0.56	6	0.14	0.42	0.22
239	0.00089	0.0061	0	0.033	0	0	0.96	6	0.14	0.42	0.22
240	0.059	0.61	0	0.27	0	0	0.063	1	0.14	0.26	0.14
241	0	0.71	0	3.3e-05	0	0	0.29	1	0.14	0.26	0.14
242	0.97	0.03	0	0	0	0	0.002	0	0.22	0.58	0.22
243	0.036	0.9	0	0.011	0	0	0.053	1	0.14	0.26	0.14
244	5.9e-05	6.1e-06	0	0.0016	0	0	1	6	0.14	0.42	0.22
245	1.2e-06	0	0.0004	1	0	0	0	3	0.22	0.42	0.22
246	0.00081	0.89	0	0.00074	0	0	0.11	1	0.14	0.26	0.14
247	0.61	0.38	0	6.4e-05	0	0	0.0016	0	0.22	0.58	0.22
248	0.5	0.48	0	0.0013	0	0	0.023	0	0.22	0.58	0.22
249	0.99	0.0086	0	0	0	0	0	0	0.22	0.58	0.22
250	0.17	0.65	0	0.14	0	0	0.038	1	0.14	0.26	0.14
251	0	0	0	0	0	1	0	5	0	0.26	0.047
252	0.39	0.6	0	6e-06	0	0	0.00077	1	0.14	0.26	0.14
253	0.32	0.59	0	0.0094	0	0	0.081	1	0.14	0.26	0.14
254	0.007	0.65	0	0.26	0	0	0.08	1	0.14	0.26	0.14
255	0.14	0.69	0	0.15	0	0	0.022	1	0.14	0.26	0.14
256	0	1	0	1.7e-05	0	0	0	1	0.14	0.26	0.14
257	0.017	0.1	0	0.53	0	0	0.35	3	0.22	0.42	0.22
258	0.056	0.43	0	0.21	0	0	0.3	1	0.14	0.26	0.14
259	0.00076	0.93	0	0.027	0	0	0.042	1	0.14	0.26	0.14
260	0.0078	0.99	0	0.00069	0	0	0.0013	1	0.14	0.26	0.14
261	1.6e-05	1	0	1.8e-05	0	0	0.00068	1	0.14	0.26	0.14
262	0.00011	4.4e-05	0	0.98	0	0	0.016	3	0.22	0.42	0.22
263	0.0002	1	0	3.4e-06	0	0	9.3e-06	1	0.14	0.26	0.14
264	0.00022	0.89	0	0.0015	0	0	0.11	1	0.14	0.26	0.14
265	0.28	0.28	0	0.35	0	0	0.091	3	0.22	0.42	0.22
266	0	0.00012	1	0	0	0	0	2	0.062	0.12	0.062
267	0	0.49	0	0.079	0	0	0.43	1	0.14	0.26	0.14
268	8.6e-06	1	0	0	0	0	0	1	0.14	0.26	0.14
269	0	0.99	0	5.5e-05	0	0	0.0079	1	0.14	0.26	0.14
270	6.4e-05	1	0	0	0	0	0	1	0.14	0.26	0.14
271	0	0.76	0	0.026	0	0	0.21	1	0.14	0.26	0.14
272	0	1	0	0	0	0	0	1	0.14	0.26	0.14
273	0	1	0	0	0	0	0	1	0.14	0.26	0.14
274	0.36	0.29	0	0.35	0	0	0.00028	0	0.22	0.58	0.22
275	0.0028	0.34	0	0.013	0	0	0.64	6	0.14	0.42	0.22
276	0.092	0.43	0	0.39	1e-06	0	0.092	1	0.14	0.26	0.14
277	0	1	0.00018	0	0	0	2.7e-06	1	0.14	0.26	0.14
278	1.4e-05	0.83	0	0.054	0	0	0.12	1	0.14	0.26	0.14
279	0.021	0.085	0	0.88	0	0	0.013	3	0.22	0.42	0.22
280	0.00029	0.95	0	0.014	0	0	0.036	1	0.14	0.26	0.14
281	0.023	0.56	0	0.11	0	0	0.31	1	0.14	0.26	0.14
282	0.013	0.77	0	0.11	0	0	0.1	1	0.14	0.26	0.14
283	0.59	0.41	0	0	0	0	0	0	0.22	0.58	0.22
284	0.0011	0.95	0	0.013	0	0	0.034	1	0.14	0.26	0.14
285	0	0	1	0	0	0	0	2	0.062	0.12	0.062
286	0.0044	4.6e-06	0	0.99	0	0	0.0044	3	0.22	0.42	0.22
287	0	0.14	0	0.85	0	0	0.0013	3	0.22	0.42	0.22
288	1.5e-05	9.9e-05	0	0.3	0	0	0.7	6	0.14	0.42	0.22
289	8.4e-05	0.99	0	0.00019	0	0	0.0059	1	0.14	0.26	0.14
290	0.03	0.82	0	0.12	0	0	0.034	1	0.14	0.26	0.14
291	1.1e-06	0.85	0	0.0012	0	0	0.14	1	0.14	0.26	0.14
292	0.2	0.77	0	0.0018	0	0	0.03	1	0.14	0.26	0.14
293	5.9e-05	0.98	2e-06	0.0066	0	0	0.013	1	0.14	0.26	0.14
294	0	1	5.6e-05	1.4e-05	0	0	0.00013	1	0.14	0.26	0.14
295	0.31	0.049	0	0.6	0	0	0.038	3	0.22	0.42	0.22
296	0.62	0.34	0	0.036	0	0	3.3e-05	0	0.22	0.58	0.22
297	0	1	1.1e-06	0	0	0	0	1	0.14	0.26	0.14
298	5.4e-06	1	0	0	0	0	2.1e-06	1	0.14	0.26	0.14
299	0	1	0	0	0	0	5.7e-05	1	0.14	0.26	0.14
300	0	0.64	0	0.011	0	0	0.34	1	0.14	0.26	0.14
301	0.00031	0.96	0	0.037	0	0	1.1e-06	1	0.14	0.26	0.14
302	0	1.1e-05	0	0.85	0	0	0.15	3	0.22	0.42	0.22
303	0	1	0	0	0	0	0	1	0.14	0.26	0.14
304	0	0.0049	0	0.0006	0	0	0.99	6	0.14	0.42	0.22
305	0	1	0	0	0	0	0	1	0.14	0.26	0.14
306	0	0.66	0	0.34	0	0	0.0024	1	0.14	0.26	0.14
307	6.8e-05	0.79	0	0.013	0	0	0.19	1	0.14	0.26	0.14
308	0	0.7	0	0.00026	0	0	0.3	1	0.14	0.26	0.14
309	0	1	0	8e-06	0	0	0.0011	1	0.14	0.26	0.14
310	0.0047	0.026	0	0.1	0	0	0.87	6	0.14	0.42	0.22
311	0	1	0	0	0	0	0	1	0.14	0.26	0.14
312	0	1	0	0	0	0	0.00054	1	0.14	0.26	0.14
313	0	1	0	0	0	0	4.7e-06	1	0.14	0.26	0.14
314	9.7e-05	0.83	0	0.15	0	0	0.023	1	0.14	0.26	0.14
315	0.92	0.0011	0	0.077	0	0	0.0015	0	0.22	0.58	0.22
316	0.068	0.92	0	0.0093	0	0	0.00073	1	0.14	0.26	0.14
317	0.65	0.24	0	0.1	0	0	0.0005	0	0.22	0.58	0.22
318	5.6e-05	0.69	0	0.21	0	0	0.098	1	0.14	0.26	0.14
319	0.052	0.2	0	0.66	0	0	0.082	3	0.22	0.42	0.22
320	0	1	0	0.00049	0	0	0.00035	1	0.14	0.26	0.14
321	0.035	0.95	0	0.013	0	0	0	1	0.14	0.26	0.14
322	0.0001	0.97	0	0.023	0	0	0.0073	1	0.14	0.26	0.14
323	0	1	2.7e-05	0	0	0	0	1	0.14	0.26	0.14
324	0	1	1e-05	6.1e-06	0	0	0.00012	1	0.14	0.26	0.14
325	0	0.87	0	0.014	0	0	0.12	1	0.14	0.26	0.14
326	0	0.0079	0	0.41	0	0	0.58	6	0.14	0.42	0.22
327	0.45	0.46	0	0.083	0	0	0.0087	1	0.14	0.26	0.14
328	0	1	0	8.9e-06	0	0	0	1	0.14	0.26	0.14
329	0.015	0.94	0	0.046	0	0	0	1	0.14	0.26	0.14
330	0.95	0.054	0	0	0	0	0	0	0.22	0.58	0.22
331	0.0013	0.46	0.00036	0.54	0	0	0.00064	3	0.22	0.42	0.22
332	0.00048	0	0	0.061	0	0	0.94	6	0.14	0.42	0.22
333	0.0091	0.91	0	0.072	0	0	0.0083	1	0.14	0.26	0.14
334	0	0	0.00029	0	0	1	0	5	0	0.26	0.047
335	0.74	0.00011	0	0.2	0	0	0.06	0	0.22	0.58	0.22
336	0.16	0.31	0	0.17	0	0	0.36	6	0.14	0.42	0.22
337	0.028	0.16	0	0.6	0	0	0.22	3	0.22	0.42	0.22
338	0	0	0.027	0	0	0.97	0	5	0	0.26	0.047
339	0	1	0.0024	0.00016	0	0	0.00043	1	0.14	0.26	0.14
340	0.046	0.93	0	0.019	0	0	0.00068	1	0.14	0.26	0.14
341	0.00092	0.061	0	0.93	0	0	0.011	3	0.22	0.42	0.22
342	1.6e-05	0.0095	0	0.0049	0	0	0.99	6	0.14	0.42	0.22
343	0.025	0.8	0	0.11	0	0	0.071	1	0.14	0.26	0.14
344	0.12	0.45	0	0.19	0	0	0.23	1	0.14	0.26	0.14
345	1e-06	1	0	0	0	0	0	1	0.14	0.26	0.14
346	0.36	0.63	0	0.0062	0	0	0.00043	1	0.14	0.26	0.14
347	0.98	0.015	0	7.4e-06	0	0	0	0	0.22	0.58	0.22
348	5.1e-05	1	0	0	0	0	0	1	0.14	0.26	0.14
349	0.018	0.98	0	0.0013	0	0	0.00017	1	0.14	0.26	0.14
350	0.0084	0.88	0	0.085	0	0	0.029	1	0.14	0.26	0.14
351	0.65	0.22	0	0.1	0	0	0.027	0	0.22	0.58	0.22
352	0	1	0	0	0	0	0	1	0.14	0.26	0.14
353	0.48	0.015	0	0.26	0	0	0.24	0	0.22	0.58	0.22
354	0.031	0.55	0	0.18	0	0	0.24	1	0.14	0.26	0.14
355	0.0053	0.84	4.2e-06	0.031	0	0	0.12	1	0.14	0.26	0.14
356	0.00091	1	0	0.0001	0	0	3.2e-06	1	0.14	0.26	0.14
357	0.046	0.93	0	0.026	0	0	0.0023	1	0.14	0.26	0.14
358	0	1	0	0	0	0	0	1	0.14	0.26	0.14
359	0	0	0.13	0	0	0.87	0	5	0	0.26	0.047
360	0.00042	1	0	0.00066	0	0	0.00089	1	0.14	0.26	0.14
361	0.064	0.11	0	0.72	0	0	0.11	3	0.22	0.42	0.22
362	0.18	0.81	0	0.0091	0	0	0.0063	1	0.14	0.26	0.14
363	8.8e-05	0	0	1	0	0	0	3	0.22	0.42	0.22
364	0.00076	1	0	6.3e-05	0	0	0	1	0.14	0.26	0.14
365	0	0	0	0	1	0	0	4	0.81	0.74	0.81
366	0.039	0.59	0	0.31	0	0	0.056	1	0.14	0.26	0.14
367	0	0	0	0.0039	0	0	1	6	0.14	0.42	0.22
