SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
123	0.065	0.93	0.0032	1	0.22	0.42	0.22
124	0.99	0.00022	0.011	0	0.14	0.26	0.14
125	0.29	0.71	0.0059	1	0.22	0.42	0.22
126	0.3	0.7	0.0015	1	0.22	0.42	0.22
127	1	0	4.4e-06	0	0.14	0.26	0.14
128	0.99	0.011	0.0021	0	0.14	0.26	0.14
129	0.99	0.00015	0.0071	0	0.14	0.26	0.14
130	0.94	0.061	0.0014	0	0.14	0.26	0.14
131	0	0	1	2	0.14	0.26	0.22
132	0.99	0.00019	0.012	0	0.14	0.26	0.14
133	0.92	0.051	0.028	0	0.14	0.26	0.14
134	0.96	0.0047	0.036	0	0.14	0.26	0.14
135	0	1	0	1	0.22	0.42	0.22
136	0.95	0	0.054	0	0.14	0.26	0.14
137	1.2e-05	1	0	1	0.22	0.42	0.22
138	0	1	0	1	0.22	0.42	0.22
139	0.37	0.62	0.013	1	0.22	0.42	0.22
140	1	0	0	0	0.14	0.26	0.14
141	0.99	0.0092	0.00028	0	0.14	0.26	0.14
142	0.98	0.018	0.0011	0	0.14	0.26	0.14
143	0.92	0.015	0.066	0	0.14	0.26	0.14
144	0.93	0.068	0.00024	0	0.14	0.26	0.14
145	4.2e-05	1	1.5e-05	1	0.22	0.42	0.22
146	0.98	0.023	2.9e-05	0	0.14	0.26	0.14
147	0.99	0.013	4.6e-06	0	0.14	0.26	0.14
148	0.99	0.0031	0.0084	0	0.14	0.26	0.14
149	1	5.8e-05	2.6e-05	0	0.14	0.26	0.14
150	0.99	0	0.011	0	0.14	0.26	0.14
151	0.98	0.00022	0.016	0	0.14	0.26	0.14
152	1	0.0018	0.00068	0	0.14	0.26	0.14
153	0.98	1.9e-06	0.024	0	0.14	0.26	0.14
154	1	0	6.2e-05	0	0.14	0.26	0.14
155	0.97	0.0008	0.031	0	0.14	0.26	0.14
156	1	0	0	0	0.14	0.26	0.14
157	1	0	0	0	0.14	0.26	0.14
158	1	0	0.0038	0	0.14	0.26	0.14
159	1	0	0	0	0.14	0.26	0.14
160	0.72	0.27	0.0076	0	0.14	0.26	0.14
161	0.99	0.00041	0.0057	0	0.14	0.26	0.14
162	1	7.8e-06	2.2e-05	0	0.14	0.26	0.14
163	1	0.00048	0.00081	0	0.14	0.26	0.14
164	1	0	2.4e-05	0	0.14	0.26	0.14
165	0.0002	0.74	0.26	1	0.22	0.42	0.22
166	0	0	1	2	0.14	0.26	0.22
167	0	0	1	2	0.14	0.26	0.22
168	0	1	0.0018	1	0.22	0.42	0.22
169	0.23	0.71	0.062	1	0.22	0.42	0.22
170	0	1	0	1	0.22	0.42	0.22
171	0.5	0.35	0.15	0	0.14	0.26	0.14
172	0.99	0.0013	0.0053	0	0.14	0.26	0.14
173	0.99	0.0011	0.01	0	0.14	0.26	0.14
174	0.43	0.4	0.17	0	0.14	0.26	0.14
175	1	0	0	0	0.14	0.26	0.14
176	0.62	0.091	0.29	0	0.14	0.26	0.14
177	0.14	0.18	0.69	2	0.14	0.26	0.22
178	0.55	0.45	0.00074	0	0.14	0.26	0.14
179	5.4e-05	1	0.00087	1	0.22	0.42	0.22
180	0.96	0.021	0.022	0	0.14	0.26	0.14
181	0.00015	1	0.00021	1	0.22	0.42	0.22
182	0.99	0.007	5.9e-06	0	0.14	0.26	0.14
183	0.76	0.24	0	0	0.14	0.26	0.14
184	1	0.00049	0.0016	0	0.14	0.26	0.14
185	1	0.00016	2.5e-05	0	0.14	0.26	0.14
186	0.27	0.53	0.21	1	0.22	0.42	0.22
187	0.0028	0.95	0.049	1	0.22	0.42	0.22
188	0.31	0.19	0.5	2	0.14	0.26	0.22
189	0.78	0.17	0.053	0	0.14	0.26	0.14
190	0.93	0.018	0.053	0	0.14	0.26	0.14
191	0.52	0.47	0.0056	0	0.14	0.26	0.14
192	0.0041	0.99	0.0041	1	0.22	0.42	0.22
193	0.98	0.0018	0.015	0	0.14	0.26	0.14
194	0.95	0.00018	0.053	0	0.14	0.26	0.14
195	0.78	0.023	0.19	0	0.14	0.26	0.14
196	0.8	0.016	0.19	0	0.14	0.26	0.14
197	0.71	0.0044	0.29	0	0.14	0.26	0.14
198	0.74	0.24	0.019	0	0.14	0.26	0.14
199	0.021	0.00012	0.98	2	0.14	0.26	0.22
200	0.41	0	0.59	2	0.14	0.26	0.22
201	0.26	0	0.74	2	0.14	0.26	0.22
202	6.2e-06	1	0	1	0.22	0.42	0.22
203	0.0035	0	1	2	0.14	0.26	0.22
204	0.15	0.0048	0.84	2	0.14	0.26	0.22
205	6.5e-05	0.98	0.016	1	0.22	0.42	0.22
206	1.3e-05	1	0	1	0.22	0.42	0.22
207	0.33	0	0.67	2	0.14	0.26	0.22
208	0.9	0.0029	0.1	0	0.14	0.26	0.14
209	0.13	0.33	0.55	2	0.14	0.26	0.22
210	0.0007	0.015	0.98	2	0.14	0.26	0.22
211	0.88	0.077	0.041	0	0.14	0.26	0.14
212	0.029	0.007	0.96	2	0.14	0.26	0.22
213	1	0	9.8e-05	0	0.14	0.26	0.14
214	0.23	0.46	0.31	1	0.22	0.42	0.22
215	1	0.0002	0.0025	0	0.14	0.26	0.14
216	2e-06	1	0.0014	1	0.22	0.42	0.22
217	0.0071	0.99	0.0039	1	0.22	0.42	0.22
218	0.22	0.7	0.085	1	0.22	0.42	0.22
219	0.15	0.014	0.83	2	0.14	0.26	0.22
220	0.8	0.069	0.13	0	0.14	0.26	0.14
221	0.0041	0.98	0.011	1	0.22	0.42	0.22
222	0.99	0.0044	0.0016	0	0.14	0.26	0.14
223	0.97	0.012	0.02	0	0.14	0.26	0.14
224	0.45	0.13	0.42	0	0.14	0.26	0.14
225	0.91	0.00017	0.09	0	0.14	0.26	0.14
226	0.12	0.86	0.025	1	0.22	0.42	0.22
227	0.56	0.03	0.41	0	0.14	0.26	0.14
228	0.47	0.53	0.0069	1	0.22	0.42	0.22
229	0.0007	0.067	0.93	2	0.14	0.26	0.22
230	0.88	0.075	0.044	0	0.14	0.26	0.14
231	0.64	0.18	0.18	0	0.14	0.26	0.14
232	1	0	0	0	0.14	0.26	0.14
233	1	0.0023	3.5e-05	0	0.14	0.26	0.14
234	1	0.00016	6.9e-05	0	0.14	0.26	0.14
235	1	7.7e-05	0.00016	0	0.14	0.26	0.14
236	0.028	0.96	0.0078	1	0.22	0.42	0.22
237	1	0	0.001	0	0.14	0.26	0.14
238	0.018	0.89	0.087	1	0.22	0.42	0.22
239	0.12	0.86	0.021	1	0.22	0.42	0.22
240	0.55	0.34	0.11	0	0.14	0.26	0.14
241	1	6.4e-05	0.0004	0	0.14	0.26	0.14
242	1	3.4e-05	0.0002	0	0.14	0.26	0.14
243	0.96	0.017	0.022	0	0.14	0.26	0.14
244	0.0028	1	3.4e-06	1	0.22	0.42	0.22
245	0	1	0	1	0.22	0.42	0.22
246	0.081	9.4e-05	0.92	2	0.14	0.26	0.22
247	1	0.00023	0.00022	0	0.14	0.26	0.14
248	0.99	0.0036	0.0034	0	0.14	0.26	0.14
249	1	0	5.1e-05	0	0.14	0.26	0.14
250	0.59	0.18	0.23	0	0.14	0.26	0.14
251	0	0	1	2	0.14	0.26	0.22
252	1	1.4e-05	0.0023	0	0.14	0.26	0.14
253	0.97	0.021	0.008	0	0.14	0.26	0.14
254	0.64	0.35	0.0017	0	0.14	0.26	0.14
255	0.54	0.16	0.3	0	0.14	0.26	0.14
256	1	2.4e-05	0.00053	0	0.14	0.26	0.14
257	0.12	0.88	0	1	0.22	0.42	0.22
258	0.47	0.32	0.2	0	0.14	0.26	0.14
259	0.89	0.035	0.076	0	0.14	0.26	0.14
260	0.93	0.0009	0.068	0	0.14	0.26	0.14
261	0.99	2.5e-05	0.0054	0	0.14	0.26	0.14
262	3.2e-05	1	0	1	0.22	0.42	0.22
263	1	4.7e-06	0.0048	0	0.14	0.26	0.14
264	0.91	0.0021	0.088	0	0.14	0.26	0.14
265	0.35	0.62	0.028	1	0.22	0.42	0.22
266	1	0	0	0	0.14	0.26	0.14
267	0.44	0.097	0.47	2	0.14	0.26	0.22
268	1	0	0.0049	0	0.14	0.26	0.14
269	0.7	5.4e-05	0.3	0	0.14	0.26	0.14
270	0.84	0	0.16	0	0.14	0.26	0.14
271	0.94	0.044	0.017	0	0.14	0.26	0.14
272	1	0	0	0	0.14	0.26	0.14
273	0.98	0	0.017	0	0.14	0.26	0.14
274	0.38	0.62	2.1e-05	1	0.22	0.42	0.22
275	0.9	0.048	0.049	0	0.14	0.26	0.14
276	0.4	0.5	0.1	1	0.22	0.42	0.22
277	1	0	5.3e-05	0	0.14	0.26	0.14
278	0.76	0.069	0.17	0	0.14	0.26	0.14
279	0.064	0.93	0.01	1	0.22	0.42	0.22
280	0.82	0.017	0.16	0	0.14	0.26	0.14
281	0.78	0.21	0.0068	0	0.14	0.26	0.14
282	0.68	0.14	0.18	0	0.14	0.26	0.14
283	1	0	0.00012	0	0.14	0.26	0.14
284	0.52	0.0094	0.47	0	0.14	0.26	0.14
285	0	1	0	1	0.22	0.42	0.22
286	3.4e-06	1	0	1	0.22	0.42	0.22
287	0.11	0.88	0.018	1	0.22	0.42	0.22
288	0.00024	1	0.0028	1	0.22	0.42	0.22
289	0.99	0.00027	0.007	0	0.14	0.26	0.14
290	0.4	0.08	0.52	2	0.14	0.26	0.22
291	0.99	0.0019	0.0055	0	0.14	0.26	0.14
292	0.88	0.0029	0.12	0	0.14	0.26	0.14
293	0.97	0.009	0.021	0	0.14	0.26	0.14
294	0.85	1.6e-05	0.15	0	0.14	0.26	0.14
295	0.044	0.75	0.21	1	0.22	0.42	0.22
296	0.062	0.0089	0.93	2	0.14	0.26	0.22
297	1	0	0	0	0.14	0.26	0.14
298	1	0	0	0	0.14	0.26	0.14
299	1	0	0.0022	0	0.14	0.26	0.14
300	0.97	0.024	0.0069	0	0.14	0.26	0.14
301	0.93	0.05	0.02	0	0.14	0.26	0.14
302	9.1e-06	1	0	1	0.22	0.42	0.22
303	1	0	0	0	0.14	0.26	0.14
304	0.5	0.086	0.41	0	0.14	0.26	0.14
305	1	0	0	0	0.14	0.26	0.14
306	0.59	0.41	4e-06	0	0.14	0.26	0.14
307	0.97	0.022	0.012	0	0.14	0.26	0.14
308	1	0.00051	0.0025	0	0.14	0.26	0.14
309	1	1.1e-05	6.8e-06	0	0.14	0.26	0.14
310	0.095	0.51	0.4	1	0.22	0.42	0.22
311	1	0	0.0003	0	0.14	0.26	0.14
312	1	0	0	0	0.14	0.26	0.14
313	1	0	0	0	0.14	0.26	0.14
314	0.8	0.2	0.00062	0	0.14	0.26	0.14
315	0.01	0.97	0.022	1	0.22	0.42	0.22
316	0.97	0.014	0.013	0	0.14	0.26	0.14
317	0.62	0.37	0.011	0	0.14	0.26	0.14
318	0.7	0.3	0.0057	0	0.14	0.26	0.14
319	0.18	0.8	0.023	1	0.22	0.42	0.22
320	0.88	0.0006	0.12	0	0.14	0.26	0.14
321	0.98	0.018	0.00017	0	0.14	0.26	0.14
322	0.97	0.032	0.00091	0	0.14	0.26	0.14
323	1	0	9.9e-06	0	0.14	0.26	0.14
324	0.89	7.5e-06	0.11	0	0.14	0.26	0.14
325	0.98	0.022	0.0013	0	0.14	0.26	0.14
326	0.014	0.99	0.00079	1	0.22	0.42	0.22
327	0.78	0.2	0.025	0	0.14	0.26	0.14
328	1	1.2e-05	1.4e-05	0	0.14	0.26	0.14
329	0.93	0.063	0.003	0	0.14	0.26	0.14
330	1	0	9e-05	0	0.14	0.26	0.14
331	0.38	0.62	0.00018	1	0.22	0.42	0.22
332	0	0.27	0.73	2	0.14	0.26	0.22
333	0.89	0.097	0.011	0	0.14	0.26	0.14
334	1	0	0	0	0.14	0.26	0.14
335	0.00041	1	4.8e-05	1	0.22	0.42	0.22
336	0.24	0.19	0.57	2	0.14	0.26	0.22
337	0.15	0.8	0.045	1	0.22	0.42	0.22
338	1	0	3.1e-06	0	0.14	0.26	0.14
339	0.96	0.00021	0.038	0	0.14	0.26	0.14
340	0.97	0.028	0.00024	0	0.14	0.26	0.14
341	0.045	0.95	0.00041	1	0.22	0.42	0.22
342	0.067	0.048	0.88	2	0.14	0.26	0.22
343	0.79	0.15	0.057	0	0.14	0.26	0.14
344	0.57	0.33	0.095	0	0.14	0.26	0.14
345	1	0	3e-05	0	0.14	0.26	0.14
346	0.97	0.013	0.017	0	0.14	0.26	0.14
347	1	0.00068	0.00098	0	0.14	0.26	0.14
348	0.98	3.6e-06	0.016	0	0.14	0.26	0.14
349	0.99	0.0018	0.0053	0	0.14	0.26	0.14
350	0.86	0.12	0.023	0	0.14	0.26	0.14
351	0.58	0.37	0.049	0	0.14	0.26	0.14
352	1	0	0	0	0.14	0.26	0.14
353	0.039	0.96	0.0054	1	0.22	0.42	0.22
354	0.69	0.31	0.0045	0	0.14	0.26	0.14
355	0.89	0.046	0.069	0	0.14	0.26	0.14
356	1	0.00014	0.00048	0	0.14	0.26	0.14
357	0.93	0.036	0.029	0	0.14	0.26	0.14
358	1	0	0	0	0.14	0.26	0.14
359	1	0	0	0	0.14	0.26	0.14
360	1	0.00091	0.00012	0	0.14	0.26	0.14
361	0.099	0.9	0.00013	1	0.22	0.42	0.22
362	0.96	0.015	0.027	0	0.14	0.26	0.14
363	0	0.99	0.0089	1	0.22	0.42	0.22
364	1	8.8e-05	0.0018	0	0.14	0.26	0.14
365	0	1	0	1	0.22	0.42	0.22
366	0.58	0.42	0.007	0	0.14	0.26	0.14
367	0	0.31	0.69	2	0.14	0.26	0.22
368	0	0.93	0.075	1	0.22	0.42	0.22
369	1	0	0	0	0.14	0.26	0.14
370	0.8	0.12	0.082	0	0.14	0.26	0.14
371	0.9	0.014	0.087	0	0.14	0.26	0.14
372	0.35	0.5	0.15	1	0.22	0.42	0.22
373	1	0	1.1e-05	0	0.14	0.26	0.14
374	0	1	0	1	0.22	0.42	0.22
375	0	1	0	1	0.22	0.42	0.22
376	0.1	0.9	0.003	1	0.22	0.42	0.22
377	1	0	0	0	0.14	0.26	0.14
378	0.0023	0.99	0.0028	1	0.22	0.42	0.22
379	1	0	6e-05	0	0.14	0.26	0.14
380	0.99	0.011	0.0012	0	0.14	0.26	0.14
381	1	0	0	0	0.14	0.26	0.14
382	0.0092	0.98	0.012	1	0.22	0.42	0.22
383	0.98	0.00023	0.015	0	0.14	0.26	0.14
384	0.21	0.79	3.2e-05	1	0.22	0.42	0.22
385	0	1	0	1	0.22	0.42	0.22
386	0.69	0.24	0.068	0	0.14	0.26	0.14
387	0	1	0	1	0.22	0.42	0.22
388	0.0011	1	2.6e-06	1	0.22	0.42	0.22
389	9.6e-06	1	0	1	0.22	0.42	0.22
390	0	0	1	2	0.14	0.26	0.22
391	0.6	0.21	0.19	0	0.14	0.26	0.14
392	0.79	0.21	0.0011	0	0.14	0.26	0.14
393	1	1.2e-05	0	0	0.14	0.26	0.14
394	0.99	0.0029	0.0054	0	0.14	0.26	0.14
395	0.88	0.0021	0.12	0	0.14	0.26	0.14
396	0.015	0.98	0	1	0.22	0.42	0.22
397	0.0022	0.98	0.02	1	0.22	0.42	0.22
398	0.042	0.96	2.1e-05	1	0.22	0.42	0.22
399	0.86	0.14	0.00023	0	0.14	0.26	0.14
400	0.67	0.33	0.0012	0	0.14	0.26	0.14
401	0.13	0.87	0	1	0.22	0.42	0.22
402	0.82	0.00026	0.18	0	0.14	0.26	0.14
403	0.34	0.65	0.0031	1	0.22	0.42	0.22
404	0.0013	0.96	0.039	1	0.22	0.42	0.22
405	0.017	0.89	0.093	1	0.22	0.42	0.22
406	0.91	0.085	0.0014	0	0.14	0.26	0.14
407	1	0	4.9e-05	0	0.14	0.26	0.14
408	0.029	0.5	0.47	1	0.22	0.42	0.22
409	0.011	0.99	0.0016	1	0.22	0.42	0.22
410	0.045	0.93	0.024	1	0.22	0.42	0.22
411	0.00021	1	0.00012	1	0.22	0.42	0.22
412	0.66	0.28	0.057	0	0.14	0.26	0.14
413	0.0001	1	2.1e-05	1	0.22	0.42	0.22
414	0.042	0.93	0.025	1	0.22	0.42	0.22
415	3.9e-06	1	0	1	0.22	0.42	0.22
416	0.55	0.41	0.037	0	0.14	0.26	0.14
417	0.011	0.99	0.00046	1	0.22	0.42	0.22
418	7.2e-05	1	0	1	0.22	0.42	0.22
419	0.25	0.67	0.088	1	0.22	0.42	0.22
420	0.86	0.066	0.07	0	0.14	0.26	0.14
421	0.63	0.35	0.016	0	0.14	0.26	0.14
422	0.51	0.31	0.18	0	0.14	0.26	0.14
423	1	4.6e-06	0.0042	0	0.14	0.26	0.14
424	0.82	0.0047	0.18	0	0.14	0.26	0.14
425	0.9	0.024	0.08	0	0.14	0.26	0.14
426	0.42	0.0036	0.57	2	0.14	0.26	0.22
427	0	0	1	2	0.14	0.26	0.22
428	0.12	0.15	0.74	2	0.14	0.26	0.22
429	0.064	0.89	0.048	1	0.22	0.42	0.22
430	1	3.4e-06	5.6e-05	0	0.14	0.26	0.14
431	0.39	0.48	0.14	1	0.22	0.42	0.22
432	3.5e-05	1	0.00044	1	0.22	0.42	0.22
433	0.62	0.04	0.34	0	0.14	0.26	0.14
434	1	0.0022	0	0	0.14	0.26	0.14
435	0.97	1.6e-05	0.028	0	0.14	0.26	0.14
436	0.34	0.65	0.0097	1	0.22	0.42	0.22
437	1	0.00022	0.00054	0	0.14	0.26	0.14
438	0.94	0.0051	0.054	0	0.14	0.26	0.14
439	1	0	6e-06	0	0.14	0.26	0.14
440	0.081	0.033	0.89	2	0.14	0.26	0.22
441	1	0	0	0	0.14	0.26	0.14
442	0.96	0.015	0.023	0	0.14	0.26	0.14
443	1	0.0015	0.0029	0	0.14	0.26	0.14
444	0.9	0.0064	0.096	0	0.14	0.26	0.14
445	0.085	0.91	0	1	0.22	0.42	0.22
446	1	0	0	0	0.14	0.26	0.14
447	0.99	0	0.0077	0	0.14	0.26	0.14
448	1	0	1.5e-05	0	0.14	0.26	0.14
449	0.99	0	0.0057	0	0.14	0.26	0.14
450	1	0.0027	0	0	0.14	0.26	0.14
451	0.94	2.6e-05	0.056	0	0.14	0.26	0.14
452	0.97	1.5e-05	0.028	0	0.14	0.26	0.14
453	0	1	1.1e-05	1	0.22	0.42	0.22
454	0.98	0	0.022	0	0.14	0.26	0.14
455	0.89	2.8e-05	0.11	0	0.14	0.26	0.14
456	0.0035	0.99	0.0037	1	0.22	0.42	0.22
457	1	0	8.6e-05	0	0.14	0.26	0.14
458	0.018	0.86	0.13	1	0.22	0.42	0.22
459	1	0	0	0	0.14	0.26	0.14
460	0.53	0.36	0.1	0	0.14	0.26	0.14
461	0.21	0.79	0.00033	1	0.22	0.42	0.22
462	0.94	0.057	0.0013	0	0.14	0.26	0.14
463	0.23	0.73	0.039	1	0.22	0.42	0.22
464	0.00068	1	0	1	0.22	0.42	0.22
465	0	1	0	1	0.22	0.42	0.22
466	0.082	0.92	7.8e-05	1	0.22	0.42	0.22
467	0.33	0.67	4.1e-05	1	0.22	0.42	0.22
468	0.98	3.4e-06	0.016	0	0.14	0.26	0.14
469	0.46	0.54	0.0032	1	0.22	0.42	0.22
470	0.62	0.36	0.019	0	0.14	0.26	0.14
471	0	1	0	1	0.22	0.42	0.22
472	0.91	0.079	0.013	0	0.14	0.26	0.14
473	0.58	0.39	0.025	0	0.14	0.26	0.14
474	0.41	0.57	0.023	1	0.22	0.42	0.22
475	0.82	0.14	0.043	0	0.14	0.26	0.14
476	0.59	0.29	0.12	0	0.14	0.26	0.14
477	4e-05	1	0.0011	1	0.22	0.42	0.22
478	0.71	0.25	0.039	0	0.14	0.26	0.14
479	0.49	0.51	0.00085	1	0.22	0.42	0.22
480	1	0.00014	0	0	0.14	0.26	0.14
481	0.63	0.3	0.071	0	0.14	0.26	0.14
482	0.023	0.98	8.1e-06	1	0.22	0.42	0.22
483	0.81	0.13	0.058	0	0.14	0.26	0.14
484	0.57	0.35	0.086	0	0.14	0.26	0.14
485	0.95	0.047	0.0017	0	0.14	0.26	0.14
486	3.2e-05	1	0	1	0.22	0.42	0.22
487	0.87	0.13	0	0	0.14	0.26	0.14
488	0.54	0.46	3.3e-06	0	0.14	0.26	0.14
489	0.73	0.25	0.022	0	0.14	0.26	0.14
490	0.96	0.019	0.017	0	0.14	0.26	0.14
491	1	0.0025	3.2e-06	0	0.14	0.26	0.14
492	1	0	0	0	0.14	0.26	0.14
493	1	0	0	0	0.14	0.26	0.14
494	0.97	0.0061	0.019	0	0.14	0.26	0.14
495	1	0	0	0	0.14	0.26	0.14
496	0.54	0.45	0.011	0	0.14	0.26	0.14
497	0	1	0	1	0.22	0.42	0.22
498	1	0	0	0	0.14	0.26	0.14
499	0.057	0.011	0.93	2	0.14	0.26	0.22
500	0.011	0.99	0.00023	1	0.22	0.42	0.22
501	0.49	0.36	0.16	0	0.14	0.26	0.14
502	0.14	0	0.86	2	0.14	0.26	0.22
503	0	0	1	2	0.14	0.26	0.22
