SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3
48	0.91	0	0.094	0	0.14	0.15	0.12	0.31
49	1	0	0.00068	0	0.14	0.15	0.12	0.31
50	1	0	0.0001	0	0.14	0.15	0.12	0.31
51	0	1	0	1	0.062	0.033	0.027	0.1
52	0	1	0	1	0.062	0.033	0.027	0.1
53	1	0.00071	4.3e-06	0	0.14	0.15	0.12	0.31
54	0	1	0	1	0.062	0.033	0.027	0.1
55	0.85	0	0.15	0	0.14	0.15	0.12	0.31
56	0.0014	1	0	1	0.062	0.033	0.027	0.1
57	0.92	0	0.079	0	0.14	0.15	0.12	0.31
58	0	1	0	1	0.062	0.033	0.027	0.1
59	0	1	0	1	0.062	0.033	0.027	0.1
60	0.56	0	0.44	0	0.14	0.15	0.12	0.31
61	0.92	0	0.082	0	0.14	0.15	0.12	0.31
62	0.69	0	0.31	0	0.14	0.15	0.12	0.31
63	0.15	0	0.85	2	0.14	0.23	0.12	0.31
64	0	1	0	1	0.062	0.033	0.027	0.1
65	0.24	0	0.76	2	0.14	0.23	0.12	0.31
66	0	1	0	1	0.062	0.033	0.027	0.1
67	0.91	0.086	0	0	0.14	0.15	0.12	0.31
68	0.0016	0	1	2	0.14	0.23	0.12	0.31
69	0	1	0	1	0.062	0.033	0.027	0.1
70	0.92	0	0.076	0	0.14	0.15	0.12	0.31
71	0.99	0	0.0094	0	0.14	0.15	0.12	0.31
72	0	0	1	2	0.14	0.23	0.12	0.31
73	0.00033	1	0	1	0.062	0.033	0.027	0.1
74	1	5e-06	0.0036	0	0.14	0.15	0.12	0.31
75	0	0.68	0.32	1	0.062	0.033	0.027	0.1
76	1	0	0.00023	0	0.14	0.15	0.12	0.31
77	0	0	1	2	0.14	0.23	0.12	0.31
78	0	0	1	2	0.14	0.23	0.12	0.31
79	0.98	0	0.024	0	0.14	0.15	0.12	0.31
80	0	1	0	1	0.062	0.033	0.027	0.1
81	0.79	0	0.21	0	0.14	0.15	0.12	0.31
82	0.98	0	0.018	0	0.14	0.15	0.12	0.31
83	0	1	0	1	0.062	0.033	0.027	0.1
84	0.92	0	0.076	0	0.14	0.15	0.12	0.31
85	0.7	0	0.3	0	0.14	0.15	0.12	0.31
86	1	0	3.2e-06	0	0.14	0.15	0.12	0.31
87	0.00011	1	0	1	0.062	0.033	0.027	0.1
88	0	1	0	1	0.062	0.033	0.027	0.1
89	0	1	0	1	0.062	0.033	0.027	0.1
90	1	0.0021	5.2e-06	0	0.14	0.15	0.12	0.31
91	1	0	0	0	0.14	0.15	0.12	0.31
92	1	0	0	0	0.14	0.15	0.12	0.31
93	0.024	0	0.98	2	0.14	0.23	0.12	0.31
94	0.87	0	0.13	0	0.14	0.15	0.12	0.31
95	2.3e-06	0	1	2	0.14	0.23	0.12	0.31
96	2.7e-06	1	0	1	0.062	0.033	0.027	0.1
97	0.007	0	0.99	2	0.14	0.23	0.12	0.31
98	1.1e-06	1	0	1	0.062	0.033	0.027	0.1
99	0.98	0	0.017	0	0.14	0.15	0.12	0.31
100	0.0051	0	0.99	2	0.14	0.23	0.12	0.31
101	0.99	0	0.0084	0	0.14	0.15	0.12	0.31
102	0.92	0	0.077	0	0.14	0.15	0.12	0.31
103	0.00028	0	1	2	0.14	0.23	0.12	0.31
104	0.99	2.1e-05	0.0092	0	0.14	0.15	0.12	0.31
105	1	0	0	0	0.14	0.15	0.12	0.31
106	1	0	0.0036	0	0.14	0.15	0.12	0.31
107	0.98	0	0.024	0	0.14	0.15	0.12	0.31
108	0.97	0	0.026	0	0.14	0.15	0.12	0.31
109	0	1	0	1	0.062	0.033	0.027	0.1
110	0.025	0	0.97	2	0.14	0.23	0.12	0.31
111	0	1	0	1	0.062	0.033	0.027	0.1
112	1	0	0	0	0.14	0.15	0.12	0.31
113	0.00053	1	0	1	0.062	0.033	0.027	0.1
114	1	0	0	0	0.14	0.15	0.12	0.31
115	0	1	0	1	0.062	0.033	0.027	0.1
116	0.88	0	0.12	0	0.14	0.15	0.12	0.31
117	0.85	0	0.15	0	0.14	0.15	0.12	0.31
118	1	0	0	0	0.14	0.15	0.12	0.31
119	0	1	0	1	0.062	0.033	0.027	0.1
120	0	1	0	1	0.062	0.033	0.027	0.1
121	1	0	0.00093	0	0.14	0.15	0.12	0.31
122	1	0	3.2e-06	0	0.14	0.15	0.12	0.31
123	0	1	0	1	0.062	0.033	0.027	0.1
124	0	1	0	1	0.062	0.033	0.027	0.1
125	1	0	4.9e-05	0	0.14	0.15	0.12	0.31
126	0	1	0	1	0.062	0.033	0.027	0.1
127	1	0	0	0	0.14	0.15	0.12	0.31
128	0.34	0	0.66	2	0.14	0.23	0.12	0.31
129	0	1	0	1	0.062	0.033	0.027	0.1
130	0	1	0	1	0.062	0.033	0.027	0.1
131	0	1	0	1	0.062	0.033	0.027	0.1
132	1	0	3.6e-05	0	0.14	0.15	0.12	0.31
133	0.89	0	0.11	0	0.14	0.15	0.12	0.31
134	1	0	0.00033	0	0.14	0.15	0.12	0.31
135	0	1	0	1	0.062	0.033	0.027	0.1
136	0.0015	1	3.3e-06	1	0.062	0.033	0.027	0.1
137	1	0	9.9e-06	0	0.14	0.15	0.12	0.31
138	0.99	0	0.0066	0	0.14	0.15	0.12	0.31
139	0.73	0	0.27	0	0.14	0.15	0.12	0.31
140	0.93	0	0.066	0	0.14	0.15	0.12	0.31
141	1	0	0	0	0.14	0.15	0.12	0.31
142	0.036	0.96	0	1	0.062	0.033	0.027	0.1
143	0	1	0	1	0.062	0.033	0.027	0.1
144	0.28	0	0.72	2	0.14	0.23	0.12	0.31
145	0	1	0	1	0.062	0.033	0.027	0.1
146	1	0	0	0	0.14	0.15	0.12	0.31
147	0.92	0	0.084	0	0.14	0.15	0.12	0.31
148	0.00014	1	0	1	0.062	0.033	0.027	0.1
149	1	0	0	0	0.14	0.15	0.12	0.31
150	0.0022	0	1	2	0.14	0.23	0.12	0.31
151	0.58	0	0.42	0	0.14	0.15	0.12	0.31
152	0	0	1	2	0.14	0.23	0.12	0.31
153	0.97	0	0.031	0	0.14	0.15	0.12	0.31
154	0	1	0	1	0.062	0.033	0.027	0.1
155	0.41	0	0.59	2	0.14	0.23	0.12	0.31
156	0.14	0	0.86	2	0.14	0.23	0.12	0.31
157	0.014	0	0.99	2	0.14	0.23	0.12	0.31
158	0	1	0	1	0.062	0.033	0.027	0.1
159	0.02	0	0.98	2	0.14	0.23	0.12	0.31
160	1	0	0	0	0.14	0.15	0.12	0.31
161	0.64	0	0.36	0	0.14	0.15	0.12	0.31
162	0.047	0	0.95	2	0.14	0.23	0.12	0.31
163	0.009	0	0.99	2	0.14	0.23	0.12	0.31
164	1	0	0.00086	0	0.14	0.15	0.12	0.31
165	0.018	0	0.98	2	0.14	0.23	0.12	0.31
166	0	1	0	1	0.062	0.033	0.027	0.1
167	1	0	0	0	0.14	0.15	0.12	0.31
168	0	1	0	1	0.062	0.033	0.027	0.1
169	0	1	0	1	0.062	0.033	0.027	0.1
170	0	1	0	1	0.062	0.033	0.027	0.1
171	1	0	0	0	0.14	0.15	0.12	0.31
172	1	0	0	0	0.14	0.15	0.12	0.31
173	1	0	0	0	0.14	0.15	0.12	0.31
174	1	0	0	0	0.14	0.15	0.12	0.31
175	0	0	1	2	0.14	0.23	0.12	0.31
176	0.00079	0	1	2	0.14	0.23	0.12	0.31
177	0.002	1	0	1	0.062	0.033	0.027	0.1
178	1	0	0	0	0.14	0.15	0.12	0.31
179	0.26	0	0.74	2	0.14	0.23	0.12	0.31
180	0	1	0	1	0.062	0.033	0.027	0.1
181	0	1	0	1	0.062	0.033	0.027	0.1
182	0	1	0	1	0.062	0.033	0.027	0.1
183	0.81	0	0.19	0	0.14	0.15	0.12	0.31
184	0.64	0	0.36	0	0.14	0.15	0.12	0.31
185	0.98	0	0.021	0	0.14	0.15	0.12	0.31
186	0.016	0.98	0	1	0.062	0.033	0.027	0.1
187	0.0013	0	1	2	0.14	0.23	0.12	0.31
188	1	0	0	0	0.14	0.15	0.12	0.31
189	0.26	4.2e-05	0.74	2	0.14	0.23	0.12	0.31
190	1	0	0	0	0.14	0.15	0.12	0.31
191	0.95	0	0.051	0	0.14	0.15	0.12	0.31
192	6.5e-06	0	1	2	0.14	0.23	0.12	0.31
193	0.79	0.21	0	0	0.14	0.15	0.12	0.31
194	0.96	0	0.039	0	0.14	0.15	0.12	0.31
195	0	1	0	1	0.062	0.033	0.027	0.1
196	1	0.00014	0	0	0.14	0.15	0.12	0.31
197	1	0.0006	0	0	0.14	0.15	0.12	0.31
198	0.69	0	0.31	0	0.14	0.15	0.12	0.31
199	0	1	0	1	0.062	0.033	0.027	0.1
200	1	0	0.0011	0	0.14	0.15	0.12	0.31
201	1	0	0.0011	0	0.14	0.15	0.12	0.31
202	1	0	0.00094	0	0.14	0.15	0.12	0.31
203	1	0	0	0	0.14	0.15	0.12	0.31
204	0.75	0	0.25	0	0.14	0.15	0.12	0.31
205	1	0	0	0	0.14	0.15	0.12	0.31
206	1	0	0	0	0.14	0.15	0.12	0.31
207	0.95	0	0.048	0	0.14	0.15	0.12	0.31
208	0	1	0	1	0.062	0.033	0.027	0.1
209	1	0	0	0	0.14	0.15	0.12	0.31
210	0.98	0	0.017	0	0.14	0.15	0.12	0.31
211	1	0	0.0016	0	0.14	0.15	0.12	0.31
212	0	1	0	1	0.062	0.033	0.027	0.1
213	1	0	0	0	0.14	0.15	0.12	0.31
214	0	1	0	1	0.062	0.033	0.027	0.1
215	1	0	0	0	0.14	0.15	0.12	0.31
216	0.99	0	0.009	0	0.14	0.15	0.12	0.31
217	1	0.00041	0.0012	0	0.14	0.15	0.12	0.31
218	1	0	0.00077	0	0.14	0.15	0.12	0.31
219	1	0	0.00084	0	0.14	0.15	0.12	0.31
220	1	0	0.00039	0	0.14	0.15	0.12	0.31
221	0.96	0	0.039	0	0.14	0.15	0.12	0.31
222	0	1	0	1	0.062	0.033	0.027	0.1
223	0	1	0	1	0.062	0.033	0.027	0.1
224	0.21	0	0.79	2	0.14	0.23	0.12	0.31
225	0	1	0	1	0.062	0.033	0.027	0.1
226	1	2.3e-05	0	0	0.14	0.15	0.12	0.31
227	0.49	0.51	0	1	0.062	0.033	0.027	0.1
228	0.042	0	0.96	2	0.14	0.23	0.12	0.31
229	0.81	0	0.19	0	0.14	0.15	0.12	0.31
230	0.033	0	0.97	2	0.14	0.23	0.12	0.31
231	0.044	0.96	0	1	0.062	0.033	0.027	0.1
232	0.096	0.9	0.00043	1	0.062	0.033	0.027	0.1
233	0	1	0	1	0.062	0.033	0.027	0.1
234	4.1e-05	1	0	1	0.062	0.033	0.027	0.1
235	0.93	0	0.073	0	0.14	0.15	0.12	0.31
236	0.63	0.37	2.6e-05	0	0.14	0.15	0.12	0.31
237	0.6	0	0.4	0	0.14	0.15	0.12	0.31
238	0.00014	1	0	1	0.062	0.033	0.027	0.1
239	0.89	0.11	0	0	0.14	0.15	0.12	0.31
240	0	1	0	1	0.062	0.033	0.027	0.1
241	0	1	0	1	0.062	0.033	0.027	0.1
242	6.5e-06	1	0	1	0.062	0.033	0.027	0.1
243	0.0011	0	1	2	0.14	0.23	0.12	0.31
244	0	1	0	1	0.062	0.033	0.027	0.1
245	0.032	0	0.97	2	0.14	0.23	0.12	0.31
246	0.36	0.64	1.8e-05	1	0.062	0.033	0.027	0.1
247	0	1	0	1	0.062	0.033	0.027	0.1
248	1	0	0	0	0.14	0.15	0.12	0.31
249	0.66	0	0.34	0	0.14	0.15	0.12	0.31
250	1	0	0.0018	0	0.14	0.15	0.12	0.31
251	0	1	0	1	0.062	0.033	0.027	0.1
252	1	0	2.1e-06	0	0.14	0.15	0.12	0.31
253	0	1	0	1	0.062	0.033	0.027	0.1
254	1	0	4.5e-05	0	0.14	0.15	0.12	0.31
255	1	0	0.00035	0	0.14	0.15	0.12	0.31
256	1	0	0	0	0.14	0.15	0.12	0.31
257	1	0	0	0	0.14	0.15	0.12	0.31
258	0	1	0	1	0.062	0.033	0.027	0.1
259	0.067	0	0.93	2	0.14	0.23	0.12	0.31
260	0.41	0.57	0.024	1	0.062	0.033	0.027	0.1
261	1	0	0.0043	0	0.14	0.15	0.12	0.31
262	0	1	0	1	0.062	0.033	0.027	0.1
263	0	0	1	2	0.14	0.23	0.12	0.31
264	1.1e-06	1	0	1	0.062	0.033	0.027	0.1
