SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
28	0.096	0	0.9	0	0	0	0	0	2	0.14	0.15	0.12	0.31
29	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
30	0.00064	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
31	0.4	0	0.6	0	0	0	0.0015	0	2	0.14	0.15	0.12	0.31
32	0.031	0	0.97	0	0	0	0	0	2	0.14	0.15	0.12	0.31
33	0.00081	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
34	0.56	0	0.44	0	0	0	0	0	0	0.22	0.15	0.12	0.35
35	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
36	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
37	0.1	0	0.9	0	0	0	0	0	2	0.14	0.15	0.12	0.31
38	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
39	0.016	0	0.98	0	0	0	0.0027	0	2	0.14	0.15	0.12	0.31
40	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
41	0	0	0	1	0	0.0011	0	0	3	0.078	0	0	0
42	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
43	0.0021	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
44	0.016	0	0.98	0	0	0	0	0	2	0.14	0.15	0.12	0.31
45	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
46	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
47	3.9e-06	0	1	0	0	0	0.00015	0	2	0.14	0.15	0.12	0.31
48	0.27	0	0.7	0	6.9e-05	0	0.029	0	2	0.14	0.15	0.12	0.31
49	0.98	0	0.019	0	0	0	0	0	0	0.22	0.15	0.12	0.35
50	0.62	0	0.38	0	0	0	0	0	0	0.22	0.15	0.12	0.35
51	0	1	0	0	0	0	0	0	1	0	0	0	0.17
52	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
53	0.034	0	0.97	0	0	0	0	0	2	0.14	0.15	0.12	0.31
54	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
55	0.08	0	0.87	0	1e-05	0	0.053	0	2	0.14	0.15	0.12	0.31
56	0.00035	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
57	0.01	0	0.96	0	0	0	0.035	0	2	0.14	0.15	0.12	0.31
58	0	1	0	0	0	0	0	0	1	0	0	0	0.17
59	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
60	0.21	0	0.57	0	0.0033	0	0.21	0	2	0.14	0.15	0.12	0.31
61	0.78	0	0.17	0	0	0	0.047	0	0	0.22	0.15	0.12	0.35
62	3.1e-05	0	0.72	0	0	0	0.28	0	2	0.14	0.15	0.12	0.31
63	3e-05	0	0.48	0	0	0	0.52	0	6	0.22	0.23	0.12	0.56
64	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
65	0.004	0	1	0	1.2e-06	0	0	0	2	0.14	0.15	0.12	0.31
66	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
67	0	0	1.2e-06	0	0	1	0	0	5	0.14	0	0.027	0.31
68	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
69	0	1	0	0	0	0	0	0	1	0	0	0	0.17
70	0.00054	0	0.19	0	0.0031	0	0.81	0	6	0.22	0.23	0.12	0.56
71	0.09	0	0.9	0	8.6e-06	0	0.014	0	2	0.14	0.15	0.12	0.31
72	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
73	0	0	0.00038	0	0	1	0	0	5	0.14	0	0.027	0.31
74	0.0023	0	0.014	0	0	0.98	1.3e-06	0	5	0.14	0	0.027	0.31
75	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
76	0.053	0	0.5	0	0	0.45	0	0	2	0.14	0.15	0.12	0.31
77	0.0023	0	1	0	0	0	0.00046	0	2	0.14	0.15	0.12	0.31
78	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
79	0.19	0	0.66	0	0.16	0	0.0012	0	2	0.14	0.15	0.12	0.31
80	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
81	0.0063	0	0	0	0.99	0	0.00098	0	4	0.38	0.46	0.2	0.69
82	0.2	0	0.055	0	0.74	0	0.012	0	4	0.38	0.46	0.2	0.69
83	0.0066	0	0	0.99	0	0	0	0	3	0.078	0	0	0
84	0.017	0	0.98	0	0	0	1.3e-06	0	2	0.14	0.15	0.12	0.31
85	0.0012	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
86	8.7e-06	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
87	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
88	0	0	0	0	0	0	1	0	6	0.22	0.23	0.12	0.56
89	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
90	0	0	2.7e-05	0	0	1	0	0	5	0.14	0	0.027	0.31
91	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
92	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
93	0.0061	0	0.87	0	1.6e-05	0	0.12	0	2	0.14	0.15	0.12	0.31
94	0.075	0	0.92	0	0	0	0.0033	0	2	0.14	0.15	0.12	0.31
95	0	0	6.7e-06	0	1	0	0	0	4	0.38	0.46	0.2	0.69
96	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
97	0.3	0	0.23	0	0	0	0.47	0	6	0.22	0.23	0.12	0.56
98	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
99	0.033	0	0.97	0	0	0	6.6e-06	0	2	0.14	0.15	0.12	0.31
100	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
101	0.14	0	0.84	0	0	0	0.019	0	2	0.14	0.15	0.12	0.31
102	0.64	0	0.35	0	0	0	0.0029	0	0	0.22	0.15	0.12	0.35
103	0.52	0	0.43	0	0	0	0.042	0	0	0.22	0.15	0.12	0.35
104	0.001	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
105	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
106	0.93	0	0.066	0	0	0	7.6e-06	0	0	0.22	0.15	0.12	0.35
107	0.21	0	0.79	0	0	0	0.0011	0	2	0.14	0.15	0.12	0.31
108	0.9	0	0.096	0	0	0	0.0071	0	0	0.22	0.15	0.12	0.35
109	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
110	0.073	0	0.93	0	0	0	0	0	2	0.14	0.15	0.12	0.31
111	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
112	0.39	0	0.61	0	0	0	0	0	2	0.14	0.15	0.12	0.31
113	0	0	0	1	0	0	0	0	3	0.078	0	0	0
114	0.00011	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
115	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
116	0.0021	0	1	0	0	0	0.00068	0	2	0.14	0.15	0.12	0.31
117	0.77	0	0.16	0	0	0	0.069	0	0	0.22	0.15	0.12	0.35
118	0	0	0.031	0	0	0	0	0.97	7	0	0.083	0.013	0
119	0	0	0.17	0	0	0.83	0	0	5	0.14	0	0.027	0.31
120	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
121	0.003	0	1	0	0	0	4e-05	0	2	0.14	0.15	0.12	0.31
122	0.0002	0	0.00028	0	0	0	1	0	6	0.22	0.23	0.12	0.56
123	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
124	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
125	3.2e-05	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
126	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
127	0	1	0	0	0	0	0	0	1	0	0	0	0.17
128	0.091	0	0.6	0	1.8e-05	0	0.31	0	2	0.14	0.15	0.12	0.31
129	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
130	1	0	0	0	0	0.00064	0	0	0	0.22	0.15	0.12	0.35
131	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
132	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
133	0.21	0	0.79	0	0	0	0.0066	0	2	0.14	0.15	0.12	0.31
134	8.1e-06	0	1	0	0	0	7.6e-05	0	2	0.14	0.15	0.12	0.31
135	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
136	0.0032	0	0.99	0	0	0	0.0033	0	2	0.14	0.15	0.12	0.31
137	0.5	0	0.5	0	0	0	0	0	2	0.14	0.15	0.12	0.31
138	0.12	0	0.88	0	0	0	1.2e-05	0	2	0.14	0.15	0.12	0.31
139	0.0062	0	0.99	0	0	0	0	0	2	0.14	0.15	0.12	0.31
140	0.39	0	0.58	0	0	0	0.035	0	2	0.14	0.15	0.12	0.31
141	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
142	1.1e-05	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
143	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
144	0.00054	0	0.099	0	0	0	0.9	0	6	0.22	0.23	0.12	0.56
145	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
146	0.0002	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
147	0.21	0	0.79	0	0	0	0.0012	0	2	0.14	0.15	0.12	0.31
148	0	1	0	0	0	1.7e-05	0	0	1	0	0	0	0.17
149	0	0	0.0052	0	0	0.99	0	0	5	0.14	0	0.027	0.31
150	7.3e-06	0	0.021	0	0	0	0.98	0	6	0.22	0.23	0.12	0.56
151	0.15	0	0.64	0	1.6e-05	0	0.22	0	2	0.14	0.15	0.12	0.31
152	0	0	0	0	0	0	1	0	6	0.22	0.23	0.12	0.56
153	0.013	0	0.99	0	0	0	0	0	2	0.14	0.15	0.12	0.31
154	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
155	0.012	0	0.99	0	0	0	8.7e-05	0	2	0.14	0.15	0.12	0.31
156	0.025	0	0.97	0	0	0	0.0039	0	2	0.14	0.15	0.12	0.31
157	0	0	0.003	0	0	0	1	0	6	0.22	0.23	0.12	0.56
158	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
159	0.00054	0	0.21	0	0	0	0.79	0	6	0.22	0.23	0.12	0.56
160	0	0	1	0	0	0.004	0	0	2	0.14	0.15	0.12	0.31
161	0.17	0	0.2	0	7.9e-06	0	0.63	0	6	0.22	0.23	0.12	0.56
162	0.054	0	0.95	0	0	0	7.1e-05	0	2	0.14	0.15	0.12	0.31
163	0.14	0	0.83	0	0	0	0.03	0	2	0.14	0.15	0.12	0.31
164	0.0034	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
165	0.026	0	0.97	0	0	0	0.003	0	2	0.14	0.15	0.12	0.31
166	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
167	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
168	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
169	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
170	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
171	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
172	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
173	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
174	0.16	0	0.84	0	0	0	0	0	2	0.14	0.15	0.12	0.31
175	0	0	1	0	0	0	8e-06	0	2	0.14	0.15	0.12	0.31
176	0	0	0	0	0	0	1	0	6	0.22	0.23	0.12	0.56
177	0	1	0	0	0	0	0	0	1	0	0	0	0.17
178	1.3e-05	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
179	1	0	0.00053	0	0	0	0	0	0	0.22	0.15	0.12	0.35
180	0	0	0	1	0	0	0	0	3	0.078	0	0	0
181	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
182	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
183	0.0096	0	0.99	0	0	0	1.5e-05	0	2	0.14	0.15	0.12	0.31
184	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
185	0.058	0	0.94	0	0.00038	0	0.0012	0	2	0.14	0.15	0.12	0.31
186	0.00024	0	0.87	0	0	0.13	0	0	2	0.14	0.15	0.12	0.31
187	0.13	0	0.25	0	0	0	0.62	0	6	0.22	0.23	0.12	0.56
188	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
189	9.2e-05	0	1	0	0	0	2.2e-06	0	2	0.14	0.15	0.12	0.31
190	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
191	0.038	0	0.96	0	0.0017	0	7.3e-05	0	2	0.14	0.15	0.12	0.31
192	1.1e-06	0	0.00026	0	0	0	1	0	6	0.22	0.23	0.12	0.56
193	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
194	0.66	0	0.31	0	0.00049	0	0.031	0	0	0.22	0.15	0.12	0.35
195	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
196	0	0	0.0019	0	0	0	0	1	7	0	0.083	0.013	0
197	0	0	0.99	0	0	0.0053	0	0	2	0.14	0.15	0.12	0.31
198	0.001	0	0.72	0	0	0	0.28	0	2	0.14	0.15	0.12	0.31
199	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
200	0.0012	0	0.22	0	0	0	0.78	0	6	0.22	0.23	0.12	0.56
201	0.0059	0	0.078	0	7.3e-05	0	0.92	0	6	0.22	0.23	0.12	0.56
202	0.0062	0	0.99	0	0	0	0	0	2	0.14	0.15	0.12	0.31
203	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
204	0.00021	0	0	0	0	0	1	0	6	0.22	0.23	0.12	0.56
205	0	0	1	0	0	0	0.0024	0	2	0.14	0.15	0.12	0.31
206	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
207	0.14	0	0.85	0	0.0013	0	0.0041	0	2	0.14	0.15	0.12	0.31
208	0	0	8.6e-06	0	0	1	0	0	5	0.14	0	0.027	0.31
209	7.4e-05	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
210	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
211	3.1e-05	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
212	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
213	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
214	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
215	0.41	0	0.59	0	0	0	0	0	2	0.14	0.15	0.12	0.31
216	0.32	0	0.68	0	0	0	0.0002	0	2	0.14	0.15	0.12	0.31
217	0	1	0.00076	0	0	4.4e-05	0	0	1	0	0	0	0.17
218	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
219	0.0024	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
220	2.1e-05	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
221	0.034	0	0.97	0	0	0	1.2e-05	0	2	0.14	0.15	0.12	0.31
222	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
223	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
224	0.00067	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
225	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
226	0.0062	0	0.99	0	0	0	0	0	2	0.14	0.15	0.12	0.31
227	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
228	0.99	0	0.0081	0	0	0	8.7e-06	0	0	0.22	0.15	0.12	0.35
229	0.18	0	0.76	0	0	0	0.062	0	2	0.14	0.15	0.12	0.31
230	0.037	0	0.96	0	0	0	0	0	2	0.14	0.15	0.12	0.31
231	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
232	0.00046	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
233	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
234	0	0	0	0.88	0	0.12	0	0	3	0.078	0	0	0
235	0.0058	0	0.99	0	0	0	0	0	2	0.14	0.15	0.12	0.31
236	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
237	0.23	0	0.77	0	0	0	0.00013	0	2	0.14	0.15	0.12	0.31
238	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
239	0.99	0	0.012	0	0	0	0	0	0	0.22	0.15	0.12	0.35
240	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
241	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
242	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
243	0.022	0	0.98	0	0	0	0.00079	0	2	0.14	0.15	0.12	0.31
244	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
245	0.076	0	0.25	0	0	0	0.67	0	6	0.22	0.23	0.12	0.56
246	0.91	0	0.088	0	0	0	0	0	0	0.22	0.15	0.12	0.35
247	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
248	0.52	0	0.48	0	0	0	0	0	0	0.22	0.15	0.12	0.35
249	0.18	0	0.051	0	0	0	0.77	0	6	0.22	0.23	0.12	0.56
250	0.99	0	0.013	0	0	0	0	0	0	0.22	0.15	0.12	0.35
251	0	1	0	0	0	0	0	0	1	0	0	0	0.17
252	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
253	1	0	0	0	0	0	0	0	0	0.22	0.15	0.12	0.35
254	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
255	0.0046	0	0.018	0	0	0.98	0	0	5	0.14	0	0.027	0.31
256	4e-06	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
257	0	0	1	0	0	0	0	0	2	0.14	0.15	0.12	0.31
258	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
259	0.028	0	0.97	0	0	0	0.001	0	2	0.14	0.15	0.12	0.31
260	0.00015	0	0.2	0	0	0	0.8	0	6	0.22	0.23	0.12	0.56
261	0.025	0	0.97	0	0	0	0.00068	0	2	0.14	0.15	0.12	0.31
262	0	0	0	0	0	1	0	0	5	0.14	0	0.027	0.31
263	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
264	0	0	0	0	0	0	0	1	7	0	0.083	0.013	0
