SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
95	0	0	0	0	0.044	0	0	0	0.96	0	0	0	0	0.00047	0	0	8	0.26	0.23	0.26	0.29
96	0	0	0	0.012	0.21	0	0.00046	0.016	0.68	9.3e-05	0.0085	0.00053	0	0.076	0	0	8	0.26	0.23	0.26	0.29
97	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.31	0.41	0.26	0.52
98	0	0	0	0	0	0	1	0	0	0	0	0	2.9e-05	0	0	0	6	0.69	0.29	0.47	0.29
99	0.00052	0.64	0	0	0.14	0	0	0	0.22	0	0	0	0	0	0	0	1	0.26	0.23	0.087	0.29
100	0	0	0	3.2e-06	0.031	0	0	0.001	0.96	0	5.7e-06	0	0	0.006	0	0	8	0.26	0.23	0.26	0.29
101	1.2e-05	0	0.074	0	0	0	0	0	0	0	0	0	0.018	0	0.91	0	14	0.2	0.026	0	0
102	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.26	0.026	0.26	0.032
103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.26	0.23	0.087	0.29
104	0	0	0	0	0	0.64	0	0	0	0	0	0	0.36	0	0	0	5	0.26	0	0.2	0.032
105	0	0	0	3e-05	0.13	0	0.0054	2.2e-05	0.86	0	0	0	0	3.7e-05	0	0	8	0.26	0.23	0.26	0.29
106	0	0	0	0	0.0012	0	0.001	0	1	0	0	0	0	0	0	0	8	0.26	0.23	0.26	0.29
107	0	0.085	0.91	0	0	0.00025	0	0	7.2e-05	0	0	0	7.1e-06	0	0	0	2	0.26	0	0.029	0
108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.26	0.23	0.087	0.29
109	0	0	0	0	0.19	0	0.003	0.00015	0.77	0	0	0	0	0.037	0	0	8	0.26	0.23	0.26	0.29
110	0	0.018	0	0	0.001	0	0	0	0.98	0	0	0	0	0	0	0	8	0.26	0.23	0.26	0.29
111	0	0.0009	0	0	0.0023	0	0	0	1	0	0	0	0	5.7e-06	0	0	8	0.26	0.23	0.26	0.29
