SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3
98	0	0	1	2	0.26	0.026	0.26	0.032
99	1	0	0	0	0.26	0.23	0.26	0.29
100	1	0.00019	0	0	0.26	0.23	0.26	0.29
101	0	0	1	2	0.26	0.026	0.26	0.032
102	0	0	1	2	0.26	0.026	0.26	0.032
103	1	0	0	0	0.26	0.23	0.26	0.29
104	0	0	1	2	0.26	0.026	0.26	0.032
105	1	0	0	0	0.26	0.23	0.26	0.29
106	1	0	0	0	0.26	0.23	0.26	0.29
107	0.86	0	0.14	0	0.26	0.23	0.26	0.29
108	1	0	0	0	0.26	0.23	0.26	0.29
109	1	0.0046	0	0	0.26	0.23	0.26	0.29
110	1	0	0	0	0.26	0.23	0.26	0.29
111	1	0	0	0	0.26	0.23	0.26	0.29
