SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
171	1	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.26	0
172	0.1	0	0	0	0	0	0	0	0	0	0	0.89	0	0.0014	0	11	0	0.53	0
173	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
174	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0.26	0
175	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.027	0.26	0
176	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	0	0	0.26	0
177	0	0.99	0	0	0	0	0.0086	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
178	0	0.4	0	0	0	0	0.6	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.21	0	0
180	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0.26	0
181	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.027	0	0.26
182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.21	0	0
183	9.3e-06	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
184	0.97	0	0	0	0	0	0	0	0	0	0	0.0064	0	0.027	0	0	0	0.26	0
185	1	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.26	0
186	0.99	0	0	0	0	0	0	0	0	0	0	1.3e-05	0	0.011	0	0	0	0.26	0
187	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.027	0	0.26
188	0	0	0	0	0	0	0	0	3.4e-06	0	0.98	0	0.022	0	0	10	0	0	0.11
189	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.3	0	0.15
190	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.24	0.082	0.52
191	0	0	0	0	0	0	0	0	5.3e-05	0	0.012	0	0.99	0	0	12	0	0	0.18
192	0	0.0022	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
193	0	0.015	0	0	0	0	0.98	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
194	0	0	0	0	0	0	0	1.5e-05	0.011	0	0.62	0	0.37	0	0	10	0	0	0.11
195	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
196	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
197	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
198	0.42	0	0	0	0	0	0	0	0	0	0	0.57	0	0.0053	0	11	0	0.53	0
199	0	0	1.7e-05	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
200	0	0.76	0	1.6e-06	0	0	0.24	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
201	0	0	0	0	0	0	0	0	0	0	0.99	0	0.012	0	0	10	0	0	0.11
202	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
203	0	0.99	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
204	0	0	0	0	0	0	0	0	0	0	0.0023	0	1	0	0	12	0	0	0.18
205	0	0.15	0	0	0	0	0.85	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
206	0	0	0	0	0	0	0	0	0.0057	0	0.64	0	0.36	0	0	10	0	0	0.11
207	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
208	0	0.9	0	1.1e-06	0	0	0.1	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
209	0	0	0	0	0	0	0	0	0	0	0.9	0	0.1	0	0	10	0	0	0.11
210	0	7e-06	2e-06	0	0.99	0.0077	3.2e-06	0	0	0	0	0	0	0	0	4	0.21	0	0
211	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.027	0.26	0
212	0.97	0	0	0	0	0	0	1.3e-05	0	0	0	0	0	0.032	0	0	0	0.26	0
213	0	0.78	0	0	0	0	0.22	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
214	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.027	0	0.26
215	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0.26	0
216	0	0	0	0	0	0	0	0	0	0	0.98	0	0.02	0	0	10	0	0	0.11
217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.027	0.26	0
218	0	0	0	0	0.99	0.0074	0	0	0	0	0	0	0	0	0	4	0.21	0	0
219	0	0.0012	0.024	0	0	2.3e-05	0.00015	0	0	0.97	0	0	0	0	0	9	0.47	0.082	0.67
220	0	0	0	0	1	0.0037	0	0	0	0	0	0	0	0	0	4	0.21	0	0
221	0	1	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
222	0.14	0	0	0	0	0	0	7.8e-06	0	0	0	0.85	0	0.0084	0	11	0	0.53	0
223	0	0	3.5e-05	0	0	0	0	0	0.00037	0	0.83	0	0.17	0	0	10	0	0	0.11
224	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.027	0	0.26
225	0.41	0.00016	0	0	0	0	0.58	0	0	0	0	0.0075	0	0.0033	0	6	0.24	0.37	0.33
226	0	0	2.3e-06	0	0	0	0	0	2.2e-05	0	0.9	0	0.095	0	0	10	0	0	0.11
227	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.027	0.26	0
228	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.21	0	0
229	0	0.89	0	1.6e-06	0	0	0.11	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
230	0	0	0.00098	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
231	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.027	0	0.26
232	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0.26	0
233	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0.26	0
234	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.21	0	0
235	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.11
236	0.9	0	0	0	0	0	0	0.00018	0	0	0	0.00095	0	0.095	0	0	0	0.26	0
237	0	0.11	0	0	0	0	0.89	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
238	0	0.43	0	0	0	0	0.57	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
239	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0.26	0
240	0	0.28	0	0	0	0	0.72	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
241	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
242	0.44	0.0047	0	0	0	0	0.44	0	0	0	0	0.1	0	0.0099	0	6	0.24	0.37	0.33
243	0	0	0	0	0	0	0	0	0.013	0	0.5	0	0.49	0	0	10	0	0	0.11
244	0	0.73	0	0	0	0	0.27	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
245	0	0.68	0	3.3e-06	0	0	0	0.32	0	0	0	0	0	0	0	1	0.24	0.26	0.37
246	0.45	0.00075	0	0	0	0	0.31	0	0	0	0	0.24	0	0.0044	0	0	0	0.26	0
247	0	0	0	0	0	0	0	0	0	0	0.94	0	0.064	0	0	10	0	0	0.11
248	0.97	0.00062	0	0	0	0	0.027	0	0	0	0	1.8e-05	0	0.0072	0	0	0	0.26	0
249	0.94	0.0083	0	0	0	0	0.019	5.5e-05	0	0	0	0.00018	0	0.032	0	0	0	0.26	0
250	0.082	9.1e-06	0	0	0	0	0.9	0	0	0	0	0.018	0	0.00013	0	6	0.24	0.37	0.33
251	0.17	0	0	0	0	0	0.76	0	0	0	0	0.072	0	2.6e-05	0	6	0.24	0.37	0.33
252	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0	0.26	0
253	0	0.59	0	3.8e-06	0	0	0.41	0	0	0	0	0	0	0	0	1	0.24	0.26	0.37
254	0	0	0	0	0	0	0	0	0.018	0	0.44	0	0.54	0	0	12	0	0	0.18
255	1	0	0	0	0	0	0	0	0	0	0	0	0	7.3e-05	0	0	0	0.26	0
256	0.97	0	0	0	0	0	0	7e-05	0	0	0	0	0	0.03	0	0	0	0.26	0
257	0	0	0	0	0	0	0	0	0.0015	0	0.77	0	0.23	0	0	10	0	0	0.11
258	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0.26	0
259	0	0	0	0	0	0	0	0	0.025	0	0.24	0	0.73	0	0	12	0	0	0.18
260	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
261	0	0.32	0	0	0	0	0.68	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
262	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
263	0	0.34	0	6.7e-06	0	0	0	0.66	0	0	0	0	0	0	0	7	0	0.26	0.11
264	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.027	0.26	0
265	0	0	0	0	0	0	0	0	0.0004	0	0.021	0	0.98	0	0	12	0	0	0.18
266	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.027	0.26	0
267	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.3	0	0.15
268	0.00047	0	0	0	0	0	0	0	0	0	0	1	0	2.2e-05	0	11	0	0.53	0
269	0	0.72	0.0022	1.4e-05	0	0	0.036	0	0	0.25	0	0	0	0	0	1	0.24	0.26	0.37
270	0.88	0.035	0	0	0	0	0.044	0.00042	0	0	0	6.4e-05	0	0.044	0	0	0	0.26	0
271	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.24	0.082	0.52
272	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0.26	0
273	0.00091	0	0	0	0	0	0	0	0	0	0	1	0	3.2e-05	0	11	0	0.53	0
274	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0.26	0
275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0.52
276	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
277	0	0	0	0	0	0	0	0	0	0	0.99	0	0.0057	0	0	10	0	0	0.11
278	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.24	0.082	0.52
279	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0.26	0.11
280	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.24	0.082	0.52
281	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0.26	0.11
282	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.47	0.082	0.67
283	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0.53	0
284	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.21	0	0
285	0	0.14	0	0	0	0	0.86	0	0	0	0	0	0	0	0	6	0.24	0.37	0.33
286	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.027	0.26	0
287	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.24	0.082	0.52
