SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
181	0	0	1	2	0.053	0	0.15
182	0	1	0	1	0.3	0.26	0.41
183	1	0	0	0	0.027	0.26	0
184	1	0	0	0	0.027	0.26	0
185	1	0	0	0	0.027	0.26	0
186	1	0	0	0	0.027	0.26	0
187	0	0	1	2	0.053	0	0.15
188	0	0	1	2	0.053	0	0.15
189	0	0	1	2	0.053	0	0.15
190	0	1	0	1	0.3	0.26	0.41
191	0	0	1	2	0.053	0	0.15
192	0	1	0	1	0.3	0.26	0.41
193	0	1	0	1	0.3	0.26	0.41
194	0	0	1	2	0.053	0	0.15
195	0	1	0	1	0.3	0.26	0.41
196	0	1	0	1	0.3	0.26	0.41
197	0	1	0	1	0.3	0.26	0.41
198	1	0	0	0	0.027	0.26	0
199	0	1	0	1	0.3	0.26	0.41
200	0	1	0	1	0.3	0.26	0.41
201	0	0	1	2	0.053	0	0.15
202	0	1	0	1	0.3	0.26	0.41
203	0	1	0	1	0.3	0.26	0.41
204	0	0	1	2	0.053	0	0.15
205	0	1	0	1	0.3	0.26	0.41
206	0	0	1	2	0.053	0	0.15
207	0	1	0	1	0.3	0.26	0.41
208	0	1	0	1	0.3	0.26	0.41
209	0	0	1	2	0.053	0	0.15
210	0.008	0.026	0.97	2	0.053	0	0.15
211	1	0	0	0	0.027	0.26	0
212	1	0	0	0	0.027	0.26	0
213	0	1	0	1	0.3	0.26	0.41
214	0	0	1	2	0.053	0	0.15
215	1	0	0	0	0.027	0.26	0
216	0	0	1	2	0.053	0	0.15
217	1	0	0	0	0.027	0.26	0
218	0	1	6e-05	1	0.3	0.26	0.41
219	0	1	0	1	0.3	0.26	0.41
220	0	0.19	0.81	2	0.053	0	0.15
221	0	1	0	1	0.3	0.26	0.41
222	1	0	0	0	0.027	0.26	0
223	0	0	1	2	0.053	0	0.15
224	0	0	1	2	0.053	0	0.15
225	1	0	0	0	0.027	0.26	0
226	0	0	1	2	0.053	0	0.15
227	1	0	0	0	0.027	0.26	0
228	0	0	1	2	0.053	0	0.15
229	0	1	0	1	0.3	0.26	0.41
230	0	1	0	1	0.3	0.26	0.41
231	0	0	1	2	0.053	0	0.15
232	1	0	0	0	0.027	0.26	0
233	1	0	0	0	0.027	0.26	0
234	0	0	1	2	0.053	0	0.15
235	0	0	1	2	0.053	0	0.15
236	1	0	0	0	0.027	0.26	0
237	0	1	0	1	0.3	0.26	0.41
238	0	1	0	1	0.3	0.26	0.41
239	1	0	0	0	0.027	0.26	0
240	0	1	0	1	0.3	0.26	0.41
241	0	1	0	1	0.3	0.26	0.41
242	1	4.8e-05	0	0	0.027	0.26	0
243	0	0	1	2	0.053	0	0.15
244	0	1	0	1	0.3	0.26	0.41
245	0	1	0	1	0.3	0.26	0.41
246	1	0	0	0	0.027	0.26	0
247	0	0	1	2	0.053	0	0.15
248	1	0	0	0	0.027	0.26	0
249	1	0.00074	0	0	0.027	0.26	0
250	1	0	0	0	0.027	0.26	0
251	1	0	0	0	0.027	0.26	0
252	1	0	0	0	0.027	0.26	0
253	0	1	0	1	0.3	0.26	0.41
254	0	0	1	2	0.053	0	0.15
255	1	0	0	0	0.027	0.26	0
256	1	0	0	0	0.027	0.26	0
257	0	0	1	2	0.053	0	0.15
258	1	0	0	0	0.027	0.26	0
259	0	0	1	2	0.053	0	0.15
260	0	1	0	1	0.3	0.26	0.41
261	0	1	0	1	0.3	0.26	0.41
262	0	1	0	1	0.3	0.26	0.41
263	0	1	0	1	0.3	0.26	0.41
264	1	0	0	0	0.027	0.26	0
265	0	0	1	2	0.053	0	0.15
266	1	0	0	0	0.027	0.26	0
267	0	1	0.0042	1	0.3	0.26	0.41
268	1	0	0	0	0.027	0.26	0
269	0	1	0	1	0.3	0.26	0.41
270	0.99	0.0069	0	0	0.027	0.26	0
271	0	1	0	1	0.3	0.26	0.41
272	1	0	0	0	0.027	0.26	0
273	1	0	0	0	0.027	0.26	0
274	1	0	0	0	0.027	0.26	0
275	0	0	1	2	0.053	0	0.15
276	0	1	0	1	0.3	0.26	0.41
277	0	0	1	2	0.053	0	0.15
278	0	1	0	1	0.3	0.26	0.41
279	0	1	0	1	0.3	0.26	0.41
280	0	1	0	1	0.3	0.26	0.41
281	0	1	0	1	0.3	0.26	0.41
282	0	1	0	1	0.3	0.26	0.41
283	1	0	0	0	0.027	0.26	0
284	0	2.3e-05	1	2	0.053	0	0.15
285	0	1	0	1	0.3	0.26	0.41
286	1	0	0	0	0.027	0.26	0
287	0	1	0	1	0.3	0.26	0.41
288	0	0.94	0.065	1	0.3	0.26	0.41
