SNV	cluster0	cluster	dcf0	dcf1	dcf2
210	1	0	0.24	0.26	0.33
211	1	0	0.24	0.26	0.33
212	1	0	0.24	0.26	0.33
213	1	0	0.24	0.26	0.33
214	1	0	0.24	0.26	0.33
215	1	0	0.24	0.26	0.33
216	1	0	0.24	0.26	0.33
217	1	0	0.24	0.26	0.33
218	1	0	0.24	0.26	0.33
219	1	0	0.24	0.26	0.33
220	1	0	0.24	0.26	0.33
221	1	0	0.24	0.26	0.33
222	1	0	0.24	0.26	0.33
223	1	0	0.24	0.26	0.33
224	1	0	0.24	0.26	0.33
225	1	0	0.24	0.26	0.33
226	1	0	0.24	0.26	0.33
227	1	0	0.24	0.26	0.33
228	1	0	0.24	0.26	0.33
229	1	0	0.24	0.26	0.33
230	1	0	0.24	0.26	0.33
231	1	0	0.24	0.26	0.33
232	1	0	0.24	0.26	0.33
233	1	0	0.24	0.26	0.33
234	1	0	0.24	0.26	0.33
235	1	0	0.24	0.26	0.33
236	1	0	0.24	0.26	0.33
237	1	0	0.24	0.26	0.33
238	1	0	0.24	0.26	0.33
239	1	0	0.24	0.26	0.33
240	1	0	0.24	0.26	0.33
241	1	0	0.24	0.26	0.33
242	1	0	0.24	0.26	0.33
243	1	0	0.24	0.26	0.33
244	1	0	0.24	0.26	0.33
245	1	0	0.24	0.26	0.33
246	1	0	0.24	0.26	0.33
247	1	0	0.24	0.26	0.33
248	1	0	0.24	0.26	0.33
249	1	0	0.24	0.26	0.33
250	1	0	0.24	0.26	0.33
251	1	0	0.24	0.26	0.33
252	1	0	0.24	0.26	0.33
253	1	0	0.24	0.26	0.33
254	1	0	0.24	0.26	0.33
255	1	0	0.24	0.26	0.33
256	1	0	0.24	0.26	0.33
257	1	0	0.24	0.26	0.33
258	1	0	0.24	0.26	0.33
259	1	0	0.24	0.26	0.33
260	1	0	0.24	0.26	0.33
261	1	0	0.24	0.26	0.33
262	1	0	0.24	0.26	0.33
263	1	0	0.24	0.26	0.33
264	1	0	0.24	0.26	0.33
265	1	0	0.24	0.26	0.33
266	1	0	0.24	0.26	0.33
267	1	0	0.24	0.26	0.33
268	1	0	0.24	0.26	0.33
269	1	0	0.24	0.26	0.33
270	1	0	0.24	0.26	0.33
271	1	0	0.24	0.26	0.33
272	1	0	0.24	0.26	0.33
273	1	0	0.24	0.26	0.33
274	1	0	0.24	0.26	0.33
275	1	0	0.24	0.26	0.33
276	1	0	0.24	0.26	0.33
277	1	0	0.24	0.26	0.33
278	1	0	0.24	0.26	0.33
279	1	0	0.24	0.26	0.33
280	1	0	0.24	0.26	0.33
281	1	0	0.24	0.26	0.33
282	1	0	0.24	0.26	0.33
283	1	0	0.24	0.26	0.33
284	1	0	0.24	0.26	0.33
285	1	0	0.24	0.26	0.33
286	1	0	0.24	0.26	0.33
287	1	0	0.24	0.26	0.33
288	1	0	0.24	0.26	0.33
