SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
205	0	0	1	0	0	2	0.3	0.31	0.37
206	0	1	0	0	0	1	0.053	0	0.11
207	0	0	0	1	0	3	0.3	0.082	0.56
208	0	0	1	0	0	2	0.3	0.31	0.37
209	0	1	0	0	0	1	0.053	0	0.11
210	0.003	0.99	0.0069	0.0037	0	1	0.053	0	0.11
211	1	0	0	0	0	0	0.027	0.26	0
212	1	0	0	0	6.2e-06	0	0.027	0.26	0
213	0	0	1	0	0	2	0.3	0.31	0.37
214	0	0	0	1	0	3	0.3	0.082	0.56
215	1	0	0	0	0	0	0.027	0.26	0
216	0	1	0	0	0	1	0.053	0	0.11
217	1	0	0	0	0	0	0.027	0.26	0
218	0	0.00071	0.84	0.16	0	2	0.3	0.31	0.37
219	0	0	0.0089	0.99	0	3	0.3	0.082	0.56
220	0	0.94	0.017	0.042	0	1	0.053	0	0.11
221	0	0	1	0	0	2	0.3	0.31	0.37
222	0.02	0	0	0	0.98	4	0	0.47	0
223	0	1	0	1e-05	0	1	0.053	0	0.11
224	0	0.0031	0	1	0	3	0.3	0.082	0.56
225	0.13	0	3e-05	0	0.87	4	0	0.47	0
226	0	1	0	0	0	1	0.053	0	0.11
227	1	0	0	0	0	0	0.027	0.26	0
228	0	1	0	0	0	1	0.053	0	0.11
229	0	0	1	0	0	2	0.3	0.31	0.37
230	0	0	0	1	0	3	0.3	0.082	0.56
231	0	1	0	0	0	1	0.053	0	0.11
232	1	0	0	0	0	0	0.027	0.26	0
233	1	0	0	0	1.8e-06	0	0.027	0.26	0
234	0	1	0	0	0	1	0.053	0	0.11
235	0	1	0	0	0	1	0.053	0	0.11
236	0.99	0	0	0	0.013	0	0.027	0.26	0
237	0	0	1	0	0	2	0.3	0.31	0.37
238	0	0	1	0	0	2	0.3	0.31	0.37
239	1	0	0	0	2.9e-06	0	0.027	0.26	0
240	0	0	1	0	0	2	0.3	0.31	0.37
241	0	0	0	1	0	3	0.3	0.082	0.56
242	0.096	0	0.00015	0	0.9	4	0	0.47	0
243	0	1	0	0	0	1	0.053	0	0.11
244	0	0	1	0	0	2	0.3	0.31	0.37
245	0	0	1	0	0	2	0.3	0.31	0.37
246	0.14	0	1.1e-05	0	0.86	4	0	0.47	0
247	0	1	0	0	0	1	0.053	0	0.11
248	0.98	0	5.8e-05	0	0.015	0	0.027	0.26	0
249	0.99	0	0.0031	0	0.01	0	0.027	0.26	0
250	0.0018	0	0	0	1	4	0	0.47	0
251	4.9e-05	0	0	0	1	4	0	0.47	0
252	1	0	0	0	0	0	0.027	0.26	0
253	0	0	1	0	0	2	0.3	0.31	0.37
254	0	1	0	0	0	1	0.053	0	0.11
255	1	0	0	0	0	0	0.027	0.26	0
256	1	0	0	0	5e-05	0	0.027	0.26	0
257	0	1	0	0	0	1	0.053	0	0.11
258	1	0	0	0	0.00018	0	0.027	0.26	0
259	0	1	0	0	0	1	0.053	0	0.11
260	0	0	0	1	0	3	0.3	0.082	0.56
261	0	0	1	0	0	2	0.3	0.31	0.37
262	0	0	0	1	0	3	0.3	0.082	0.56
263	0	0	1	0	0	2	0.3	0.31	0.37
264	1	0	0	0	0	0	0.027	0.26	0
265	0	1	0	0	0	1	0.053	0	0.11
266	1	0	0	0	0	0	0.027	0.26	0
267	0	0.0064	0.0037	0.99	0	3	0.3	0.082	0.56
268	0.00018	0	0	0	1	4	0	0.47	0
269	0	0	0.68	0.32	0	2	0.3	0.31	0.37
270	0.98	0	0.017	0	0.0044	0	0.027	0.26	0
271	0	0	0	1	0	3	0.3	0.082	0.56
272	1	0	0	0	1.3e-06	0	0.027	0.26	0
273	0.00014	0	0	0	1	4	0	0.47	0
274	1	0	0	0	0	0	0.027	0.26	0
275	0	0	0	1	0	3	0.3	0.082	0.56
276	0	0	1.8e-06	1	0	3	0.3	0.082	0.56
277	0	1	0	0	0	1	0.053	0	0.11
278	0	0	0	1	0	3	0.3	0.082	0.56
279	0	0	1	0	0	2	0.3	0.31	0.37
280	0	0	0	1	0	3	0.3	0.082	0.56
281	0	0	0.0012	1	0	3	0.3	0.082	0.56
282	0	0	5.5e-06	1	0	3	0.3	0.082	0.56
283	0	0	0	0	1	4	0	0.47	0
284	0	1	0	0	0	1	0.053	0	0.11
285	0	0	1	0	0	2	0.3	0.31	0.37
286	1	0	0	0	0	0	0.027	0.26	0
287	0	0	0	1	0	3	0.3	0.082	0.56
288	0	0.84	0.14	0.02	0	1	0.053	0	0.11
