SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
59	0	0	0.0031	0	0	0	1	0	0	0	0	0	0	6	0.37	0
60	0.018	0	0	0.00025	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
61	0.021	0	0	0.0073	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
62	0	0	0.0057	0	0	0	0.99	0	0	0	0	0	0	6	0.37	0
63	0.01	0	0	0.013	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
64	0	0	0.047	0	0	0	0.95	0	0	0	0	0	0	6	0.37	0
65	0	0.0001	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
66	8.7e-05	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
67	0	0	0	0	0	0.96	0	0	1.5e-05	0	0	0.035	0	5	0.11	0.18
68	0	0	0	0	0	0.0063	0	0	0.13	0	0	0.86	0	11	0.053	0.13
69	0.022	0	0	0.14	0.84	0	0	0	0	0	0	0	0	4	0.52	0.2
70	0	0	0.13	0.00041	5.1e-05	0	0.87	0	1.8e-05	0	0	0	1.8e-05	6	0.37	0
71	0	1.3e-06	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
72	0	0	0.027	0	0	0	0.97	0	0	0	0	0	0	6	0.37	0
73	0	2.5e-06	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
74	0.017	0	0	0.01	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
75	0.0017	0.0081	0	0.25	0.74	0	0	0	0	2.4e-05	0	0	0	4	0.52	0.2
76	0	0.00052	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
77	0.017	0	0	0.8	0.18	0	0	0	0	0	0	0	0	3	0.52	0.11
78	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
79	0.00086	0	0	0.91	0.094	0	0	0	0	0	0	0	0	3	0.52	0.11
80	0	0.033	0	1.3e-05	0.96	0	0	1.8e-05	0	0.0029	0	0	0	4	0.52	0.2
81	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
82	0	0	0	0	0	0.43	0	0	0.06	0	0	0.51	0	11	0.053	0.13
83	0	0.072	0	0	0.92	0	0	0.0013	0	0.011	0	0	0	4	0.52	0.2
84	0	0	0.0023	0	0	0	0.96	0	0	0.039	0	0	0	6	0.37	0
85	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0.053	0
86	0	0.00019	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
87	3.1e-05	0	0	1	0.0027	0	0	0	0	0	0	0	0	3	0.52	0.11
88	0	1.2e-05	0	0.00014	1	0	0	0	0	0	0	0	0	4	0.52	0.2
89	0.019	0	0	0.00063	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
90	0	0	0	0	0	1	0	0	3.8e-06	0	0	0.00098	0	5	0.11	0.18
91	0.0074	0	0	0.0032	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
92	0.0057	0.00025	0	0.0062	0.99	0	0	0	0	7e-06	0	0	0	4	0.52	0.2
93	0.0046	0	1e-05	0.21	0.79	0	0	0	0	0	0	0	0	4	0.52	0.2
94	0	0	0.049	0	0	0	0.95	0	0	0	0	0	0	6	0.37	0
95	0.007	0	0	1.7e-06	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
96	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
97	0.029	0	0	2.5e-06	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
98	3.4e-06	0.00035	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
99	0	0.011	0.021	0	0	0	0.93	1.9e-06	0	0.038	0	0	0	6	0.37	0
100	4.7e-05	0.022	0.17	0.0046	0.0029	8.1e-05	0.76	0.0018	0.0002	0.031	0	4.9e-06	0.00018	6	0.37	0
101	0.0079	0	0.0066	0.063	0.34	0.47	0	0.011	0.081	0	0	0.027	0	5	0.11	0.18
102	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0.053	0
103	0.0049	0	0	0.008	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
104	0.0075	0	0	0.00015	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
105	0	0	1	0	0	0	0	1.1e-05	0	0	0	0	0	2	0.37	0.022
106	0	0.011	0	0	0.99	0	0	1.6e-05	0	7e-05	0	0	0	4	0.52	0.2
107	0	3.1e-06	0	0	0	0	0	0	0	0	0	0	1	12	0.053	0
108	0.013	0	0	0.00022	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
109	0	0	0	0	0	1	0	0	9.4e-06	0	0	0.0015	0	5	0.11	0.18
110	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
111	0.0013	3e-06	0.0034	0	0	0	0.96	0	0	0.039	0	0	0	6	0.37	0
112	0	0	0.021	0	0	0	0.98	0	0	0	0	0	0	6	0.37	0
113	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.37	0.022
114	0	0	0	1	1.1e-05	0	0	0	0	0	0	9.3e-06	0	3	0.52	0.11
115	2.7e-05	5.2e-05	0	0.00016	1	0	0	0	0	0	0	0	0	4	0.52	0.2
116	0.0059	0	0	0.0078	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
117	0.0005	0.0093	0.02	0	0	0	0.93	1.5e-05	0	0.038	0	0	0	6	0.37	0
118	0	0.0094	0	0	0.99	0	0	1.9e-05	0	0.00011	0	0	0	4	0.52	0.2
119	0	0	0	0	0	0.0097	0	0	0.018	0	0	0.97	0	11	0.053	0.13
120	0	0	0	0	0	1	0	0	4.2e-06	0	0	0.00079	0	5	0.11	0.18
121	0	0.029	0	0	0.97	0	0	4.9e-05	0	0.00068	0	0	0	4	0.52	0.2
122	0	0	0.0082	0	0	0	0.99	0	0	0	0	0	0	6	0.37	0
123	0.00053	0.00052	0	1.8e-06	1	0	0	0	0	4e-06	0	0	0	4	0.52	0.2
124	0	0	0	0	0	0.99	0	0	0.0025	0	0	0.0097	0	5	0.11	0.18
125	0	0	0.12	0.00038	3.6e-05	0	0.87	0	0	0	0	0	0	6	0.37	0
126	0	0	0	0	0	0.82	0	0	1.8e-05	0	0	0.18	0	5	0.11	0.18
127	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0.8
128	0	0	0	0	0	0.38	0	0	0.0004	0	0	0.61	0	11	0.053	0.13
129	0	0	0	0	0	0.95	0	0	1.7e-05	0	0	0.045	0	5	0.11	0.18
130	0	0	0.0086	0	0	0	0.99	0	0	0	0	0	0	6	0.37	0
131	0.031	0	0	2.2e-05	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
132	0	0.0016	0	0	1	0	0	0	0	6.4e-06	0	0	0	4	0.52	0.2
133	0	0.028	0	0	0.97	0	0	0.00038	0	0.0024	0	0	0	4	0.52	0.2
134	0	0	0.036	0	0	0	0.72	0	0.00092	0	0	0	0.25	6	0.37	0
135	0	0	0.024	0	0	0	0.98	0	0	0	0	0	0	6	0.37	0
136	0.013	0	0	0.00086	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
137	0	7.8e-06	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
138	0.0067	0	0	0	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
139	0.029	0	0	0	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
140	0.00024	0.025	0	0	0.97	0	0	0.00031	0	0.00059	0	0	0	4	0.52	0.2
141	0.012	8.8e-05	0	0.0065	0.98	2.2e-05	0	0	0	0	0	0	0	4	0.52	0.2
142	0	0	0.0063	0	0	0	0.99	0	0	0	0	0	0	6	0.37	0
143	0	0.001	0	0	1	0	0	0	0	1.3e-06	0	0	0	4	0.52	0.2
144	0	0	0	0	0	0.22	0	0	0.2	0	0	0.57	0	11	0.053	0.13
145	0	0.0069	0	0	0.99	0	0	0	0	1.4e-05	0	0	0	4	0.52	0.2
146	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.37	0.022
147	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
148	0	0	0.00024	0	0	0	1	0	0	0	0	0	0	6	0.37	0
149	0.0033	0	0	4e-06	1	0	0	0	0	0	0	0	0	4	0.52	0.2
150	0.0035	9.3e-06	0	5.7e-05	1	0	0	0	0	0	0	0	0	4	0.52	0.2
151	0.0046	0.013	0	0.01	0.97	0	0	0.0003	0	0.0013	0	0	0	4	0.52	0.2
152	0	0.064	0	0	0	0	5.2e-06	0	0	0	0	0	0.94	12	0.053	0
153	0.0063	0	0	0.0002	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
154	0.00012	0	0	0.00032	0.0018	0.93	0	0	0.064	0	0	0.0056	0	5	0.11	0.18
155	0.028	0	0	0	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
156	0	0	0	0	0	0.0039	0	0	0.014	0	0	0.98	0	11	0.053	0.13
157	2.2e-05	0	0	1	5.3e-06	0	0	0	0	0	0	0	0	3	0.52	0.11
158	0	0.062	0	0	0.92	0	0	0.0011	0	0.019	0	0	0	4	0.52	0.2
159	0.023	0	0	0.053	0.92	0	0	0	0	0	0	0	0	4	0.52	0.2
160	0	0	2.4e-05	0	0	0	0.00057	0	0.00023	0	0	0	1	12	0.053	0
161	0	0.00014	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
162	0.008	0	0	0.0081	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
163	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.37	0.022
164	0.017	0	0	0.21	0.78	0	0	0	0	0	0	0	0	4	0.52	0.2
165	0	0	0	0	0	0.81	0	0	0.00061	0	0	0.19	0	5	0.11	0.18
166	0	2.2e-05	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
167	0.0041	4.8e-05	0.011	0	0.55	0	0.44	0	0	0	0	0	0	4	0.52	0.2
168	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.37	0.022
169	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.37	0.022
170	0	0.00099	0	0	0.88	0	0	0.0036	0	0.12	0	0	0	4	0.52	0.2
171	0.026	0	0	0.00026	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
172	0.014	0	0	0.012	0.97	0.00024	0	3.1e-05	0	0	0	0	0	4	0.52	0.2
173	0.0026	0	0.051	0	0.11	1e-05	0.82	0	0.00032	0	0	7e-06	0.02	6	0.37	0
174	0.013	0	0.00085	0	0.8	0	0.19	0	0	0	0	0	0	4	0.52	0.2
175	0.011	0	0.0022	0	0.58	0	0.41	0	0	0	0	0	0	4	0.52	0.2
176	0.018	0	0	0.00018	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
177	0	0	0	0	0	0.35	0	0	0.037	0	0	0.61	0	11	0.053	0.13
178	0	0.0046	0	0	0.96	0	0	0.00019	0	0.033	0	0	0	4	0.52	0.2
179	0	0	0	0	0	0.055	0	0	0.94	0	0	0.0094	0	8	0.11	0.089
180	0.012	0	0	0.0021	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
181	0.017	0	0	0.00039	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
182	0.0041	0	0.0069	0	0.45	0	0.54	0	0	0	0	0	0	6	0.37	0
183	0.0079	0	0.00027	0.14	0.85	0	0	0	0	0	0	0	0	4	0.52	0.2
184	0	0.016	0	0	0.96	0	0	0.0082	0	0.014	0	0	0	4	0.52	0.2
185	0.0049	0	0	0.18	0.81	0	0	0	0	0	0	0	0	4	0.52	0.2
186	0.014	0	0	0.0065	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
187	0.0039	0.00074	0	8.2e-05	1	0	0	4.9e-06	0	1.7e-05	0	0	0	4	0.52	0.2
188	0.0069	0	0	0.27	0.72	0	0	0	0	0	0	0	0	4	0.52	0.2
189	0	0	0.28	2.6e-05	0	0.021	0	0	0.69	0	0	0.0022	0	8	0.11	0.089
190	0	0	0.026	0	0	0	0.97	0	0	0	0	0	0	6	0.37	0
191	0	4.4e-06	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
192	0.0027	0	0	0.00032	1	0	0	0	0	0	0	0	0	4	0.52	0.2
193	0	0.00013	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
194	0	0.0089	0	0	0.99	0	0	0.00093	0	0.00047	0	0	0	4	0.52	0.2
195	0.0039	0.00019	0	9.3e-05	1	0	0	0	0	1.4e-06	0	0	0	4	0.52	0.2
196	0.0056	0	0.0042	0.77	0.22	0	0	0	0	0	0	0	0	3	0.52	0.11
197	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.37	0.022
198	0	0	0	0	0	0.99	0	0	0.00021	0	0	0.0086	0	5	0.11	0.18
199	0	0	0.034	2.7e-05	0	0	0.97	0	0	0	0	0	0	6	0.37	0
200	0	0	0	0	9.4e-06	0.98	0	0	0.0058	0	0	0.012	0	5	0.11	0.18
201	0	0	1	9.1e-05	0	0	0	0	0	0	0	0	0	2	0.37	0.022
202	0	0	0	0	0	1	0	0	0	0	0	0.00087	0	5	0.11	0.18
203	0.0054	0	0	0.0081	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
204	0	0.058	0.097	1.8e-05	0	0	0.81	0.00027	6.7e-06	0.033	0	0	2.8e-06	6	0.37	0
205	0	0.069	0	0	0.91	0	0	0.0055	0	0.016	0	0	0	4	0.52	0.2
206	0.0065	0	0.29	0.16	0.23	0.11	0	0.11	0.082	0	0	0.0015	0	2	0.37	0.022
207	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0.053	0
208	0.00047	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
209	0	1	0	0	0	0	9.6e-05	0	0	3.9e-06	0	0	0	1	0.73	0.2
210	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
211	0.022	0	0	0	0.98	0	0	0	0	0	0	0	0	4	0.52	0.2
212	0	0	0	0	0	0.87	0	0	0.0036	0	0	0.12	0	5	0.11	0.18
213	0	0	0	0	0	0.00015	0	0	0.0032	0	0	1	0	11	0.053	0.13
214	0.001	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
215	0.0064	0.00026	0	3.1e-05	0.99	0	0	0	0	0	0	0	0	4	0.52	0.2
216	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.37	0.022
217	0.0018	0	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
218	0	0.0027	0	0	0	0	0	0	0	0	0	0	1	12	0.053	0
219	0	0.00065	0	0	0	0.82	0	0	0.002	0	0	0.17	0	5	0.11	0.18
220	9.2e-06	0.002	0	5.1e-05	1	0	0	0	0	0.00073	0	0	0	4	0.52	0.2
221	0.00094	0.00053	0	0	1	0	0	0	0	0	0	0	0	4	0.52	0.2
222	0	0	0	0.0017	1	0	0	0	0	0	0	0	0	4	0.52	0.2
223	0	0	0	0	2.3e-06	0.94	0	0	0.042	0	0	0.02	0	5	0.11	0.18
224	0.023	0	0	0.009	0.97	0	0	0	0	0	0	0	0	4	0.52	0.2
225	0	0.94	0	0	4.6e-06	0	0	0.00012	0	0.058	0	0	0	1	0.73	0.2
226	0	0	0	0	0	1	0	0	0.00015	0	0	0.0036	0	5	0.11	0.18
227	0	1	0	0	0.0002	0	0	0	0	0.00017	0	0	0	1	0.73	0.2
228	0	0	0	1	0.00015	0	0	0	0	0	0	0.00015	0	3	0.52	0.11
229	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0.053	0
230	0.00025	0	0	0.98	0.018	0	0	0	0	0	0	0	0	3	0.52	0.11
231	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0.52	0.11
