SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
49	0.06	0.013	0.61	0.0029	0.27	0	0	0	0.042	0	0	0	0	0	0	2	0.41	0.74
50	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00054	7	0.091	0
51	0	0.014	0.64	0	0.28	0	0	0	0.065	0	0	0	0	0	0	2	0.41	0.74
52	0	0.55	0.059	0	0.057	0	0	0	0.34	0	0	0	0	0	0	1	0.59	0.74
53	5.7e-06	0.78	0.032	0	0.0033	0	0	0	0.18	0	0	0	0	0	0	1	0.59	0.74
54	0	0	0	0	0	0	0	0	0	0.016	0	0	1.5e-05	0.98	0	13	0	0.74
55	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0.025	7	0.091	0
56	0	1.4e-06	0.78	0	0.22	0	0	0	0.00016	0	0	0	0	0	0	2	0.41	0.74
57	0.39	0	0.091	0.5	0.015	0	0	0	2.2e-06	0	0	0	0	0	0	3	0.23	0.74
58	0.2	0.00015	0.73	0.04	0.03	0	3e-05	0	0.00081	0	0	0	0	0	0	2	0.41	0.74
59	0	0.98	0	0	0	0	0	0	0.019	0	0	0	0	0	0	1	0.59	0.74
60	0.011	0.022	0.84	8.5e-06	0.076	0	0	0	0.047	0	0	0	0	0	0	2	0.41	0.74
61	0.55	0	0.004	0.45	0.00059	0	0	0	0	0	0	0	0	0	0	0	0.32	0.74
62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0036	7	0.091	0
63	0.0031	0.00098	0.39	0	0.58	0	0	0	0.029	0	0	0	0	0	0	4	0.41	0.8
64	0.31	4.3e-05	0.2	0.47	0.022	0	9.3e-05	0	0.00029	0	0	0	1.4e-05	0	0	3	0.23	0.74
65	0.13	0.004	0.5	0.027	0.33	0	0	0	0.019	0	0	0	0	0	0	2	0.41	0.74
66	0	0	0	0	0	0	0	0	0	0.99	0	0	1.2e-05	0.013	0	9	0	0.49
67	0	9.1e-05	0	0	0	0	0	1	0.00039	0	0	0	0	0	0.00017	7	0.091	0
68	0.0012	0.24	0.61	0	0.022	0	0	0	0.13	0	0	0	0	0	0	2	0.41	0.74
69	0.45	0	0.45	0.071	0.031	0	0	0	2.2e-05	0	0	0	0	0	0	2	0.41	0.74
70	0	0.00046	0	0	0	0	0	1	0.0016	0	0	0	0	0	0.00094	7	0.091	0
71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9.7e-06	7	0.091	0
72	0	2.9e-06	0	0	0	0	0	1	5.7e-05	0	0	0	0	0	1.3e-05	7	0.091	0
73	0.015	0	3.5e-05	0.98	0	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
74	0	0	0	0	0.92	0	0	0	0	0	0	0.078	0	0	0	4	0.41	0.8
75	0.0077	4.4e-05	0.65	1.5e-06	0.34	0	0	0	0.0036	0	0	0	0	0	0	2	0.41	0.74
76	0	0.0013	0	0	0	0	0	0.99	0.0049	0	0	0	0	0	0.0034	7	0.091	0
77	0	0.00037	0	0	0	0	0	1	0.0012	0	0	0	0	0	0.00067	7	0.091	0
78	0.015	0.0036	0.94	4.7e-05	0.034	0	0	0	0.011	0	0	0	0	0	0	2	0.41	0.74
79	6.9e-05	0.19	0.2	0	0.14	0	0	0	0.47	0	0	0	0	0	0	8	0.53	0.77
80	0.027	0	0.89	1.6e-06	0.081	0	0	0	6.8e-05	0	0	0	0	0	0	2	0.41	0.74
81	0.039	0.00012	0.95	0.00014	0.0075	0	0	0	0.00065	0	0	0	0	0	0	2	0.41	0.74
82	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0.021	7	0.091	0
83	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0.27	0	9	0	0.49
84	0	0.25	0.011	0	0.0025	0	0	0	0.74	0	0	0	0	0	0	8	0.53	0.77
85	0.2	0	0.78	0.001	0.014	0	0	0	2.3e-05	0	0	0	0	0	0	2	0.41	0.74
86	0.017	0.00054	0.8	4.5e-06	0.18	0	0	0	0.0087	0	0	0	0	0	0	2	0.41	0.74
87	0.0016	6.1e-05	0.96	0	0.033	0	0	0	0.0022	0	0	0	0	0	0	2	0.41	0.74
88	0.0001	2.2e-05	0.52	0	0.47	0	0	0	0.0083	0	0	0	0	0	0	2	0.41	0.74
89	0.041	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
90	0.36	0	0.37	0.083	0.19	0	0	0	0.0001	0	0	0	0	0	0	2	0.41	0.74
91	0.034	0	0.78	0	0.19	0	0	0	9.5e-05	0	0	0	0	0	0	2	0.41	0.74
92	0.093	0.03	0.69	0.014	0.13	0	0	0	0.041	0	0	0	0	0	0	2	0.41	0.74
93	0	0	0	0	0	0	0	0	0	0.00066	0	0	0	1	0	13	0	0.74
94	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0.83	0	13	0	0.74
95	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0001	7	0.091	0
96	0.34	0	0.55	0.0019	0.11	0	0	0	3.9e-05	0	0	0	0	0	0	2	0.41	0.74
97	0.011	0.066	0.69	2.9e-05	0.13	0	0	0	0.1	0	0	0	0	0	0	2	0.41	0.74
98	0	0	0	0	0	0	0	0	0	0.53	0	0	0.00014	0.47	0	9	0	0.49
99	0.0016	0.19	0.58	0	0.049	0	0	0	0.18	0	0	0	0	0	0	2	0.41	0.74
100	0	0	0	0	0	0	2.4e-06	0.12	0	0	0	0	0	0	0.88	14	0.14	0.029
101	0.31	1e-05	0.31	0.33	0.053	0	0	0	0.00019	0	0	0	0	0	0	3	0.23	0.74
102	0	1.5e-05	0	0	0	0	0	1	9.2e-05	0	0	0	0	0	2.9e-05	7	0.091	0
103	0.17	0.00057	0.15	0.62	0.034	0	6.5e-05	0	0.0016	0	0	0	0.012	0	0	3	0.23	0.74
104	0.22	0	0.39	0.00033	0.39	0	0	0	2.3e-05	0	0	0	0	0	0	2	0.41	0.74
105	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00052	0	9	0	0.49
106	0.0032	0	0	1	0	0	0	0	0	0	0	0	2e-06	0	0	3	0.23	0.74
107	0.041	0.14	0.54	0.0046	0.16	0	0	0	0.12	0	0	0	0	0	0	2	0.41	0.74
108	0.36	0	0.012	0.63	0.0015	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
109	0.21	7.6e-06	0.072	0.72	0.0054	0	0.00023	0	5.1e-05	0	0	0	0.00026	0	0	3	0.23	0.74
110	0.0026	0.013	0.86	0	0.071	0	0	0	0.05	0	0	0	0	0	0	2	0.41	0.74
111	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6.4e-05	7	0.091	0
112	0.12	0.0053	0.72	0.009	0.13	0	0	0	0.016	0	0	0	0	0	0	2	0.41	0.74
113	0.63	0	0.29	0.016	0.068	0	0	0	6e-06	0	0	0	0	0	0	0	0.32	0.74
114	0.01	0	1.4e-05	0.9	0	0	0.092	0	0	0	0	0	4.5e-06	0	0	3	0.23	0.74
115	0.0042	0	2.8e-06	0.85	0	0	0.15	0	0	0	0	0	2.1e-05	0	0	3	0.23	0.74
116	0.21	0	0.77	0.00013	0.013	0	0	0	1.2e-05	0	0	0	0	0	0	2	0.41	0.74
117	0	0	0	0	0	0	0	0	0	1	0	0	0	7.9e-05	0	9	0	0.49
118	0.15	0.00042	0.62	0.0082	0.21	0	0	0	0.0046	0	0	0	0	0	0	2	0.41	0.74
119	0.51	1.6e-06	0.4	0.053	0.036	0	0	0	6.5e-05	0	0	0	0	0	0	0	0.32	0.74
120	0.14	0.0026	0.72	0.01	0.12	0	0	0	0.0098	0	0	0	0	0	0	2	0.41	0.74
121	0.16	0	0.0019	0.83	0.00045	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
122	0.67	0	0.24	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0.74
123	0.37	1.6e-05	0.59	0.024	0.013	0	3.2e-06	0	0.00016	0	0	0	0	0	0	2	0.41	0.74
124	0.32	2.8e-05	0.65	0.017	0.017	0	1.2e-06	0	0.00026	0	0	0	0	0	0	2	0.41	0.74
125	0.064	0	0.00018	0.94	6.1e-05	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
126	0	0.97	0	0	0	0	0	0.016	0.0027	0	0	0	0	0	0.015	1	0.59	0.74
127	0.23	0	0.72	0.047	0	0	0	0	0	0	0	0	0	0	0	2	0.41	0.74
128	0	0.00099	0	0	0	0	0	1	0.0019	0	0	0	0	0	0.0013	7	0.091	0
129	0	3.5e-05	0	0	0	0	0	1	0.00029	0	0	0	0	0	0.00011	7	0.091	0
130	0.33	0	0.005	0.66	0	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
131	0.42	0	0.24	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0.74
132	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0.23	0.33
133	0.013	0.11	0.72	5.6e-05	0.063	0	0	0	0.093	0	0	0	0	0	0	2	0.41	0.74
134	0.25	1.4e-06	0.068	0.64	0.044	0	0	0	5.4e-05	0	0	0	1e-05	0	0	3	0.23	0.74
135	0	0	0.95	0	0.051	0	0	0	0	0	0	0	0	0	0	2	0.41	0.74
136	0.37	1.5e-06	0.27	0.32	0.04	0	0	0	5.6e-05	0	0	0	0	0	0	0	0.32	0.74
137	0.03	0	0.0012	0.97	7.1e-05	0	0	0	0	0	0	0	0.00065	0	0	3	0.23	0.74
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.14	0.029
139	0.00024	0.35	0.3	0	0.043	0	0	0	0.31	0	0	0	0	0	0	1	0.59	0.74
140	0.01	0.025	0.6	1.9e-05	0.28	0	0	0	0.089	0	0	0	0	0	0	2	0.41	0.74
141	0.031	0.0028	0.83	6.8e-05	0.12	0	0	0	0.015	0	0	0	0	0	0	2	0.41	0.74
142	0	0	0	0.029	0	0	0	0	0	0	0	0	0.97	0	0	12	0.091	0.74
143	0	0.96	0	0	0	0	0	0.017	0.0031	0	0	0	0	0	0.017	1	0.59	0.74
144	0	9.6e-05	0.97	0	0.032	0	0	0	0.00054	0	0	0	0	0	0	2	0.41	0.74
145	0	0.0043	0.81	0	0.18	0	0	0	0.012	0	0	0	0	0	0	2	0.41	0.74
146	0.26	0	0.32	0.42	0	0	8.6e-06	0	0	0	0	0	0.00032	0	0	3	0.23	0.74
147	0	0.82	0	0	0	0	0	0.12	0.014	0	0	0	0	0	0.05	1	0.59	0.74
148	0.11	0	0.018	0.87	0	0	0.0046	0	0	0	0	0	0.0018	0	0	3	0.23	0.74
149	0	0	0	0	0	0	0	0	0	0.99	0	0	1.7e-05	0.0063	0	9	0	0.49
150	0	0.84	0.0032	0	0.00037	0	0	0	0.15	0	0	0	0	0	0	1	0.59	0.74
151	0.0038	0.013	0.78	0.00017	0.17	0	0	0	0.03	0	0	0	0	0	0	2	0.41	0.74
152	0	0.0024	0.75	0	0.24	0	0	0	0.0084	0	0	0	0	0	0	2	0.41	0.74
153	0	0	0.74	0	0.26	0	0	0	3.9e-06	0	0	0	0	0	0	2	0.41	0.74
154	0	5.2e-05	0.71	0	0.29	0	0	0	0.0011	0	0	0	0	0	0	2	0.41	0.74
155	0	0.91	5.7e-06	0	0	0	0	0	0.094	0	0	0	0	0	0	1	0.59	0.74
156	7.3e-05	0.13	0.64	0	0.028	0	0	0	0.2	0	0	0	0	0	0	2	0.41	0.74
157	0.58	0	0.011	0.4	0.0041	0	0	0	0	0	0	0	0	0	0	0	0.32	0.74
158	0.057	0	3.3e-06	0.94	0	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
159	0.00057	0.045	0.75	0	0.071	0	0	0	0.13	0	0	0	0	0	0	2	0.41	0.74
160	0.18	0.00085	0.62	0.021	0.17	0	0	0	0.0058	0	0	0	0	0	0	2	0.41	0.74
161	0.19	0.00014	0.12	0.67	0.02	0	0	0	0.00052	0	0	0	0.0035	0	0	3	0.23	0.74
162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00012	7	0.091	0
163	0.1	0	0.00014	0.9	5.1e-05	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
164	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0.39	8	0.53	0.77
165	0.14	0.00016	0.19	0.63	0.021	0	2.5e-05	0	0.0006	0	0	0	0.016	0	0	3	0.23	0.74
166	0.00011	0.31	0.37	0	0.027	0	0	0	0.29	0	0	0	0	0	0	2	0.41	0.74
167	0.25	0.0011	0.36	0.29	0.1	0	0	0	0.0042	0	0	0	5.2e-05	0	0	2	0.41	0.74
168	0.057	0	0.0014	0.94	0.00071	0	0	0	0	0	0	0	3.6e-05	0	0	3	0.23	0.74
169	0.45	5.8e-06	0.25	0.26	0.043	0	0	0	0.00013	0	0	0	0	0	0	0	0.32	0.74
170	0.0018	0.27	0.32	1.5e-06	0.12	0	0	0	0.29	0	0	0	0	0	0	2	0.41	0.74
171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0006	7	0.091	0
172	0.18	0.00013	0.71	0.0049	0.11	0	0	0	0.0017	0	0	0	0	0	0	2	0.41	0.74
173	0.68	0	0.0074	0.31	0.00012	0	0	0	0	0	0	0	0	0	0	0	0.32	0.74
174	0.56	0	0.19	0.23	0.017	0	0	0	1.7e-05	0	0	0	0	0	0	0	0.32	0.74
175	0.32	0.00015	0.52	0.072	0.087	0	0	0	0.0014	0	0	0	0	0	0	2	0.41	0.74
176	0.29	9.6e-06	0.5	0.013	0.2	0	0	0	0.00048	0	0	0	0	0	0	2	0.41	0.74
177	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.091	0
178	0.015	0	0.0015	0.73	0.00031	0	0	0	0	0	0	0	0.26	0	0	3	0.23	0.74
179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.14	0.029
180	0	0	0	0	0	0	1.1e-05	0.6	0	0	0	0	0	0	0.4	7	0.091	0
181	0	3.5e-05	0.88	0	0.12	0	0	0	0.00065	0	0	0	0	0	0	2	0.41	0.74
182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0.087
183	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0.046	0	9	0	0.49
184	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0.49
185	0	0	0	0	0	0	0	0	0	0.64	0	0	0.00021	0.36	0	9	0	0.49
186	0	0	0	0	0	0	0	0	0	0.99	0	0	3.9e-06	0.007	0	9	0	0.49
187	0.14	0	0.047	0.81	0.0026	0	7.8e-06	0	6e-06	0	0	0	0.00018	0	0	3	0.23	0.74
188	0.004	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
189	0	0	0.83	0	0.17	0	0	0	1e-06	0	0	0	0	0	0	2	0.41	0.74
190	0.066	0	0.0013	0.93	6.1e-05	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
191	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00014	0	9	0	0.49
192	0	0	0.9	0	0.1	0	0	0	2.8e-06	0	0	0	0	0	0	2	0.41	0.74
193	0.91	0	0.016	0.071	0.0057	0	0	0	0	0	0	0	0	0	0	0	0.32	0.74
194	0.25	0	0.038	0.71	0	0	0	0	0	0	0	0	2.3e-06	0	0	3	0.23	0.74
195	0	0	0.39	0	0.61	0	0	0	6.7e-05	0	0	0	0	0	0	4	0.41	0.8
196	0	0.021	0	0	0	0	0	0.95	0.015	0	0	0	0	0	0.018	7	0.091	0
197	0.004	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
198	8e-06	0.95	0.029	0	3.2e-05	0	0	0	0.023	0	0	0	0	0	0	1	0.59	0.74
199	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4.4e-05	7	0.091	0
200	0.26	0.023	0.4	0.27	0.037	0	0.00046	0	0.00071	0	0	0	2.5e-06	0	0	2	0.41	0.74
201	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00026	7	0.091	0
202	0.26	2.5e-05	0.45	0.021	0.27	0	0	0	0.00096	0	0	0	0	0	0	2	0.41	0.74
203	0.1	0.01	0.77	0.0073	0.087	0	3.1e-05	0	0.019	0	0	0	0	0	0	2	0.41	0.74
204	0.01	0.035	0.42	5.6e-05	0.41	0	0	0	0.12	0	0	0	0	0	0	2	0.41	0.74
205	0	0	0	0	0.77	0	0	0	4.6e-06	0	0	0.23	0	0	0	4	0.41	0.8
206	0.031	0.0048	0.91	0.00052	0.042	0	0	0	0.011	0	0	0	0	0	0	2	0.41	0.74
207	0	0	0	0	0	0	0	0	0	0.93	0	0	8.6e-05	0.065	0	9	0	0.49
208	0.45	0	0.0015	0.55	0.00022	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
209	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00029	7	0.091	0
210	0.15	3.2e-05	0.79	0.00097	0.062	0	0	0	0.00067	0	0	0	0	0	0	2	0.41	0.74
211	0.39	0	0.088	0.52	0.01	0	0	0	1.1e-05	0	0	0	0	0	0	3	0.23	0.74
212	0.024	0	0.00011	0.98	1.2e-05	0	0	0	0	0	0	0	6.1e-06	0	0	3	0.23	0.74
213	0	0	0	0	0.92	0	0	0	0	0	0	0.081	0	0	0	4	0.41	0.8
214	0.14	0.036	0.0026	0.82	0.0033	0	0	0	3.3e-05	0	0	0	0	0	0	3	0.23	0.74
215	0.013	0.26	9.4e-05	0.73	9.6e-06	0	0	0	0.0043	0	0	0	3.1e-05	0	0	3	0.23	0.74
216	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9e-05	7	0.091	0
217	0	0.041	0	0.00037	0	0	0	0	0.74	0	0	0	0.22	0	0	8	0.53	0.77
218	0.0039	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
219	0.004	0.00083	0.91	0	0.077	0	0	0	0.01	0	0	0	0	0	0	2	0.41	0.74
220	0	0.00054	0	0	0	0	0	1	0.0011	0	0	0	0	0	0.00069	7	0.091	0
221	0	0	0	0	0	0	0	1	2.3e-05	0	0	0	0	0	3.1e-06	7	0.091	0
222	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0.49
223	0.067	1.3e-05	0.58	0.00086	0.35	0	0	0	0.0011	0	0	0	0	0	0	2	0.41	0.74
224	5.9e-05	0.54	0.18	0	0.012	0	0	0	0.27	0	0	0	0	0	0	1	0.59	0.74
225	0.45	1.3e-06	0.17	0.35	0.028	0	0	0	4.3e-05	0	0	0	0	0	0	0	0.32	0.74
226	0.038	0.02	0.72	0.00056	0.17	0	0	0	0.048	0	0	0	0	0	0	2	0.41	0.74
227	0.007	0.001	0.79	0	0.18	0	0	0	0.015	0	0	0	0	0	0	2	0.41	0.74
228	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0.01	7	0.091	0
229	0.0031	0.0052	0.77	0	0.18	0	0	0	0.044	0	0	0	0	0	0	2	0.41	0.74
230	0.16	9.7e-05	0.74	0.0025	0.1	0	0	0	0.0014	0	0	0	0	0	0	2	0.41	0.74
231	0	0	0	0	0	0	0	0	0.59	0	0	0	0	0	0.41	8	0.53	0.77
232	0.42	2e-06	0.35	0.044	0.18	0	0	0	0.00017	0	0	0	0	0	0	0	0.32	0.74
233	0.0078	0.023	0.84	2.7e-05	0.083	0	0	0	0.046	0	0	0	0	0	0	2	0.41	0.74
234	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0.32	8	0.53	0.77
235	0	0	0	0	0	0	0	0.99	7.4e-05	0	0	0	0.0097	0	8.7e-06	7	0.091	0
236	0.0029	0	0.00022	0.16	1.8e-05	0	0	0	0	0	0	0	0.84	0	0	12	0.091	0.74
237	0.0066	0	0.0005	0.19	0	0	0	0.73	0	0	0	0	0.021	0	0.047	7	0.091	0
238	0.22	9.6e-05	0.32	0.41	0.046	0	0	0	0.00065	0	0	0	6.7e-05	0	0	3	0.23	0.74
239	0	0	0	5.6e-06	0	0	0	0.97	0	0	0	0	0.028	0	0.00043	7	0.091	0
240	0.043	0	0.00035	0.96	0	0	0	4.5e-05	0	0	0	0	1.3e-06	0	0.00014	3	0.23	0.74
241	0.48	0	0.28	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0.74
242	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0.98	0	13	0	0.74
243	0.16	0	0.0026	0.83	0.0011	0	0	0	0	0	0	0	0	0	0	3	0.23	0.74
244	0.067	0	0.0058	0.93	0	0	0	0	0	0	0	0	8.8e-05	0	0	3	0.23	0.74
245	0.014	0.029	0.83	0.00011	0.08	0	0	0	0.044	0	0	0	0	0	0	2	0.41	0.74
246	0.0017	0.25	0.45	5.9e-06	0.11	0	0	0	0.19	0	0	0	0	0	0	2	0.41	0.74
247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00045	7	0.091	0
248	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0.0088	0	9	0	0.49
249	0.0026	0.018	0.63	0	0.24	0	0	0	0.1	0	0	0	0	0	0	2	0.41	0.74
250	0.36	5.4e-05	0.35	0.18	0.11	0	0	0	0.00078	0	0	0	0	0	0	0	0.32	0.74
251	0.24	3.9e-05	0.13	0.62	0.012	0	0.0048	0	0.0002	0	0	0	0.00023	0	0	3	0.23	0.74
252	0.022	2.2e-05	0.81	1.7e-06	0.17	0	0	0	0.0014	0	0	0	0	0	0	2	0.41	0.74
253	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0.087
254	0.033	0.027	0.76	0.00037	0.13	0	0	0	0.051	0	0	0	0	0	0	2	0.41	0.74
255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0.087
256	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.091	0
257	0.38	1.9e-06	0.13	0.46	0.0059	0	0.02	0	2.4e-05	0	0	0	0	0	0	3	0.23	0.74
258	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0013	7	0.091	0
259	0.18	0.00011	0.11	0.68	0.018	0	8.6e-05	0	0.00044	0	0	0	0.0039	0	0	3	0.23	0.74
260	0.0056	0.00011	0.75	0	0.24	0	0	0	0.0057	0	0	0	0	0	0	2	0.41	0.74
261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.14	0.029
