SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0
50	0.7	0.00065	0	0	0	0.3	0	0	0	0.19
51	0.24	0.39	0.0029	0	0.0029	0.1	0.27	0	1	0.26
52	0.69	0.006	0	0	0	0.3	0	0	0	0.19
53	0.46	0.24	0.0012	0	0.0012	0.2	0.11	0	0	0.19
54	0	0	0	0.00012	0	0	0	1	7	0
55	0.67	0.036	0	7.2e-06	0	0.29	0.00065	0	0	0.19
56	0.55	0.2	0	0	0	0.24	0.016	0	0	0.19
57	0.6	0.087	0.00015	0	0.00015	0.26	0.058	0	0	0.19
58	0.3	0.38	0.0014	0	0.0014	0.13	0.19	0	1	0.26
59	0.47	0.25	0.00067	0	0.00067	0.21	0.069	0	0	0.19
60	0.52	0.2	0.00049	0	0.00049	0.22	0.057	0	0	0.19
61	0.5	0.19	0.00053	0	0.00053	0.22	0.084	0	0	0.19
62	0.076	0.39	0.0021	0	0.0021	0.033	0.49	0	6	0.33
63	0.5	0.17	0.00054	0	0.00054	0.22	0.1	0	0	0.19
64	0.49	0.2	0.0006	0	0.0006	0.21	0.1	0	0	0.19
65	0.68	0.025	0	1.3e-05	0	0.29	0.0003	0	0	0.19
66	0.57	0.12	0.00027	0	0.00027	0.25	0.064	0	0	0.19
67	0.0032	0.24	0.0015	0	0.0015	0.0014	0.75	0	6	0.33
68	0.24	0.54	0.0016	0	0.0016	0.1	0.11	0	1	0.26
69	0.57	0.15	4.1e-06	1.1e-05	4.1e-06	0.25	0.032	0	0	0.19
70	0.47	0.2	5.9e-05	0	5.9e-05	0.2	0.12	0	0	0.19
71	0.17	0.61	0.002	0	0.002	0.075	0.14	0	1	0.26
72	0.7	3e-05	0	7.5e-05	0	0.3	0	0	0	0.19
73	0.069	0.8	0.0025	0	0.0025	0.03	0.096	0	1	0.26
74	0.49	0.18	0.00059	0	0.00059	0.21	0.11	0	0	0.19
75	0.48	0.25	0.00062	0	0.00062	0.21	0.052	0	0	0.19
76	0.52	0.21	0.00048	0	0.00048	0.22	0.044	0	0	0.19
77	0.62	0.0066	3.6e-06	0	3.6e-06	0.27	0.11	0	0	0.19
78	0.56	0.11	0.00016	0	0.00016	0.24	0.092	0	0	0.19
79	0.5	0.19	0.00041	0	0.00041	0.22	0.096	0	0	0.19
80	0.023	0.45	0.0021	0	0.0021	0.0098	0.51	0	6	0.33
81	0.38	0.42	0.001	0	0.001	0.16	0.03	0	1	0.26
82	0.58	0.12	0.00032	0.00013	0.00032	0.25	0.048	0	0	0.19
83	0.5	0.27	0.00055	0	0.00055	0.22	0.017	0	0	0.19
84	0.42	0.36	0	0	0	0.18	0.042	0	0	0.19
85	0.5	0.19	0.00031	4e-06	0.00031	0.21	0.096	0	0	0.19
86	0.6	0.007	4.5e-05	0	4.5e-05	0.26	0.13	0	0	0.19
87	0.24	0.37	0.0018	0	0.0018	0.1	0.28	0	1	0.26
88	0.077	0.41	0.002	0	0.002	0.033	0.48	0	6	0.33
89	0.1	0.59	0.0021	0	0.0021	0.045	0.26	0	1	0.26
90	0.46	0.23	0.00069	0	0.00069	0.2	0.1	0	0	0.19
91	0.093	0.76	0.0024	0	0.0024	0.04	0.1	0	1	0.26
92	0.38	0.35	0.001	0	0.001	0.17	0.1	0	0	0.19
93	0.65	0.0045	7e-06	0	7e-06	0.28	0.071	0	0	0.19
94	0.51	0.14	0.0005	0	0.0005	0.22	0.12	0	0	0.19
95	0.67	0.037	0	0.004	0	0.29	0.0021	0	0	0.19
96	0.68	0.03	0	0	0	0.29	1.6e-05	0	0	0.19
97	0.45	0.11	5.7e-05	0	5.7e-05	0.2	0.24	0	0	0.19
98	0.58	0.15	0	1e-05	0	0.25	0.019	0	0	0.19
99	0.64	0.046	9.8e-05	0	9.8e-05	0.28	0.033	0	0	0.19
100	0.3	0.47	0	0	0	0.13	0.095	0	1	0.26
101	0.57	0.18	0	0	0	0.25	0.011	0	0	0.19
102	0.69	0.013	0	0	0	0.3	2.5e-05	0	0	0.19
103	0.64	0.086	0	0	0	0.28	0.0026	0	0	0.19
104	0.69	0.0091	0	1.3e-05	0	0.3	1.9e-05	0	0	0.19
105	0.7	0.00074	0	0	0	0.3	0	0	0	0.19
106	0.63	0.093	0	0	0	0.27	0.00022	0	0	0.19
107	0.65	0.0013	0	0.062	0	0.28	0	0	0	0.19
108	0.69	0.011	0	0.00033	0	0.3	7.1e-05	0	0	0.19
109	0.53	0.13	0.0005	0	0.0005	0.23	0.11	0	0	0.19
110	0.62	0.034	7.5e-05	0	7.5e-05	0.27	0.075	0	0	0.19
111	0.63	0.089	0	2.2e-06	0	0.27	0.0033	0	0	0.19
112	0.3	0.44	0.0027	0	0.0027	0.13	0.13	0	1	0.26
113	0.7	0.00097	0	4.2e-05	0	0.3	0	0	0	0.19
114	0.67	0.039	0	0.0013	0	0.29	0.0019	0	0	0.19
115	0.69	0.011	0	0.0022	0	0.3	9.2e-05	0	0	0.19
116	0.69	0.016	0	0	0	0.3	5.5e-06	0	0	0.19
117	0.46	0.3	0.0014	0	0.0014	0.2	0.048	0	0	0.19
118	0.64	0.087	0	0	0	0.28	0.00029	0	0	0.19
119	0.67	0.039	0	0.00021	0	0.29	0.0012	0	0	0.19
120	0.52	0.064	9.2e-05	0	9.2e-05	0.22	0.19	0	0	0.19
121	0.54	0.15	0.00064	0	0.00064	0.23	0.073	0	0	0.19
122	0.013	0.24	0.0043	0	0.0043	0.0055	0.73	0	6	0.33
123	0.48	0.21	0.001	0	0.001	0.21	0.1	0	0	0.19
124	0.64	0.027	5e-05	0	5e-05	0.28	0.055	0	0	0.19
125	0.35	0.27	0.0026	0	0.0026	0.15	0.22	0	0	0.19
126	0.51	0.15	0.00062	0	0.00062	0.22	0.11	0	0	0.19
127	0.5	0.22	0.001	0	0.001	0.22	0.057	0	0	0.19
128	0.33	0.47	0.0012	0	0.0012	0.14	0.057	0	1	0.26
129	0.36	0.48	0.00089	0	0.00089	0.16	0.0071	0	1	0.26
130	0.52	0.09	0.00045	0	0.00045	0.22	0.17	0	0	0.19
131	0.44	0.24	0.00081	0	0.00081	0.19	0.13	0	0	0.19
132	0.58	0.15	0.00026	0	0.00026	0.25	0.015	0	0	0.19
133	0.072	0.48	0.002	0	0.002	0.031	0.41	0	1	0.26
134	0.2	0.57	0.0018	0	0.0018	0.084	0.15	0	1	0.26
135	0.67	0.024	3.2e-05	1.1e-05	3.2e-05	0.29	0.022	0	0	0.19
136	0.62	0.071	0.00012	0	0.00012	0.27	0.043	0	0	0.19
137	0.27	0.35	1.1e-05	0	1.1e-05	0.12	0.27	0	1	0.26
138	0.46	0.098	5.3e-05	0	5.3e-05	0.2	0.24	0	0	0.19
139	0.21	0.64	0	0	0	0.089	0.062	0	1	0.26
140	0.68	0.021	0	0.0047	0	0.29	0.00058	0	0	0.19
141	0.11	0.42	0	0	0	0.047	0.43	0	6	0.33
142	0.23	0.65	0	0	0	0.1	0.02	0	1	0.26
143	0.69	0.01	0	0	0	0.3	1.2e-05	0	0	0.19
144	0.69	0.0093	0	0	0	0.3	4.3e-06	0	0	0.19
145	0.57	0.17	0	3.7e-06	0	0.24	0.021	0	0	0.19
146	0.32	0.45	0	0	0	0.14	0.086	0	1	0.26
147	0.52	0.18	0.00078	0	0.00078	0.22	0.085	0	0	0.19
148	0.041	0.72	0	0	0	0.018	0.22	0	1	0.26
149	0.26	0.5	0	0	0	0.11	0.13	0	1	0.26
150	0.51	0.25	0	0	0	0.22	0.031	0	0	0.19
151	0.52	0.23	0	0	0	0.23	0.017	0	0	0.19
152	0.69	0.0092	0	0	0	0.3	2.2e-06	0	0	0.19
153	0.63	0.011	8.1e-06	0	8.1e-06	0.27	0.084	0	0	0.19
154	0.51	0.18	7.9e-05	3.8e-06	7.9e-05	0.22	0.08	0	0	0.19
155	0.4	0.37	0.00094	0	0.00094	0.17	0.052	0	0	0.19
156	0.61	0.1	0.00015	0	0.00015	0.27	0.019	0	0	0.19
157	0.53	0.24	0	0	0	0.23	0.0032	0	0	0.19
158	0.49	0.2	0.00036	0	0.00036	0.21	0.1	0	0	0.19
159	0.55	0.17	0.00035	0	0.00035	0.24	0.035	0	0	0.19
160	0.68	0.02	0	2.1e-06	0	0.3	0.00011	0	0	0.19
161	0.29	0.55	0.0014	0	0.0014	0.12	0.037	0	1	0.26
162	0.48	0.2	6.3e-05	0	6.3e-05	0.21	0.11	0	0	0.19
163	0	0	0	6.5e-06	0	0	0	1	7	0
164	0.24	0.35	0.0023	0	0.0023	0.1	0.31	0	1	0.26
165	0.53	0.16	0.00027	0	0.00027	0.23	0.092	0	0	0.19
166	0.5	0.2	0.00051	0	0.00051	0.22	0.088	0	0	0.19
167	0.46	0.3	0.00074	0	0.00074	0.2	0.041	0	0	0.19
168	0.68	0.018	0	0.0022	0	0.3	0.00044	0	0	0.19
169	0.36	0.41	0.0011	0	0.0011	0.15	0.077	0	1	0.26
170	0.25	0.52	0.0016	0	0.0016	0.11	0.12	0	1	0.26
171	0.62	0.11	0	0	0	0.27	0.0071	0	0	0.19
172	0.51	0.21	0.00052	0	0.00052	0.22	0.059	0	0	0.19
173	0.02	0.35	0.0019	0	0.0019	0.0086	0.62	0	6	0.33
174	0.6	0.12	0	5.1e-06	0	0.26	0.013	0	0	0.19
175	0.56	0.069	4.4e-05	0	4.4e-05	0.24	0.13	0	0	0.19
176	0.4	0.39	0	0	0	0.17	0.034	0	0	0.19
177	0.61	0.035	3.6e-05	0	3.6e-05	0.26	0.093	0	0	0.19
178	0.6	0.068	0.0001	0	0.0001	0.26	0.074	0	0	0.19
179	0.53	0.17	0.00037	0	0.00037	0.23	0.07	0	0	0.19
180	0.53	0.14	0.00014	0	0.00014	0.23	0.11	0	0	0.19
181	0.53	0.086	3.3e-05	0	3.3e-05	0.23	0.15	0	0	0.19
182	0.65	0.062	0	5e-05	0	0.28	0.0038	0	0	0.19
183	0.59	0.15	0	0	0	0.25	0.0094	0	0	0.19
184	0.68	0.0028	0	0.022	0	0.29	9.6e-06	0	0	0.19
185	0.53	0.036	4.7e-06	0	4.7e-06	0.23	0.2	0	0	0.19
186	0.68	0.027	0	0.00028	0	0.29	0.00071	0	0	0.19
187	0.59	0.015	9.5e-05	0	9.5e-05	0.25	0.14	0	0	0.19
188	0.55	0.15	0.00037	0	0.00037	0.24	0.064	0	0	0.19
189	0.61	0.11	0.00076	0	0.00076	0.26	0.021	0	0	0.19
190	0.16	0.63	0.0021	0	0.0021	0.068	0.14	0	1	0.26
191	0.16	0.62	0.002	0	0.002	0.071	0.15	0	1	0.26
192	0.47	0.28	0.00067	0	0.00067	0.2	0.038	0	0	0.19
193	0.076	0.33	0.0039	0	0.0039	0.033	0.55	0	6	0.33
194	0.49	0.23	0.0006	0	0.0006	0.21	0.066	0	0	0.19
195	0.55	0.19	0	0	0	0.24	0.026	0	0	0.19
196	0.55	0.12	0.00016	0	0.00016	0.24	0.096	0	0	0.19
197	0.68	0.033	0	0	0	0.29	3.1e-05	0	0	0.19
198	0.59	0.025	1.5e-05	0	1.5e-05	0.25	0.13	0	0	0.19
199	0.59	0.1	0.00018	0	0.00018	0.26	0.05	0	0	0.19
200	0.63	0.064	8.8e-05	0	8.8e-05	0.27	0.033	0	0	0.19
201	0.7	1.9e-05	0	4.2e-06	0	0.3	0	0	0	0.19
202	0.51	0.13	6.1e-05	0	6.1e-05	0.22	0.14	0	0	0.19
203	0.2	0.39	0.0019	0	0.0019	0.088	0.32	0	1	0.26
204	0.68	0.028	0	0	0	0.29	5.7e-05	0	0	0.19
205	0.7	0.0021	0	0	0	0.3	0	0	0	0.19
206	0.5	0.16	0.00064	0	0.00064	0.22	0.12	0	0	0.19
207	0.69	0.009	0	0.004	0	0.3	7.1e-05	0	0	0.19
208	0.66	0.049	0	0	0	0.29	0.00026	0	0	0.19
209	0.69	0.011	0	0	0	0.3	1.1e-05	0	0	0.19
210	0.52	0.25	0.0009	0	0.0009	0.22	0.014	0	0	0.19
211	0.69	0.012	0	0	0	0.3	8.1e-06	0	0	0.19
212	0.34	0.48	0	0	0	0.15	0.028	0	1	0.26
213	0.58	0.018	2.9e-05	0	2.9e-05	0.25	0.15	0	0	0.19
214	0.35	0.29	4.9e-05	0	4.9e-05	0.15	0.21	0	0	0.19
215	0.69	0.0063	0	4.7e-05	0	0.3	1e-05	0	0	0.19
216	0.43	0.24	0.0013	0	0.0013	0.18	0.15	0	0	0.19
217	0.26	0.46	6.5e-06	0	6.5e-06	0.11	0.17	0	1	0.26
218	0.33	0.3	0.001	0	0.001	0.14	0.22	0	0	0.19
219	0.059	0.34	0.0009	0	0.0009	0.026	0.57	0	6	0.33
220	0.67	0.0068	6.5e-06	1.8e-05	6.5e-06	0.29	0.039	0	0	0.19
221	0.0043	0.025	0.0029	0	0.0029	0.0018	0.96	0	6	0.33
222	0.44	0.24	0.00086	0	0.00086	0.19	0.13	0	0	0.19
223	0.046	0.55	0.0023	0	0.0023	0.02	0.38	0	1	0.26
224	0.53	0.17	0.0005	2.4e-05	0.0005	0.23	0.078	0	0	0.19
225	0.45	0.27	0.00075	0	0.00075	0.19	0.086	0	0	0.19
226	0.48	0.26	0.00063	0	0.00063	0.21	0.042	0	0	0.19
227	0.47	0.19	0.00067	0	0.00067	0.2	0.13	0	0	0.19
228	0.54	0.23	0.00032	0	0.00032	0.23	0.0026	0	0	0.19
229	0.62	0.012	9.8e-06	0.00082	9.8e-06	0.27	0.092	0	0	0.19
230	0.7	0.0038	0	0	0	0.3	1.2e-06	0	0	0.19
231	0.35	0.34	0.0011	0	0.0011	0.15	0.15	0	0	0.19
232	0.46	0.23	0.00065	0	0.00065	0.2	0.11	0	0	0.19
233	0.66	0.051	0	0	0	0.29	0.00061	0	0	0.19
234	0.41	0.35	0.0009	0	0.0009	0.18	0.053	0	0	0.19
235	0.3	0.32	0.0018	0	0.0018	0.13	0.24	0	1	0.26
236	0.7	0.0024	0	0	0	0.3	0	0	0	0.19
237	0.69	0.0064	0	0	0	0.3	1.6e-06	0	0	0.19
238	0.52	0.068	1.3e-05	0	1.3e-05	0.23	0.18	0	0	0.19
239	0.6	0.0027	0	0	0	0.26	0.14	0	0	0.19
240	0.54	0.19	0.00039	0	0.00039	0.24	0.028	0	0	0.19
241	0.7	0.0014	0	0	0	0.3	0	0	0	0.19
242	0.51	0.23	0	0	0	0.22	0.038	0	0	0.19
243	0.084	0.71	0.0025	0	0.0025	0.036	0.16	0	1	0.26
244	0.51	0.18	0.00042	0	0.00042	0.22	0.088	0	0	0.19
245	0.37	0.34	0.0011	0	0.0011	0.16	0.12	0	0	0.19
246	0.56	0.17	0.00035	0	0.00035	0.24	0.034	0	0	0.19
247	0.52	0.17	0.00015	1.1e-05	0.00015	0.23	0.077	0	0	0.19
248	0.39	0.29	1.3e-05	0	1.3e-05	0.17	0.15	0	0	0.19
249	0.18	0.68	0	0	0	0.077	0.069	0	1	0.26
