SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
38	0.97	0.026	0	0	4.4e-05	0	0.19
39	0.99	0.0054	0	0	5.1e-06	0	0.19
40	0.99	0.0053	0	0	2.5e-06	0	0.19
41	0.99	0.012	0	0	1.2e-05	0	0.19
42	0.72	0.25	0.0016	0	0.028	0	0.19
43	0.6	0.33	0.0026	0	0.073	0	0.19
44	0.49	0.38	0.0035	0	0.13	0	0.19
45	0.58	0.32	0.0027	0	0.1	0	0.19
46	0.78	0.18	4.9e-06	0	0.035	0	0.19
47	0.59	0.24	0.0022	0	0.17	0	0.19
48	0.67	0.16	0.00039	0	0.17	0	0.19
49	0.97	0.028	0	0	0.00026	0	0.19
50	1	0.00064	0	0	0	0	0.19
51	0.34	0.38	0.0045	0	0.27	1	0.26
52	0.99	0.0059	0	0	0	0	0.19
53	0.66	0.23	0.0019	0	0.11	0	0.19
54	0	0	0	1	0	3	0
55	0.96	0.036	0	0	0.00065	0	0.19
56	0.79	0.19	0	0	0.016	0	0.19
57	0.86	0.085	0.00022	0	0.057	0	0.19
58	0.43	0.37	0.0022	0	0.2	0	0.19
59	0.68	0.25	0.001	0	0.069	0	0.19
60	0.74	0.2	0.00074	0	0.057	0	0.19
61	0.73	0.19	0.00081	0	0.083	0	0.19
62	0.11	0.39	0.0032	0	0.5	4	0.33
63	0.73	0.17	0.00081	0	0.1	0	0.19
64	0.7	0.19	0.0009	0	0.1	0	0.19
65	0.98	0.025	0	0	0.0003	0	0.19
66	0.82	0.11	0.00041	0	0.064	0	0.19
67	0.0047	0.24	0.0023	0	0.76	4	0.33
68	0.35	0.54	0.0025	0	0.11	1	0.26
69	0.82	0.15	6.1e-06	0	0.032	0	0.19
70	0.68	0.2	8.8e-05	0	0.12	0	0.19
71	0.25	0.61	0.003	0	0.14	1	0.26
72	1	2.9e-05	0	0	0	0	0.19
73	0.1	0.8	0.0038	0	0.097	1	0.26
74	0.71	0.17	0.00088	0	0.11	0	0.19
75	0.7	0.25	0.00094	0	0.052	0	0.19
76	0.75	0.21	0.00073	0	0.044	0	0.19
77	0.88	0.0065	5.4e-06	0	0.11	0	0.19
78	0.8	0.11	0.00024	0	0.091	0	0.19
79	0.72	0.18	0.00062	0	0.095	0	0.19
80	0.033	0.45	0.0032	0	0.52	4	0.33
81	0.55	0.42	0.0015	0	0.03	0	0.19
82	0.83	0.12	0.00048	0	0.048	0	0.19
83	0.72	0.26	0.00082	0	0.017	0	0.19
84	0.6	0.36	0	0	0.042	0	0.19
85	0.71	0.19	0.00046	0	0.096	0	0.19
86	0.86	0.0069	6.7e-05	0	0.13	0	0.19
87	0.35	0.37	0.0027	0	0.28	1	0.26
88	0.11	0.41	0.0031	0	0.48	4	0.33
89	0.15	0.58	0.0033	0	0.26	1	0.26
90	0.67	0.23	0.001	0	0.1	0	0.19
91	0.14	0.76	0.0037	0	0.1	1	0.26
92	0.55	0.35	0.0015	0	0.1	0	0.19
93	0.93	0.0044	1.1e-05	0	0.07	0	0.19
94	0.74	0.14	0.00075	0	0.12	0	0.19
95	0.96	0.036	0	0	0.0021	0	0.19
96	0.97	0.029	0	0	1.6e-05	0	0.19
97	0.65	0.11	8.5e-05	0	0.24	0	0.19
98	0.84	0.15	0	0	0.018	0	0.19
99	0.92	0.045	0.00015	0	0.033	0	0.19
100	0.44	0.47	0	0	0.095	1	0.26
101	0.82	0.17	0	0	0.011	0	0.19
102	0.99	0.013	0	0	2.4e-05	0	0.19
103	0.91	0.084	0	0	0.0025	0	0.19
104	0.99	0.0089	0	0	1.9e-05	0	0.19
105	1	0.00072	0	0	0	0	0.19
106	0.91	0.092	0	0	0.00022	0	0.19
107	1	0.0013	0	0	0	0	0.19
108	0.99	0.011	0	0	7e-05	0	0.19
109	0.76	0.13	0.00075	0	0.11	0	0.19
110	0.89	0.033	0.00011	0	0.074	0	0.19
111	0.91	0.088	0	0	0.0033	0	0.19
112	0.43	0.44	0.0041	0	0.13	1	0.26
113	1	0.00095	0	0	0	0	0.19
114	0.96	0.038	0	0	0.0018	0	0.19
115	0.99	0.01	0	0	9.2e-05	0	0.19
116	0.98	0.016	0	0	5.5e-06	0	0.19
117	0.66	0.29	0.0021	0	0.048	0	0.19
118	0.91	0.086	0	0	0.00029	0	0.19
119	0.96	0.038	0	0	0.0012	0	0.19
120	0.75	0.063	0.00014	0	0.19	0	0.19
121	0.78	0.15	0.00096	0	0.073	0	0.19
122	0.019	0.24	0.0065	0	0.74	4	0.33
123	0.7	0.2	0.0015	0	0.099	0	0.19
124	0.92	0.026	7.5e-05	0	0.054	0	0.19
125	0.5	0.27	0.0039	0	0.22	0	0.19
126	0.74	0.15	0.00093	0	0.11	0	0.19
127	0.72	0.22	0.0015	0	0.057	0	0.19
128	0.48	0.47	0.0019	0	0.057	0	0.19
129	0.52	0.47	0.0013	0	0.0071	0	0.19
130	0.74	0.089	0.00068	0	0.17	0	0.19
131	0.64	0.23	0.0012	0	0.13	0	0.19
132	0.83	0.15	0.00039	0	0.015	0	0.19
133	0.11	0.48	0.003	0	0.42	1	0.26
134	0.28	0.56	0.0027	0	0.15	1	0.26
135	0.95	0.023	4.9e-05	0	0.022	0	0.19
136	0.89	0.07	0.00018	0	0.043	0	0.19
137	0.39	0.35	1.7e-05	0	0.27	0	0.19
138	0.66	0.096	8e-05	0	0.24	0	0.19
139	0.3	0.64	0	0	0.063	1	0.26
140	0.98	0.021	0	0	0.00057	0	0.19
141	0.16	0.41	0	0	0.43	4	0.33
142	0.34	0.64	0	0	0.02	1	0.26
143	0.99	0.01	0	0	1.2e-05	0	0.19
144	0.99	0.0092	0	0	4.3e-06	0	0.19
145	0.81	0.17	0	0	0.021	0	0.19
146	0.47	0.45	0	0	0.086	0	0.19
147	0.74	0.17	0.0012	0	0.085	0	0.19
148	0.06	0.72	0	0	0.22	1	0.26
149	0.38	0.49	0	0	0.13	1	0.26
150	0.73	0.24	0	0	0.031	0	0.19
151	0.75	0.23	0	0	0.017	0	0.19
152	0.99	0.009	0	0	2.2e-06	0	0.19
153	0.91	0.011	1.2e-05	0	0.084	0	0.19
154	0.74	0.18	0.00012	0	0.079	0	0.19
155	0.58	0.36	0.0014	0	0.052	0	0.19
156	0.88	0.099	0.00023	0	0.018	0	0.19
157	0.76	0.24	0	0	0.0032	0	0.19
158	0.7	0.19	0.00054	0	0.1	0	0.19
159	0.8	0.17	0.00053	0	0.034	0	0.19
160	0.98	0.019	0	0	0.00011	0	0.19
161	0.41	0.55	0.0021	0	0.038	1	0.26
162	0.7	0.2	9.5e-05	0	0.1	0	0.19
163	0	0	0	1	0	3	0
164	0.34	0.34	0.0035	0	0.31	1	0.26
165	0.75	0.15	0.0004	0	0.091	0	0.19
166	0.72	0.19	0.00077	0	0.087	0	0.19
167	0.66	0.3	0.0011	0	0.041	0	0.19
168	0.98	0.017	0	0	0.00044	0	0.19
169	0.52	0.41	0.0017	0	0.077	0	0.19
170	0.36	0.52	0.0024	0	0.12	1	0.26
171	0.89	0.11	0	0	0.0071	0	0.19
172	0.73	0.21	0.00079	0	0.058	0	0.19
173	0.029	0.35	0.0029	0	0.62	4	0.33
174	0.87	0.12	0	0	0.013	0	0.19
175	0.8	0.067	6.6e-05	0	0.13	0	0.19
176	0.58	0.39	0	0	0.034	0	0.19
177	0.87	0.034	5.4e-05	0	0.092	0	0.19
178	0.86	0.067	0.00015	0	0.074	0	0.19
179	0.77	0.16	0.00056	0	0.07	0	0.19
180	0.76	0.14	0.00021	0	0.11	0	0.19
181	0.77	0.085	5e-05	0	0.15	0	0.19
182	0.94	0.061	0	0	0.0037	0	0.19
183	0.84	0.15	0	0	0.0093	0	0.19
184	1	0.0028	0	0	9.8e-06	0	0.19
185	0.76	0.036	7.1e-06	0	0.2	0	0.19
186	0.97	0.026	0	0	0.0007	0	0.19
187	0.84	0.014	0.00014	0	0.14	0	0.19
188	0.79	0.15	0.00056	0	0.063	0	0.19
189	0.87	0.1	0.0011	0	0.021	0	0.19
190	0.23	0.63	0.0032	0	0.14	1	0.26
191	0.24	0.61	0.003	0	0.15	1	0.26
192	0.68	0.28	0.001	0	0.038	0	0.19
193	0.11	0.33	0.0059	0	0.55	4	0.33
194	0.71	0.23	0.0009	0	0.066	0	0.19
195	0.79	0.19	0	0	0.025	0	0.19
196	0.79	0.12	0.00025	0	0.096	0	0.19
197	0.97	0.033	0	0	3.1e-05	0	0.19
198	0.85	0.024	2.2e-05	0	0.13	0	0.19
199	0.85	0.1	0.00028	0	0.05	0	0.19
200	0.9	0.063	0.00013	0	0.032	0	0.19
201	1	1.9e-05	0	0	0	0	0.19
202	0.74	0.13	9.3e-05	0	0.14	0	0.19
203	0.29	0.38	0.0029	0	0.32	1	0.26
204	0.97	0.027	0	0	5.7e-05	0	0.19
205	1	0.002	0	0	0	0	0.19
206	0.72	0.16	0.00097	0	0.12	0	0.19
207	0.99	0.0088	0	0	7.1e-05	0	0.19
208	0.95	0.048	0	0	0.00026	0	0.19
209	0.99	0.011	0	0	1.1e-05	0	0.19
210	0.74	0.24	0.0014	0	0.014	0	0.19
211	0.99	0.011	0	0	8e-06	0	0.19
212	0.49	0.48	0	0	0.028	0	0.19
213	0.83	0.018	4.4e-05	0	0.15	0	0.19
214	0.5	0.28	7.4e-05	0	0.21	0	0.19
215	0.99	0.0061	0	0	1e-05	0	0.19
216	0.62	0.23	0.0019	0	0.15	0	0.19
217	0.37	0.45	9.8e-06	0	0.17	1	0.26
218	0.48	0.3	0.0016	0	0.22	0	0.19
219	0.086	0.34	0.0014	0	0.57	4	0.33
220	0.95	0.0067	9.8e-06	0	0.039	0	0.19
221	0.0062	0.025	0.0044	0	0.96	4	0.33
222	0.63	0.23	0.0013	0	0.13	0	0.19
223	0.068	0.55	0.0035	0	0.38	1	0.26
224	0.76	0.17	0.00076	0	0.078	0	0.19
225	0.65	0.26	0.0011	0	0.086	0	0.19
226	0.7	0.26	0.00096	0	0.042	0	0.19
227	0.68	0.18	0.001	0	0.13	0	0.19
228	0.77	0.23	0.00049	0	0.0026	0	0.19
229	0.9	0.012	1.5e-05	0	0.092	0	0.19
230	1	0.0037	0	0	1.2e-06	0	0.19
231	0.51	0.34	0.0017	0	0.15	0	0.19
232	0.66	0.23	0.00098	0	0.11	0	0.19
233	0.95	0.05	0	0	0.0006	0	0.19
234	0.6	0.35	0.0014	0	0.053	0	0.19
235	0.44	0.32	0.0027	0	0.24	0	0.19
236	1	0.0024	0	0	0	0	0.19
237	0.99	0.0063	0	0	1.6e-06	0	0.19
238	0.75	0.067	1.9e-05	0	0.18	0	0.19
239	0.86	0.0027	1.3e-06	0	0.14	0	0.19
240	0.78	0.19	0.0006	0	0.028	0	0.19
241	1	0.0014	0	0	0	0	0.19
242	0.74	0.22	1.2e-06	0	0.038	0	0.19
243	0.12	0.71	0.0039	0	0.17	1	0.26
244	0.73	0.18	0.00063	0	0.087	0	0.19
245	0.54	0.34	0.0016	0	0.12	0	0.19
246	0.8	0.17	0.00052	0	0.034	0	0.19
247	0.75	0.17	0.00023	0	0.077	0	0.19
248	0.56	0.29	1.9e-05	0	0.15	0	0.19
249	0.26	0.67	0	0	0.069	1	0.26
