SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0
80	0.049	0	0.82	0.14	2	0.26
81	0.47	0	0.44	0.088	0	0.19
82	0.81	0	0.14	0.05	0	0.19
83	0.62	0	0.28	0.096	0	0.19
84	0.58	0	0.42	0.0011	0	0.19
85	0.7	0	0.23	0.064	0	0.19
86	0.94	0	0.0093	0.054	0	0.19
87	0.34	0	0.44	0.21	2	0.26
88	0.13	0	0.58	0.3	2	0.26
89	0.16	0	0.77	0.065	2	0.26
90	0.64	0	0.27	0.092	0	0.19
91	0.12	0	0.85	0.026	2	0.26
92	0.51	0	0.4	0.088	0	0.19
93	0.94	0	0.0055	0.058	0	0.19
94	0.75	0	0.18	0.066	0	0.19
95	0.96	0	0.044	0.00014	0	0.19
96	0.96	0	0.036	0	0	0.19
97	0.74	0	0.15	0.11	0	0.19
98	0.82	0	0.18	0.0015	0	0.19
99	0.79	0	0.048	0.17	0	0.19
100	0.43	0	0.57	0.0049	2	0.26
101	0.79	0	0.21	0.00028	0	0.19
102	0.98	0	0.016	0	0	0.19
103	0.9	0	0.1	2.9e-05	0	0.19
104	0.99	0	0.011	0	0	0.19
105	1	0	0.0009	0	0	0.19
106	0.89	0	0.11	0	0	0.19
107	1	0	0.0017	0	0	0.19
108	0.99	0	0.014	0	0	0.19
109	0.7	0	0.15	0.15	0	0.19
110	0.81	0	0.038	0.15	0	0.19
111	0.89	0	0.11	5.3e-05	0	0.19
112	0.38	0	0.48	0.15	2	0.26
113	1	0	0.0012	0	0	0.19
114	0.95	0	0.047	8.4e-05	0	0.19
115	0.99	0	0.013	0	0	0.19
116	0.98	0	0.019	0	0	0.19
117	0.54	0	0.3	0.16	0	0.19
118	0.9	0	0.1	0	0	0.19
119	0.95	0	0.047	2.7e-05	0	0.19
120	0.79	0	0.082	0.13	0	0.19
121	0.68	0	0.16	0.16	0	0.19
122	0.018	0	0.28	0.7	3	0.4
123	0.62	0	0.22	0.15	0	0.19
124	0.82	0	0.029	0.15	0	0.19
125	0.46	0	0.3	0.24	0	0.19
126	0.68	0	0.17	0.15	0	0.19
127	0.61	0	0.23	0.16	0	0.19
128	0.42	0	0.5	0.081	2	0.26
129	0.42	0	0.48	0.099	2	0.26
130	0.82	0	0.12	0.056	0	0.19
131	0.65	0	0.29	0.055	0	0.19
132	0.74	0	0.17	0.097	0	0.19
133	0.13	0	0.72	0.15	2	0.26
134	0.27	0	0.66	0.068	2	0.26
135	0.93	0	0.028	0.042	0	0.19
136	0.84	0	0.082	0.083	0	0.19
137	0.45	0	0.5	0.047	2	0.26
138	0.75	0	0.14	0.11	0	0.19
139	0.27	0	0.72	0.00059	2	0.26
140	0.97	0	0.025	1.5e-05	0	0.19
141	0.23	0	0.75	0.015	2	0.26
142	0.3	0	0.7	2.8e-05	2	0.26
143	0.99	0	0.012	0	0	0.19
144	0.99	0	0.011	0	0	0.19
145	0.8	0	0.2	0.0016	0	0.19
146	0.46	0	0.54	0.0044	2	0.26
147	0.66	0	0.19	0.15	0	0.19
148	0.064	0	0.93	0.0025	2	0.26
149	0.38	0	0.61	0.0087	2	0.26
150	0.71	0	0.29	0.0016	0	0.19
151	0.73	0	0.27	0.0004	0	0.19
152	0.99	0	0.011	0	0	0.19
153	0.92	0	0.013	0.063	0	0.19
154	0.74	0	0.22	0.033	0	0.19
155	0.52	0	0.4	0.086	0	0.19
156	0.8	0	0.11	0.093	0	0.19
157	0.72	0	0.28	3.4e-06	0	0.19
158	0.69	0	0.24	0.072	0	0.19
159	0.72	0	0.19	0.088	0	0.19
160	0.98	0	0.024	0	0	0.19
161	0.35	0	0.57	0.08	2	0.26
162	0.71	0	0.25	0.039	0	0.19
163	0	1	0	0	1	0
164	0.32	0	0.4	0.28	2	0.26
165	0.74	0	0.19	0.072	0	0.19
166	0.7	0	0.23	0.075	0	0.19
167	0.58	0	0.33	0.086	0	0.19
168	0.98	0	0.022	9.3e-06	0	0.19
169	0.46	0	0.45	0.083	0	0.19
170	0.34	0	0.59	0.074	2	0.26
171	0.87	0	0.13	0.00021	0	0.19
172	0.68	0	0.24	0.082	0	0.19
173	0.04	0	0.6	0.36	2	0.26
174	0.85	0	0.15	0.00077	0	0.19
175	0.85	0	0.088	0.065	0	0.19
176	0.55	0	0.45	0.0005	0	0.19
177	0.89	0	0.043	0.07	0	0.19
178	0.84	0	0.081	0.077	0	0.19
179	0.73	0	0.19	0.082	0	0.19
180	0.76	0	0.17	0.067	0	0.19
181	0.83	0	0.11	0.06	0	0.19
182	0.93	0	0.074	0.00015	0	0.19
183	0.82	0	0.18	0.0002	0	0.19
184	1	0	0.0035	0	0	0.19
185	0.9	0	0.052	0.051	0	0.19
186	0.97	0	0.032	1.3e-05	0	0.19
187	0.92	0	0.02	0.057	0	0.19
188	0.74	0	0.18	0.082	0	0.19
189	0.84	0	0.12	0.041	0	0.19
190	0.22	0	0.74	0.044	2	0.26
191	0.22	0	0.72	0.061	2	0.26
192	0.61	0	0.31	0.089	0	0.19
193	0.098	0	0.36	0.54	3	0.4
194	0.65	0	0.26	0.086	0	0.19
195	0.77	0	0.23	0.0016	0	0.19
196	0.78	0	0.14	0.073	0	0.19
197	0.96	0	0.04	0	0	0.19
198	0.91	0	0.032	0.062	0	0.19
199	0.8	0	0.12	0.083	0	0.19
200	0.84	0	0.072	0.086	0	0.19
201	1	0	2.3e-05	0	0	0.19
202	0.78	0	0.16	0.06	0	0.19
203	0.29	0	0.47	0.23	2	0.26
204	0.97	0	0.034	0	0	0.19
205	1	0	0.0025	0	0	0.19
206	0.67	0	0.18	0.15	0	0.19
207	0.99	0	0.011	0	0	0.19
208	0.94	0	0.059	0	0	0.19
209	0.99	0	0.013	0	0	0.19
210	0.58	0	0.24	0.18	0	0.19
211	0.99	0	0.014	0	0	0.19
212	0.45	0	0.55	0.0002	2	0.26
213	0.85	0	0.022	0.13	0	0.19
214	0.55	0	0.38	0.066	0	0.19
215	0.99	0	0.0076	0	0	0.19
216	0.57	0	0.27	0.16	0	0.19
217	0.39	0	0.59	0.024	2	0.26
218	0.47	0	0.35	0.18	0	0.19
219	0.091	0	0.45	0.46	3	0.4
220	0.96	0	0.0083	0.033	0	0.19
221	0.0032	0	0.016	0.98	3	0.4
222	0.61	0	0.28	0.11	0	0.19
223	0.084	0	0.84	0.072	2	0.26
224	0.74	0	0.2	0.062	0	0.19
225	0.61	0	0.3	0.089	0	0.19
226	0.62	0	0.29	0.088	0	0.19
227	0.71	0	0.24	0.059	0	0.19
228	0.65	0	0.24	0.12	0	0.19
229	0.95	0	0.015	0.031	0	0.19
230	1	0	0.0046	0	0	0.19
231	0.49	0	0.4	0.11	0	0.19
232	0.63	0	0.27	0.095	0	0.19
233	0.94	0	0.061	1.8e-06	0	0.19
234	0.53	0	0.38	0.086	0	0.19
235	0.42	0	0.37	0.21	0	0.19
236	1	0	0.0029	0	0	0.19
237	0.99	0	0.0078	0	0	0.19
238	0.85	0	0.094	0.054	0	0.19
239	0.95	0	0.0036	0.047	0	0.19
240	0.7	0	0.21	0.09	0	0.19
241	1	0	0.0017	0	0	0.19
242	0.73	0	0.27	0.0029	0	0.19
243	0.12	0	0.85	0.027	2	0.26
244	0.71	0	0.21	0.074	0	0.19
245	0.53	0	0.41	0.065	0	0.19
246	0.73	0	0.19	0.088	0	0.19
247	0.75	0	0.21	0.042	0	0.19
248	0.6	0	0.38	0.027	0	0.19
249	0.24	0	0.76	0.00052	2	0.26
