SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
43	0.11	0.00046	0	0.043	0.11	0.11	0.088	0	0.11	0	0.11	0	0.11	0.11	0.11	0.00046	0	0	0	0.19
44	0.092	0.00061	0	0.076	0.092	0.092	0.084	0	0.13	0	0.13	0	0.092	0.13	0.092	0.00061	0	0	8	0.26
45	0.11	0.00048	0	0.062	0.11	0.11	0.086	0	0.1	0	0.1	0	0.11	0.1	0.11	0.00048	0	0	0	0.19
46	0.16	0	0	0.022	0.16	0.16	0.0025	2.7e-06	0.065	0	0.065	2.7e-06	0.16	0.065	0.16	0	0	2.7e-06	0	0.19
47	0.11	0.00039	0	0.1	0.11	0.11	0.09	0	0.083	0	0.083	0	0.11	0.083	0.11	0.00039	0	0	0	0.19
48	0.13	7.3e-05	0	0.11	0.13	0.13	0.061	0	0.056	0	0.056	0	0.13	0.056	0.13	7.3e-05	0	0	0	0.19
49	0.19	0	0	0.00016	0.19	0.19	0	2.3e-06	0.01	0	0.01	2.3e-06	0.19	0.01	0.19	0	0	2.3e-06	0	0.19
50	0.2	0	0	0	0.2	0.2	0	0	0.00023	0	0.00023	0	0.2	0.00023	0.2	0	0	0	0	0.19
51	0.065	0.0008	0	0.17	0.065	0.065	0.11	0	0.13	0	0.13	0	0.065	0.13	0.065	0.0008	0	0	3	0.33
52	0.2	0	0	0	0.2	0.2	0	0	0.0021	0	0.0021	0	0.2	0.0021	0.2	0	0	0	0	0.19
53	0.12	0.00033	0	0.066	0.12	0.12	0.084	0	0.078	0	0.078	0	0.12	0.078	0.12	0.00033	0	0	0	0.19
54	0	0	0.5	0	0	0	0	4.1e-05	0	0.5	0	4.1e-05	0	0	0	0	0	4.1e-05	2	0
55	0.19	0	0	0.00041	0.19	0.19	2.6e-06	2.4e-06	0.013	0	0.013	2.4e-06	0.19	0.013	0.19	0	0	2.4e-06	0	0.19
56	0.16	0	0	0.01	0.16	0.16	0.00025	0	0.068	0	0.068	0	0.16	0.068	0.16	0	0	0	0	0.19
57	0.17	4e-05	0	0.036	0.17	0.17	0.043	0	0.03	0	0.03	0	0.17	0.03	0.17	4e-05	0	0	0	0.19
58	0.088	0.00042	0	0.13	0.088	0.088	0.022	0	0.14	0	0.14	0	0.088	0.14	0.088	0.00042	0	0	8	0.26
59	0.13	0.00018	0	0.043	0.13	0.13	0.043	0	0.085	0	0.085	0	0.13	0.085	0.13	0.00018	0	0	0	0.19
60	0.14	0.00014	0	0.035	0.14	0.14	0.044	0	0.069	0	0.069	0	0.14	0.069	0.14	0.00014	0	0	0	0.19
61	0.14	0.00015	0	0.052	0.14	0.14	0.044	0	0.066	0	0.066	0	0.14	0.066	0.14	0.00015	0	0	0	0.19
62	0.022	0.00061	0	0.32	0.022	0.022	0.16	0	0.14	0	0.14	0	0.022	0.14	0.022	0.00061	0	0	3	0.33
63	0.14	0.00015	0	0.065	0.14	0.14	0.038	0	0.06	0	0.06	0	0.14	0.06	0.14	0.00015	0	0	0	0.19
64	0.14	0.00017	0	0.063	0.14	0.14	0.039	0	0.068	0	0.068	0	0.14	0.068	0.14	0.00017	0	0	0	0.19
65	0.19	0	0	0.00019	0.19	0.19	0	4.4e-06	0.0088	0	0.0088	4.4e-06	0.19	0.0088	0.19	0	0	4.4e-06	0	0.19
66	0.16	7.5e-05	0	0.04	0.16	0.16	0.043	0	0.04	0	0.04	0	0.16	0.04	0.16	7.5e-05	0	0	0	0.19
67	0.0011	0.0005	0	0.55	0.0011	0.0011	0.16	0	0.096	0	0.096	0	0.0011	0.096	0.0011	0.0005	0	0	3	0.33
68	0.067	0.00045	0	0.07	0.067	0.067	0.039	0	0.19	0	0.19	0	0.067	0.19	0.067	0.00045	0	0	8	0.26
69	0.16	1.2e-06	0	0.02	0.16	0.16	0.0026	3.8e-06	0.053	0	0.053	3.8e-06	0.16	0.053	0.16	1.2e-06	0	3.8e-06	0	0.19
70	0.14	1.7e-05	0	0.078	0.14	0.14	0.022	0	0.072	0	0.072	0	0.14	0.072	0.14	1.7e-05	0	0	0	0.19
71	0.05	0.00056	0	0.087	0.05	0.05	0.025	0	0.21	0	0.21	0	0.05	0.21	0.05	0.00056	0	0	8	0.26
72	0.2	0	0	0	0.2	0.2	0	2.5e-05	1.1e-05	0	1.1e-05	2.5e-05	0.2	1.1e-05	0.2	0	0	2.5e-05	0	0.19
73	0.019	0.0007	0	0.059	0.019	0.019	0.02	0	0.27	0	0.27	0	0.019	0.27	0.019	0.0007	0	0	8	0.26
74	0.14	0.00017	0	0.073	0.14	0.14	0.033	0	0.062	0	0.062	0	0.14	0.062	0.14	0.00017	0	0	0	0.19
75	0.13	0.00017	0	0.032	0.13	0.13	0.047	0	0.085	0	0.085	0	0.13	0.085	0.13	0.00017	0	0	0	0.19
76	0.14	0.00013	0	0.027	0.14	0.14	0.047	0	0.071	0	0.071	0	0.14	0.071	0.14	0.00013	0	0	0	0.19
77	0.18	1e-06	0	0.073	0.18	0.18	0.028	0	0.0023	0	0.0023	0	0.18	0.0023	0.18	1e-06	0	0	0	0.19
78	0.16	4.5e-05	0	0.058	0.16	0.16	0.038	0	0.038	0	0.038	0	0.16	0.038	0.16	4.5e-05	0	0	0	0.19
79	0.14	0.00012	0	0.06	0.14	0.14	0.043	0	0.065	0	0.065	0	0.14	0.065	0.14	0.00012	0	0	0	0.19
80	0.0074	0.00069	0	0.37	0.0074	0.0074	0.053	0	0.18	0	0.18	0	0.0074	0.18	0.0074	0.00069	0	0	3	0.33
81	0.1	0.00027	0	0.018	0.1	0.1	0.05	0	0.14	0	0.14	0	0.1	0.14	0.1	0.00027	0	0	8	0.26
82	0.16	8.9e-05	0	0.03	0.16	0.16	0.026	4.4e-05	0.042	0	0.042	4.4e-05	0.16	0.042	0.16	8.9e-05	0	4.4e-05	0	0.19
83	0.13	0.00015	0	0.01	0.13	0.13	0.054	0	0.088	0	0.088	0	0.13	0.088	0.13	0.00015	0	0	0	0.19
84	0.12	0	0	0.027	0.12	0.12	0.00061	0	0.13	0	0.13	0	0.12	0.13	0.12	0	0	0	8	0.26
85	0.14	8.7e-05	0	0.061	0.14	0.14	0.033	0	0.067	0	0.067	0	0.14	0.067	0.14	8.7e-05	0	0	0	0.19
86	0.18	1.2e-05	0	0.085	0.18	0.18	0.027	0	0.0025	0	0.0025	0	0.18	0.0025	0.18	1.2e-05	0	0	0	0.19
87	0.067	0.00048	0	0.17	0.067	0.067	0.11	0	0.13	0	0.13	0	0.067	0.13	0.067	0.00048	0	0	3	0.33
88	0.023	0.00059	0	0.31	0.023	0.023	0.13	0	0.15	0	0.15	0	0.023	0.15	0.023	0.00059	0	0	3	0.33
89	0.031	0.00063	0	0.17	0.031	0.031	0.032	0	0.21	0	0.21	0	0.031	0.21	0.031	0.00063	0	0	8	0.26
90	0.13	0.00019	0	0.064	0.13	0.13	0.049	0	0.079	0	0.079	0	0.13	0.079	0.13	0.00019	0	0	0	0.19
91	0.026	0.00068	0	0.064	0.026	0.026	0.015	0	0.26	0	0.26	0	0.026	0.26	0.026	0.00068	0	0	8	0.26
92	0.11	0.00028	0	0.062	0.11	0.11	0.048	0	0.12	0	0.12	0	0.11	0.12	0.11	0.00028	0	0	8	0.26
93	0.18	1.3e-06	0	0.045	0.18	0.18	0.03	0	0.0016	0	0.0016	0	0.18	0.0016	0.18	1.3e-06	0	0	0	0.19
94	0.15	0.00014	0	0.075	0.15	0.15	0.034	0	0.051	0	0.051	0	0.15	0.051	0.15	0.00014	0	0	0	0.19
95	0.19	0	0	0.0014	0.19	0.19	7.3e-05	0.0014	0.013	0	0.013	0.0014	0.19	0.013	0.19	0	0	0.0014	0	0.19
96	0.19	0	0	1e-05	0.19	0.19	0	0	0.01	0	0.01	0	0.19	0.01	0.19	0	0	0	0	0.19
97	0.13	1.7e-05	0	0.16	0.13	0.13	0.051	0	0.039	0	0.039	0	0.13	0.039	0.13	1.7e-05	0	0	3	0.33
98	0.17	0	0	0.012	0.17	0.17	0.00081	3.4e-06	0.052	0	0.052	3.4e-06	0.17	0.052	0.17	0	0	3.4e-06	0	0.19
99	0.17	2.6e-05	0	0.019	0.17	0.17	0.092	0	0.015	0	0.015	0	0.17	0.015	0.17	2.6e-05	0	0	0	0.19
100	0.087	0	0	0.061	0.087	0.087	0.0026	0	0.17	0	0.17	0	0.087	0.17	0.087	0	0	0	8	0.26
101	0.16	0	0	0.0073	0.16	0.16	0.00015	0	0.061	0	0.061	0	0.16	0.061	0.16	0	0	0	0	0.19
102	0.2	0	0	1.6e-05	0.2	0.2	0	0	0.0046	0	0.0046	0	0.2	0.0046	0.2	0	0	0	0	0.19
103	0.18	0	0	0.0016	0.18	0.18	1.6e-05	0	0.03	0	0.03	0	0.18	0.03	0.18	0	0	0	0	0.19
104	0.2	0	0	1.2e-05	0.2	0.2	0	4.5e-06	0.0032	0	0.0032	4.5e-06	0.2	0.0032	0.2	0	0	4.5e-06	0	0.19
105	0.2	0	0	0	0.2	0.2	0	0	0.00026	0	0.00026	0	0.2	0.00026	0.2	0	0	0	0	0.19
106	0.18	0	0	0.00014	0.18	0.18	0	0	0.033	0	0.033	0	0.18	0.033	0.18	0	0	0	0	0.19
107	0.19	0	0	0	0.19	0.19	0	0.021	0.00045	0	0.00045	0.021	0.19	0.00045	0.19	0	0	0.021	0	0.19
108	0.2	0	0	4.5e-05	0.2	0.2	0	0.00011	0.004	0	0.004	0.00011	0.2	0.004	0.2	0	0	0.00011	0	0.19
109	0.14	0.00014	0	0.067	0.14	0.14	0.079	0	0.044	0	0.044	0	0.14	0.044	0.14	0.00014	0	0	0	0.19
110	0.17	2e-05	0	0.045	0.17	0.17	0.079	0	0.011	0	0.011	0	0.17	0.011	0.17	2e-05	0	0	0	0.19
111	0.18	0	0	0.0021	0.18	0.18	2.8e-05	0	0.031	0	0.031	0	0.18	0.031	0.18	0	0	0	0	0.19
112	0.08	0.00072	0	0.077	0.08	0.08	0.08	0	0.15	0	0.15	0	0.08	0.15	0.08	0.00072	0	0	8	0.26
113	0.2	0	0	0	0.2	0.2	0	1.4e-05	0.00034	0	0.00034	1.4e-05	0.2	0.00034	0.2	0	0	1.4e-05	0	0.19
114	0.19	0	0	0.0012	0.19	0.19	4.4e-05	0.00044	0.014	0	0.014	0.00044	0.19	0.014	0.19	0	0	0.00044	0	0.19
115	0.2	0	0	5.9e-05	0.2	0.2	0	0.00075	0.0037	0	0.0037	0.00075	0.2	0.0037	0.2	0	0	0.00075	0	0.19
116	0.2	0	0	3.5e-06	0.2	0.2	0	0	0.0056	0	0.0056	0	0.2	0.0056	0.2	0	0	0	0	0.19
117	0.12	0.00037	0	0.028	0.12	0.12	0.093	0	0.095	0	0.095	0	0.12	0.095	0.12	0.00037	0	0	0	0.19
118	0.18	0	0	0.00019	0.18	0.18	0	0	0.031	0	0.031	0	0.18	0.031	0.18	0	0	0	0	0.19
119	0.19	0	0	0.00078	0.19	0.19	1.4e-05	7.3e-05	0.014	0	0.014	7.3e-05	0.19	0.014	0.19	0	0	7.3e-05	0	0.19
120	0.15	2.6e-05	0	0.12	0.15	0.15	0.063	0	0.022	0	0.022	0	0.15	0.022	0.15	2.6e-05	0	0	0	0.19
121	0.14	0.00017	0	0.043	0.14	0.14	0.087	0	0.05	0	0.05	0	0.14	0.05	0.14	0.00017	0	0	0	0.19
122	0.0033	0.0011	0	0.42	0.0033	0.0033	0.34	0	0.075	0	0.075	0	0.0033	0.075	0.0033	0.0011	0	0	3	0.33
123	0.13	0.00027	0	0.06	0.13	0.13	0.083	0	0.068	0	0.068	0	0.13	0.068	0.13	0.00027	0	0	0	0.19
124	0.17	1.3e-05	0	0.032	0.17	0.17	0.081	0	0.0087	0	0.0087	0	0.17	0.0087	0.17	1.3e-05	0	0	0	0.19
125	0.094	0.00069	0	0.13	0.094	0.094	0.13	0	0.089	0	0.089	0	0.094	0.089	0.094	0.00069	0	0	3	0.33
126	0.14	0.00017	0	0.069	0.14	0.14	0.079	0	0.051	0	0.051	0	0.14	0.051	0.14	0.00017	0	0	0	0.19
127	0.13	0.00026	0	0.034	0.13	0.13	0.091	0	0.071	0	0.071	0	0.13	0.071	0.13	0.00026	0	0	0	0.19
128	0.09	0.00033	0	0.035	0.09	0.09	0.045	0	0.16	0	0.16	0	0.09	0.16	0.09	0.00033	0	0	8	0.26
129	0.095	0.00023	0	0.0042	0.095	0.095	0.058	0	0.15	0	0.15	0	0.095	0.15	0.095	0.00023	0	0	8	0.26
130	0.15	0.00013	0	0.11	0.15	0.15	0.027	0	0.033	0	0.033	0	0.15	0.033	0.15	0.00013	0	0	0	0.19
131	0.13	0.00023	0	0.081	0.13	0.13	0.028	0	0.083	0	0.083	0	0.13	0.083	0.13	0.00023	0	0	0	0.19
132	0.16	7e-05	0	0.0088	0.16	0.16	0.053	0	0.051	0	0.051	0	0.16	0.051	0.16	7e-05	0	0	0	0.19
133	0.022	0.00061	0	0.28	0.022	0.022	0.068	0	0.18	0	0.18	0	0.022	0.18	0.022	0.00061	0	0	3	0.33
134	0.055	0.00051	0	0.094	0.055	0.055	0.036	0	0.2	0	0.2	0	0.055	0.2	0.055	0.00051	0	0	8	0.26
135	0.19	9.1e-06	0	0.014	0.19	0.19	0.022	3.8e-06	0.0081	0	0.0081	3.8e-06	0.19	0.0081	0.19	9.1e-06	0	3.8e-06	0	0.19
136	0.17	3.3e-05	0	0.027	0.17	0.17	0.044	0	0.024	0	0.024	0	0.17	0.024	0.17	3.3e-05	0	0	0	0.19
137	0.081	3.5e-06	0	0.18	0.081	0.081	0.022	0	0.13	0	0.13	0	0.081	0.13	0.081	3.5e-06	0	0	3	0.33
138	0.14	1.6e-05	0	0.16	0.14	0.14	0.052	0	0.035	0	0.035	0	0.14	0.035	0.14	1.6e-05	0	0	3	0.33
139	0.058	0	0	0.039	0.058	0.058	0.00033	0	0.22	0	0.22	0	0.058	0.22	0.058	0	0	0	8	0.26
140	0.19	0	0	0.00037	0.19	0.19	8e-06	0.0016	0.0074	0	0.0074	0.0016	0.19	0.0074	0.19	0	0	0.0016	0	0.19
141	0.036	0	0	0.31	0.036	0.036	0.0059	0	0.17	0	0.17	0	0.036	0.17	0.036	0	0	0	3	0.33
142	0.065	0	0	0.012	0.065	0.065	1.6e-05	0	0.22	0	0.22	0	0.065	0.22	0.065	0	0	0	8	0.26
143	0.2	0	0	7.8e-06	0.2	0.2	0	0	0.0036	0	0.0036	0	0.2	0.0036	0.2	0	0	0	0	0.19
144	0.2	0	0	2.8e-06	0.2	0.2	0	0	0.0033	0	0.0033	0	0.2	0.0033	0.2	0	0	0	0	0.19
145	0.16	0	0	0.013	0.16	0.16	0.00083	0	0.059	0	0.059	0	0.16	0.059	0.16	0	0	0	0	0.19
146	0.093	0	0	0.055	0.093	0.093	0.0023	0	0.16	0	0.16	0	0.093	0.16	0.093	0	0	0	8	0.26
147	0.14	0.00021	0	0.051	0.14	0.14	0.085	0	0.058	0	0.058	0	0.14	0.058	0.14	0.00021	0	0	0	0.19
148	0.012	0	0	0.15	0.012	0.012	0.0012	0	0.26	0	0.26	0	0.012	0.26	0.012	0	0	0	8	0.26
149	0.076	0	0	0.085	0.076	0.076	0.0045	0	0.18	0	0.18	0	0.076	0.18	0.076	0	0	0	8	0.26
150	0.14	0	0	0.02	0.14	0.14	0.00087	0	0.086	0	0.086	0	0.14	0.086	0.14	0	0	0	0	0.19
151	0.15	0	0	0.011	0.15	0.15	0.00022	0	0.081	0	0.081	0	0.15	0.081	0.15	0	0	0	0	0.19
152	0.2	0	0	1.4e-06	0.2	0.2	0	0	0.0032	0	0.0032	0	0.2	0.0032	0.2	0	0	0	0	0.19
153	0.18	2.3e-06	0	0.053	0.18	0.18	0.032	0	0.0038	0	0.0038	0	0.18	0.0038	0.18	2.3e-06	0	0	0	0.19
154	0.15	2.2e-05	0	0.051	0.15	0.15	0.017	0	0.064	0	0.064	0	0.15	0.064	0.15	2.2e-05	0	0	0	0.19
155	0.11	0.00025	0	0.031	0.11	0.11	0.048	0	0.12	0	0.12	0	0.11	0.12	0.11	0.00025	0	0	8	0.26
156	0.17	4.1e-05	0	0.011	0.17	0.17	0.051	0	0.033	0	0.033	0	0.17	0.033	0.17	4.1e-05	0	0	0	0.19
157	0.15	0	0	0.002	0.15	0.15	1.8e-06	0	0.085	0	0.085	0	0.15	0.085	0.15	0	0	0	0	0.19
158	0.14	0.0001	0	0.064	0.14	0.14	0.038	0	0.068	0	0.068	0	0.14	0.068	0.14	0.0001	0	0	0	0.19
159	0.15	9.5e-05	0	0.021	0.15	0.15	0.048	0	0.057	0	0.057	0	0.15	0.057	0.15	9.5e-05	0	0	0	0.19
160	0.2	0	0	6.8e-05	0.2	0.2	0	0	0.0069	0	0.0069	0	0.2	0.0069	0.2	0	0	0	0	0.19
161	0.077	0.00036	0	0.022	0.077	0.077	0.046	0	0.18	0	0.18	0	0.077	0.18	0.077	0.00036	0	0	8	0.26
162	0.14	1.8e-05	0	0.067	0.14	0.14	0.02	0	0.072	0	0.072	0	0.14	0.072	0.14	1.8e-05	0	0	0	0.19
163	0	0	0.5	0	0	0	0	2.2e-06	0	0.5	0	2.2e-06	0	0	0	0	0	2.2e-06	2	0
164	0.064	0.00063	0	0.19	0.064	0.064	0.14	0	0.12	0	0.12	0	0.064	0.12	0.064	0.00063	0	0	3	0.33
165	0.15	7.4e-05	0	0.058	0.15	0.15	0.037	0	0.054	0	0.054	0	0.15	0.054	0.15	7.4e-05	0	0	0	0.19
166	0.14	0.00014	0	0.055	0.14	0.14	0.039	0	0.067	0	0.067	0	0.14	0.067	0.14	0.00014	0	0	0	0.19
167	0.12	0.0002	0	0.025	0.12	0.12	0.048	0	0.1	0	0.1	0	0.12	0.1	0.12	0.0002	0	0	0	0.19
168	0.2	0	0	0.00028	0.2	0.2	4.8e-06	0.00073	0.0062	0	0.0062	0.00073	0.2	0.0062	0.2	0	0	0.00073	0	0.19
169	0.098	0.00031	0	0.047	0.098	0.098	0.046	0	0.14	0	0.14	0	0.098	0.14	0.098	0.00031	0	0	8	0.26
170	0.07	0.00043	0	0.072	0.07	0.07	0.04	0	0.18	0	0.18	0	0.07	0.18	0.07	0.00043	0	0	8	0.26
171	0.18	0	0	0.0045	0.18	0.18	0.00011	0	0.038	0	0.038	0	0.18	0.038	0.18	0	0	0	0	0.19
172	0.14	0.00014	0	0.036	0.14	0.14	0.044	0	0.072	0	0.072	0	0.14	0.072	0.14	0.00014	0	0	0	0.19
173	0.0062	0.00059	0	0.43	0.0062	0.0062	0.14	0	0.13	0	0.13	0	0.0062	0.13	0.0062	0.00059	0	0	3	0.33
174	0.17	0	0	0.0081	0.17	0.17	0.0004	0	0.043	0	0.043	0	0.17	0.043	0.17	0	0	0	0	0.19
175	0.16	1.3e-05	0	0.084	0.16	0.16	0.032	0	0.024	0	0.024	0	0.16	0.024	0.16	1.3e-05	0	0	0	0.19
176	0.11	0	0	0.022	0.11	0.11	0.00027	0	0.14	0	0.14	0	0.11	0.14	0.11	0	0	0	8	0.26
177	0.17	1e-05	0	0.059	0.17	0.17	0.036	0	0.012	0	0.012	0	0.17	0.012	0.17	1e-05	0	0	0	0.19
178	0.17	2.8e-05	0	0.046	0.17	0.17	0.04	0	0.024	0	0.024	0	0.17	0.024	0.17	2.8e-05	0	0	0	0.19
179	0.15	0.0001	0	0.043	0.15	0.15	0.044	0	0.056	0	0.056	0	0.15	0.056	0.15	0.0001	0	0	0	0.19
180	0.15	4e-05	0	0.069	0.15	0.15	0.034	0	0.048	0	0.048	0	0.15	0.048	0.15	4e-05	0	0	0	0.19
181	0.16	9.6e-06	0	0.098	0.16	0.16	0.029	0	0.031	0	0.031	0	0.16	0.031	0.16	9.6e-06	0	0	0	0.19
182	0.19	0	0	0.0024	0.19	0.19	7.9e-05	1.7e-05	0.022	0	0.022	1.7e-05	0.19	0.022	0.19	0	0	1.7e-05	0	0.19
183	0.17	0	0	0.0059	0.17	0.17	0.00011	0	0.052	0	0.052	0	0.17	0.052	0.17	0	0	0	0	0.19
184	0.19	0	0	6.1e-06	0.19	0.19	0	0.0074	0.001	0	0.001	0.0074	0.19	0.001	0.19	0	0	0.0074	0	0.19
185	0.16	1.4e-06	0	0.14	0.16	0.16	0.024	0	0.013	0	0.013	0	0.16	0.013	0.16	1.4e-06	0	0	0	0.19
186	0.19	0	0	0.00045	0.19	0.19	6.7e-06	9.3e-05	0.0093	0	0.0093	9.3e-05	0.19	0.0093	0.19	0	0	9.3e-05	0	0.19
187	0.17	2.8e-05	0	0.095	0.17	0.17	0.027	0	0.0053	0	0.0053	0	0.17	0.0053	0.17	2.8e-05	0	0	0	0.19
188	0.15	0.0001	0	0.039	0.15	0.15	0.044	0	0.052	0	0.052	0	0.15	0.052	0.15	0.0001	0	0	0	0.19
189	0.17	0.00021	0	0.013	0.17	0.17	0.022	0	0.036	0	0.036	0	0.17	0.036	0.17	0.00021	0	0	0	0.19
190	0.045	0.00059	0	0.09	0.045	0.045	0.023	0	0.22	0	0.22	0	0.045	0.22	0.045	0.00059	0	0	8	0.26
191	0.046	0.00055	0	0.092	0.046	0.046	0.033	0	0.21	0	0.21	0	0.046	0.21	0.046	0.00055	0	0	8	0.26
