SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
45	0.00056	0.00056	0.09	0	0.09	0.034	0	0.16	0.09	0	0	0.09	0.09	0.09	0	0.034	0.16	0.077	0	7	0.26
46	0	0	0.13	0	0.13	0.012	0	0.097	0.13	0	0	0.13	0.13	0.13	8.2e-06	0.012	0.097	0.0022	0	2	0.19
47	0.00045	0.00045	0.094	0	0.094	0.055	0	0.12	0.094	0	0	0.094	0.094	0.094	0	0.055	0.12	0.081	0	7	0.26
48	8.5e-05	8.5e-05	0.11	0	0.11	0.06	0	0.083	0.11	0	0	0.11	0.11	0.11	0	0.06	0.083	0.054	0	2	0.19
49	0	0	0.16	0	0.16	8.9e-05	0	0.015	0.16	0	0	0.16	0.16	0.16	6.9e-06	8.9e-05	0.015	0	0	2	0.19
50	0	0	0.17	0	0.17	0	0	0.00034	0.17	0	0	0.17	0.17	0.17	0	0	0.00034	0	0	2	0.19
51	0.00094	0.00094	0.054	0	0.054	0.089	0	0.2	0.054	0	0	0.054	0.054	0.054	0	0.089	0.2	0.1	0	7	0.26
52	0	0	0.17	0	0.17	0	0	0.0031	0.17	0	0	0.17	0.17	0.17	0	0	0.0031	0	0	2	0.19
53	0.00039	0.00039	0.1	0	0.1	0.036	0	0.12	0.1	0	0	0.1	0.1	0.1	0	0.036	0.12	0.076	0	7	0.26
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	1	18	0
55	0	0	0.16	0	0.16	0.00022	0	0.019	0.16	0	0	0.16	0.16	0.16	7.3e-06	0.00022	0.019	2.3e-06	0	2	0.19
56	0	0	0.13	0	0.13	0.0056	0	0.1	0.13	0	0	0.13	0.13	0.13	0	0.0056	0.1	0.00022	0	2	0.19
57	4.7e-05	4.7e-05	0.14	0	0.14	0.019	0	0.044	0.14	0	0	0.14	0.14	0.14	0	0.019	0.044	0.038	0	2	0.19
58	0.00048	0.00048	0.073	0	0.073	0.069	0	0.2	0.073	0	0	0.073	0.073	0.073	0	0.069	0.2	0.019	0	7	0.26
59	0.00021	0.00021	0.11	0	0.11	0.023	0	0.13	0.11	0	0	0.11	0.11	0.11	0	0.023	0.13	0.038	0	7	0.26
60	0.00016	0.00016	0.12	0	0.12	0.019	0	0.1	0.12	0	0	0.12	0.12	0.12	0	0.019	0.1	0.039	0	2	0.19
61	0.00017	0.00017	0.12	0	0.12	0.028	0	0.098	0.12	0	0	0.12	0.12	0.12	0	0.028	0.098	0.04	0	2	0.19
62	0.0007	0.0007	0.018	0	0.018	0.17	0	0.21	0.018	0	0	0.018	0.018	0.018	0	0.17	0.21	0.14	0	7	0.26
63	0.00018	0.00018	0.12	0	0.12	0.035	0	0.09	0.12	0	0	0.12	0.12	0.12	0	0.035	0.09	0.034	0	2	0.19
64	0.00019	0.00019	0.12	0	0.12	0.034	0	0.1	0.12	0	0	0.12	0.12	0.12	0	0.034	0.1	0.035	0	2	0.19
65	0	0	0.16	0	0.16	0.0001	0	0.013	0.16	0	0	0.16	0.16	0.16	1.3e-05	0.0001	0.013	0	0	2	0.19
66	8.8e-05	8.8e-05	0.13	0	0.13	0.022	0	0.059	0.13	0	0	0.13	0.13	0.13	0	0.022	0.059	0.038	0	2	0.19
67	0.00057	0.00057	0.00086	0	0.00086	0.29	0	0.14	0.00086	0	0	0.00086	0.00086	0.00086	0	0.29	0.14	0.14	0	15	0.33
68	0.00052	0.00052	0.056	0	0.056	0.038	0	0.28	0.056	0	0	0.056	0.056	0.056	0	0.038	0.28	0.035	0	7	0.26
69	1.3e-06	1.3e-06	0.14	0	0.14	0.011	0	0.079	0.14	0	0	0.14	0.14	0.14	1.1e-05	0.011	0.079	0.0024	0	2	0.19
70	2e-05	2e-05	0.11	0	0.11	0.042	0	0.11	0.11	0	0	0.11	0.11	0.11	0	0.042	0.11	0.02	0	2	0.19
71	0.00065	0.00065	0.041	0	0.041	0.047	0	0.32	0.041	0	0	0.041	0.041	0.041	0	0.047	0.32	0.023	0	7	0.26
72	0	0	0.17	0	0.17	0	0	1.6e-05	0.17	0	0	0.17	0.17	0.17	7.6e-05	0	1.6e-05	0	0	2	0.19
73	0.00081	0.00081	0.016	0	0.016	0.032	0	0.41	0.016	0	0	0.016	0.016	0.016	0	0.032	0.41	0.018	0	7	0.26
74	0.00019	0.00019	0.12	0	0.12	0.039	0	0.092	0.12	0	0	0.12	0.12	0.12	0	0.039	0.092	0.029	0	2	0.19
75	0.0002	0.0002	0.11	0	0.11	0.017	0	0.13	0.11	0	0	0.11	0.11	0.11	0	0.017	0.13	0.043	0	7	0.26
76	0.00015	0.00015	0.12	0	0.12	0.015	0	0.11	0.12	0	0	0.12	0.12	0.12	0	0.015	0.11	0.043	0	2	0.19
77	1.2e-06	1.2e-06	0.15	0	0.15	0.039	0	0.0035	0.15	0	0	0.15	0.15	0.15	0	0.039	0.0035	0.025	0	2	0.19
78	5.2e-05	5.2e-05	0.13	0	0.13	0.031	0	0.056	0.13	0	0	0.13	0.13	0.13	0	0.031	0.056	0.034	0	2	0.19
79	0.00013	0.00013	0.12	0	0.12	0.032	0	0.096	0.12	0	0	0.12	0.12	0.12	0	0.032	0.096	0.038	0	2	0.19
80	0.00078	0.00078	0.006	0	0.006	0.2	0	0.26	0.006	0	0	0.006	0.006	0.006	0	0.2	0.26	0.047	0	7	0.26
81	0.00031	0.00031	0.086	0	0.086	0.0099	0	0.21	0.086	0	0	0.086	0.086	0.086	0	0.0099	0.21	0.045	0	7	0.26
82	0.0001	0.0001	0.14	0	0.14	0.016	0	0.062	0.14	0	0	0.14	0.14	0.14	0.00013	0.016	0.062	0.024	0	2	0.19
83	0.00017	0.00017	0.11	0	0.11	0.0055	0	0.13	0.11	0	0	0.11	0.11	0.11	0	0.0055	0.13	0.048	0	7	0.26
84	0	0	0.099	0	0.099	0.015	0	0.19	0.099	0	0	0.099	0.099	0.099	0	0.015	0.19	0.00054	0	7	0.26
85	0.0001	0.0001	0.12	0	0.12	0.033	0	0.099	0.12	0	0	0.12	0.12	0.12	4e-06	0.033	0.099	0.03	0	2	0.19
86	1.5e-05	1.5e-05	0.15	0	0.15	0.046	0	0.0037	0.15	0	0	0.15	0.15	0.15	0	0.046	0.0037	0.024	0	2	0.19
87	0.00056	0.00056	0.056	0	0.056	0.095	0	0.19	0.056	0	0	0.056	0.056	0.056	0	0.095	0.19	0.098	0	7	0.26
88	0.00068	0.00068	0.019	0	0.019	0.17	0	0.22	0.019	0	0	0.019	0.019	0.019	0	0.17	0.22	0.12	0	7	0.26
89	0.00073	0.00073	0.026	0	0.026	0.093	0	0.32	0.026	0	0	0.026	0.026	0.026	0	0.093	0.32	0.029	0	7	0.26
90	0.00022	0.00022	0.11	0	0.11	0.035	0	0.12	0.11	0	0	0.11	0.11	0.11	0	0.035	0.12	0.044	0	7	0.26
91	0.0008	0.0008	0.022	0	0.022	0.035	0	0.39	0.022	0	0	0.022	0.022	0.022	0	0.035	0.39	0.013	0	7	0.26
92	0.00032	0.00032	0.089	0	0.089	0.033	0	0.18	0.089	0	0	0.089	0.089	0.089	0	0.033	0.18	0.043	0	7	0.26
93	1.5e-06	1.5e-06	0.15	0	0.15	0.024	0	0.0023	0.15	0	0	0.15	0.15	0.15	0	0.024	0.0023	0.027	0	2	0.19
94	0.00016	0.00016	0.12	0	0.12	0.04	0	0.076	0.12	0	0	0.12	0.12	0.12	0	0.04	0.076	0.03	0	2	0.19
95	0	0	0.16	0	0.16	0.00074	0	0.019	0.16	0	0	0.16	0.16	0.16	0.0041	0.00074	0.019	6.5e-05	0	2	0.19
96	0	0	0.16	0	0.16	5.4e-06	0	0.016	0.16	0	0	0.16	0.16	0.16	0	5.4e-06	0.016	0	0	2	0.19
97	1.9e-05	1.9e-05	0.11	0	0.11	0.086	0	0.057	0.11	0	0	0.11	0.11	0.11	0	0.086	0.057	0.045	0	2	0.19
98	0	0	0.14	0	0.14	0.0064	0	0.077	0.14	0	0	0.14	0.14	0.14	1e-05	0.0064	0.077	0.00073	0	2	0.19
99	3e-05	3e-05	0.14	0	0.14	0.01	0	0.022	0.14	0	0	0.14	0.14	0.14	0	0.01	0.022	0.083	0	2	0.19
100	0	0	0.073	0	0.073	0.033	0	0.25	0.073	0	0	0.073	0.073	0.073	0	0.033	0.25	0.0023	0	7	0.26
101	0	0	0.13	0	0.13	0.0039	0	0.091	0.13	0	0	0.13	0.13	0.13	0	0.0039	0.091	0.00013	0	2	0.19
102	0	0	0.16	0	0.16	8.4e-06	0	0.0069	0.16	0	0	0.16	0.16	0.16	0	8.4e-06	0.0069	0	0	2	0.19
103	0	0	0.15	0	0.15	0.00088	0	0.044	0.15	0	0	0.15	0.15	0.15	0	0.00088	0.044	1.4e-05	0	2	0.19
104	0	0	0.17	0	0.17	6.4e-06	0	0.0047	0.17	0	0	0.17	0.17	0.17	1.3e-05	6.4e-06	0.0047	0	0	2	0.19
105	0	0	0.17	0	0.17	0	0	0.00038	0.17	0	0	0.17	0.17	0.17	0	0	0.00038	0	0	2	0.19
106	0	0	0.15	0	0.15	7.6e-05	0	0.048	0.15	0	0	0.15	0.15	0.15	0	7.6e-05	0.048	0	0	2	0.19
107	0	0	0.16	0	0.16	0	0	0.00067	0.16	0	0	0.16	0.16	0.16	0.063	0	0.00067	0	0	2	0.19
108	0	0	0.16	0	0.16	2.4e-05	0	0.0059	0.16	0	0	0.16	0.16	0.16	0.00034	2.4e-05	0.0059	0	0	2	0.19
109	0.00016	0.00016	0.12	0	0.12	0.037	0	0.065	0.12	0	0	0.12	0.12	0.12	0	0.037	0.065	0.071	0	2	0.19
110	2.4e-05	2.4e-05	0.14	0	0.14	0.024	0	0.017	0.14	0	0	0.14	0.14	0.14	0	0.024	0.017	0.071	0	2	0.19
111	0	0	0.15	0	0.15	0.0011	0	0.046	0.15	0	0	0.15	0.15	0.15	2.2e-06	0.0011	0.046	2.5e-05	0	2	0.19
112	0.00084	0.00084	0.067	0	0.067	0.042	0	0.22	0.067	0	0	0.067	0.067	0.067	0	0.042	0.22	0.072	0	7	0.26
113	0	0	0.17	0	0.17	0	0	0.0005	0.17	0	0	0.17	0.17	0.17	4.3e-05	0	0.0005	0	0	2	0.19
114	0	0	0.16	0	0.16	0.00064	0	0.02	0.16	0	0	0.16	0.16	0.16	0.0013	0.00064	0.02	3.9e-05	0	2	0.19
115	0	0	0.16	0	0.16	3.2e-05	0	0.0055	0.16	0	0	0.16	0.16	0.16	0.0022	3.2e-05	0.0055	0	0	2	0.19
116	0	0	0.16	0	0.16	0	0	0.0082	0.16	0	0	0.16	0.16	0.16	0	0	0.0082	0	0	2	0.19
117	0.00043	0.00043	0.1	0	0.1	0.015	0	0.14	0.1	0	0	0.1	0.1	0.1	0	0.015	0.14	0.084	0	7	0.26
118	0	0	0.15	0	0.15	0.0001	0	0.045	0.15	0	0	0.15	0.15	0.15	0	0.0001	0.045	0	0	2	0.19
119	0	0	0.16	0	0.16	0.00042	0	0.02	0.16	0	0	0.16	0.16	0.16	0.00022	0.00042	0.02	1.3e-05	0	2	0.19
120	3e-05	3e-05	0.12	0	0.12	0.066	0	0.033	0.12	0	0	0.12	0.12	0.12	0	0.066	0.033	0.056	0	2	0.19
121	0.0002	0.0002	0.12	0	0.12	0.024	0	0.075	0.12	0	0	0.12	0.12	0.12	0	0.024	0.075	0.078	0	2	0.19
122	0.0013	0.0013	0.0027	0	0.0027	0.23	0	0.11	0.0027	0	0	0.0027	0.0027	0.0027	0	0.23	0.11	0.31	0	17	0.4
123	0.00031	0.00031	0.11	0	0.11	0.032	0	0.1	0.11	0	0	0.11	0.11	0.11	0	0.032	0.1	0.075	0	2	0.19
124	1.6e-05	1.6e-05	0.14	0	0.14	0.018	0	0.013	0.14	0	0	0.14	0.14	0.14	0	0.018	0.013	0.073	0	2	0.19
125	0.00081	0.00081	0.079	0	0.079	0.072	0	0.13	0.079	0	0	0.079	0.079	0.079	0	0.072	0.13	0.12	0	7	0.26
126	0.0002	0.0002	0.12	0	0.12	0.037	0	0.076	0.12	0	0	0.12	0.12	0.12	0	0.037	0.076	0.071	0	2	0.19
127	0.00031	0.00031	0.11	0	0.11	0.018	0	0.11	0.11	0	0	0.11	0.11	0.11	0	0.018	0.11	0.082	0	2	0.19
128	0.00039	0.00039	0.075	0	0.075	0.019	0	0.23	0.075	0	0	0.075	0.075	0.075	0	0.019	0.23	0.041	0	7	0.26
129	0.00027	0.00027	0.08	0	0.08	0.0023	0	0.23	0.08	0	0	0.08	0.08	0.08	0	0.0023	0.23	0.052	0	7	0.26
130	0.00015	0.00015	0.13	0	0.13	0.06	0	0.048	0.13	0	0	0.13	0.13	0.13	0	0.06	0.048	0.024	0	2	0.19
131	0.00027	0.00027	0.11	0	0.11	0.044	0	0.12	0.11	0	0	0.11	0.11	0.11	0	0.044	0.12	0.025	0	7	0.26
132	8.1e-05	8.1e-05	0.13	0	0.13	0.0048	0	0.076	0.13	0	0	0.13	0.13	0.13	0	0.0048	0.076	0.048	0	2	0.19
133	0.0007	0.0007	0.018	0	0.018	0.15	0	0.26	0.018	0	0	0.018	0.018	0.018	0	0.15	0.26	0.06	0	7	0.26
134	0.00059	0.00059	0.046	0	0.046	0.051	0	0.29	0.046	0	0	0.046	0.046	0.046	0	0.051	0.29	0.033	0	7	0.26
135	1.1e-05	1.1e-05	0.16	0	0.16	0.0076	0	0.012	0.16	0	0	0.16	0.16	0.16	1.2e-05	0.0076	0.012	0.02	0	2	0.19
136	3.8e-05	3.8e-05	0.14	0	0.14	0.014	0	0.036	0.14	0	0	0.14	0.14	0.14	0	0.014	0.036	0.04	0	2	0.19
137	4e-06	4e-06	0.067	0	0.067	0.096	0	0.19	0.067	0	0	0.067	0.067	0.067	0	0.096	0.19	0.02	0	7	0.26
138	1.8e-05	1.8e-05	0.11	0	0.11	0.086	0	0.052	0.11	0	0	0.11	0.11	0.11	0	0.086	0.052	0.046	0	2	0.19
139	0	0	0.049	0	0.049	0.021	0	0.33	0.049	0	0	0.049	0.049	0.049	0	0.021	0.33	0.00029	0	7	0.26
140	0	0	0.16	0	0.16	0.0002	0	0.011	0.16	0	0	0.16	0.16	0.16	0.0047	0.0002	0.011	7.1e-06	0	2	0.19
141	0	0	0.029	0	0.029	0.17	0	0.24	0.029	0	0	0.029	0.029	0.029	0	0.17	0.24	0.0052	0	7	0.26
142	0	0	0.054	0	0.054	0.0066	0	0.33	0.054	0	0	0.054	0.054	0.054	0	0.0066	0.33	1.4e-05	0	7	0.26
143	0	0	0.16	0	0.16	4.2e-06	0	0.0053	0.16	0	0	0.16	0.16	0.16	0	4.2e-06	0.0053	0	0	2	0.19
144	0	0	0.17	0	0.17	0	0	0.0049	0.17	0	0	0.17	0.17	0.17	0	0	0.0049	0	0	2	0.19
145	0	0	0.13	0	0.13	0.0073	0	0.088	0.13	0	0	0.13	0.13	0.13	3.8e-06	0.0073	0.088	0.00074	0	2	0.19
146	0	0	0.078	0	0.078	0.03	0	0.24	0.078	0	0	0.078	0.078	0.078	0	0.03	0.24	0.0021	0	7	0.26
147	0.00024	0.00024	0.12	0	0.12	0.028	0	0.086	0.12	0	0	0.12	0.12	0.12	0	0.028	0.086	0.076	0	2	0.19
148	0	0	0.01	0	0.01	0.079	0	0.39	0.01	0	0	0.01	0.01	0.01	0	0.079	0.39	0.0011	0	7	0.26
149	0	0	0.063	0	0.063	0.046	0	0.26	0.063	0	0	0.063	0.063	0.063	0	0.046	0.26	0.004	0	7	0.26
150	0	0	0.12	0	0.12	0.011	0	0.13	0.12	0	0	0.12	0.12	0.12	0	0.011	0.13	0.00078	0	7	0.26
151	0	0	0.12	0	0.12	0.0059	0	0.12	0.12	0	0	0.12	0.12	0.12	0	0.0059	0.12	0.00019	0	2	0.19
152	0	0	0.17	0	0.17	0	0	0.0048	0.17	0	0	0.17	0.17	0.17	0	0	0.0048	0	0	2	0.19
153	2.7e-06	2.7e-06	0.15	0	0.15	0.029	0	0.0056	0.15	0	0	0.15	0.15	0.15	0	0.029	0.0056	0.029	0	2	0.19
154	2.6e-05	2.6e-05	0.12	0	0.12	0.027	0	0.095	0.12	0	0	0.12	0.12	0.12	3.9e-06	0.027	0.095	0.015	0	2	0.19
155	0.0003	0.0003	0.093	0	0.093	0.017	0	0.18	0.093	0	0	0.093	0.093	0.093	0	0.017	0.18	0.043	0	7	0.26
156	4.7e-05	4.7e-05	0.14	0	0.14	0.0061	0	0.05	0.14	0	0	0.14	0.14	0.14	0	0.0061	0.05	0.046	0	2	0.19
157	0	0	0.12	0	0.12	0.0011	0	0.13	0.12	0	0	0.12	0.12	0.12	0	0.0011	0.13	1.6e-06	0	7	0.26
158	0.00012	0.00012	0.12	0	0.12	0.035	0	0.1	0.12	0	0	0.12	0.12	0.12	0	0.035	0.1	0.034	0	2	0.19
159	0.00011	0.00011	0.13	0	0.13	0.011	0	0.085	0.13	0	0	0.13	0.13	0.13	0	0.011	0.085	0.043	0	2	0.19
160	0	0	0.16	0	0.16	3.7e-05	0	0.01	0.16	0	0	0.16	0.16	0.16	2.2e-06	3.7e-05	0.01	0	0	2	0.19
161	0.00043	0.00043	0.065	0	0.065	0.012	0	0.27	0.065	0	0	0.065	0.065	0.065	0	0.012	0.27	0.041	0	7	0.26
162	2.1e-05	2.1e-05	0.12	0	0.12	0.036	0	0.11	0.12	0	0	0.12	0.12	0.12	0	0.036	0.11	0.018	0	2	0.19
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5e-06	0	0	0	1	18	0
164	0.00073	0.00073	0.054	0	0.054	0.1	0	0.17	0.054	0	0	0.054	0.054	0.054	0	0.1	0.17	0.13	0	7	0.26
165	8.6e-05	8.6e-05	0.12	0	0.12	0.031	0	0.08	0.12	0	0	0.12	0.12	0.12	0	0.031	0.08	0.033	0	2	0.19
166	0.00017	0.00017	0.12	0	0.12	0.03	0	0.1	0.12	0	0	0.12	0.12	0.12	0	0.03	0.1	0.035	0	2	0.19
167	0.00023	0.00023	0.1	0	0.1	0.014	0	0.15	0.1	0	0	0.1	0.1	0.1	0	0.014	0.15	0.043	0	7	0.26
168	0	0	0.16	0	0.16	0.00015	0	0.0092	0.16	0	0	0.16	0.16	0.16	0.0022	0.00015	0.0092	4.3e-06	0	2	0.19
169	0.00036	0.00036	0.082	0	0.082	0.025	0	0.21	0.082	0	0	0.082	0.082	0.082	0	0.025	0.21	0.041	0	7	0.26
170	0.0005	0.0005	0.059	0	0.059	0.039	0	0.27	0.059	0	0	0.059	0.059	0.059	0	0.039	0.27	0.036	0	7	0.26
171	0	0	0.15	0	0.15	0.0024	0	0.057	0.15	0	0	0.15	0.15	0.15	0	0.0024	0.057	9.9e-05	0	2	0.19
172	0.00017	0.00017	0.12	0	0.12	0.02	0	0.11	0.12	0	0	0.12	0.12	0.12	0	0.02	0.11	0.039	0	2	0.19
173	0.00067	0.00067	0.0051	0	0.0051	0.23	0	0.19	0.0051	0	0	0.0051	0.0051	0.0051	0	0.23	0.19	0.13	0	15	0.33
174	0	0	0.14	0	0.14	0.0044	0	0.063	0.14	0	0	0.14	0.14	0.14	5.2e-06	0.0044	0.063	0.00036	0	2	0.19
175	1.5e-05	1.5e-05	0.13	0	0.13	0.045	0	0.036	0.13	0	0	0.13	0.13	0.13	0	0.045	0.036	0.029	0	2	0.19
176	0	0	0.095	0	0.095	0.012	0	0.2	0.095	0	0	0.095	0.095	0.095	0	0.012	0.2	0.00024	0	7	0.26
177	1.2e-05	1.2e-05	0.14	0	0.14	0.032	0	0.018	0.14	0	0	0.14	0.14	0.14	0	0.032	0.018	0.032	0	2	0.19
178	3.3e-05	3.3e-05	0.14	0	0.14	0.025	0	0.035	0.14	0	0	0.14	0.14	0.14	0	0.025	0.035	0.036	0	2	0.19
179	0.00012	0.00012	0.12	0	0.12	0.023	0	0.084	0.12	0	0	0.12	0.12	0.12	0	0.023	0.084	0.039	0	2	0.19
180	4.6e-05	4.6e-05	0.13	0	0.13	0.037	0	0.071	0.13	0	0	0.13	0.13	0.13	0	0.037	0.071	0.031	0	2	0.19
181	1.1e-05	1.1e-05	0.13	0	0.13	0.053	0	0.046	0.13	0	0	0.13	0.13	0.13	0	0.053	0.046	0.026	0	2	0.19
182	0	0	0.16	0	0.16	0.0013	0	0.032	0.16	0	0	0.16	0.16	0.16	5.1e-05	0.0013	0.032	7.1e-05	0	2	0.19
183	0	0	0.14	0	0.14	0.0032	0	0.078	0.14	0	0	0.14	0.14	0.14	0	0.0032	0.078	9.6e-05	0	2	0.19
184	0	0	0.16	0	0.16	3.3e-06	0	0.0015	0.16	0	0	0.16	0.16	0.16	0.022	3.3e-06	0.0015	0	0	2	0.19
185	1.6e-06	1.6e-06	0.13	0	0.13	0.073	0	0.02	0.13	0	0	0.13	0.13	0.13	0	0.073	0.02	0.021	0	2	0.19
