SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0
25	4.3e-05	0.023	0.27	0.27	0.27	4.3e-05	0	0	0.11	0	0.036	0.036	2	0.19
26	0.00036	0.12	0.25	0.25	0.25	0.00036	0	0	0.1	0	0.013	0.013	2	0.19
27	7.1e-06	0.32	0.17	0.17	0.17	7.1e-06	0	0	0.07	0	0.046	0.046	1	0.26
28	0.0037	0.47	0.037	0.037	0.037	0.0037	0	0	0.015	0	0.2	0.2	1	0.26
29	9.6e-06	0.34	0.16	0.16	0.16	9.6e-06	0	0	0.065	0	0.055	0.055	1	0.26
30	0.00025	0.086	0.23	0.23	0.23	0.00025	0	0	0.093	0	0.065	0.065	2	0.19
31	0.0031	0.6	0.099	0.099	0.099	0.0031	0	0	0.04	0	0.029	0.029	1	0.26
32	0	0.055	0.28	0.28	0.28	0	0	0	0.11	0	3.1e-05	3.1e-05	2	0.19
33	0.00041	0.11	0.24	0.24	0.24	0.00041	0	0	0.095	0	0.04	0.04	2	0.19
34	0	0.015	0.29	0.29	0.29	0	0	0	0.12	0	1.2e-05	1.2e-05	2	0.19
35	0	0.36	0.18	0.18	0.18	0	0	0	0.074	0	0.0056	0.0056	1	0.26
36	0	0.22	0.23	0.23	0.23	0	0	0	0.092	0	0.00063	0.00063	2	0.19
37	0	0.056	0.28	0.28	0.28	0	0.001	0	0.11	0	0.0022	0.0022	2	0.19
38	0	0.027	0.29	0.29	0.29	0	0	0	0.12	0	2.2e-05	2.2e-05	2	0.19
39	0	0.0055	0.29	0.29	0.29	0	9.6e-06	0	0.12	0	2.6e-06	2.6e-06	2	0.19
40	0	0.0054	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
41	0	0.013	0.29	0.29	0.29	0	0	0	0.12	0	6.2e-06	6.2e-06	2	0.19
42	0.001	0.25	0.21	0.21	0.21	0.001	0	0	0.085	0	0.014	0.014	1	0.26
43	0.0017	0.33	0.17	0.17	0.17	0.0017	0	0	0.07	0	0.037	0.037	1	0.26
44	0.0022	0.38	0.14	0.14	0.14	0.0022	0	0	0.058	0	0.063	0.063	1	0.26
45	0.0018	0.32	0.17	0.17	0.17	0.0018	0	0	0.068	0	0.052	0.052	1	0.26
46	3.2e-06	0.19	0.23	0.23	0.23	3.2e-06	8.1e-06	0	0.092	0	0.018	0.018	2	0.19
47	0.0014	0.25	0.17	0.17	0.17	0.0014	0	0	0.069	0	0.083	0.083	1	0.26
48	0.00025	0.16	0.2	0.2	0.2	0.00025	0	0	0.079	0	0.088	0.088	2	0.19
49	0	0.029	0.29	0.29	0.29	0	6.8e-06	0	0.12	0	0.00013	0.00013	2	0.19
50	0	0.00065	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
51	0.0029	0.39	0.099	0.099	0.099	0.0029	0	0	0.04	0	0.13	0.13	1	0.26
52	0	0.006	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
53	0.0012	0.24	0.19	0.19	0.19	0.0012	0	0	0.077	0	0.055	0.055	1	0.26
54	0	0	0	0	0	0	0.00012	1	0	0	0	0	7	0
55	0	0.036	0.28	0.28	0.28	0	7.2e-06	0	0.11	0	0.00033	0.00033	2	0.19
56	0	0.2	0.23	0.23	0.23	0	0	0	0.093	0	0.0082	0.0082	2	0.19
57	0.00014	0.087	0.25	0.25	0.25	0.00014	0	0	0.1	0	0.029	0.029	2	0.19
58	0.0014	0.38	0.12	0.12	0.12	0.0014	0	0	0.05	0	0.098	0.098	1	0.26
59	0.00065	0.25	0.2	0.2	0.2	0.00065	0	0	0.081	0	0.034	0.034	1	0.26
60	0.00048	0.2	0.22	0.22	0.22	0.00048	0	0	0.087	0	0.029	0.029	2	0.19
61	0.00052	0.19	0.21	0.21	0.21	0.00052	0	0	0.086	0	0.042	0.042	2	0.19
62	0.0021	0.39	0.032	0.032	0.032	0.0021	0	0	0.013	0	0.25	0.25	1	0.26
63	0.00052	0.17	0.21	0.21	0.21	0.00052	0	0	0.086	0	0.051	0.051	2	0.19
64	0.00058	0.2	0.21	0.21	0.21	0.00058	0	0	0.083	0	0.05	0.05	2	0.19
65	0	0.025	0.29	0.29	0.29	0	1.3e-05	0	0.12	0	0.00015	0.00015	2	0.19
66	0.00026	0.12	0.24	0.24	0.24	0.00026	0	0	0.097	0	0.032	0.032	2	0.19
67	0.0015	0.24	0.0014	0.0014	0.0014	0.0015	0	0	0.00055	0	0.38	0.38	10	0.33
68	0.0016	0.54	0.1	0.1	0.1	0.0016	0	0	0.041	0	0.057	0.057	1	0.26
69	4e-06	0.15	0.24	0.24	0.24	4e-06	1.1e-05	0	0.097	0	0.016	0.016	2	0.19
70	5.7e-05	0.2	0.2	0.2	0.2	5.7e-05	0	0	0.08	0	0.061	0.061	1	0.26
71	0.0019	0.61	0.073	0.073	0.073	0.0019	0	0	0.03	0	0.069	0.069	1	0.26
72	0	3e-05	0.29	0.29	0.29	0	7.5e-05	0	0.12	0	0	0	2	0.19
73	0.0025	0.8	0.029	0.029	0.029	0.0025	0	0	0.012	0	0.048	0.048	1	0.26
74	0.00057	0.18	0.21	0.21	0.21	0.00057	0	0	0.084	0	0.057	0.057	2	0.19
75	0.00061	0.25	0.2	0.2	0.2	0.00061	0	0	0.082	0	0.026	0.026	1	0.26
76	0.00047	0.21	0.22	0.22	0.22	0.00047	0	0	0.088	0	0.022	0.022	2	0.19
77	3.5e-06	0.0066	0.26	0.26	0.26	3.5e-06	0	0	0.1	0	0.056	0.056	2	0.19
78	0.00016	0.11	0.23	0.23	0.23	0.00016	0	0	0.095	0	0.046	0.046	2	0.19
79	0.0004	0.19	0.21	0.21	0.21	0.0004	0	0	0.085	0	0.048	0.048	2	0.19
80	0.0021	0.45	0.0096	0.0096	0.0096	0.0021	0	0	0.0039	0	0.26	0.26	1	0.26
81	0.00098	0.42	0.16	0.16	0.16	0.00098	0	0	0.064	0	0.015	0.015	1	0.26
82	0.00031	0.12	0.24	0.24	0.24	0.00031	0.00013	0	0.098	0	0.024	0.024	2	0.19
83	0.00053	0.27	0.21	0.21	0.21	0.00053	0	0	0.085	0	0.0084	0.0084	1	0.26
84	0	0.36	0.18	0.18	0.18	0	0	0	0.071	0	0.021	0.021	1	0.26
85	0.0003	0.19	0.21	0.21	0.21	0.0003	4e-06	0	0.084	0	0.048	0.048	2	0.19
86	4.4e-05	0.007	0.25	0.25	0.25	4.4e-05	0	0	0.1	0	0.066	0.066	2	0.19
87	0.0017	0.37	0.1	0.1	0.1	0.0017	0	0	0.041	0	0.14	0.14	1	0.26
88	0.002	0.41	0.033	0.033	0.033	0.002	0	0	0.013	0	0.24	0.24	1	0.26
89	0.0021	0.59	0.044	0.044	0.044	0.0021	0	0	0.018	0	0.13	0.13	1	0.26
90	0.00067	0.23	0.2	0.2	0.2	0.00067	0	0	0.079	0	0.051	0.051	1	0.26
91	0.0024	0.76	0.039	0.039	0.039	0.0024	0	0	0.016	0	0.051	0.051	1	0.26
92	0.00098	0.35	0.16	0.16	0.16	0.00098	0	0	0.065	0	0.05	0.05	1	0.26
93	6.9e-06	0.0045	0.27	0.27	0.27	6.9e-06	0	0	0.11	0	0.035	0.035	2	0.19
94	0.00048	0.14	0.22	0.22	0.22	0.00048	0	0	0.087	0	0.059	0.059	2	0.19
95	0	0.037	0.28	0.28	0.28	0	0.004	0	0.11	0	0.0011	0.0011	2	0.19
96	0	0.03	0.29	0.29	0.29	0	0	0	0.11	0	7.9e-06	7.9e-06	2	0.19
97	5.5e-05	0.11	0.19	0.19	0.19	5.5e-05	0	0	0.077	0	0.12	0.12	2	0.19
98	0	0.15	0.24	0.24	0.24	0	1e-05	0	0.099	0	0.0093	0.0093	2	0.19
99	9.6e-05	0.046	0.27	0.27	0.27	9.6e-05	0	0	0.11	0	0.017	0.017	2	0.19
100	0	0.47	0.13	0.13	0.13	0	0	0	0.051	0	0.047	0.047	1	0.26
101	0	0.18	0.24	0.24	0.24	0	0	0	0.096	0	0.0057	0.0057	2	0.19
102	0	0.013	0.29	0.29	0.29	0	0	0	0.12	0	1.2e-05	1.2e-05	2	0.19
103	0	0.086	0.27	0.27	0.27	0	0	0	0.11	0	0.0013	0.0013	2	0.19
104	0	0.0091	0.29	0.29	0.29	0	1.3e-05	0	0.12	0	9.4e-06	9.4e-06	2	0.19
105	0	0.00074	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
106	0	0.093	0.27	0.27	0.27	0	0	0	0.11	0	0.00011	0.00011	2	0.19
107	0	0.0013	0.28	0.28	0.28	0	0.062	0	0.11	0	0	0	2	0.19
108	0	0.011	0.29	0.29	0.29	0	0.00033	0	0.12	0	3.5e-05	3.5e-05	2	0.19
109	0.00049	0.13	0.22	0.22	0.22	0.00049	0	0	0.09	0	0.056	0.056	2	0.19
110	7.3e-05	0.034	0.26	0.26	0.26	7.3e-05	0	0	0.11	0	0.037	0.037	2	0.19
111	0	0.089	0.27	0.27	0.27	0	2.2e-06	0	0.11	0	0.0017	0.0017	2	0.19
112	0.0026	0.44	0.12	0.12	0.12	0.0026	0	0	0.05	0	0.064	0.064	1	0.26
113	0	0.00097	0.29	0.29	0.29	0	4.2e-05	0	0.12	0	0	0	2	0.19
114	0	0.039	0.28	0.28	0.28	0	0.0013	0	0.11	0	0.00093	0.00093	2	0.19
115	0	0.011	0.29	0.29	0.29	0	0.0022	0	0.12	0	4.6e-05	4.6e-05	2	0.19
116	0	0.016	0.29	0.29	0.29	0	0	0	0.12	0	2.8e-06	2.8e-06	2	0.19
117	0.0014	0.3	0.19	0.19	0.19	0.0014	0	0	0.077	0	0.024	0.024	1	0.26
118	0	0.087	0.27	0.27	0.27	0	0	0	0.11	0	0.00015	0.00015	2	0.19
119	0	0.039	0.28	0.28	0.28	0	0.00021	0	0.11	0	0.00062	0.00062	2	0.19
120	9e-05	0.064	0.22	0.22	0.22	9e-05	0	0	0.088	0	0.096	0.096	2	0.19
121	0.00062	0.15	0.23	0.23	0.23	0.00062	0	0	0.091	0	0.037	0.037	2	0.19
122	0.0042	0.24	0.0054	0.0054	0.0054	0.0042	0	0	0.0022	0	0.37	0.37	10	0.33
123	0.00098	0.21	0.2	0.2	0.2	0.00098	0	0	0.082	0	0.05	0.05	1	0.26
124	4.9e-05	0.027	0.27	0.27	0.27	4.9e-05	0	0	0.11	0	0.027	0.027	2	0.19
125	0.0025	0.27	0.15	0.15	0.15	0.0025	0	0	0.059	0	0.11	0.11	1	0.26
126	0.0006	0.15	0.22	0.22	0.22	0.0006	0	0	0.087	0	0.057	0.057	2	0.19
127	0.00098	0.22	0.21	0.21	0.21	0.00098	0	0	0.085	0	0.029	0.029	1	0.26
128	0.0012	0.47	0.14	0.14	0.14	0.0012	0	0	0.056	0	0.029	0.029	1	0.26
129	0.00087	0.48	0.15	0.15	0.15	0.00087	0	0	0.061	0	0.0036	0.0036	1	0.26
130	0.00044	0.09	0.22	0.22	0.22	0.00044	0	0	0.087	0	0.086	0.086	2	0.19
131	0.00079	0.24	0.19	0.19	0.19	0.00079	0	0	0.075	0	0.063	0.063	1	0.26
132	0.00025	0.15	0.24	0.24	0.24	0.00025	0	0	0.098	0	0.0074	0.0074	2	0.19
133	0.002	0.48	0.031	0.031	0.031	0.002	0	0	0.012	0	0.21	0.21	1	0.26
134	0.0018	0.57	0.082	0.082	0.082	0.0018	0	0	0.033	0	0.075	0.075	1	0.26
135	3.2e-05	0.024	0.28	0.28	0.28	3.2e-05	1.1e-05	0	0.11	0	0.011	0.011	2	0.19
136	0.00012	0.071	0.26	0.26	0.26	0.00012	0	0	0.1	0	0.022	0.022	2	0.19
137	1.1e-05	0.35	0.11	0.11	0.11	1.1e-05	0	0	0.045	0	0.13	0.13	1	0.26
138	5.2e-05	0.097	0.19	0.19	0.19	5.2e-05	0	0	0.078	0	0.12	0.12	2	0.19
139	0	0.64	0.087	0.087	0.087	0	0	0	0.035	0	0.031	0.031	1	0.26
140	0	0.021	0.29	0.29	0.29	0	0.0047	0	0.12	0	0.00029	0.00029	2	0.19
141	0	0.42	0.046	0.046	0.046	0	0	0	0.018	0	0.21	0.21	1	0.26
142	0	0.65	0.098	0.098	0.098	0	0	0	0.039	0	0.0098	0.0098	1	0.26
143	0	0.01	0.29	0.29	0.29	0	0	0	0.12	0	6.2e-06	6.2e-06	2	0.19
144	0	0.0093	0.29	0.29	0.29	0	0	0	0.12	0	2.2e-06	2.2e-06	2	0.19
145	0	0.17	0.24	0.24	0.24	0	3.7e-06	0	0.096	0	0.011	0.011	2	0.19
146	0	0.45	0.14	0.14	0.14	0	0	0	0.055	0	0.043	0.043	1	0.26
147	0.00076	0.18	0.22	0.22	0.22	0.00076	0	0	0.087	0	0.043	0.043	2	0.19
148	0	0.72	0.017	0.017	0.017	0	0	0	0.007	0	0.11	0.11	1	0.26
149	0	0.5	0.11	0.11	0.11	0	0	0	0.044	0	0.066	0.066	1	0.26
150	0	0.24	0.21	0.21	0.21	0	0	0	0.086	0	0.015	0.015	1	0.26
151	0	0.23	0.22	0.22	0.22	0	0	0	0.089	0	0.0087	0.0087	1	0.26
152	0	0.0092	0.29	0.29	0.29	0	0	0	0.12	0	1.1e-06	1.1e-06	2	0.19
153	7.9e-06	0.011	0.27	0.27	0.27	7.9e-06	0	0	0.11	0	0.042	0.042	2	0.19
154	7.7e-05	0.18	0.22	0.22	0.22	7.7e-05	3.8e-06	0	0.087	0	0.04	0.04	2	0.19
155	0.00092	0.37	0.17	0.17	0.17	0.00092	0	0	0.069	0	0.026	0.026	1	0.26
156	0.00015	0.1	0.26	0.26	0.26	0.00015	0	0	0.1	0	0.0093	0.0093	2	0.19
157	0	0.24	0.22	0.22	0.22	0	0	0	0.089	0	0.0016	0.0016	1	0.26
158	0.00035	0.2	0.21	0.21	0.21	0.00035	0	0	0.083	0	0.051	0.051	2	0.19
159	0.00034	0.17	0.23	0.23	0.23	0.00034	0	0	0.094	0	0.017	0.017	2	0.19
160	0	0.02	0.29	0.29	0.29	0	2.1e-06	0	0.12	0	5.4e-05	5.4e-05	2	0.19
161	0.0013	0.55	0.12	0.12	0.12	0.0013	0	0	0.049	0	0.019	0.019	1	0.26
162	6.2e-05	0.2	0.2	0.2	0.2	6.2e-05	0	0	0.082	0	0.053	0.053	2	0.19
163	0	0	0	0	0	0	6.5e-06	1	0	0	0	0	7	0
164	0.0023	0.35	0.099	0.099	0.099	0.0023	0	0	0.04	0	0.16	0.16	1	0.26
165	0.00026	0.16	0.22	0.22	0.22	0.00026	0	0	0.089	0	0.046	0.046	2	0.19
166	0.0005	0.19	0.21	0.21	0.21	0.0005	0	0	0.085	0	0.044	0.044	2	0.19
167	0.00072	0.3	0.19	0.19	0.19	0.00072	0	0	0.077	0	0.021	0.021	1	0.26
168	0	0.018	0.29	0.29	0.29	0	0.0022	0	0.12	0	0.00022	0.00022	2	0.19
169	0.0011	0.41	0.15	0.15	0.15	0.0011	0	0	0.061	0	0.038	0.038	1	0.26
170	0.0015	0.52	0.11	0.11	0.11	0.0015	0	0	0.043	0	0.058	0.058	1	0.26
171	0	0.11	0.26	0.26	0.26	0	0	0	0.1	0	0.0036	0.0036	2	0.19
172	0.00051	0.21	0.21	0.21	0.21	0.00051	0	0	0.086	0	0.029	0.029	2	0.19
173	0.0019	0.35	0.0083	0.0083	0.0083	0.0019	0	0	0.0034	0	0.31	0.31	1	0.26
174	0	0.12	0.25	0.25	0.25	0	5.1e-06	0	0.1	0	0.0064	0.0064	2	0.19
175	4.3e-05	0.069	0.24	0.24	0.24	4.3e-05	0	0	0.095	0	0.065	0.065	2	0.19
176	0	0.39	0.17	0.17	0.17	0	0	0	0.068	0	0.017	0.017	1	0.26
177	3.5e-05	0.035	0.26	0.26	0.26	3.5e-05	0	0	0.1	0	0.047	0.047	2	0.19
178	9.9e-05	0.068	0.25	0.25	0.25	9.9e-05	0	0	0.1	0	0.037	0.037	2	0.19
179	0.00036	0.17	0.22	0.22	0.22	0.00036	0	0	0.09	0	0.035	0.035	2	0.19
180	0.00014	0.14	0.22	0.22	0.22	0.00014	0	0	0.089	0	0.054	0.054	2	0.19
181	3.2e-05	0.086	0.22	0.22	0.22	3.2e-05	0	0	0.09	0	0.075	0.075	2	0.19
182	0	0.062	0.27	0.27	0.27	0	5e-05	0	0.11	0	0.0019	0.0019	2	0.19
183	0	0.15	0.25	0.25	0.25	0	0	0	0.1	0	0.0047	0.0047	2	0.19
184	0	0.0028	0.29	0.29	0.29	0	0.022	0	0.12	0	4.8e-06	4.8e-06	2	0.19
185	4.6e-06	0.036	0.22	0.22	0.22	4.6e-06	0	0	0.09	0	0.1	0.1	2	0.19
186	0	0.027	0.29	0.29	0.29	0	0.00028	0	0.12	0	0.00035	0.00035	2	0.19
187	9.3e-05	0.015	0.25	0.25	0.25	9.3e-05	0	0	0.099	0	0.073	0.073	2	0.19
188	0.00036	0.15	0.23	0.23	0.23	0.00036	0	0	0.093	0	0.032	0.032	2	0.19
189	0.00074	0.11	0.26	0.26	0.26	0.00074	0	0	0.1	0	0.011	0.011	2	0.19
190	0.002	0.63	0.066	0.066	0.066	0.002	0	0	0.027	0	0.071	0.071	1	0.26
191	0.0019	0.62	0.069	0.069	0.069	0.0019	0	0	0.028	0	0.073	0.073	1	0.26
192	0.00065	0.28	0.2	0.2	0.2	0.00065	0	0	0.08	0	0.019	0.019	1	0.26
193	0.0038	0.33	0.032	0.032	0.032	0.0038	0	0	0.013	0	0.28	0.28	1	0.26
194	0.00058	0.23	0.21	0.21	0.21	0.00058	0	0	0.083	0	0.033	0.033	1	0.26
195	0	0.19	0.23	0.23	0.23	0	0	0	0.093	0	0.013	0.013	2	0.19
196	0.00016	0.12	0.23	0.23	0.23	0.00016	0	0	0.093	0	0.048	0.048	2	0.19
197	0	0.033	0.28	0.28	0.28	0	0	0	0.11	0	1.5e-05	1.5e-05	2	0.19
198	1.4e-05	0.025	0.25	0.25	0.25	1.4e-05	0	0	0.1	0	0.065	0.065	2	0.19
199	0.00018	0.1	0.25	0.25	0.25	0.00018	0	0	0.1	0	0.025	0.025	2	0.19
200	8.6e-05	0.064	0.27	0.27	0.27	8.6e-05	0	0	0.11	0	0.016	0.016	2	0.19
201	0	1.9e-05	0.29	0.29	0.29	0	4.2e-06	0	0.12	0	0	0	2	0.19
202	6e-05	0.13	0.22	0.22	0.22	6e-05	0	0	0.087	0	0.068	0.068	2	0.19
203	0.0018	0.39	0.085	0.085	0.085	0.0018	0	0	0.034	0	0.16	0.16	1	0.26
204	0	0.028	0.29	0.29	0.29	0	0	0	0.12	0	2.9e-05	2.9e-05	2	0.19
205	0	0.0021	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
206	0.00062	0.16	0.21	0.21	0.21	0.00062	0	0	0.085	0	0.061	0.061	2	0.19
207	0	0.0089	0.29	0.29	0.29	0	0.004	0	0.12	0	3.6e-05	3.6e-05	2	0.19
208	0	0.049	0.28	0.28	0.28	0	0	0	0.11	0	0.00013	0.00013	2	0.19
209	0	0.011	0.29	0.29	0.29	0	0	0	0.12	0	5.3e-06	5.3e-06	2	0.19
210	0.00087	0.25	0.22	0.22	0.22	0.00087	0	0	0.087	0	0.0072	0.0072	1	0.26
211	0	0.012	0.29	0.29	0.29	0	0	0	0.12	0	4e-06	4e-06	2	0.19
212	0	0.48	0.14	0.14	0.14	0	0	0	0.058	0	0.014	0.014	1	0.26
213	2.9e-05	0.018	0.24	0.24	0.24	2.9e-05	0	0	0.098	0	0.077	0.077	2	0.19
214	4.8e-05	0.29	0.15	0.15	0.15	4.8e-05	0	0	0.059	0	0.11	0.11	1	0.26
215	0	0.0062	0.29	0.29	0.29	0	4.7e-05	0	0.12	0	5.2e-06	5.2e-06	2	0.19
216	0.0013	0.24	0.18	0.18	0.18	0.0013	0	0	0.072	0	0.074	0.074	1	0.26
217	6.3e-06	0.46	0.11	0.11	0.11	6.3e-06	0	0	0.044	0	0.087	0.087	1	0.26
218	0.001	0.3	0.14	0.14	0.14	0.001	0	0	0.057	0	0.11	0.11	1	0.26
219	0.00088	0.34	0.025	0.025	0.025	0.00088	0	0	0.01	0	0.29	0.29	1	0.26
220	6.4e-06	0.0068	0.28	0.28	0.28	6.4e-06	1.8e-05	0	0.11	0	0.019	0.019	2	0.19
221	0.0028	0.025	0.0018	0.0018	0.0018	0.0028	0	0	0.00072	0	0.48	0.48	10	0.33
222	0.00084	0.24	0.19	0.19	0.19	0.00084	0	0	0.075	0	0.066	0.066	1	0.26
223	0.0022	0.55	0.02	0.02	0.02	0.0022	0	0	0.0079	0	0.19	0.19	1	0.26
224	0.00049	0.17	0.22	0.22	0.22	0.00049	2.4e-05	0	0.089	0	0.039	0.039	2	0.19
225	0.00073	0.27	0.19	0.19	0.19	0.00073	0	0	0.076	0	0.043	0.043	1	0.26
226	0.00062	0.26	0.2	0.2	0.2	0.00062	0	0	0.082	0	0.021	0.021	1	0.26
227	0.00066	0.19	0.2	0.2	0.2	0.00066	0	0	0.08	0	0.067	0.067	2	0.19
228	0.00032	0.23	0.23	0.23	0.23	0.00032	0	0	0.091	0	0.0013	0.0013	1	0.26
229	9.5e-06	0.012	0.26	0.26	0.26	9.5e-06	0.00082	0	0.11	0	0.046	0.046	2	0.19
230	0	0.0038	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
231	0.0011	0.34	0.15	0.15	0.15	0.0011	0	0	0.059	0	0.076	0.076	1	0.26
232	0.00063	0.23	0.19	0.19	0.19	0.00063	0	0	0.078	0	0.054	0.054	1	0.26
233	0	0.051	0.28	0.28	0.28	0	0	0	0.11	0	0.0003	0.0003	2	0.19
234	0.00088	0.35	0.17	0.17	0.17	0.00088	0	0	0.07	0	0.027	0.027	1	0.26
235	0.0018	0.32	0.13	0.13	0.13	0.0018	0	0	0.052	0	0.12	0.12	1	0.26
236	0	0.0024	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
237	0	0.0064	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
238	1.3e-05	0.068	0.22	0.22	0.22	1.3e-05	0	0	0.089	0	0.091	0.091	2	0.19
239	0	0.0027	0.25	0.25	0.25	0	0	0	0.1	0	0.071	0.071	2	0.19
240	0.00039	0.19	0.23	0.23	0.23	0.00039	0	0	0.092	0	0.014	0.014	2	0.19
241	0	0.0014	0.29	0.29	0.29	0	0	0	0.12	0	0	0	2	0.19
242	0	0.23	0.22	0.22	0.22	0	0	0	0.087	0	0.019	0.019	1	0.26
243	0.0025	0.71	0.035	0.035	0.035	0.0025	0	0	0.014	0	0.082	0.082	1	0.26
244	0.00041	0.18	0.21	0.21	0.21	0.00041	0	0	0.087	0	0.044	0.044	2	0.19
245	0.0011	0.34	0.16	0.16	0.16	0.0011	0	0	0.063	0	0.062	0.062	1	0.26
246	0.00034	0.17	0.23	0.23	0.23	0.00034	0	0	0.094	0	0.017	0.017	2	0.19
247	0.00015	0.17	0.22	0.22	0.22	0.00015	1.1e-05	0	0.089	0	0.039	0.039	2	0.19
248	1.2e-05	0.29	0.16	0.16	0.16	1.2e-05	0	0	0.066	0	0.074	0.074	1	0.26
249	0	0.68	0.075	0.075	0.075	0	0	0	0.03	0	0.034	0.034	1	0.26
