SNV	cluster0	cluster1	cluster2	cluster	dcf0
97	0.8	0.2	0	0	0.19
98	0.79	0.21	0	0	0.19
99	0.93	0.071	0	0	0.19
100	0.38	0.62	0	1	0.26
101	0.75	0.25	0	0	0.19
102	0.98	0.02	0	0	0.19
103	0.87	0.13	0	0	0.19
104	0.99	0.014	0	0	0.19
105	1	0.0011	0	0	0.19
106	0.86	0.14	0	0	0.19
107	1	0.0021	0	0	0.19
108	0.98	0.017	0	0	0.19
109	0.79	0.21	0	0	0.19
110	0.95	0.055	0	0	0.19
111	0.87	0.13	0	0	0.19
112	0.38	0.62	0	1	0.26
113	1	0.0015	0	0	0.19
114	0.94	0.058	0	0	0.19
115	0.98	0.016	0	0	0.19
116	0.98	0.024	0	0	0.19
117	0.59	0.41	0	0	0.19
118	0.87	0.13	0	0	0.19
119	0.94	0.058	0	0	0.19
120	0.88	0.12	0	0	0.19
121	0.77	0.23	0	0	0.19
122	0.048	0.95	0	1	0.26
123	0.69	0.31	0	0	0.19
124	0.96	0.042	0	0	0.19
125	0.55	0.45	0	0	0.19
126	0.76	0.24	0	0	0.19
127	0.68	0.32	0	0	0.19
128	0.4	0.6	0	1	0.26
129	0.42	0.58	0	1	0.26
130	0.84	0.16	0	0	0.19
131	0.64	0.36	0	0	0.19
132	0.78	0.22	0	0	0.19
133	0.12	0.88	0	1	0.26
134	0.24	0.76	0	1	0.26
135	0.96	0.036	0	0	0.19
136	0.89	0.11	0	0	0.19
137	0.42	0.58	0	1	0.26
138	0.82	0.18	0	0	0.19
139	0.23	0.77	0	1	0.26
140	0.97	0.032	0	0	0.19
141	0.2	0.8	0	1	0.26
142	0.25	0.75	0	1	0.26
143	0.98	0.016	0	0	0.19
144	0.99	0.014	0	0	0.19
145	0.76	0.24	0	0	0.19
146	0.4	0.6	0	1	0.26
147	0.73	0.27	0	0	0.19
148	0.051	0.95	0	1	0.26
149	0.33	0.67	0	1	0.26
150	0.66	0.34	0	0	0.19
151	0.68	0.32	0	0	0.19
152	0.99	0.014	0	0	0.19
153	0.98	0.018	0	0	0.19
154	0.73	0.27	0	0	0.19
155	0.51	0.49	0	0	0.19
156	0.85	0.15	0	0	0.19
157	0.67	0.33	0	0	0.19
158	0.7	0.3	0	0	0.19
159	0.75	0.25	0	0	0.19
160	0.97	0.03	0	0	0.19
161	0.33	0.67	0	1	0.26
162	0.69	0.31	0	0	0.19
163	0	0	1	2	0
164	0.39	0.61	0	1	0.26
165	0.76	0.24	0	0	0.19
166	0.71	0.29	0	0	0.19
167	0.59	0.41	0	0	0.19
168	0.97	0.027	0	0	0.19
169	0.45	0.55	0	1	0.26
170	0.31	0.69	0	1	0.26
171	0.84	0.16	0	0	0.19
172	0.69	0.31	0	0	0.19
173	0.051	0.95	0	1	0.26
174	0.82	0.18	0	0	0.19
175	0.88	0.12	0	0	0.19
176	0.49	0.51	0	1	0.26
177	0.94	0.057	0	0	0.19
178	0.89	0.11	0	0	0.19
179	0.75	0.25	0	0	0.19
180	0.78	0.22	0	0	0.19
181	0.85	0.15	0	0	0.19
182	0.91	0.091	0	0	0.19
183	0.79	0.21	0	0	0.19
184	1	0.0044	0	0	0.19
185	0.93	0.068	0	0	0.19
186	0.96	0.04	0	0	0.19
187	0.97	0.026	0	0	0.19
188	0.77	0.23	0	0	0.19
189	0.84	0.16	0	0	0.19
190	0.19	0.81	0	1	0.26
191	0.2	0.8	0	1	0.26
192	0.61	0.39	0	0	0.19
193	0.18	0.82	0	1	0.26
194	0.67	0.33	0	0	0.19
195	0.73	0.27	0	0	0.19
196	0.81	0.19	0	0	0.19
197	0.95	0.05	0	0	0.19
198	0.96	0.043	0	0	0.19
199	0.84	0.16	0	0	0.19
200	0.9	0.097	0	0	0.19
201	1	2.9e-05	0	0	0.19
202	0.79	0.21	0	0	0.19
203	0.33	0.67	0	1	0.26
204	0.96	0.042	0	0	0.19
205	1	0.0032	0	0	0.19
206	0.75	0.25	0	0	0.19
207	0.99	0.014	0	0	0.19
208	0.93	0.073	0	0	0.19
209	0.98	0.016	0	0	0.19
210	0.66	0.34	0	0	0.19
211	0.98	0.018	0	0	0.19
212	0.4	0.6	0	1	0.26
213	0.97	0.032	0	0	0.19
214	0.53	0.47	0	0	0.19
215	0.99	0.0095	0	0	0.19
216	0.63	0.37	0	0	0.19
217	0.35	0.65	0	1	0.26
218	0.51	0.49	0	0	0.19
219	0.14	0.86	0	1	0.26
220	0.99	0.011	0	0	0.19
221	0.14	0.86	0	1	0.26
222	0.64	0.36	0	0	0.19
223	0.073	0.93	0	1	0.26
224	0.74	0.26	0	0	0.19
225	0.61	0.39	0	0	0.19
226	0.63	0.37	0	0	0.19
227	0.7	0.3	0	0	0.19
228	0.69	0.31	0	0	0.19
229	0.98	0.02	0	0	0.19
230	0.99	0.0057	0	0	0.19
231	0.49	0.51	0	1	0.26
232	0.65	0.35	0	0	0.19
233	0.92	0.076	0	0	0.19
234	0.53	0.47	0	0	0.19
235	0.47	0.53	0	1	0.26
236	1	0.0037	0	0	0.19
237	0.99	0.0097	0	0	0.19
238	0.88	0.12	0	0	0.19
239	1	0.0048	0	0	0.19
240	0.73	0.27	0	0	0.19
241	1	0.0021	0	0	0.19
242	0.68	0.32	0	0	0.19
243	0.1	0.9	0	1	0.26
244	0.73	0.27	0	0	0.19
245	0.51	0.49	0	0	0.19
246	0.76	0.24	0	0	0.19
247	0.74	0.26	0	0	0.19
248	0.56	0.44	0	0	0.19
249	0.2	0.8	0	1	0.26
