SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
27	0.057	5.4e-06	0.16	0.13	0.092	0	0.13	0.13	0.16	0.13	5.4e-06	0	0	5.4e-06	2	0.26
28	0.012	0.0029	0.24	0.028	0.4	0	0.028	0.028	0.24	0.028	0.0029	0	0	0.0029	4	0.33
29	0.053	7.3e-06	0.17	0.12	0.11	0	0.12	0.12	0.17	0.12	7.3e-06	0	0	7.3e-06	2	0.26
30	0.076	0.00019	0.043	0.18	0.13	0	0.18	0.18	0.043	0.18	0.00019	0	0	0.00019	3	0.19
31	0.033	0.0024	0.3	0.076	0.057	0	0.076	0.076	0.3	0.076	0.0024	0	0	0.0024	2	0.26
32	0.091	0	0.027	0.21	6.1e-05	0	0.21	0.21	0.027	0.21	0	0	0	0	3	0.19
33	0.077	0.00032	0.057	0.18	0.081	0	0.18	0.18	0.057	0.18	0.00032	0	0	0.00032	3	0.19
34	0.095	0	0.0077	0.22	2.4e-05	0	0.22	0.22	0.0077	0.22	0	0	0	0	3	0.19
35	0.06	0	0.18	0.14	0.011	0	0.14	0.14	0.18	0.14	0	0	0	0	2	0.26
36	0.075	0	0.11	0.18	0.0012	0	0.18	0.18	0.11	0.18	0	0	0	0	3	0.19
37	0.091	0	0.028	0.21	0.0044	0.001	0.21	0.21	0.028	0.21	0	0	0	0	3	0.19
38	0.094	0	0.013	0.22	4.4e-05	0	0.22	0.22	0.013	0.22	0	0	0	0	3	0.19
39	0.096	0	0.0027	0.22	5.2e-06	9.6e-06	0.22	0.22	0.0027	0.22	0	0	0	0	3	0.19
40	0.096	0	0.0027	0.22	2.6e-06	0	0.22	0.22	0.0027	0.22	0	0	0	0	3	0.19
41	0.095	0	0.0064	0.22	1.2e-05	0	0.22	0.22	0.0064	0.22	0	0	0	0	3	0.19
42	0.069	0.00079	0.13	0.16	0.028	0	0.16	0.16	0.13	0.16	0.00079	0	0	0.00079	3	0.19
43	0.057	0.0013	0.16	0.13	0.073	0	0.13	0.13	0.16	0.13	0.0013	0	0	0.0013	2	0.26
44	0.047	0.0017	0.19	0.11	0.13	0	0.11	0.11	0.19	0.11	0.0017	0	0	0.0017	2	0.26
45	0.055	0.0013	0.16	0.13	0.1	0	0.13	0.13	0.16	0.13	0.0013	0	0	0.0013	2	0.26
46	0.075	2.4e-06	0.093	0.18	0.035	8.1e-06	0.18	0.18	0.093	0.18	2.4e-06	0	0	2.4e-06	3	0.19
47	0.056	0.0011	0.12	0.13	0.17	0	0.13	0.13	0.12	0.13	0.0011	0	0	0.0011	4	0.33
48	0.064	0.00019	0.08	0.15	0.18	0	0.15	0.15	0.08	0.15	0.00019	0	0	0.00019	4	0.33
49	0.094	0	0.014	0.22	0.00026	6.8e-06	0.22	0.22	0.014	0.22	0	0	0	0	3	0.19
50	0.096	0	0.00033	0.23	0	0	0.23	0.23	0.00033	0.23	0	0	0	0	3	0.19
51	0.033	0.0022	0.19	0.076	0.27	0	0.076	0.076	0.19	0.076	0.0022	0	0	0.0022	4	0.33
52	0.096	0	0.003	0.22	0	0	0.22	0.22	0.003	0.22	0	0	0	0	3	0.19
53	0.063	0.00092	0.12	0.15	0.11	0	0.15	0.15	0.12	0.15	0.00092	0	0	0.00092	3	0.19
54	0	0	0	0	0	0.00012	0	0	0	0	0	0	1	0	12	0
55	0.093	0	0.018	0.22	0.00065	7.2e-06	0.22	0.22	0.018	0.22	0	0	0	0	3	0.19
56	0.076	0	0.098	0.18	0.016	0	0.18	0.18	0.098	0.18	0	0	0	0	3	0.19
57	0.082	0.00011	0.043	0.19	0.057	0	0.19	0.19	0.043	0.19	0.00011	0	0	0.00011	3	0.19
58	0.041	0.0011	0.19	0.096	0.19	0	0.096	0.096	0.19	0.096	0.0011	0	0	0.0011	4	0.33
59	0.066	0.0005	0.12	0.15	0.069	0	0.15	0.15	0.12	0.15	0.0005	0	0	0.0005	3	0.19
60	0.071	0.00037	0.1	0.17	0.057	0	0.17	0.17	0.1	0.17	0.00037	0	0	0.00037	3	0.19
61	0.07	0.0004	0.097	0.16	0.083	0	0.16	0.16	0.097	0.16	0.0004	0	0	0.0004	3	0.19
62	0.011	0.0016	0.2	0.025	0.49	0	0.025	0.025	0.2	0.025	0.0016	0	0	0.0016	4	0.33
63	0.07	0.0004	0.087	0.16	0.1	0	0.16	0.16	0.087	0.16	0.0004	0	0	0.0004	3	0.19
64	0.068	0.00044	0.099	0.16	0.1	0	0.16	0.16	0.099	0.16	0.00044	0	0	0.00044	3	0.19
65	0.094	0	0.013	0.22	0.0003	1.3e-05	0.22	0.22	0.013	0.22	0	0	0	0	3	0.19
66	0.079	0.0002	0.058	0.19	0.064	0	0.19	0.19	0.058	0.19	0.0002	0	0	0.0002	3	0.19
67	0.00045	0.0012	0.12	0.001	0.75	0	0.001	0.001	0.12	0.001	0.0012	0	0	0.0012	4	0.33
68	0.033	0.0012	0.27	0.077	0.11	0	0.077	0.077	0.27	0.077	0.0012	0	0	0.0012	2	0.26
69	0.079	3e-06	0.076	0.18	0.032	1.1e-05	0.18	0.18	0.076	0.18	3e-06	0	0	3e-06	3	0.19
70	0.065	4.4e-05	0.1	0.15	0.12	0	0.15	0.15	0.1	0.15	4.4e-05	0	0	4.4e-05	3	0.19
71	0.024	0.0015	0.3	0.056	0.14	0	0.056	0.056	0.3	0.056	0.0015	0	0	0.0015	2	0.26
72	0.096	0	1.5e-05	0.23	0	7.5e-05	0.23	0.23	1.5e-05	0.23	0	0	0	0	3	0.19
73	0.0095	0.0019	0.4	0.022	0.095	0	0.022	0.022	0.4	0.022	0.0019	0	0	0.0019	2	0.26
74	0.068	0.00044	0.088	0.16	0.11	0	0.16	0.16	0.088	0.16	0.00044	0	0	0.00044	3	0.19
75	0.067	0.00046	0.13	0.16	0.052	0	0.16	0.16	0.13	0.16	0.00046	0	0	0.00046	3	0.19
76	0.072	0.00036	0.11	0.17	0.044	0	0.17	0.17	0.11	0.17	0.00036	0	0	0.00036	3	0.19
77	0.085	2.7e-06	0.0033	0.2	0.11	0	0.2	0.2	0.0033	0.2	2.7e-06	0	0	2.7e-06	3	0.19
78	0.077	0.00012	0.055	0.18	0.092	0	0.18	0.18	0.055	0.18	0.00012	0	0	0.00012	3	0.19
79	0.069	0.00031	0.094	0.16	0.095	0	0.16	0.16	0.094	0.16	0.00031	0	0	0.00031	3	0.19
80	0.0031	0.0016	0.23	0.0074	0.51	0	0.0074	0.0074	0.23	0.0074	0.0016	0	0	0.0016	4	0.33
81	0.052	0.00075	0.21	0.12	0.03	0	0.12	0.12	0.21	0.12	0.00075	0	0	0.00075	2	0.26
82	0.08	0.00024	0.06	0.19	0.048	0.00013	0.19	0.19	0.06	0.19	0.00024	0	0	0.00024	3	0.19
83	0.069	0.00041	0.13	0.16	0.017	0	0.16	0.16	0.13	0.16	0.00041	0	0	0.00041	3	0.19
84	0.058	0	0.18	0.14	0.042	0	0.14	0.14	0.18	0.14	0	0	0	0	2	0.26
85	0.069	0.00023	0.096	0.16	0.096	4e-06	0.16	0.16	0.096	0.16	0.00023	0	0	0.00023	3	0.19
86	0.083	3.3e-05	0.0035	0.19	0.13	0	0.19	0.19	0.0035	0.19	3.3e-05	0	0	3.3e-05	3	0.19
87	0.033	0.0013	0.18	0.078	0.28	0	0.078	0.078	0.18	0.078	0.0013	0	0	0.0013	4	0.33
88	0.011	0.0015	0.2	0.025	0.48	0	0.025	0.025	0.2	0.025	0.0015	0	0	0.0015	4	0.33
89	0.014	0.0016	0.29	0.034	0.26	0	0.034	0.034	0.29	0.034	0.0016	0	0	0.0016	2	0.26
90	0.064	0.00052	0.12	0.15	0.1	0	0.15	0.15	0.12	0.15	0.00052	0	0	0.00052	3	0.19
91	0.013	0.0018	0.38	0.03	0.1	0	0.03	0.03	0.38	0.03	0.0018	0	0	0.0018	2	0.26
92	0.053	0.00075	0.17	0.12	0.1	0	0.12	0.12	0.17	0.12	0.00075	0	0	0.00075	2	0.26
93	0.089	5.3e-06	0.0022	0.21	0.071	0	0.21	0.21	0.0022	0.21	5.3e-06	0	0	5.3e-06	3	0.19
94	0.071	0.00037	0.073	0.17	0.12	0	0.17	0.17	0.073	0.17	0.00037	0	0	0.00037	3	0.19
95	0.092	0	0.018	0.22	0.0021	0.004	0.22	0.22	0.018	0.22	0	0	0	0	3	0.19
96	0.094	0	0.015	0.22	1.6e-05	0	0.22	0.22	0.015	0.22	0	0	0	0	3	0.19
97	0.063	4.2e-05	0.054	0.15	0.24	0	0.15	0.15	0.054	0.15	4.2e-05	0	0	4.2e-05	4	0.33
98	0.08	0	0.074	0.19	0.019	1e-05	0.19	0.19	0.074	0.19	0	0	0	0	3	0.19
99	0.089	7.3e-05	0.023	0.21	0.033	0	0.21	0.21	0.023	0.21	7.3e-05	0	0	7.3e-05	3	0.19
100	0.042	0	0.24	0.098	0.095	0	0.098	0.098	0.24	0.098	0	0	0	0	2	0.26
101	0.078	0	0.088	0.18	0.011	0	0.18	0.18	0.088	0.18	0	0	0	0	3	0.19
102	0.095	0	0.0066	0.22	2.5e-05	0	0.22	0.22	0.0066	0.22	0	0	0	0	3	0.19
103	0.088	0	0.043	0.21	0.0026	0	0.21	0.21	0.043	0.21	0	0	0	0	3	0.19
104	0.096	0	0.0045	0.22	1.9e-05	1.3e-05	0.22	0.22	0.0045	0.22	0	0	0	0	3	0.19
105	0.096	0	0.00037	0.23	0	0	0.23	0.23	0.00037	0.23	0	0	0	0	3	0.19
106	0.087	0	0.047	0.2	0.00022	0	0.2	0.2	0.047	0.2	0	0	0	0	3	0.19
107	0.09	0	0.00064	0.21	0	0.062	0.21	0.21	0.00064	0.21	0	0	0	0	3	0.19
108	0.095	0	0.0057	0.22	7e-05	0.00033	0.22	0.22	0.0057	0.22	0	0	0	0	3	0.19
109	0.073	0.00037	0.066	0.17	0.11	0	0.17	0.17	0.066	0.17	0.00037	0	0	0.00037	3	0.19
110	0.086	5.6e-05	0.017	0.2	0.075	0	0.2	0.2	0.017	0.2	5.6e-05	0	0	5.6e-05	3	0.19
111	0.087	0	0.045	0.2	0.0033	2.2e-06	0.2	0.2	0.045	0.2	0	0	0	0	3	0.19
112	0.041	0.002	0.22	0.095	0.13	0	0.095	0.095	0.22	0.095	0.002	0	0	0.002	2	0.26
113	0.096	0	0.00048	0.23	0	4.2e-05	0.23	0.23	0.00048	0.23	0	0	0	0	3	0.19
114	0.092	0	0.019	0.22	0.0019	0.0013	0.22	0.22	0.019	0.22	0	0	0	0	3	0.19
115	0.095	0	0.0053	0.22	9.2e-05	0.0022	0.22	0.22	0.0053	0.22	0	0	0	0	3	0.19
116	0.095	0	0.0079	0.22	5.5e-06	0	0.22	0.22	0.0079	0.22	0	0	0	0	3	0.19
117	0.063	0.0011	0.15	0.15	0.048	0	0.15	0.15	0.15	0.15	0.0011	0	0	0.0011	2	0.26
118	0.088	0	0.044	0.21	0.00029	0	0.21	0.21	0.044	0.21	0	0	0	0	3	0.19
119	0.093	0	0.019	0.22	0.0012	0.00021	0.22	0.22	0.019	0.22	0	0	0	0	3	0.19
120	0.072	6.9e-05	0.032	0.17	0.19	0	0.17	0.17	0.032	0.17	6.9e-05	0	0	6.9e-05	4	0.33
121	0.074	0.00047	0.077	0.17	0.073	0	0.17	0.17	0.077	0.17	0.00047	0	0	0.00047	3	0.19
122	0.0018	0.0032	0.12	0.0041	0.73	0	0.0041	0.0041	0.12	0.0041	0.0032	0	0	0.0032	4	0.33
123	0.067	0.00075	0.1	0.16	0.099	0	0.16	0.16	0.1	0.16	0.00075	0	0	0.00075	3	0.19
124	0.089	3.7e-05	0.013	0.21	0.054	0	0.21	0.21	0.013	0.21	3.7e-05	0	0	3.7e-05	3	0.19
125	0.048	0.0019	0.14	0.11	0.22	0	0.11	0.11	0.14	0.11	0.0019	0	0	0.0019	4	0.33
126	0.071	0.00046	0.076	0.17	0.11	0	0.17	0.17	0.076	0.17	0.00046	0	0	0.00046	3	0.19
127	0.069	0.00075	0.11	0.16	0.057	0	0.16	0.16	0.11	0.16	0.00075	0	0	0.00075	3	0.19
128	0.045	0.00092	0.23	0.11	0.057	0	0.11	0.11	0.23	0.11	0.00092	0	0	0.00092	2	0.26
129	0.05	0.00066	0.24	0.12	0.0071	0	0.12	0.12	0.24	0.12	0.00066	0	0	0.00066	2	0.26
130	0.071	0.00034	0.045	0.17	0.17	0	0.17	0.17	0.045	0.17	0.00034	0	0	0.00034	4	0.33
131	0.061	0.0006	0.12	0.14	0.13	0	0.14	0.14	0.12	0.14	0.0006	0	0	0.0006	3	0.19
132	0.08	0.00019	0.077	0.19	0.015	0	0.19	0.19	0.077	0.19	0.00019	0	0	0.00019	3	0.19
133	0.01	0.0015	0.24	0.023	0.41	0	0.023	0.023	0.24	0.023	0.0015	0	0	0.0015	4	0.33
134	0.027	0.0013	0.28	0.063	0.15	0	0.063	0.063	0.28	0.063	0.0013	0	0	0.0013	2	0.26
135	0.092	2.4e-05	0.012	0.22	0.022	1.1e-05	0.22	0.22	0.012	0.22	2.4e-05	0	0	2.4e-05	3	0.19
136	0.085	8.9e-05	0.036	0.2	0.043	0	0.2	0.2	0.036	0.2	8.9e-05	0	0	8.9e-05	3	0.19
137	0.037	8.6e-06	0.18	0.087	0.27	0	0.087	0.087	0.18	0.087	8.6e-06	0	0	8.6e-06	4	0.33
138	0.064	4e-05	0.049	0.15	0.24	0	0.15	0.15	0.049	0.15	4e-05	0	0	4e-05	4	0.33
139	0.028	0	0.32	0.067	0.062	0	0.067	0.067	0.32	0.067	0	0	0	0	2	0.26
140	0.094	0	0.01	0.22	0.00057	0.0047	0.22	0.22	0.01	0.22	0	0	0	0	3	0.19
141	0.015	0	0.21	0.035	0.43	0	0.035	0.035	0.21	0.035	0	0	0	0	4	0.33
142	0.032	0	0.32	0.075	0.02	0	0.075	0.075	0.32	0.075	0	0	0	0	2	0.26
143	0.095	0	0.0051	0.22	1.2e-05	0	0.22	0.22	0.0051	0.22	0	0	0	0	3	0.19
144	0.096	0	0.0047	0.22	4.3e-06	0	0.22	0.22	0.0047	0.22	0	0	0	0	3	0.19
145	0.078	0	0.085	0.18	0.021	3.7e-06	0.18	0.18	0.085	0.18	0	0	0	0	3	0.19
146	0.045	0	0.23	0.1	0.086	0	0.1	0.1	0.23	0.1	0	0	0	0	2	0.26
147	0.071	0.00058	0.088	0.17	0.085	0	0.17	0.17	0.088	0.17	0.00058	0	0	0.00058	3	0.19
148	0.0057	0	0.36	0.013	0.22	0	0.013	0.013	0.36	0.013	0	0	0	0	2	0.26
149	0.036	0	0.25	0.084	0.13	0	0.084	0.084	0.25	0.084	0	0	0	0	2	0.26
150	0.07	0	0.12	0.16	0.031	0	0.16	0.16	0.12	0.16	0	0	0	0	3	0.19
151	0.072	0	0.12	0.17	0.017	0	0.17	0.17	0.12	0.17	0	0	0	0	3	0.19
152	0.096	0	0.0046	0.22	2.2e-06	0	0.22	0.22	0.0046	0.22	0	0	0	0	3	0.19
153	0.087	6e-06	0.0054	0.2	0.084	0	0.2	0.2	0.0054	0.2	6e-06	0	0	6e-06	3	0.19
154	0.071	5.9e-05	0.091	0.17	0.079	3.8e-06	0.17	0.17	0.091	0.17	5.9e-05	0	0	5.9e-05	3	0.19
155	0.056	0.0007	0.18	0.13	0.052	0	0.13	0.13	0.18	0.13	0.0007	0	0	0.0007	2	0.26
156	0.085	0.00011	0.05	0.2	0.019	0	0.2	0.2	0.05	0.2	0.00011	0	0	0.00011	3	0.19
157	0.072	0	0.12	0.17	0.0032	0	0.17	0.17	0.12	0.17	0	0	0	0	3	0.19
158	0.068	0.00027	0.098	0.16	0.1	0	0.16	0.16	0.098	0.16	0.00027	0	0	0.00027	3	0.19
159	0.077	0.00026	0.085	0.18	0.035	0	0.18	0.18	0.085	0.18	0.00026	0	0	0.00026	3	0.19
160	0.095	0	0.0098	0.22	0.00011	2.1e-06	0.22	0.22	0.0098	0.22	0	0	0	0	3	0.19
161	0.04	0.001	0.27	0.093	0.037	0	0.093	0.093	0.27	0.093	0.001	0	0	0.001	2	0.26
162	0.067	4.7e-05	0.1	0.16	0.1	0	0.16	0.16	0.1	0.16	4.7e-05	0	0	4.7e-05	3	0.19
163	0	0	0	0	0	6.5e-06	0	0	0	0	0	0	1	0	12	0
164	0.033	0.0017	0.17	0.076	0.31	0	0.076	0.076	0.17	0.076	0.0017	0	0	0.0017	4	0.33
165	0.072	0.0002	0.078	0.17	0.091	0	0.17	0.17	0.078	0.17	0.0002	0	0	0.0002	3	0.19
166	0.069	0.00038	0.098	0.16	0.087	0	0.16	0.16	0.098	0.16	0.00038	0	0	0.00038	3	0.19
167	0.063	0.00055	0.15	0.15	0.041	0	0.15	0.15	0.15	0.15	0.00055	0	0	0.00055	2	0.26
168	0.094	0	0.0089	0.22	0.00044	0.0022	0.22	0.22	0.0089	0.22	0	0	0	0	3	0.19
169	0.049	0.00084	0.21	0.12	0.076	0	0.12	0.12	0.21	0.12	0.00084	0	0	0.00084	2	0.26
170	0.035	0.0012	0.26	0.081	0.11	0	0.081	0.081	0.26	0.081	0.0012	0	0	0.0012	2	0.26
171	0.085	0	0.055	0.2	0.0071	0	0.2	0.2	0.055	0.2	0	0	0	0	3	0.19
172	0.07	0.00039	0.11	0.16	0.058	0	0.16	0.16	0.11	0.16	0.00039	0	0	0.00039	3	0.19
173	0.0027	0.0014	0.17	0.0064	0.62	0	0.0064	0.0064	0.17	0.0064	0.0014	0	0	0.0014	4	0.33
174	0.083	0	0.061	0.2	0.013	5.1e-06	0.2	0.2	0.061	0.2	0	0	0	0	3	0.19
175	0.077	3.3e-05	0.034	0.18	0.13	0	0.18	0.18	0.034	0.18	3.3e-05	0	0	3.3e-05	3	0.19
176	0.055	0	0.2	0.13	0.034	0	0.13	0.13	0.2	0.13	0	0	0	0	2	0.26
177	0.084	2.7e-05	0.017	0.2	0.093	0	0.2	0.2	0.017	0.2	2.7e-05	0	0	2.7e-05	3	0.19
178	0.083	7.6e-05	0.034	0.19	0.074	0	0.19	0.19	0.034	0.19	7.6e-05	0	0	7.6e-05	3	0.19
179	0.074	0.00027	0.083	0.17	0.07	0	0.17	0.17	0.083	0.17	0.00027	0	0	0.00027	3	0.19
180	0.073	0.0001	0.069	0.17	0.11	0	0.17	0.17	0.069	0.17	0.0001	0	0	0.0001	3	0.19
181	0.074	2.5e-05	0.043	0.17	0.15	0	0.17	0.17	0.043	0.17	2.5e-05	0	0	2.5e-05	3	0.19
182	0.09	0	0.031	0.21	0.0038	5e-05	0.21	0.21	0.031	0.21	0	0	0	0	3	0.19
183	0.081	0	0.075	0.19	0.0094	0	0.19	0.19	0.075	0.19	0	0	0	0	3	0.19
184	0.094	0	0.0014	0.22	9.6e-06	0.022	0.22	0.22	0.0014	0.22	0	0	0	0	3	0.19
185	0.073	3.5e-06	0.018	0.17	0.2	0	0.17	0.17	0.018	0.17	3.5e-06	0	0	3.5e-06	4	0.33
186	0.094	0	0.013	0.22	0.00071	0.00028	0.22	0.22	0.013	0.22	0	0	0	0	3	0.19
187	0.081	7.1e-05	0.0073	0.19	0.14	0	0.19	0.19	0.0073	0.19	7.1e-05	0	0	7.1e-05	3	0.19
188	0.075	0.00028	0.076	0.18	0.064	0	0.18	0.18	0.076	0.18	0.00028	0	0	0.00028	3	0.19
189	0.084	0.00056	0.053	0.2	0.021	0	0.2	0.2	0.053	0.2	0.00056	0	0	0.00056	3	0.19
190	0.022	0.0016	0.31	0.051	0.14	0	0.051	0.051	0.31	0.051	0.0016	0	0	0.0016	2	0.26
191	0.023	0.0015	0.31	0.053	0.15	0	0.053	0.053	0.31	0.053	0.0015	0	0	0.0015	2	0.26
192	0.065	0.0005	0.14	0.15	0.038	0	0.15	0.15	0.14	0.15	0.0005	0	0	0.0005	3	0.19
193	0.01	0.0029	0.17	0.025	0.55	0	0.025	0.025	0.17	0.025	0.0029	0	0	0.0029	4	0.33
194	0.068	0.00045	0.11	0.16	0.066	0	0.16	0.16	0.11	0.16	0.00045	0	0	0.00045	3	0.19
195	0.076	0	0.095	0.18	0.026	0	0.18	0.18	0.095	0.18	0	0	0	0	3	0.19
196	0.076	0.00012	0.059	0.18	0.096	0	0.18	0.18	0.059	0.18	0.00012	0	0	0.00012	3	0.19
197	0.093	0	0.017	0.22	3.1e-05	0	0.22	0.22	0.017	0.22	0	0	0	0	3	0.19
198	0.081	1.1e-05	0.012	0.19	0.13	0	0.19	0.19	0.012	0.19	1.1e-05	0	0	1.1e-05	3	0.19
199	0.082	0.00014	0.051	0.19	0.05	0	0.19	0.19	0.051	0.19	0.00014	0	0	0.00014	3	0.19
200	0.087	6.6e-05	0.032	0.2	0.033	0	0.2	0.2	0.032	0.2	6.6e-05	0	0	6.6e-05	3	0.19
201	0.096	0	9.5e-06	0.23	0	4.2e-06	0.23	0.23	9.5e-06	0.23	0	0	0	0	3	0.19
202	0.071	4.6e-05	0.064	0.17	0.14	0	0.17	0.17	0.064	0.17	4.6e-05	0	0	4.6e-05	3	0.19
203	0.028	0.0014	0.19	0.066	0.32	0	0.066	0.066	0.19	0.066	0.0014	0	0	0.0014	4	0.33
204	0.094	0	0.014	0.22	5.7e-05	0	0.22	0.22	0.014	0.22	0	0	0	0	3	0.19
205	0.096	0	0.001	0.23	0	0	0.23	0.23	0.001	0.23	0	0	0	0	3	0.19
206	0.069	0.00048	0.08	0.16	0.12	0	0.16	0.16	0.08	0.16	0.00048	0	0	0.00048	3	0.19
207	0.095	0	0.0045	0.22	7.1e-05	0.004	0.22	0.22	0.0045	0.22	0	0	0	0	3	0.19
208	0.092	0	0.024	0.21	0.00026	0	0.21	0.21	0.024	0.21	0	0	0	0	3	0.19
209	0.095	0	0.0054	0.22	1.1e-05	0	0.22	0.22	0.0054	0.22	0	0	0	0	3	0.19
210	0.071	0.00067	0.12	0.17	0.014	0	0.17	0.17	0.12	0.17	0.00067	0	0	0.00067	3	0.19
211	0.095	0	0.0058	0.22	8.1e-06	0	0.22	0.22	0.0058	0.22	0	0	0	0	3	0.19
212	0.047	0	0.24	0.11	0.028	0	0.11	0.11	0.24	0.11	0	0	0	0	2	0.26
213	0.08	2.2e-05	0.009	0.19	0.15	0	0.19	0.19	0.009	0.19	2.2e-05	0	0	2.2e-05	3	0.19
214	0.048	3.7e-05	0.14	0.11	0.21	0	0.11	0.11	0.14	0.11	3.7e-05	0	0	3.7e-05	4	0.33
215	0.096	0	0.0031	0.22	1e-05	4.7e-05	0.22	0.22	0.0031	0.22	0	0	0	0	3	0.19
216	0.059	0.00096	0.12	0.14	0.15	0	0.14	0.14	0.12	0.14	0.00096	0	0	0.00096	4	0.33
217	0.036	4.8e-06	0.23	0.083	0.17	0	0.083	0.083	0.23	0.083	4.8e-06	0	0	4.8e-06	2	0.26
218	0.046	0.00078	0.15	0.11	0.22	0	0.11	0.11	0.15	0.11	0.00078	0	0	0.00078	4	0.33
219	0.0082	0.00068	0.17	0.019	0.57	0	0.019	0.019	0.17	0.019	0.00068	0	0	0.00068	4	0.33
220	0.092	4.9e-06	0.0034	0.22	0.039	1.8e-05	0.22	0.22	0.0034	0.22	4.9e-06	0	0	4.9e-06	3	0.19
221	0.00059	0.0022	0.012	0.0014	0.96	0	0.0014	0.0014	0.012	0.0014	0.0022	0	0	0.0022	4	0.33
222	0.061	0.00064	0.12	0.14	0.13	0	0.14	0.14	0.12	0.14	0.00064	0	0	0.00064	3	0.19
223	0.0064	0.0017	0.28	0.015	0.38	0	0.015	0.015	0.28	0.015	0.0017	0	0	0.0017	4	0.33
224	0.072	0.00038	0.085	0.17	0.078	2.4e-05	0.17	0.17	0.085	0.17	0.00038	0	0	0.00038	3	0.19
225	0.062	0.00056	0.13	0.15	0.086	0	0.15	0.15	0.13	0.15	0.00056	0	0	0.00056	3	0.19
226	0.067	0.00047	0.13	0.16	0.042	0	0.16	0.16	0.13	0.16	0.00047	0	0	0.00047	3	0.19
227	0.065	0.0005	0.093	0.15	0.13	0	0.15	0.15	0.093	0.15	0.0005	0	0	0.0005	3	0.19
228	0.074	0.00024	0.11	0.17	0.0026	0	0.17	0.17	0.11	0.17	0.00024	0	0	0.00024	3	0.19
229	0.086	7.3e-06	0.0059	0.2	0.092	0.00082	0.2	0.2	0.0059	0.2	7.3e-06	0	0	7.3e-06	3	0.19
230	0.096	0	0.0019	0.23	1.2e-06	0	0.23	0.23	0.0019	0.23	0	0	0	0	3	0.19
