SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
84	0	0.19	0.027	0.099	0	0.099	0	0.099	0.19	0	0.099	0.00059	0	0.099	0	0.099	1	0.26
85	2.5e-06	0.1	0.062	0.12	0	0.12	0.00011	0.12	0.1	0.00011	0.12	0.032	0	0.12	0	0.12	3	0.19
86	0	0.0038	0.087	0.15	0	0.15	1.7e-05	0.15	0.0038	1.7e-05	0.15	0.026	0	0.15	0	0.15	3	0.19
87	0	0.19	0.18	0.056	0	0.056	0.00062	0.056	0.19	0.00062	0.056	0.11	0	0.056	0	0.056	1	0.26
88	0	0.22	0.32	0.019	0	0.019	0.00075	0.019	0.22	0.00075	0.019	0.13	0	0.019	0	0.019	2	0.33
89	0	0.32	0.18	0.026	0	0.026	0.0008	0.026	0.32	0.0008	0.026	0.031	0	0.026	0	0.026	1	0.26
90	0	0.12	0.065	0.11	0	0.11	0.00025	0.11	0.12	0.00025	0.11	0.047	0	0.11	0	0.11	1	0.26
91	0	0.39	0.065	0.022	0	0.022	0.00088	0.022	0.39	0.00088	0.022	0.014	0	0.022	0	0.022	1	0.26
92	0	0.18	0.063	0.089	0	0.089	0.00036	0.089	0.18	0.00036	0.089	0.046	0	0.089	0	0.089	1	0.26
93	0	0.0023	0.046	0.15	0	0.15	1.7e-06	0.15	0.0023	1.7e-06	0.15	0.029	0	0.15	0	0.15	3	0.19
94	0	0.076	0.076	0.12	0	0.12	0.00018	0.12	0.076	0.00018	0.12	0.033	0	0.12	0	0.12	3	0.19
95	0.0025	0.019	0.0014	0.16	0.0016	0.16	0	0.16	0.019	0	0.16	7.1e-05	0	0.16	0	0.16	3	0.19
96	0	0.016	1e-05	0.16	0	0.16	0	0.16	0.016	0	0.16	0	0	0.16	0	0.16	3	0.19
97	0	0.058	0.16	0.11	0	0.11	2.1e-05	0.11	0.058	2.1e-05	0.11	0.05	0	0.11	0	0.11	2	0.33
98	6.2e-06	0.078	0.012	0.14	4e-06	0.14	0	0.14	0.078	0	0.14	0.00079	0	0.14	0	0.14	3	0.19
99	0	0.022	0.02	0.14	0	0.14	3.3e-05	0.14	0.022	3.3e-05	0.14	0.09	0	0.14	0	0.14	3	0.19
100	0	0.25	0.062	0.073	0	0.073	0	0.073	0.25	0	0.073	0.0025	0	0.073	0	0.073	1	0.26
101	0	0.092	0.0074	0.13	0	0.13	0	0.13	0.092	0	0.13	0.00014	0	0.13	0	0.13	3	0.19
102	0	0.0069	1.6e-05	0.16	0	0.16	0	0.16	0.0069	0	0.16	0	0	0.16	0	0.16	3	0.19
103	0	0.045	0.0017	0.15	0	0.15	0	0.15	0.045	0	0.15	1.5e-05	0	0.15	0	0.15	3	0.19
104	8.2e-06	0.0047	1.2e-05	0.17	5.3e-06	0.17	0	0.17	0.0047	0	0.17	0	0	0.17	0	0.17	3	0.19
105	0	0.00039	0	0.17	0	0.17	0	0.17	0.00039	0	0.17	0	0	0.17	0	0.17	3	0.19
106	0	0.049	0.00014	0.15	0	0.15	0	0.15	0.049	0	0.15	0	0	0.15	0	0.15	3	0.19
107	0.038	0.00067	0	0.16	0.025	0.16	0	0.16	0.00067	0	0.16	0	0	0.16	0	0.16	3	0.19
108	0.00021	0.006	4.6e-05	0.16	0.00013	0.16	0	0.16	0.006	0	0.16	0	0	0.16	0	0.16	3	0.19
109	0	0.066	0.069	0.12	0	0.12	0.00017	0.12	0.066	0.00017	0.12	0.077	0	0.12	0	0.12	3	0.19
110	0	0.017	0.046	0.14	0	0.14	2.6e-05	0.14	0.017	2.6e-05	0.14	0.077	0	0.14	0	0.14	3	0.19
111	0	0.047	0.0022	0.15	0	0.15	0	0.15	0.047	0	0.15	2.7e-05	0	0.15	0	0.15	3	0.19
112	0	0.22	0.079	0.067	0	0.067	0.00092	0.067	0.22	0.00092	0.067	0.078	0	0.067	0	0.067	1	0.26
113	2.6e-05	0.00051	0	0.17	1.7e-05	0.17	0	0.17	0.00051	0	0.17	0	0	0.17	0	0.17	3	0.19
114	0.00079	0.02	0.0012	0.16	0.00051	0.16	0	0.16	0.02	0	0.16	4.2e-05	0	0.16	0	0.16	3	0.19
115	0.0014	0.0056	6e-05	0.16	0.00088	0.16	0	0.16	0.0056	0	0.16	0	0	0.16	0	0.16	3	0.19
116	0	0.0083	3.6e-06	0.16	0	0.16	0	0.16	0.0083	0	0.16	0	0	0.16	0	0.16	3	0.19
117	0	0.14	0.029	0.099	0	0.099	0.00047	0.099	0.14	0.00047	0.099	0.09	0	0.099	0	0.099	1	0.26
118	0	0.046	0.00019	0.15	0	0.15	0	0.15	0.046	0	0.15	0	0	0.15	0	0.15	3	0.19
119	0.00013	0.02	0.0008	0.16	8.6e-05	0.16	0	0.16	0.02	0	0.16	1.4e-05	0	0.16	0	0.16	3	0.19
120	0	0.033	0.12	0.12	0	0.12	3.4e-05	0.12	0.033	3.4e-05	0.12	0.061	0	0.12	0	0.12	2	0.33
121	0	0.075	0.044	0.12	0	0.12	0.00022	0.12	0.075	0.00022	0.12	0.084	0	0.12	0	0.12	3	0.19
122	0	0.11	0.43	0.0027	0	0.0027	0.0014	0.0027	0.11	0.0014	0.0027	0.33	0	0.0027	0	0.0027	2	0.33
123	0	0.1	0.061	0.11	0	0.11	0.00034	0.11	0.1	0.00034	0.11	0.081	0	0.11	0	0.11	3	0.19
124	0	0.013	0.033	0.14	0	0.14	1.7e-05	0.14	0.013	1.7e-05	0.14	0.079	0	0.14	0	0.14	3	0.19
125	0	0.13	0.14	0.078	0	0.078	0.00088	0.078	0.13	0.00088	0.078	0.13	0	0.078	0	0.078	2	0.33
126	0	0.076	0.071	0.12	0	0.12	0.00021	0.12	0.076	0.00021	0.12	0.077	0	0.12	0	0.12	3	0.19
127	0	0.11	0.034	0.11	0	0.11	0.00034	0.11	0.11	0.00034	0.11	0.088	0	0.11	0	0.11	3	0.19
128	0	0.24	0.035	0.075	0	0.075	0.00043	0.075	0.24	0.00043	0.075	0.044	0	0.075	0	0.075	1	0.26
129	0	0.23	0.0043	0.079	0	0.079	0.0003	0.079	0.23	0.0003	0.079	0.056	0	0.079	0	0.079	1	0.26
130	0	0.049	0.11	0.13	0	0.13	0.00017	0.13	0.049	0.00017	0.13	0.026	0	0.13	0	0.13	3	0.19
131	0	0.12	0.082	0.11	0	0.11	0.0003	0.11	0.12	0.0003	0.11	0.027	0	0.11	0	0.11	1	0.26
132	0	0.076	0.0091	0.13	0	0.13	8.9e-05	0.13	0.076	8.9e-05	0.13	0.052	0	0.13	0	0.13	3	0.19
133	0	0.27	0.29	0.018	0	0.018	0.00078	0.018	0.27	0.00078	0.018	0.066	0	0.018	0	0.018	2	0.33
134	0	0.3	0.096	0.046	0	0.046	0.00065	0.046	0.3	0.00065	0.046	0.035	0	0.046	0	0.046	1	0.26
135	7e-06	0.012	0.014	0.16	4.5e-06	0.16	1.2e-05	0.16	0.012	1.2e-05	0.16	0.021	0	0.16	0	0.16	3	0.19
136	0	0.036	0.027	0.14	0	0.14	4.2e-05	0.14	0.036	4.2e-05	0.14	0.043	0	0.14	0	0.14	3	0.19
137	0	0.19	0.18	0.068	0	0.068	4.4e-06	0.068	0.19	4.4e-06	0.068	0.021	0	0.068	0	0.068	1	0.26
138	0	0.053	0.16	0.11	0	0.11	2e-05	0.11	0.053	2e-05	0.11	0.05	0	0.11	0	0.11	2	0.33
139	0	0.33	0.04	0.049	0	0.049	0	0.049	0.33	0	0.049	0.00032	0	0.049	0	0.049	1	0.26
140	0.0029	0.011	0.00037	0.16	0.0019	0.16	0	0.16	0.011	0	0.16	7.7e-06	0	0.16	0	0.16	3	0.19
141	0	0.25	0.32	0.03	0	0.03	0	0.03	0.25	0	0.03	0.0057	0	0.03	0	0.03	2	0.33
142	0	0.33	0.012	0.054	0	0.054	0	0.054	0.33	0	0.054	1.5e-05	0	0.054	0	0.054	1	0.26
143	0	0.0054	8e-06	0.16	0	0.16	0	0.16	0.0054	0	0.16	0	0	0.16	0	0.16	3	0.19
144	0	0.0049	2.8e-06	0.17	0	0.17	0	0.17	0.0049	0	0.17	0	0	0.17	0	0.17	3	0.19
145	2.3e-06	0.088	0.014	0.13	0	0.13	0	0.13	0.088	0	0.13	0.00081	0	0.13	0	0.13	3	0.19
146	0	0.24	0.056	0.078	0	0.078	0	0.078	0.24	0	0.078	0.0022	0	0.078	0	0.078	1	0.26
147	0	0.086	0.052	0.12	0	0.12	0.00027	0.12	0.086	0.00027	0.12	0.082	0	0.12	0	0.12	3	0.19
148	0	0.39	0.15	0.01	0	0.01	0	0.01	0.39	0	0.01	0.0012	0	0.01	0	0.01	1	0.26
149	0	0.27	0.087	0.063	0	0.063	0	0.063	0.27	0	0.063	0.0044	0	0.063	0	0.063	1	0.26
150	0	0.13	0.02	0.12	0	0.12	0	0.12	0.13	0	0.12	0.00084	0	0.12	0	0.12	1	0.26
151	0	0.12	0.011	0.12	0	0.12	0	0.12	0.12	0	0.12	0.00021	0	0.12	0	0.12	3	0.19
152	0	0.0048	1.4e-06	0.17	0	0.17	0	0.17	0.0048	0	0.17	0	0	0.17	0	0.17	3	0.19
153	0	0.0056	0.055	0.15	0	0.15	2.9e-06	0.15	0.0056	2.9e-06	0.15	0.031	0	0.15	0	0.15	3	0.19
154	2.4e-06	0.096	0.052	0.12	0	0.12	2.9e-05	0.12	0.096	2.9e-05	0.12	0.017	0	0.12	0	0.12	3	0.19
155	0	0.18	0.032	0.092	0	0.092	0.00033	0.092	0.18	0.00033	0.092	0.046	0	0.092	0	0.092	1	0.26
156	0	0.05	0.011	0.14	0	0.14	5.2e-05	0.14	0.05	5.2e-05	0.14	0.049	0	0.14	0	0.14	3	0.19
157	0	0.13	0.0021	0.12	0	0.12	0	0.12	0.13	0	0.12	1.8e-06	0	0.12	0	0.12	1	0.26
158	0	0.1	0.066	0.12	0	0.12	0.00013	0.12	0.1	0.00013	0.12	0.036	0	0.12	0	0.12	3	0.19
159	0	0.085	0.022	0.13	0	0.13	0.00012	0.13	0.085	0.00012	0.13	0.047	0	0.13	0	0.13	3	0.19
160	0	0.01	7e-05	0.16	0	0.16	0	0.16	0.01	0	0.16	0	0	0.16	0	0.16	3	0.19
161	0	0.27	0.023	0.065	0	0.065	0.00047	0.065	0.27	0.00047	0.065	0.044	0	0.065	0	0.065	1	0.26
162	0	0.11	0.069	0.12	0	0.12	2.3e-05	0.12	0.11	2.3e-05	0.12	0.019	0	0.12	0	0.12	3	0.19
163	4e-06	0	0	0	2.6e-06	0	0	0	0	0	0	0	0	0	1	0	14	0
164	0	0.17	0.19	0.053	0	0.053	0.0008	0.053	0.17	0.0008	0.053	0.14	0	0.053	0	0.053	2	0.33
165	0	0.081	0.059	0.12	0	0.12	9.5e-05	0.12	0.081	9.5e-05	0.12	0.036	0	0.12	0	0.12	3	0.19
166	0	0.1	0.056	0.12	0	0.12	0.00018	0.12	0.1	0.00018	0.12	0.038	0	0.12	0	0.12	3	0.19
167	0	0.15	0.026	0.1	0	0.1	0.00026	0.1	0.15	0.00026	0.1	0.046	0	0.1	0	0.1	1	0.26
168	0.0013	0.0093	0.00029	0.16	0.00086	0.16	0	0.16	0.0093	0	0.16	4.7e-06	0	0.16	0	0.16	3	0.19
169	0	0.21	0.048	0.082	0	0.082	0.0004	0.082	0.21	0.0004	0.082	0.044	0	0.082	0	0.082	1	0.26
170	0	0.27	0.073	0.059	0	0.059	0.00055	0.059	0.27	0.00055	0.059	0.039	0	0.059	0	0.059	1	0.26
171	0	0.057	0.0046	0.15	0	0.15	0	0.15	0.057	0	0.15	0.00011	0	0.15	0	0.15	3	0.19
172	0	0.11	0.037	0.12	0	0.12	0.00018	0.12	0.11	0.00018	0.12	0.043	0	0.12	0	0.12	3	0.19
173	0	0.2	0.43	0.0051	0	0.0051	0.00075	0.0051	0.2	0.00075	0.0051	0.14	0	0.0051	0	0.0051	2	0.33
174	3.1e-06	0.064	0.0083	0.14	2e-06	0.14	0	0.14	0.064	0	0.14	0.00039	0	0.14	0	0.14	3	0.19
175	0	0.036	0.086	0.14	0	0.14	1.6e-05	0.14	0.036	1.6e-05	0.14	0.031	0	0.14	0	0.14	3	0.19
176	0	0.2	0.022	0.095	0	0.095	0	0.095	0.2	0	0.095	0.00026	0	0.095	0	0.095	1	0.26
177	0	0.018	0.06	0.14	0	0.14	1.3e-05	0.14	0.018	1.3e-05	0.14	0.035	0	0.14	0	0.14	3	0.19
178	0	0.035	0.048	0.14	0	0.14	3.6e-05	0.14	0.035	3.6e-05	0.14	0.039	0	0.14	0	0.14	3	0.19
179	0	0.084	0.044	0.12	0	0.12	0.00013	0.12	0.084	0.00013	0.12	0.042	0	0.12	0	0.12	3	0.19
180	0	0.072	0.071	0.13	0	0.13	5.1e-05	0.13	0.072	5.1e-05	0.13	0.033	0	0.13	0	0.13	3	0.19
181	0	0.046	0.1	0.13	0	0.13	1.2e-05	0.13	0.046	1.2e-05	0.13	0.029	0	0.13	0	0.13	3	0.19
182	3.1e-05	0.032	0.0024	0.16	2e-05	0.16	0	0.16	0.032	0	0.16	7.7e-05	0	0.16	0	0.16	3	0.19
183	0	0.078	0.0061	0.14	0	0.14	0	0.14	0.078	0	0.14	0.0001	0	0.14	0	0.14	3	0.19
184	0.013	0.0015	6.3e-06	0.16	0.0087	0.16	0	0.16	0.0015	0	0.16	0	0	0.16	0	0.16	3	0.19
185	0	0.02	0.14	0.13	0	0.13	1.8e-06	0.13	0.02	1.8e-06	0.13	0.023	0	0.13	0	0.13	2	0.33
186	0.00017	0.014	0.00046	0.16	0.00011	0.16	0	0.16	0.014	0	0.16	6.5e-06	0	0.16	0	0.16	3	0.19
187	0	0.0079	0.097	0.14	0	0.14	3.5e-05	0.14	0.0079	3.5e-05	0.14	0.027	0	0.14	0	0.14	3	0.19
188	0	0.078	0.04	0.13	0	0.13	0.00013	0.13	0.078	0.00013	0.13	0.042	0	0.13	0	0.13	3	0.19
189	0	0.054	0.014	0.14	0	0.14	0.00027	0.14	0.054	0.00027	0.14	0.021	0	0.14	0	0.14	3	0.19
190	0	0.33	0.092	0.037	0	0.037	0.00076	0.037	0.33	0.00076	0.037	0.023	0	0.037	0	0.037	1	0.26
191	0	0.32	0.094	0.039	0	0.039	0.00071	0.039	0.32	0.00071	0.039	0.032	0	0.039	0	0.039	1	0.26
192	0	0.14	0.024	0.11	0	0.11	0.00023	0.11	0.14	0.00023	0.11	0.048	0	0.11	0	0.11	1	0.26
193	0	0.16	0.32	0.016	0	0.016	0.0013	0.016	0.16	0.0013	0.016	0.27	0	0.016	0	0.016	2	0.33
194	0	0.12	0.042	0.11	0	0.11	0.00021	0.11	0.12	0.00021	0.11	0.045	0	0.11	0	0.11	1	0.26
195	0	0.099	0.017	0.13	0	0.13	0	0.13	0.099	0	0.13	0.00082	0	0.13	0	0.13	3	0.19
196	0	0.061	0.062	0.13	0	0.13	5.9e-05	0.13	0.061	5.9e-05	0.13	0.036	0	0.13	0	0.13	3	0.19
197	0	0.017	2e-05	0.16	0	0.16	0	0.16	0.017	0	0.16	0	0	0.16	0	0.16	3	0.19
198	0	0.013	0.086	0.14	0	0.14	5.4e-06	0.14	0.013	5.4e-06	0.14	0.03	0	0.14	0	0.14	3	0.19
199	0	0.052	0.031	0.14	0	0.14	6.5e-05	0.14	0.052	6.5e-05	0.14	0.043	0	0.14	0	0.14	3	0.19
200	0	0.032	0.021	0.15	0	0.15	3.1e-05	0.15	0.032	3.1e-05	0.15	0.045	0	0.15	0	0.15	3	0.19
201	2.6e-06	1e-05	0	0.17	0	0.17	0	0.17	1e-05	0	0.17	0	0	0.17	0	0.17	3	0.19
202	0	0.068	0.089	0.12	0	0.12	2.3e-05	0.12	0.068	2.3e-05	0.12	0.029	0	0.12	0	0.12	3	0.19
203	0	0.2	0.2	0.047	0	0.047	0.00067	0.047	0.2	0.00067	0.047	0.11	0	0.047	0	0.047	2	0.33
204	0	0.015	3.7e-05	0.16	0	0.16	0	0.16	0.015	0	0.16	0	0	0.16	0	0.16	3	0.19
205	0	0.0011	0	0.17	0	0.17	0	0.17	0.0011	0	0.17	0	0	0.17	0	0.17	3	0.19
206	0	0.081	0.076	0.11	0	0.11	0.00022	0.11	0.081	0.00022	0.11	0.075	0	0.11	0	0.11	3	0.19
