SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0
149	0.058	0.16	0.16	0.25	0	0	0	0.13	0.25	8	0.26
150	0.11	0.3	0.3	0.12	0	0	0	0.031	0.12	1	0.19
151	0.12	0.32	0.32	0.12	0	0	0	0.017	0.12	1	0.19
152	0.16	0.42	0.42	0.0046	0	0	0	2.2e-06	0.0047	1	0.19
153	0.14	0.38	0.38	0.0053	0	0	1e-05	0.084	0.0055	1	0.19
154	0.12	0.31	0.31	0.091	3.8e-06	0	9.8e-05	0.08	0.093	1	0.19
155	0.091	0.24	0.24	0.18	0	0	0.0012	0.052	0.19	1	0.19
156	0.14	0.37	0.37	0.05	0	0	0.00019	0.019	0.051	1	0.19
157	0.12	0.32	0.32	0.12	0	0	0	0.0032	0.12	1	0.19
158	0.11	0.29	0.29	0.097	0	0	0.00044	0.1	0.1	1	0.19
159	0.12	0.33	0.33	0.084	0	0	0.00043	0.035	0.086	1	0.19
160	0.15	0.41	0.41	0.0097	2.1e-06	0	0	0.00011	0.0099	1	0.19
161	0.064	0.17	0.17	0.27	0	0	0.0017	0.038	0.28	8	0.26
162	0.11	0.29	0.29	0.1	0	0	7.8e-05	0.11	0.1	1	0.19
163	0	0	0	0	6.5e-06	1	0	0	0	5	0
164	0.053	0.14	0.14	0.17	0	0	0.0029	0.31	0.18	7	0.33
165	0.12	0.32	0.32	0.077	0	0	0.00033	0.092	0.079	1	0.19
166	0.11	0.3	0.3	0.097	0	0	0.00064	0.088	0.099	1	0.19
167	0.1	0.28	0.28	0.15	0	0	0.00092	0.041	0.15	1	0.19
168	0.15	0.41	0.41	0.0088	0.0022	0	0	0.00044	0.009	1	0.19
169	0.08	0.22	0.22	0.2	0	0	0.0014	0.077	0.21	1	0.19
170	0.057	0.15	0.15	0.26	0	0	0.0019	0.12	0.26	8	0.26
171	0.14	0.37	0.37	0.054	0	0	0	0.0072	0.055	1	0.19
172	0.11	0.31	0.31	0.1	0	0	0.00065	0.059	0.11	1	0.19
173	0.0045	0.012	0.012	0.17	0	0	0.0024	0.62	0.18	7	0.33
174	0.14	0.36	0.36	0.06	5.1e-06	0	0	0.013	0.062	1	0.19
175	0.13	0.34	0.34	0.034	0	0	5.4e-05	0.13	0.035	1	0.19
176	0.09	0.24	0.24	0.19	0	0	0	0.034	0.2	1	0.19
177	0.14	0.37	0.37	0.017	0	0	4.5e-05	0.093	0.018	1	0.19
178	0.13	0.36	0.36	0.034	0	0	0.00013	0.074	0.035	1	0.19
179	0.12	0.32	0.32	0.082	0	0	0.00046	0.07	0.084	1	0.19
180	0.12	0.32	0.32	0.068	0	0	0.00017	0.11	0.07	1	0.19
181	0.12	0.32	0.32	0.043	0	0	4.1e-05	0.15	0.044	1	0.19
182	0.15	0.39	0.39	0.031	5e-05	0	0	0.0038	0.031	1	0.19
183	0.13	0.35	0.35	0.074	0	0	0	0.0094	0.076	1	0.19
184	0.15	0.41	0.41	0.0014	0.022	0	0	9.7e-06	0.0014	1	0.19
185	0.12	0.32	0.32	0.018	0	0	5.8e-06	0.2	0.018	1	0.19
186	0.15	0.41	0.41	0.013	0.00028	0	0	0.00071	0.013	1	0.19
187	0.13	0.35	0.35	0.0072	0	0	0.00012	0.15	0.0074	1	0.19
188	0.12	0.33	0.33	0.076	0	0	0.00046	0.064	0.078	1	0.19
189	0.14	0.37	0.37	0.052	0	0	0.00094	0.022	0.053	1	0.19
190	0.035	0.094	0.094	0.31	0	0	0.0026	0.14	0.32	8	0.26
191	0.037	0.098	0.098	0.31	0	0	0.0024	0.15	0.31	8	0.26
192	0.11	0.29	0.29	0.14	0	0	0.00083	0.039	0.14	1	0.19
193	0.017	0.046	0.046	0.17	0	0	0.0048	0.55	0.17	7	0.33
194	0.11	0.3	0.3	0.11	0	0	0.00074	0.066	0.12	1	0.19
195	0.12	0.33	0.33	0.094	0	0	0	0.026	0.096	1	0.19
196	0.12	0.33	0.33	0.058	0	0	0.0002	0.096	0.06	1	0.19
197	0.15	0.41	0.41	0.016	0	0	0	3.1e-05	0.017	1	0.19
198	0.13	0.36	0.36	0.012	0	0	1.8e-05	0.13	0.013	1	0.19
199	0.13	0.36	0.36	0.051	0	0	0.00023	0.05	0.052	1	0.19
200	0.14	0.38	0.38	0.032	0	0	0.00011	0.033	0.032	1	0.19
201	0.16	0.42	0.42	9.4e-06	4.2e-06	0	0	0	9.7e-06	1	0.19
202	0.12	0.31	0.31	0.063	0	0	7.6e-05	0.14	0.065	1	0.19
203	0.046	0.12	0.12	0.19	0	0	0.0023	0.32	0.2	7	0.33
204	0.15	0.41	0.41	0.014	0	0	0	5.8e-05	0.014	1	0.19
205	0.16	0.42	0.42	0.001	0	0	0	0	0.0011	1	0.19
206	0.11	0.3	0.3	0.079	0	0	0.00079	0.12	0.081	1	0.19
207	0.16	0.42	0.42	0.0044	0.004	0	0	7.1e-05	0.0045	1	0.19
208	0.15	0.4	0.4	0.024	0	0	0	0.00026	0.025	1	0.19
209	0.16	0.42	0.42	0.0054	0	0	0	1.1e-05	0.0055	1	0.19
210	0.12	0.31	0.31	0.12	0	0	0.0011	0.014	0.12	1	0.19
211	0.16	0.42	0.42	0.0058	0	0	0	8.1e-06	0.0059	1	0.19
212	0.077	0.21	0.21	0.24	0	0	0	0.028	0.24	8	0.26
213	0.13	0.35	0.35	0.0089	0	0	3.6e-05	0.15	0.0091	1	0.19
214	0.079	0.21	0.21	0.14	0	0	6.1e-05	0.21	0.15	7	0.33
215	0.16	0.42	0.42	0.0031	4.7e-05	0	0	1e-05	0.0032	1	0.19
216	0.096	0.26	0.26	0.12	0	0	0.0016	0.15	0.12	1	0.19
217	0.058	0.16	0.16	0.23	0	0	8e-06	0.17	0.23	8	0.26
218	0.075	0.2	0.2	0.15	0	0	0.0013	0.22	0.15	7	0.33
219	0.013	0.036	0.036	0.17	0	0	0.0011	0.57	0.17	7	0.33
220	0.15	0.4	0.4	0.0034	1.8e-05	0	8.1e-06	0.039	0.0034	1	0.19
221	0.00096	0.0026	0.0026	0.012	0	0	0.0036	0.97	0.013	7	0.33
222	0.099	0.27	0.27	0.12	0	0	0.0011	0.13	0.12	1	0.19
223	0.01	0.028	0.028	0.27	0	0	0.0028	0.38	0.28	7	0.33
224	0.12	0.32	0.32	0.084	2.4e-05	0	0.00062	0.078	0.086	1	0.19
225	0.1	0.27	0.27	0.13	0	0	0.00092	0.086	0.14	1	0.19
226	0.11	0.29	0.29	0.13	0	0	0.00078	0.042	0.13	1	0.19
227	0.11	0.29	0.29	0.093	0	0	0.00083	0.13	0.095	1	0.19
228	0.12	0.32	0.32	0.11	0	0	0.0004	0.0026	0.12	1	0.19
229	0.14	0.38	0.38	0.0059	0.00082	0	1.2e-05	0.092	0.006	1	0.19
230	0.16	0.42	0.42	0.0019	0	0	0	1.2e-06	0.0019	1	0.19
231	0.079	0.21	0.21	0.17	0	0	0.0014	0.15	0.17	1	0.19
232	0.1	0.28	0.28	0.11	0	0	0.00081	0.11	0.12	1	0.19
233	0.15	0.4	0.4	0.025	0	0	0	0.00061	0.026	1	0.19
234	0.093	0.25	0.25	0.17	0	0	0.0011	0.053	0.18	1	0.19
235	0.069	0.18	0.18	0.16	0	0	0.0022	0.24	0.16	7	0.33
236	0.16	0.42	0.42	0.0012	0	0	0	0	0.0012	1	0.19
237	0.16	0.42	0.42	0.0032	0	0	0	1.6e-06	0.0033	1	0.19
238	0.12	0.32	0.32	0.034	0	0	1.6e-05	0.18	0.035	1	0.19
239	0.13	0.36	0.36	0.0013	0	0	1.1e-06	0.14	0.0014	1	0.19
240	0.12	0.33	0.33	0.095	0	0	0.00049	0.028	0.097	1	0.19
241	0.16	0.42	0.42	0.0007	0	0	0	0	0.00071	1	0.19
242	0.12	0.31	0.31	0.11	0	0	1e-06	0.038	0.11	1	0.19
243	0.019	0.051	0.051	0.35	0	0	0.0032	0.16	0.36	8	0.26
244	0.11	0.31	0.31	0.09	0	0	0.00051	0.088	0.092	1	0.19
245	0.084	0.23	0.23	0.17	0	0	0.0013	0.12	0.17	1	0.19
246	0.13	0.34	0.34	0.083	0	0	0.00043	0.034	0.085	1	0.19
247	0.12	0.32	0.32	0.086	1.1e-05	0	0.00019	0.078	0.088	1	0.19
248	0.088	0.24	0.24	0.14	0	0	1.6e-05	0.15	0.15	1	0.19
249	0.04	0.11	0.11	0.33	0	0	0	0.069	0.34	8	0.26
