SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
33	0.04	0.5	0.00016	0.22	0	0.079	0.043	0.079	0.043	0	1	0.19
34	0.006	0.69	0	0.3	0	0	0.0064	0	0.0064	0	1	0.19
35	0.13	0.41	0	0.17	0	2e-05	0.14	2e-05	0.14	0	1	0.19
36	0.083	0.52	0	0.22	0	0	0.088	0	0.088	0	1	0.19
37	0.022	0.65	0	0.28	0.001	0.00018	0.023	0.00018	0.023	0	1	0.19
38	0.01	0.68	0	0.29	0	0	0.011	0	0.011	0	1	0.19
39	0.0022	0.69	0	0.3	1e-05	0	0.0023	0	0.0023	0	1	0.19
40	0.0021	0.69	0	0.3	0	0	0.0023	0	0.0023	0	1	0.19
41	0.005	0.69	0	0.3	0	0	0.0053	0	0.0053	0	1	0.19
42	0.081	0.4	0.00036	0.17	0	0.086	0.086	0.086	0.086	0	1	0.19
43	0.11	0.35	0.00062	0.15	0	0.078	0.12	0.078	0.12	0	1	0.19
44	0.13	0.3	0.00085	0.13	0	0.077	0.14	0.077	0.14	0	1	0.19
45	0.11	0.35	0.00066	0.15	0	0.078	0.12	0.078	0.12	0	1	0.19
46	0.072	0.54	0	0.23	8.2e-06	0.0024	0.077	0.0024	0.077	0	1	0.19
47	0.091	0.38	0.00056	0.16	0	0.085	0.097	0.085	0.097	0	1	0.19
48	0.064	0.47	0.00011	0.2	0	0.061	0.068	0.061	0.068	0	1	0.19
49	0.011	0.67	0	0.29	7e-06	0	0.012	0	0.012	0	1	0.19
50	0.00026	0.7	0	0.3	0	0	0.00027	0	0.00027	0	1	0.19
51	0.15	0.22	0.0012	0.097	0	0.11	0.15	0.11	0.15	0	1	0.19
52	0.0024	0.69	0	0.3	0	0	0.0025	0	0.0025	0	1	0.19
53	0.083	0.41	0.00047	0.18	0	0.078	0.088	0.078	0.088	0	1	0.19
54	0	0	0	0	0.00012	0	0	0	0	1	9	0
55	0.014	0.67	0	0.29	7.4e-06	2.5e-06	0.015	2.5e-06	0.015	0	1	0.19
56	0.075	0.53	0	0.23	0	0.00023	0.08	0.00023	0.08	0	1	0.19
57	0.033	0.57	5.9e-05	0.25	0	0.041	0.035	0.041	0.035	0	1	0.19
58	0.16	0.32	0.00065	0.14	0	0.022	0.17	0.022	0.17	0	1	0.19
59	0.092	0.44	0.00026	0.19	0	0.04	0.097	0.04	0.097	0	1	0.19
60	0.075	0.48	0.00019	0.21	0	0.041	0.079	0.041	0.079	0	1	0.19
61	0.073	0.48	0.00022	0.21	0	0.042	0.077	0.042	0.077	0	1	0.19
62	0.17	0.085	0.001	0.037	0	0.17	0.18	0.17	0.18	0	6	0.26
63	0.068	0.5	0.00022	0.22	0	0.037	0.072	0.037	0.072	0	1	0.19
64	0.076	0.48	0.00025	0.21	0	0.038	0.081	0.038	0.081	0	1	0.19
65	0.0099	0.68	0	0.29	1.3e-05	0	0.01	0	0.01	0	1	0.19
66	0.044	0.55	0.00011	0.24	0	0.041	0.046	0.041	0.046	0	1	0.19
67	0.17	0.0057	0.0012	0.0025	0	0.23	0.18	0.23	0.18	0	5	0.4
68	0.2	0.22	0.00063	0.095	0	0.036	0.21	0.036	0.21	0	1	0.19
69	0.06	0.56	1.7e-06	0.24	1.1e-05	0.0025	0.063	0.0025	0.063	0	1	0.19
70	0.082	0.49	2.5e-05	0.21	0	0.022	0.087	0.022	0.087	0	1	0.19
71	0.23	0.17	0.0008	0.071	0	0.024	0.24	0.024	0.24	0	6	0.26
72	1.2e-05	0.7	0	0.3	7.7e-05	0	1.3e-05	0	1.3e-05	0	1	0.19
73	0.28	0.061	0.00094	0.026	0	0.018	0.3	0.018	0.3	0	6	0.26
74	0.07	0.5	0.00025	0.22	0	0.032	0.075	0.032	0.075	0	1	0.19
75	0.091	0.44	0.00024	0.19	0	0.044	0.096	0.044	0.096	0	1	0.19
76	0.076	0.47	0.00019	0.2	0	0.044	0.08	0.044	0.08	0	1	0.19
77	0.0028	0.65	1.6e-06	0.28	0	0.029	0.0029	0.029	0.0029	0	1	0.19
78	0.043	0.55	6.7e-05	0.24	0	0.037	0.045	0.037	0.045	0	1	0.19
79	0.072	0.49	0.00017	0.21	0	0.041	0.076	0.041	0.076	0	1	0.19
80	0.26	0.033	0.0013	0.014	0	0.068	0.28	0.068	0.28	0	6	0.26
81	0.14	0.32	0.00036	0.14	0	0.044	0.15	0.044	0.15	0	1	0.19
82	0.046	0.56	0.00013	0.24	0.00013	0.025	0.049	0.025	0.049	0	1	0.19
83	0.092	0.43	0.0002	0.19	0	0.048	0.097	0.048	0.097	0	1	0.19
84	0.14	0.4	0	0.17	0	0.00057	0.14	0.00057	0.14	0	1	0.19
85	0.075	0.49	0.00013	0.21	4.1e-06	0.032	0.079	0.032	0.079	0	1	0.19
86	0.003	0.65	2e-05	0.28	0	0.028	0.0032	0.028	0.0032	0	1	0.19
87	0.14	0.24	0.00073	0.1	0	0.11	0.15	0.11	0.15	0	1	0.19
88	0.18	0.089	0.00098	0.038	0	0.15	0.2	0.15	0.2	0	6	0.26
89	0.25	0.11	0.00096	0.048	0	0.033	0.26	0.033	0.26	0	6	0.26
90	0.087	0.44	0.00028	0.19	0	0.047	0.092	0.047	0.092	0	1	0.19
91	0.27	0.085	0.00093	0.037	0	0.013	0.29	0.013	0.29	0	6	0.26
92	0.13	0.36	0.00039	0.15	0	0.044	0.14	0.044	0.14	0	1	0.19
93	0.0018	0.65	3e-06	0.28	0	0.029	0.0019	0.029	0.0019	0	1	0.19
94	0.058	0.52	0.00021	0.23	0	0.034	0.062	0.034	0.062	0	1	0.19
95	0.014	0.66	0	0.29	0.0042	7.1e-05	0.015	7.1e-05	0.015	0	1	0.19
96	0.012	0.67	0	0.29	0	0	0.012	0	0.012	0	1	0.19
97	0.048	0.52	2.7e-05	0.22	0	0.055	0.051	0.055	0.051	0	1	0.19
98	0.057	0.57	0	0.25	1e-05	0.00078	0.061	0.00078	0.061	0	1	0.19
99	0.016	0.55	3.5e-05	0.24	0	0.084	0.016	0.084	0.016	0	1	0.19
100	0.18	0.3	0	0.13	0	0.0024	0.19	0.0024	0.19	0	1	0.19
101	0.067	0.55	0	0.24	0	0.00014	0.072	0.00014	0.072	0	1	0.19
102	0.0052	0.69	0	0.3	0	0	0.0055	0	0.0055	0	1	0.19
103	0.033	0.63	0	0.27	0	1.5e-05	0.035	1.5e-05	0.035	0	1	0.19
104	0.0036	0.69	0	0.3	1.4e-05	0	0.0038	0	0.0038	0	1	0.19
105	0.00029	0.7	0	0.3	0	0	0.00031	0	0.00031	0	1	0.19
106	0.036	0.62	0	0.27	0	0	0.038	0	0.038	0	1	0.19
107	0.0005	0.65	0	0.28	0.064	0	0.00054	0	0.00054	0	1	0.19
108	0.0045	0.69	0	0.3	0.00034	0	0.0048	0	0.0048	0	1	0.19
109	0.048	0.49	0.0002	0.21	0	0.075	0.051	0.075	0.051	0	1	0.19
110	0.012	0.57	2.9e-05	0.24	0	0.075	0.013	0.075	0.013	0	1	0.19
111	0.035	0.62	0	0.27	2.2e-06	2.7e-05	0.037	2.7e-05	0.037	0	1	0.19
112	0.15	0.26	0.00099	0.11	0	0.073	0.16	0.073	0.16	0	1	0.19
113	0.00038	0.7	0	0.3	4.4e-05	0	0.00041	0	0.00041	0	1	0.19
114	0.015	0.66	0	0.29	0.0013	4.2e-05	0.016	4.2e-05	0.016	0	1	0.19
115	0.0042	0.69	0	0.3	0.0023	0	0.0044	0	0.0044	0	1	0.19
116	0.0062	0.69	0	0.3	0	0	0.0066	0	0.0066	0	1	0.19
117	0.096	0.37	0.00049	0.16	0	0.082	0.1	0.082	0.1	0	1	0.19
118	0.034	0.62	0	0.27	0	0	0.036	0	0.036	0	1	0.19
119	0.015	0.67	0	0.29	0.00022	1.4e-05	0.016	1.4e-05	0.016	0	1	0.19
120	0.027	0.55	4.1e-05	0.24	0	0.064	0.028	0.064	0.028	0	1	0.19
121	0.053	0.47	0.00023	0.2	0	0.08	0.056	0.08	0.056	0	1	0.19
122	0.089	0.012	0.0017	0.0052	0	0.35	0.095	0.35	0.095	0	5	0.4
123	0.073	0.43	0.00038	0.19	0	0.077	0.077	0.077	0.077	0	1	0.19
124	0.0094	0.57	1.9e-05	0.25	0	0.076	0.0099	0.076	0.0099	0	1	0.19
125	0.097	0.32	0.00099	0.14	0	0.12	0.1	0.12	0.1	0	1	0.19
126	0.056	0.47	0.00024	0.2	0	0.075	0.059	0.075	0.059	0	1	0.19
127	0.074	0.42	0.00036	0.18	0	0.081	0.078	0.081	0.078	0	1	0.19
128	0.16	0.29	0.00046	0.12	0	0.041	0.17	0.041	0.17	0	1	0.19
129	0.15	0.29	0.00031	0.13	0	0.05	0.16	0.05	0.16	0	1	0.19
130	0.04	0.57	0.00021	0.25	0	0.028	0.042	0.028	0.042	0	1	0.19
131	0.095	0.45	0.00035	0.2	0	0.028	0.1	0.028	0.1	0	1	0.19
132	0.054	0.51	9.7e-05	0.22	0	0.049	0.057	0.049	0.057	0	1	0.19
133	0.23	0.089	0.001	0.038	0	0.076	0.24	0.076	0.24	0	6	0.26
134	0.21	0.19	0.00072	0.08	0	0.034	0.23	0.034	0.23	0	6	0.26
135	0.0091	0.65	1.3e-05	0.28	1.2e-05	0.021	0.0096	0.021	0.0096	0	1	0.19
136	0.027	0.58	4.7e-05	0.25	0	0.042	0.028	0.042	0.028	0	1	0.19
137	0.16	0.31	5.7e-06	0.13	0	0.024	0.17	0.024	0.17	0	1	0.19
138	0.044	0.53	2.6e-05	0.23	0	0.056	0.047	0.056	0.047	0	1	0.19
139	0.23	0.19	0	0.082	0	0.0003	0.25	0.0003	0.25	0	6	0.26
140	0.0083	0.68	0	0.29	0.0048	7.8e-06	0.0088	7.8e-06	0.0088	0	1	0.19
141	0.24	0.16	0	0.069	0	0.0074	0.26	0.0074	0.26	0	6	0.26
142	0.23	0.21	0	0.088	0	1.4e-05	0.24	1.4e-05	0.24	0	6	0.26
143	0.004	0.69	0	0.3	0	0	0.0043	0	0.0043	0	1	0.19
144	0.0037	0.69	0	0.3	0	0	0.0039	0	0.0039	0	1	0.19
145	0.065	0.55	0	0.24	3.8e-06	0.0008	0.07	0.0008	0.07	0	1	0.19
146	0.17	0.32	0	0.14	0	0.0022	0.18	0.0022	0.18	0	1	0.19
147	0.061	0.46	0.00029	0.2	0	0.078	0.065	0.078	0.065	0	1	0.19
148	0.3	0.044	0	0.019	0	0.0012	0.32	0.0012	0.32	0	6	0.26
149	0.2	0.26	0	0.11	0	0.0044	0.21	0.0044	0.21	0	1	0.19
150	0.094	0.49	0	0.21	0	0.00083	0.1	0.00083	0.1	0	1	0.19
151	0.089	0.5	0	0.22	0	0.0002	0.094	0.0002	0.094	0	1	0.19
152	0.0036	0.69	0	0.3	0	0	0.0039	0	0.0039	0	1	0.19
153	0.0043	0.64	3.5e-06	0.28	0	0.032	0.0046	0.032	0.0046	0	1	0.19
154	0.072	0.52	3.3e-05	0.22	4e-06	0.017	0.077	0.017	0.077	0	1	0.19
155	0.13	0.36	0.00035	0.15	0	0.043	0.14	0.043	0.14	0	1	0.19
156	0.036	0.55	5.7e-05	0.24	0	0.047	0.038	0.047	0.038	0	1	0.19
157	0.092	0.5	0	0.21	0	1.7e-06	0.097	1.7e-06	0.097	0	1	0.19
158	0.076	0.48	0.00015	0.21	0	0.036	0.081	0.036	0.081	0	1	0.19
159	0.061	0.5	0.00013	0.22	0	0.045	0.065	0.045	0.065	0	1	0.19
160	0.0077	0.68	0	0.29	2.2e-06	0	0.0082	0	0.0082	0	1	0.19
161	0.18	0.24	0.00048	0.1	0	0.04	0.19	0.04	0.19	0	1	0.19
162	0.082	0.49	2.7e-05	0.21	0	0.02	0.087	0.02	0.087	0	1	0.19
163	0	0	0	0	6.6e-06	0	0	0	0	1	9	0
164	0.13	0.22	0.00092	0.095	0	0.14	0.14	0.14	0.14	0	1	0.19
165	0.06	0.52	0.00011	0.22	0	0.036	0.064	0.036	0.064	0	1	0.19
166	0.074	0.48	0.00021	0.21	0	0.038	0.079	0.038	0.079	0	1	0.19
167	0.11	0.41	0.00028	0.18	0	0.043	0.11	0.043	0.11	0	1	0.19
168	0.007	0.68	0	0.29	0.0022	4.7e-06	0.0074	4.7e-06	0.0074	0	1	0.19
169	0.15	0.32	0.00043	0.14	0	0.042	0.15	0.042	0.15	0	1	0.19
170	0.19	0.23	0.00061	0.1	0	0.037	0.2	0.037	0.2	0	1	0.19
171	0.042	0.61	0	0.26	0	0.00011	0.045	0.00011	0.045	0	1	0.19
172	0.077	0.47	0.0002	0.2	0	0.041	0.082	0.041	0.082	0	1	0.19
173	0.19	0.028	0.0011	0.012	0	0.18	0.2	0.18	0.2	0	6	0.26
174	0.047	0.6	0	0.26	5.2e-06	0.00039	0.05	0.00039	0.05	0	1	0.19
175	0.029	0.59	2e-05	0.25	0	0.033	0.03	0.033	0.03	0	1	0.19
176	0.15	0.38	0	0.16	0	0.00025	0.16	0.00025	0.16	0	1	0.19
177	0.014	0.62	1.5e-05	0.27	0	0.036	0.015	0.036	0.015	0	1	0.19
178	0.026	0.59	4.2e-05	0.25	0	0.039	0.028	0.039	0.028	0	1	0.19
179	0.062	0.51	0.00015	0.22	0	0.041	0.066	0.041	0.066	0	1	0.19
180	0.055	0.53	6e-05	0.23	0	0.034	0.058	0.034	0.058	0	1	0.19
181	0.037	0.58	1.5e-05	0.25	0	0.03	0.039	0.03	0.039	0	1	0.19
182	0.024	0.65	0	0.28	5.1e-05	7.7e-05	0.026	7.7e-05	0.026	0	1	0.19
183	0.058	0.57	0	0.25	0	0.0001	0.061	0.0001	0.061	0	1	0.19
184	0.0011	0.68	0	0.29	0.022	0	0.0012	0	0.0012	0	1	0.19
185	0.017	0.63	2.3e-06	0.27	0	0.026	0.018	0.026	0.018	0	1	0.19
186	0.01	0.68	0	0.29	0.00028	6.5e-06	0.011	6.5e-06	0.011	0	1	0.19
187	0.0063	0.64	4.4e-05	0.28	0	0.029	0.0067	0.029	0.0067	0	1	0.19
188	0.057	0.52	0.00015	0.22	0	0.041	0.061	0.041	0.061	0	1	0.19
189	0.04	0.58	0.0003	0.25	0	0.021	0.042	0.021	0.042	0	1	0.19
190	0.24	0.15	0.00084	0.064	0	0.022	0.25	0.022	0.25	0	6	0.26
191	0.23	0.15	0.00078	0.066	0	0.03	0.24	0.03	0.24	0	6	0.26
192	0.099	0.42	0.00025	0.18	0	0.045	0.1	0.045	0.1	0	1	0.19
193	0.12	0.068	0.0015	0.029	0	0.27	0.12	0.27	0.12	0	5	0.4
194	0.084	0.45	0.00023	0.2	0	0.043	0.089	0.043	0.089	0	1	0.19
195	0.073	0.54	0	0.23	0	0.00081	0.078	0.00081	0.078	0	1	0.19
196	0.046	0.55	6.9e-05	0.24	0	0.037	0.049	0.037	0.049	0	1	0.19
197	0.013	0.67	0	0.29	0	0	0.014	0	0.014	0	1	0.19
198	0.01	0.63	6.7e-06	0.27	0	0.031	0.011	0.031	0.011	0	1	0.19
199	0.038	0.56	7.3e-05	0.24	0	0.042	0.04	0.042	0.04	0	1	0.19
200	0.023	0.59	3.5e-05	0.25	0	0.043	0.025	0.043	0.025	0	1	0.19
201	7.5e-06	0.7	0	0.3	4.3e-06	0	8e-06	0	8e-06	0	1	0.19
202	0.053	0.54	2.7e-05	0.23	0	0.03	0.056	0.03	0.056	0	1	0.19
203	0.15	0.2	0.00079	0.087	0	0.12	0.16	0.12	0.16	0	1	0.19
204	0.011	0.67	0	0.29	0	0	0.012	0	0.012	0	1	0.19
205	0.00082	0.7	0	0.3	0	0	0.00087	0	0.00087	0	1	0.19
206	0.059	0.47	0.00025	0.2	0	0.074	0.063	0.074	0.063	0	1	0.19
207	0.0035	0.69	0	0.3	0.0042	0	0.0037	0	0.0037	0	1	0.19
208	0.019	0.66	0	0.28	0	0	0.02	0	0.02	0	1	0.19
209	0.0043	0.69	0	0.3	0	0	0.0045	0	0.0045	0	1	0.19
210	0.076	0.4	0.0003	0.17	0	0.093	0.081	0.093	0.081	0	1	0.19
211	0.0046	0.69	0	0.3	0	0	0.0049	0	0.0049	0	1	0.19
212	0.18	0.31	0	0.14	0	9.9e-05	0.19	9.9e-05	0.19	0	1	0.19
213	0.0073	0.59	1.3e-05	0.26	0	0.064	0.0077	0.064	0.0077	0	1	0.19
214	0.12	0.38	2.3e-05	0.16	0	0.033	0.13	0.033	0.13	0	1	0.19
215	0.0025	0.69	0	0.3	4.9e-05	0	0.0026	0	0.0026	0	1	0.19
216	0.087	0.4	0.0005	0.17	0	0.08	0.092	0.08	0.092	0	1	0.19
217	0.19	0.27	2.9e-06	0.12	0	0.012	0.2	0.012	0.2	0	1	0.19
218	0.11	0.32	0.00043	0.14	0	0.09	0.12	0.09	0.12	0	1	0.19
219	0.14	0.063	0.0004	0.027	0	0.23	0.15	0.23	0.15	0	5	0.4
220	0.0027	0.67	2.8e-06	0.29	1.9e-05	0.017	0.0029	0.017	0.0029	0	1	0.19
221	0.0051	0.0022	0.00064	0.00095	0	0.49	0.0054	0.49	0.0054	0	5	0.4
222	0.09	0.42	0.00035	0.18	0	0.056	0.095	0.056	0.095	0	1	0.19
223	0.27	0.058	0.0012	0.025	0	0.036	0.29	0.036	0.29	0	6	0.26
224	0.065	0.51	0.00021	0.22	2.4e-05	0.031	0.069	0.031	0.069	0	1	0.19
225	0.099	0.42	0.00029	0.18	0	0.045	0.1	0.045	0.1	0	1	0.19
226	0.093	0.43	0.00024	0.19	0	0.044	0.099	0.044	0.099	0	1	0.19
227	0.076	0.49	0.00029	0.21	0	0.03	0.081	0.03	0.081	0	1	0.19
228	0.076	0.45	0.00011	0.19	0	0.059	0.081	0.059	0.081	0	1	0.19
229	0.005	0.67	4.4e-06	0.29	0.0009	0.016	0.0053	0.016	0.0053	0	1	0.19
230	0.0015	0.7	0	0.3	0	0	0.0016	0	0.0016	0	1	0.19
231	0.13	0.34	0.00045	0.15	0	0.055	0.14	0.055	0.14	0	1	0.19
232	0.087	0.44	0.00026	0.19	0	0.048	0.093	0.048	0.093	0	1	0.19
233	0.02	0.66	0	0.28	0	0	0.021	0	0.021	0	1	0.19
234	0.12	0.37	0.00034	0.16	0	0.043	0.13	0.043	0.13	0	1	0.19
235	0.12	0.29	0.00072	0.12	0	0.11	0.13	0.11	0.13	0	1	0.19
236	0.00096	0.7	0	0.3	0	0	0.001	0	0.001	0	1	0.19
237	0.0025	0.69	0	0.3	0	0	0.0027	0	0.0027	0	1	0.19
238	0.031	0.59	6.2e-06	0.26	0	0.028	0.032	0.028	0.032	0	1	0.19
239	0.0012	0.66	0	0.29	0	0.024	0.0013	0.024	0.0013	0	1	0.19
240	0.068	0.49	0.00015	0.21	0	0.046	0.072	0.046	0.072	0	1	0.19
241	0.00055	0.7	0	0.3	0	0	0.00059	0	0.00059	0	1	0.19
242	0.088	0.5	0	0.22	0	0.0015	0.093	0.0015	0.093	0	1	0.19
243	0.27	0.082	0.0011	0.035	0	0.013	0.29	0.013	0.29	0	6	0.26
244	0.069	0.5	0.00017	0.21	0	0.037	0.074	0.037	0.074	0	1	0.19
245	0.13	0.37	0.00045	0.16	0	0.033	0.14	0.033	0.14	0	1	0.19
246	0.06	0.51	0.00013	0.22	0	0.044	0.064	0.044	0.064	0	1	0.19
247	0.068	0.52	6.4e-05	0.22	1.1e-05	0.021	0.072	0.021	0.072	0	1	0.19
248	0.12	0.41	5.6e-06	0.18	0	0.014	0.13	0.014	0.13	0	1	0.19
249	0.25	0.16	0	0.07	0	0.00026	0.26	0.00026	0.26	0	6	0.26
