SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
147	0.65	0.062	0	0.065	0.065	0	0.16	0	0.19
148	0.063	0.3	0	0.32	0.32	0	0.0025	3	0.26
149	0.37	0.2	0	0.21	0.21	0	0.0087	0	0.19
150	0.7	0.095	0	0.1	0.1	0	0.0017	0	0.19
151	0.72	0.089	0	0.094	0.094	0	0.00041	0	0.19
152	0.99	0.0037	0	0.0038	0.0038	0	0	0	0.19
153	0.92	0.0044	0	0.0046	0.0046	0	0.064	0	0.19
154	0.74	0.073	0	0.077	0.077	4e-06	0.034	0	0.19
155	0.51	0.13	0	0.14	0.14	0	0.087	0	0.19
156	0.79	0.036	0	0.038	0.038	0	0.095	0	0.19
157	0.71	0.092	0	0.097	0.097	0	3.4e-06	0	0.19
158	0.69	0.077	0	0.081	0.081	0	0.073	0	0.19
159	0.72	0.061	0	0.064	0.064	0	0.089	0	0.19
160	0.98	0.0078	0	0.0082	0.0082	2.2e-06	0	0	0.19
161	0.35	0.18	0	0.19	0.19	0	0.08	0	0.19
162	0.71	0.082	0	0.086	0.086	0	0.04	0	0.19
163	0	0	1	0	0	6.6e-06	0	2	0
164	0.32	0.13	0	0.14	0.14	0	0.28	0	0.19
165	0.74	0.061	0	0.064	0.064	0	0.073	0	0.19
166	0.69	0.075	0	0.079	0.079	0	0.076	0	0.19
167	0.58	0.11	0	0.11	0.11	0	0.087	0	0.19
168	0.98	0.007	0	0.0074	0.0074	0.0022	9.5e-06	0	0.19
169	0.46	0.15	0	0.15	0.15	0	0.084	0	0.19
170	0.33	0.19	0	0.2	0.2	0	0.075	0	0.19
171	0.87	0.043	0	0.045	0.045	0	0.00021	0	0.19
172	0.68	0.078	0	0.082	0.082	0	0.083	0	0.19
173	0.04	0.19	0	0.2	0.2	0	0.36	6	0.4
174	0.85	0.048	0	0.05	0.05	5.2e-06	0.00078	0	0.19
175	0.84	0.029	0	0.03	0.03	0	0.066	0	0.19
176	0.54	0.15	0	0.16	0.16	0	0.00051	0	0.19
177	0.89	0.014	0	0.015	0.015	0	0.071	0	0.19
178	0.84	0.027	0	0.028	0.028	0	0.078	0	0.19
179	0.72	0.062	0	0.065	0.065	0	0.083	0	0.19
180	0.76	0.055	0	0.058	0.058	0	0.068	0	0.19
181	0.82	0.037	0	0.039	0.039	0	0.061	0	0.19
182	0.92	0.024	0	0.026	0.026	5.1e-05	0.00015	0	0.19
183	0.82	0.058	0	0.061	0.061	0	0.00021	0	0.19
184	0.97	0.0011	0	0.0012	0.0012	0.022	0	0	0.19
185	0.9	0.017	0	0.018	0.018	0	0.052	0	0.19
186	0.97	0.011	0	0.011	0.011	0.00028	1.3e-05	0	0.19
187	0.92	0.0064	0	0.0067	0.0067	0	0.058	0	0.19
188	0.74	0.057	0	0.06	0.06	0	0.083	0	0.19
189	0.83	0.04	0	0.042	0.042	0	0.042	0	0.19
190	0.21	0.24	0	0.25	0.25	0	0.044	3	0.26
191	0.22	0.23	0	0.24	0.24	0	0.061	3	0.26
192	0.6	0.1	0	0.1	0.1	0	0.09	0	0.19
193	0.097	0.12	0	0.12	0.12	0	0.54	6	0.4
194	0.65	0.085	0	0.089	0.089	0	0.087	0	0.19
195	0.77	0.074	0	0.078	0.078	0	0.0016	0	0.19
196	0.78	0.047	0	0.049	0.049	0	0.074	0	0.19
197	0.96	0.013	0	0.014	0.014	0	0	0	0.19
198	0.9	0.011	0	0.011	0.011	0	0.063	0	0.19
199	0.8	0.038	0	0.04	0.04	0	0.084	0	0.19
200	0.84	0.024	0	0.025	0.025	0	0.087	0	0.19
201	1	7.6e-06	0	8e-06	8e-06	4.3e-06	0	0	0.19
202	0.77	0.053	0	0.056	0.056	0	0.061	0	0.19
203	0.29	0.15	0	0.16	0.16	0	0.24	0	0.19
204	0.97	0.011	0	0.012	0.012	0	0	0	0.19
205	1	0.00083	0	0.00087	0.00087	0	0	0	0.19
206	0.67	0.059	0	0.063	0.063	0	0.15	0	0.19
207	0.98	0.0036	0	0.0037	0.0037	0.0042	0	0	0.19
208	0.94	0.019	0	0.02	0.02	0	0	0	0.19
209	0.99	0.0043	0	0.0045	0.0045	0	0	0	0.19
210	0.58	0.077	0	0.08	0.08	0	0.19	0	0.19
211	0.99	0.0046	0	0.0049	0.0049	0	0	0	0.19
212	0.45	0.18	0	0.19	0.19	0	0.0002	0	0.19
213	0.85	0.0073	0	0.0077	0.0077	0	0.13	0	0.19
214	0.55	0.12	0	0.13	0.13	0	0.066	0	0.19
215	0.99	0.0025	0	0.0026	0.0026	4.9e-05	0	0	0.19
216	0.57	0.088	0	0.092	0.092	0	0.16	0	0.19
217	0.39	0.19	0	0.2	0.2	0	0.024	0	0.19
218	0.46	0.12	0	0.12	0.12	0	0.18	0	0.19
219	0.09	0.14	0	0.15	0.15	0	0.46	6	0.4
220	0.96	0.0027	0	0.0029	0.0029	1.9e-05	0.034	0	0.19
221	0.0031	0.0051	0	0.0054	0.0054	0	0.98	6	0.4
222	0.61	0.09	0	0.095	0.095	0	0.11	0	0.19
223	0.083	0.27	0	0.29	0.29	0	0.072	3	0.26
224	0.73	0.066	0	0.069	0.069	2.4e-05	0.063	0	0.19
225	0.6	0.099	0	0.1	0.1	0	0.09	0	0.19
226	0.62	0.094	0	0.099	0.099	0	0.089	0	0.19
227	0.7	0.077	0	0.081	0.081	0	0.06	0	0.19
228	0.64	0.077	0	0.081	0.081	0	0.12	0	0.19
229	0.95	0.005	0	0.0053	0.0053	0.0009	0.032	0	0.19
230	1	0.0015	0	0.0016	0.0016	0	0	0	0.19
231	0.48	0.13	0	0.14	0.14	0	0.11	0	0.19
232	0.63	0.088	0	0.093	0.093	0	0.096	0	0.19
233	0.94	0.02	0	0.021	0.021	0	1.9e-06	0	0.19
234	0.53	0.12	0	0.13	0.13	0	0.087	0	0.19
235	0.41	0.12	0	0.13	0.13	0	0.22	0	0.19
236	1	0.00096	0	0.001	0.001	0	0	0	0.19
237	0.99	0.0025	0	0.0027	0.0027	0	0	0	0.19
238	0.85	0.031	0	0.032	0.032	0	0.055	0	0.19
239	0.95	0.0012	0	0.0013	0.0013	0	0.048	0	0.19
240	0.7	0.068	0	0.072	0.072	0	0.092	0	0.19
241	1	0.00056	0	0.00059	0.00059	0	0	0	0.19
242	0.72	0.089	0	0.093	0.093	0	0.0029	0	0.19
243	0.12	0.28	0	0.29	0.29	0	0.027	3	0.26
244	0.71	0.07	0	0.073	0.073	0	0.075	0	0.19
245	0.52	0.13	0	0.14	0.14	0	0.065	0	0.19
246	0.72	0.061	0	0.064	0.064	0	0.089	0	0.19
247	0.75	0.068	0	0.072	0.072	1.1e-05	0.042	0	0.19
248	0.59	0.12	0	0.13	0.13	0	0.028	0	0.19
249	0.23	0.25	0	0.26	0.26	0	0.00052	3	0.26
