SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
136	1	0	0.55	0.54	0.5	0.59	0.65
137	1	0	0.55	0.54	0.5	0.59	0.65
138	1	0	0.55	0.54	0.5	0.59	0.65
139	1	0	0.55	0.54	0.5	0.59	0.65
140	1	0	0.55	0.54	0.5	0.59	0.65
141	1	0	0.55	0.54	0.5	0.59	0.65
142	1	0	0.55	0.54	0.5	0.59	0.65
143	1	0	0.55	0.54	0.5	0.59	0.65
144	1	0	0.55	0.54	0.5	0.59	0.65
145	1	0	0.55	0.54	0.5	0.59	0.65
146	1	0	0.55	0.54	0.5	0.59	0.65
147	1	0	0.55	0.54	0.5	0.59	0.65
148	1	0	0.55	0.54	0.5	0.59	0.65
149	1	0	0.55	0.54	0.5	0.59	0.65
150	1	0	0.55	0.54	0.5	0.59	0.65
151	1	0	0.55	0.54	0.5	0.59	0.65
152	1	0	0.55	0.54	0.5	0.59	0.65
153	1	0	0.55	0.54	0.5	0.59	0.65
154	1	0	0.55	0.54	0.5	0.59	0.65
155	1	0	0.55	0.54	0.5	0.59	0.65
156	1	0	0.55	0.54	0.5	0.59	0.65
157	1	0	0.55	0.54	0.5	0.59	0.65
158	1	0	0.55	0.54	0.5	0.59	0.65
159	1	0	0.55	0.54	0.5	0.59	0.65
160	1	0	0.55	0.54	0.5	0.59	0.65
161	1	0	0.55	0.54	0.5	0.59	0.65
162	1	0	0.55	0.54	0.5	0.59	0.65
163	1	0	0.55	0.54	0.5	0.59	0.65
164	1	0	0.55	0.54	0.5	0.59	0.65
165	1	0	0.55	0.54	0.5	0.59	0.65
166	1	0	0.55	0.54	0.5	0.59	0.65
167	1	0	0.55	0.54	0.5	0.59	0.65
168	1	0	0.55	0.54	0.5	0.59	0.65
169	1	0	0.55	0.54	0.5	0.59	0.65
170	1	0	0.55	0.54	0.5	0.59	0.65
171	1	0	0.55	0.54	0.5	0.59	0.65
172	1	0	0.55	0.54	0.5	0.59	0.65
173	1	0	0.55	0.54	0.5	0.59	0.65
174	1	0	0.55	0.54	0.5	0.59	0.65
175	1	0	0.55	0.54	0.5	0.59	0.65
176	1	0	0.55	0.54	0.5	0.59	0.65
177	1	0	0.55	0.54	0.5	0.59	0.65
178	1	0	0.55	0.54	0.5	0.59	0.65
179	1	0	0.55	0.54	0.5	0.59	0.65
180	1	0	0.55	0.54	0.5	0.59	0.65
181	1	0	0.55	0.54	0.5	0.59	0.65
182	1	0	0.55	0.54	0.5	0.59	0.65
183	1	0	0.55	0.54	0.5	0.59	0.65
184	1	0	0.55	0.54	0.5	0.59	0.65
185	1	0	0.55	0.54	0.5	0.59	0.65
186	1	0	0.55	0.54	0.5	0.59	0.65
187	1	0	0.55	0.54	0.5	0.59	0.65
188	1	0	0.55	0.54	0.5	0.59	0.65
189	1	0	0.55	0.54	0.5	0.59	0.65
190	1	0	0.55	0.54	0.5	0.59	0.65
191	1	0	0.55	0.54	0.5	0.59	0.65
192	1	0	0.55	0.54	0.5	0.59	0.65
193	1	0	0.55	0.54	0.5	0.59	0.65
194	1	0	0.55	0.54	0.5	0.59	0.65
195	1	0	0.55	0.54	0.5	0.59	0.65
196	1	0	0.55	0.54	0.5	0.59	0.65
197	1	0	0.55	0.54	0.5	0.59	0.65
198	1	0	0.55	0.54	0.5	0.59	0.65
199	1	0	0.55	0.54	0.5	0.59	0.65
200	1	0	0.55	0.54	0.5	0.59	0.65
201	1	0	0.55	0.54	0.5	0.59	0.65
202	1	0	0.55	0.54	0.5	0.59	0.65
203	1	0	0.55	0.54	0.5	0.59	0.65
204	1	0	0.55	0.54	0.5	0.59	0.65
205	1	0	0.55	0.54	0.5	0.59	0.65
206	1	0	0.55	0.54	0.5	0.59	0.65
207	1	0	0.55	0.54	0.5	0.59	0.65
208	1	0	0.55	0.54	0.5	0.59	0.65
209	1	0	0.55	0.54	0.5	0.59	0.65
210	1	0	0.55	0.54	0.5	0.59	0.65
211	1	0	0.55	0.54	0.5	0.59	0.65
212	1	0	0.55	0.54	0.5	0.59	0.65
213	1	0	0.55	0.54	0.5	0.59	0.65
214	1	0	0.55	0.54	0.5	0.59	0.65
215	1	0	0.55	0.54	0.5	0.59	0.65
216	1	0	0.55	0.54	0.5	0.59	0.65
217	1	0	0.55	0.54	0.5	0.59	0.65
218	1	0	0.55	0.54	0.5	0.59	0.65
219	1	0	0.55	0.54	0.5	0.59	0.65
220	1	0	0.55	0.54	0.5	0.59	0.65
221	1	0	0.55	0.54	0.5	0.59	0.65
222	1	0	0.55	0.54	0.5	0.59	0.65
223	1	0	0.55	0.54	0.5	0.59	0.65
224	1	0	0.55	0.54	0.5	0.59	0.65
225	1	0	0.55	0.54	0.5	0.59	0.65
226	1	0	0.55	0.54	0.5	0.59	0.65
227	1	0	0.55	0.54	0.5	0.59	0.65
228	1	0	0.55	0.54	0.5	0.59	0.65
229	1	0	0.55	0.54	0.5	0.59	0.65
230	1	0	0.55	0.54	0.5	0.59	0.65
231	1	0	0.55	0.54	0.5	0.59	0.65
232	1	0	0.55	0.54	0.5	0.59	0.65
233	1	0	0.55	0.54	0.5	0.59	0.65
234	1	0	0.55	0.54	0.5	0.59	0.65
235	1	0	0.55	0.54	0.5	0.59	0.65
236	1	0	0.55	0.54	0.5	0.59	0.65
237	1	0	0.55	0.54	0.5	0.59	0.65
238	1	0	0.55	0.54	0.5	0.59	0.65
239	1	0	0.55	0.54	0.5	0.59	0.65
240	1	0	0.55	0.54	0.5	0.59	0.65
241	1	0	0.55	0.54	0.5	0.59	0.65
242	1	0	0.55	0.54	0.5	0.59	0.65
243	1	0	0.55	0.54	0.5	0.59	0.65
244	1	0	0.55	0.54	0.5	0.59	0.65
245	1	0	0.55	0.54	0.5	0.59	0.65
246	1	0	0.55	0.54	0.5	0.59	0.65
247	1	0	0.55	0.54	0.5	0.59	0.65
248	1	0	0.55	0.54	0.5	0.59	0.65
249	1	0	0.55	0.54	0.5	0.59	0.65
250	1	0	0.55	0.54	0.5	0.59	0.65
251	1	0	0.55	0.54	0.5	0.59	0.65
252	1	0	0.55	0.54	0.5	0.59	0.65
253	1	0	0.55	0.54	0.5	0.59	0.65
254	1	0	0.55	0.54	0.5	0.59	0.65
255	1	0	0.55	0.54	0.5	0.59	0.65
256	1	0	0.55	0.54	0.5	0.59	0.65
257	1	0	0.55	0.54	0.5	0.59	0.65
258	1	0	0.55	0.54	0.5	0.59	0.65
259	1	0	0.55	0.54	0.5	0.59	0.65
260	1	0	0.55	0.54	0.5	0.59	0.65
261	1	0	0.55	0.54	0.5	0.59	0.65
262	1	0	0.55	0.54	0.5	0.59	0.65
263	1	0	0.55	0.54	0.5	0.59	0.65
264	1	0	0.55	0.54	0.5	0.59	0.65
265	1	0	0.55	0.54	0.5	0.59	0.65
266	1	0	0.55	0.54	0.5	0.59	0.65
267	1	0	0.55	0.54	0.5	0.59	0.65
268	1	0	0.55	0.54	0.5	0.59	0.65
269	1	0	0.55	0.54	0.5	0.59	0.65
270	1	0	0.55	0.54	0.5	0.59	0.65
271	1	0	0.55	0.54	0.5	0.59	0.65
272	1	0	0.55	0.54	0.5	0.59	0.65
273	1	0	0.55	0.54	0.5	0.59	0.65
274	1	0	0.55	0.54	0.5	0.59	0.65
275	1	0	0.55	0.54	0.5	0.59	0.65
276	1	0	0.55	0.54	0.5	0.59	0.65
277	1	0	0.55	0.54	0.5	0.59	0.65
278	1	0	0.55	0.54	0.5	0.59	0.65
279	1	0	0.55	0.54	0.5	0.59	0.65
280	1	0	0.55	0.54	0.5	0.59	0.65
281	1	0	0.55	0.54	0.5	0.59	0.65
282	1	0	0.55	0.54	0.5	0.59	0.65
283	1	0	0.55	0.54	0.5	0.59	0.65
284	1	0	0.55	0.54	0.5	0.59	0.65
285	1	0	0.55	0.54	0.5	0.59	0.65
286	1	0	0.55	0.54	0.5	0.59	0.65
287	1	0	0.55	0.54	0.5	0.59	0.65
288	1	0	0.55	0.54	0.5	0.59	0.65
289	1	0	0.55	0.54	0.5	0.59	0.65
290	1	0	0.55	0.54	0.5	0.59	0.65
291	1	0	0.55	0.54	0.5	0.59	0.65
292	1	0	0.55	0.54	0.5	0.59	0.65
293	1	0	0.55	0.54	0.5	0.59	0.65
294	1	0	0.55	0.54	0.5	0.59	0.65
295	1	0	0.55	0.54	0.5	0.59	0.65
296	1	0	0.55	0.54	0.5	0.59	0.65
297	1	0	0.55	0.54	0.5	0.59	0.65
298	1	0	0.55	0.54	0.5	0.59	0.65
299	1	0	0.55	0.54	0.5	0.59	0.65
300	1	0	0.55	0.54	0.5	0.59	0.65
301	1	0	0.55	0.54	0.5	0.59	0.65
302	1	0	0.55	0.54	0.5	0.59	0.65
303	1	0	0.55	0.54	0.5	0.59	0.65
304	1	0	0.55	0.54	0.5	0.59	0.65
305	1	0	0.55	0.54	0.5	0.59	0.65
306	1	0	0.55	0.54	0.5	0.59	0.65
307	1	0	0.55	0.54	0.5	0.59	0.65
308	1	0	0.55	0.54	0.5	0.59	0.65
309	1	0	0.55	0.54	0.5	0.59	0.65
310	1	0	0.55	0.54	0.5	0.59	0.65
311	1	0	0.55	0.54	0.5	0.59	0.65
312	1	0	0.55	0.54	0.5	0.59	0.65
313	1	0	0.55	0.54	0.5	0.59	0.65
314	1	0	0.55	0.54	0.5	0.59	0.65
315	1	0	0.55	0.54	0.5	0.59	0.65
316	1	0	0.55	0.54	0.5	0.59	0.65
317	1	0	0.55	0.54	0.5	0.59	0.65
318	1	0	0.55	0.54	0.5	0.59	0.65
319	1	0	0.55	0.54	0.5	0.59	0.65
320	1	0	0.55	0.54	0.5	0.59	0.65
321	1	0	0.55	0.54	0.5	0.59	0.65
322	1	0	0.55	0.54	0.5	0.59	0.65
323	1	0	0.55	0.54	0.5	0.59	0.65
324	1	0	0.55	0.54	0.5	0.59	0.65
325	1	0	0.55	0.54	0.5	0.59	0.65
326	1	0	0.55	0.54	0.5	0.59	0.65
327	1	0	0.55	0.54	0.5	0.59	0.65
328	1	0	0.55	0.54	0.5	0.59	0.65
329	1	0	0.55	0.54	0.5	0.59	0.65
330	1	0	0.55	0.54	0.5	0.59	0.65
331	1	0	0.55	0.54	0.5	0.59	0.65
332	1	0	0.55	0.54	0.5	0.59	0.65
333	1	0	0.55	0.54	0.5	0.59	0.65
334	1	0	0.55	0.54	0.5	0.59	0.65
335	1	0	0.55	0.54	0.5	0.59	0.65
336	1	0	0.55	0.54	0.5	0.59	0.65
337	1	0	0.55	0.54	0.5	0.59	0.65
338	1	0	0.55	0.54	0.5	0.59	0.65
339	1	0	0.55	0.54	0.5	0.59	0.65
340	1	0	0.55	0.54	0.5	0.59	0.65
341	1	0	0.55	0.54	0.5	0.59	0.65
342	1	0	0.55	0.54	0.5	0.59	0.65
343	1	0	0.55	0.54	0.5	0.59	0.65
344	1	0	0.55	0.54	0.5	0.59	0.65
345	1	0	0.55	0.54	0.5	0.59	0.65
346	1	0	0.55	0.54	0.5	0.59	0.65
347	1	0	0.55	0.54	0.5	0.59	0.65
348	1	0	0.55	0.54	0.5	0.59	0.65
349	1	0	0.55	0.54	0.5	0.59	0.65
350	1	0	0.55	0.54	0.5	0.59	0.65
351	1	0	0.55	0.54	0.5	0.59	0.65
352	1	0	0.55	0.54	0.5	0.59	0.65
353	1	0	0.55	0.54	0.5	0.59	0.65
354	1	0	0.55	0.54	0.5	0.59	0.65
355	1	0	0.55	0.54	0.5	0.59	0.65
356	1	0	0.55	0.54	0.5	0.59	0.65
357	1	0	0.55	0.54	0.5	0.59	0.65
358	1	0	0.55	0.54	0.5	0.59	0.65
359	1	0	0.55	0.54	0.5	0.59	0.65
360	1	0	0.55	0.54	0.5	0.59	0.65
361	1	0	0.55	0.54	0.5	0.59	0.65
362	1	0	0.55	0.54	0.5	0.59	0.65
363	1	0	0.55	0.54	0.5	0.59	0.65
364	1	0	0.55	0.54	0.5	0.59	0.65
365	1	0	0.55	0.54	0.5	0.59	0.65
366	1	0	0.55	0.54	0.5	0.59	0.65
367	1	0	0.55	0.54	0.5	0.59	0.65
368	1	0	0.55	0.54	0.5	0.59	0.65
369	1	0	0.55	0.54	0.5	0.59	0.65
370	1	0	0.55	0.54	0.5	0.59	0.65
371	1	0	0.55	0.54	0.5	0.59	0.65
372	1	0	0.55	0.54	0.5	0.59	0.65
373	1	0	0.55	0.54	0.5	0.59	0.65
374	1	0	0.55	0.54	0.5	0.59	0.65
375	1	0	0.55	0.54	0.5	0.59	0.65
376	1	0	0.55	0.54	0.5	0.59	0.65
377	1	0	0.55	0.54	0.5	0.59	0.65
378	1	0	0.55	0.54	0.5	0.59	0.65
379	1	0	0.55	0.54	0.5	0.59	0.65
380	1	0	0.55	0.54	0.5	0.59	0.65
381	1	0	0.55	0.54	0.5	0.59	0.65
382	1	0	0.55	0.54	0.5	0.59	0.65
383	1	0	0.55	0.54	0.5	0.59	0.65
384	1	0	0.55	0.54	0.5	0.59	0.65
385	1	0	0.55	0.54	0.5	0.59	0.65
386	1	0	0.55	0.54	0.5	0.59	0.65
387	1	0	0.55	0.54	0.5	0.59	0.65
388	1	0	0.55	0.54	0.5	0.59	0.65
389	1	0	0.55	0.54	0.5	0.59	0.65
390	1	0	0.55	0.54	0.5	0.59	0.65
391	1	0	0.55	0.54	0.5	0.59	0.65
392	1	0	0.55	0.54	0.5	0.59	0.65
393	1	0	0.55	0.54	0.5	0.59	0.65
394	1	0	0.55	0.54	0.5	0.59	0.65
395	1	0	0.55	0.54	0.5	0.59	0.65
396	1	0	0.55	0.54	0.5	0.59	0.65
397	1	0	0.55	0.54	0.5	0.59	0.65
398	1	0	0.55	0.54	0.5	0.59	0.65
399	1	0	0.55	0.54	0.5	0.59	0.65
400	1	0	0.55	0.54	0.5	0.59	0.65
401	1	0	0.55	0.54	0.5	0.59	0.65
402	1	0	0.55	0.54	0.5	0.59	0.65
403	1	0	0.55	0.54	0.5	0.59	0.65
404	1	0	0.55	0.54	0.5	0.59	0.65
405	1	0	0.55	0.54	0.5	0.59	0.65
406	1	0	0.55	0.54	0.5	0.59	0.65
407	1	0	0.55	0.54	0.5	0.59	0.65
408	1	0	0.55	0.54	0.5	0.59	0.65
409	1	0	0.55	0.54	0.5	0.59	0.65
410	1	0	0.55	0.54	0.5	0.59	0.65
411	1	0	0.55	0.54	0.5	0.59	0.65
412	1	0	0.55	0.54	0.5	0.59	0.65
413	1	0	0.55	0.54	0.5	0.59	0.65
414	1	0	0.55	0.54	0.5	0.59	0.65
415	1	0	0.55	0.54	0.5	0.59	0.65
416	1	0	0.55	0.54	0.5	0.59	0.65
417	1	0	0.55	0.54	0.5	0.59	0.65
418	1	0	0.55	0.54	0.5	0.59	0.65
419	1	0	0.55	0.54	0.5	0.59	0.65
420	1	0	0.55	0.54	0.5	0.59	0.65
421	1	0	0.55	0.54	0.5	0.59	0.65
422	1	0	0.55	0.54	0.5	0.59	0.65
423	1	0	0.55	0.54	0.5	0.59	0.65
424	1	0	0.55	0.54	0.5	0.59	0.65
425	1	0	0.55	0.54	0.5	0.59	0.65
426	1	0	0.55	0.54	0.5	0.59	0.65
427	1	0	0.55	0.54	0.5	0.59	0.65
428	1	0	0.55	0.54	0.5	0.59	0.65
429	1	0	0.55	0.54	0.5	0.59	0.65
430	1	0	0.55	0.54	0.5	0.59	0.65
431	1	0	0.55	0.54	0.5	0.59	0.65
432	1	0	0.55	0.54	0.5	0.59	0.65
433	1	0	0.55	0.54	0.5	0.59	0.65
434	1	0	0.55	0.54	0.5	0.59	0.65
435	1	0	0.55	0.54	0.5	0.59	0.65
436	1	0	0.55	0.54	0.5	0.59	0.65
437	1	0	0.55	0.54	0.5	0.59	0.65
438	1	0	0.55	0.54	0.5	0.59	0.65
439	1	0	0.55	0.54	0.5	0.59	0.65
440	1	0	0.55	0.54	0.5	0.59	0.65
441	1	0	0.55	0.54	0.5	0.59	0.65
442	1	0	0.55	0.54	0.5	0.59	0.65
443	1	0	0.55	0.54	0.5	0.59	0.65
444	1	0	0.55	0.54	0.5	0.59	0.65
445	1	0	0.55	0.54	0.5	0.59	0.65
446	1	0	0.55	0.54	0.5	0.59	0.65
447	1	0	0.55	0.54	0.5	0.59	0.65
448	1	0	0.55	0.54	0.5	0.59	0.65
449	1	0	0.55	0.54	0.5	0.59	0.65
450	1	0	0.55	0.54	0.5	0.59	0.65
451	1	0	0.55	0.54	0.5	0.59	0.65
452	1	0	0.55	0.54	0.5	0.59	0.65
453	1	0	0.55	0.54	0.5	0.59	0.65
454	1	0	0.55	0.54	0.5	0.59	0.65
455	1	0	0.55	0.54	0.5	0.59	0.65
456	1	0	0.55	0.54	0.5	0.59	0.65
457	1	0	0.55	0.54	0.5	0.59	0.65
458	1	0	0.55	0.54	0.5	0.59	0.65
459	1	0	0.55	0.54	0.5	0.59	0.65
460	1	0	0.55	0.54	0.5	0.59	0.65
461	1	0	0.55	0.54	0.5	0.59	0.65
462	1	0	0.55	0.54	0.5	0.59	0.65
463	1	0	0.55	0.54	0.5	0.59	0.65
464	1	0	0.55	0.54	0.5	0.59	0.65
465	1	0	0.55	0.54	0.5	0.59	0.65
466	1	0	0.55	0.54	0.5	0.59	0.65
467	1	0	0.55	0.54	0.5	0.59	0.65
468	1	0	0.55	0.54	0.5	0.59	0.65
469	1	0	0.55	0.54	0.5	0.59	0.65
470	1	0	0.55	0.54	0.5	0.59	0.65
471	1	0	0.55	0.54	0.5	0.59	0.65
472	1	0	0.55	0.54	0.5	0.59	0.65
473	1	0	0.55	0.54	0.5	0.59	0.65
474	1	0	0.55	0.54	0.5	0.59	0.65
475	1	0	0.55	0.54	0.5	0.59	0.65
476	1	0	0.55	0.54	0.5	0.59	0.65
477	1	0	0.55	0.54	0.5	0.59	0.65
478	1	0	0.55	0.54	0.5	0.59	0.65
479	1	0	0.55	0.54	0.5	0.59	0.65
480	1	0	0.55	0.54	0.5	0.59	0.65
481	1	0	0.55	0.54	0.5	0.59	0.65
482	1	0	0.55	0.54	0.5	0.59	0.65
483	1	0	0.55	0.54	0.5	0.59	0.65
484	1	0	0.55	0.54	0.5	0.59	0.65
485	1	0	0.55	0.54	0.5	0.59	0.65
486	1	0	0.55	0.54	0.5	0.59	0.65
487	1	0	0.55	0.54	0.5	0.59	0.65
488	1	0	0.55	0.54	0.5	0.59	0.65
489	1	0	0.55	0.54	0.5	0.59	0.65
490	1	0	0.55	0.54	0.5	0.59	0.65
491	1	0	0.55	0.54	0.5	0.59	0.65
492	1	0	0.55	0.54	0.5	0.59	0.65
493	1	0	0.55	0.54	0.5	0.59	0.65
494	1	0	0.55	0.54	0.5	0.59	0.65
495	1	0	0.55	0.54	0.5	0.59	0.65
496	1	0	0.55	0.54	0.5	0.59	0.65
497	1	0	0.55	0.54	0.5	0.59	0.65
498	1	0	0.55	0.54	0.5	0.59	0.65
499	1	0	0.55	0.54	0.5	0.59	0.65
500	1	0	0.55	0.54	0.5	0.59	0.65
501	1	0	0.55	0.54	0.5	0.59	0.65
502	1	0	0.55	0.54	0.5	0.59	0.65
503	1	0	0.55	0.54	0.5	0.59	0.65
504	1	0	0.55	0.54	0.5	0.59	0.65
505	1	0	0.55	0.54	0.5	0.59	0.65
506	1	0	0.55	0.54	0.5	0.59	0.65
507	1	0	0.55	0.54	0.5	0.59	0.65
508	1	0	0.55	0.54	0.5	0.59	0.65
509	1	0	0.55	0.54	0.5	0.59	0.65
510	1	0	0.55	0.54	0.5	0.59	0.65
511	1	0	0.55	0.54	0.5	0.59	0.65
512	1	0	0.55	0.54	0.5	0.59	0.65
513	1	0	0.55	0.54	0.5	0.59	0.65
514	1	0	0.55	0.54	0.5	0.59	0.65
515	1	0	0.55	0.54	0.5	0.59	0.65
516	1	0	0.55	0.54	0.5	0.59	0.65
517	1	0	0.55	0.54	0.5	0.59	0.65
518	1	0	0.55	0.54	0.5	0.59	0.65
519	1	0	0.55	0.54	0.5	0.59	0.65
520	1	0	0.55	0.54	0.5	0.59	0.65
521	1	0	0.55	0.54	0.5	0.59	0.65
522	1	0	0.55	0.54	0.5	0.59	0.65
523	1	0	0.55	0.54	0.5	0.59	0.65
524	1	0	0.55	0.54	0.5	0.59	0.65
525	1	0	0.55	0.54	0.5	0.59	0.65
526	1	0	0.55	0.54	0.5	0.59	0.65
527	1	0	0.55	0.54	0.5	0.59	0.65
528	1	0	0.55	0.54	0.5	0.59	0.65
529	1	0	0.55	0.54	0.5	0.59	0.65
530	1	0	0.55	0.54	0.5	0.59	0.65
531	1	0	0.55	0.54	0.5	0.59	0.65
532	1	0	0.55	0.54	0.5	0.59	0.65
533	1	0	0.55	0.54	0.5	0.59	0.65
534	1	0	0.55	0.54	0.5	0.59	0.65
