SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
12	0.049	0.61	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	1	0.55	0.54	0.5	0.59	0.65
13	0.86	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0.6	0.54	0.5	0.68	0.69
14	0	0.00066	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	3	0.49	0.48	0.5	0.59	0.58
15	0.0032	0.71	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
16	0.077	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	1	0.55	0.54	0.5	0.59	0.65
17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
18	0	4.3e-05	0.00043	0.015	0	0	0	0	0	0	0	0	0	1.4e-06	0.9	0.084	0	0	0.00031	1.6e-05	14	0.49	0.36	0.39	0.46	0.51
19	0	0.00016	0.00074	0.038	0	0	0	0	0	0	0	0	0	4.6e-06	0.75	0.21	0	0	0.0011	5.9e-05	14	0.49	0.36	0.39	0.46	0.51
20	0.00012	0.73	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
21	0.0021	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
22	0	0.66	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	1	0.55	0.54	0.5	0.59	0.65
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.054	0.15	0.056	0	0.039
24	1	0.0014	0	0	0	0	0	0	0	0	0	0	0	3.1e-05	0	0	0	0	0	0.00053	0	0.6	0.54	0.5	0.68	0.69
25	0	0.00038	0	0.79	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0.00014	3	0.49	0.48	0.5	0.59	0.58
26	0	0	0	0	0	0	0	0	0.99	0	0	0	0.0095	0	0	0	5.6e-05	0	0	0	8	0	0.26	0	0	0
27	0.93	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0.6	0.54	0.5	0.68	0.69
28	0	0.16	0	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	3	0.49	0.48	0.5	0.59	0.58
29	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	1	0	0	0	16	0.054	0.15	0.056	0	0.039
30	0.0056	0.31	0.031	0.52	0	0	0	0	0	0	0	0	0	0.00077	0	0.0069	0	0	0.002	0.12	3	0.49	0.48	0.5	0.59	0.58
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.054	0.15	0.056	0	0.039
32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.1	0	0	0
33	0.24	0.22	0	0.45	0	0	0	0	0	0	0	0	0	0	1.8e-05	0	0	0	0	0.084	3	0.49	0.48	0.5	0.59	0.58
34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.1	0	0	0
35	0.002	0.059	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	3	0.49	0.48	0.5	0.59	0.58
36	0.097	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	1	0.55	0.54	0.5	0.59	0.65
37	0.15	0.59	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1	0.55	0.54	0.5	0.59	0.65
38	0.94	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0.6	0.54	0.5	0.68	0.69
39	0.2	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1	0.55	0.54	0.5	0.59	0.65
40	0.15	0.61	0	9.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	1	0.55	0.54	0.5	0.59	0.65
41	0.06	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	1	0.55	0.54	0.5	0.59	0.65
42	0.021	0.68	0.0017	0.04	0	0	0	0	0	0	0	0	0	4.1e-05	0	3.6e-06	0	0	0.00029	0.26	1	0.55	0.54	0.5	0.59	0.65
43	0.96	0.015	1.3e-06	7.4e-05	3.8e-06	0	0	0	0	0	0	0	0	0.02	0	8.7e-05	0	0	0.00046	0.0058	0	0.6	0.54	0.5	0.68	0.69
44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
45	0.15	0.6	0	0.025	0	0	0	0	0	0	0	0	0	0	6.2e-05	0	0	0	0	0.23	1	0.55	0.54	0.5	0.59	0.65
46	0.73	0.2	0.00025	0.0019	7.6e-06	0	0	0	0	0	0	0	0	0.00045	0	1.4e-05	0	0	0.00021	0.074	0	0.6	0.54	0.5	0.68	0.69
47	0	0.0071	0.002	0.039	0	0	0	0	0	0	0	0	0	4.8e-05	0	0.95	0	0	0.0013	0.0027	15	0.55	0.44	0.44	0.56	0.56
48	0.059	0.67	1.5e-06	0.0092	0	0	0	0	0	0	0	0	0	4.3e-05	0	5e-05	0	0	0.01	0.25	1	0.55	0.54	0.5	0.59	0.65
49	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
50	0.0093	0.57	4.2e-06	0.047	8.5e-06	0	0	0	0	0	0	0	0	0.00012	0	0.0065	0	0	0.16	0.21	1	0.55	0.54	0.5	0.59	0.65
51	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0.22	0	0
52	0.66	0.24	1.7e-05	0.0002	0.0085	0	0	0	0	0	0	0	0	0.0004	0	0.00022	0	0	0.0011	0.091	0	0.6	0.54	0.5	0.68	0.69
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.0094	0	0	0	0	14	0.49	0.36	0.39	0.46	0.51
54	0.0081	0.44	0	0.0038	0	0	0	0	0	0	0	0	0	0.00088	0	0.00019	0	0	0.39	0.17	1	0.55	0.54	0.5	0.59	0.65
55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.06	0.11	0.59	0.58
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0.056	0.046	0.078
57	0.25	0.19	0	0.0011	0.00011	0	0	0	0	0	0	0	0	0.11	0	0.011	0	0	0.36	0.072	18	0.55	0.44	0.5	0.59	0.65
58	0.094	0.19	0.002	0.33	0.00068	0	0	0	0	0	0	0	0	0.036	0.022	0.11	0	0	0.13	0.072	3	0.49	0.48	0.5	0.59	0.58
59	5.3e-05	0.36	0.1	0.39	0	0	0	0	0	0	0	0	0	0.0007	0	0.0081	0	0	0.0043	0.14	3	0.49	0.48	0.5	0.59	0.58
60	0.0023	0.69	0.0015	0.041	2.5e-05	0	0	0	0	0	0	0	0	2e-05	0	0.0024	0	0	0.0039	0.26	1	0.55	0.54	0.5	0.59	0.65
61	0	0	0	0	0	1.8e-06	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
62	0.76	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0	0.6	0.54	0.5	0.68	0.69
63	0.44	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.6	0.54	0.5	0.68	0.69
64	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0.26	0	0	0
65	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
66	0.0023	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
67	0.054	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	1	0.55	0.54	0.5	0.59	0.65
68	0.00021	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
69	0.0035	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
70	0.99	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0.6	0.54	0.5	0.68	0.69
71	0.85	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0.6	0.54	0.5	0.68	0.69
72	0.53	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0.6	0.54	0.5	0.68	0.69
73	1	1.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4e-06	0	0.6	0.54	0.5	0.68	0.69
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.054	0.15	0.056	0	0.039
75	0.44	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.6	0.54	0.5	0.68	0.69
76	0.58	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.6	0.54	0.5	0.68	0.69
77	0.014	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
78	0.44	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.6	0.54	0.5	0.68	0.69
79	0.64	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099	0	0.6	0.54	0.5	0.68	0.69
80	0.073	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0.25	1	0.55	0.54	0.5	0.59	0.65
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.054	0.15	0.056	0	0.039
82	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
83	2.1e-06	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
84	0.97	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0	0.6	0.54	0.5	0.68	0.69
85	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.16	0	0	0	0
86	0.69	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0	0.6	0.54	0.5	0.68	0.69
87	1	5.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-05	0	0.6	0.54	0.5	0.68	0.69
88	1	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0.6	0.54	0.5	0.68	0.69
89	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0.22	0	0
90	6.8e-05	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
91	0.57	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1e-05	0.12	0	0.6	0.54	0.5	0.68	0.69
92	0.73	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0	0.6	0.54	0.5	0.68	0.69
93	0.65	0.26	0	7.6e-05	0	0	0	0	0	0	0	0	0	0	7.7e-06	0	0	0	0	0.096	0	0.6	0.54	0.5	0.68	0.69
94	0	0	0	0	0	0	0	1	0	0	2.2e-06	0	0	0	0	0	0	0	0	0	7	0.16	0	0	0	0
95	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.55	0	0.17	0	0
96	1	3.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e-05	0	0.6	0.54	0.5	0.68	0.69
97	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.55	0	0.17	0	0
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0.056	0.046	0.078
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0.056	0.046	0.078
100	0.44	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.6	0.54	0.5	0.68	0.69
101	0.84	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0.6	0.54	0.5	0.68	0.69
102	0.55	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.6	0.54	0.5	0.68	0.69
103	0.15	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0.23	1	0.55	0.54	0.5	0.59	0.65
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0.056	0.046	0.078
105	0.047	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.21	1	0.55	0.54	0.5	0.59	0.65
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0.056	0.046	0.078
107	0.95	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0.6	0.54	0.5	0.68	0.69
108	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0.98	0	0	17	0	0	0.056	0.046	0.078
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0.056	0.046	0.078
110	0.12	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.19	1	0.55	0.54	0.5	0.59	0.65
111	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7.3e-05	18	0.55	0.44	0.5	0.59	0.65
112	0.9	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0.6	0.54	0.5	0.68	0.69
113	0.023	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	1	0.55	0.54	0.5	0.59	0.65
114	0.13	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0.11	18	0.55	0.44	0.5	0.59	0.65
115	0.5	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0.14	0	0.6	0.54	0.5	0.68	0.69
116	6.6e-05	0.71	2.9e-05	0.026	0	0	0	0	0	0	0	0	0	0	0	2.7e-05	0	0	0.0015	0.27	1	0.55	0.54	0.5	0.59	0.65
117	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
118	0.0058	0.27	0.047	0.42	8.7e-06	0	0	0	0	0	0	0	0	0.022	0.0071	0.11	0	0	0.029	0.1	3	0.49	0.48	0.5	0.59	0.58
119	0.024	0.01	2.2e-06	0.0019	7.3e-06	0	0	0	0	0	0	0	0	0.82	1.8e-06	0.038	0	0	0.098	0.0039	13	0.55	0.44	0.44	0.64	0.69
120	0	1.8e-05	1.2e-05	0.0011	0	0	0	0	0	0	0	0	0	4e-06	0.99	0.004	0	0	0.00011	6.7e-06	14	0.49	0.36	0.39	0.46	0.51
121	1	1.9e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.54	0.5	0.68	0.69
122	0.011	0.5	0.0026	0.053	0.013	0	0	0	0	0	0	0	0	0.0011	0	0.2	0	0	0.03	0.19	1	0.55	0.54	0.5	0.59	0.65
123	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0.26	0	0	0
124	0.12	0.62	0.0017	0.012	1.2e-06	0	0	0	0	0	0	0	0	0.0039	0	0.0017	0	0	0.0017	0.24	1	0.55	0.54	0.5	0.59	0.65
125	0.0024	0.6	0.0048	0.091	0.00018	0	0	0	0	0	0	0	0	0.00053	0	0.053	0	0	0.022	0.23	1	0.55	0.54	0.5	0.59	0.65
126	1.5e-05	0.0059	2.5e-05	0.12	0	0	0	0	0	0	0	0	0	0.0092	0	0.74	0	0	0.12	0.0022	15	0.55	0.44	0.44	0.56	0.56
127	0	6.3e-06	0.00019	0.0016	0	0	0	0	0	0	0	0	0	0	0.8	0.2	0	0	7.1e-05	2.4e-06	14	0.49	0.36	0.39	0.46	0.51
128	0.13	0.49	0.0042	0.0061	0.11	0	0	0	0	0	0	0	0	0.019	9.1e-05	0.051	0	0	0.014	0.18	1	0.55	0.54	0.5	0.59	0.65
129	0	0.0033	0.0007	0.99	0	0	0	0	0	0	0	0	0	0	0	8.1e-05	0	0	1.7e-05	0.0013	3	0.49	0.48	0.5	0.59	0.58
130	0.0028	0.12	0.00026	0.66	0	0	0	0	0	0	0	0	0	0.0022	0	0.051	0	0	0.12	0.045	3	0.49	0.48	0.5	0.59	0.58
131	0.016	0.52	0.081	0.045	0.083	0	0	0	0	0	0	0	0	0.00064	0.00011	0.055	0	0	0.0032	0.2	1	0.55	0.54	0.5	0.59	0.65
132	0.0015	0.052	0.00064	0.096	3.3e-05	0	0	0	0	0	0	0	0	0.055	0.32	0.27	0	0	0.18	0.02	14	0.49	0.36	0.39	0.46	0.51
133	0.039	0.45	0	0.018	0	0	0	0	0	0	0	0	0	0.046	0	0.00028	0	0	0.28	0.17	1	0.55	0.54	0.5	0.59	0.65
134	0.39	0.43	0	4.1e-05	0.00032	0	0	0	0	0	0	0	0	0.0016	0	3.3e-05	0	0	0.014	0.16	1	0.55	0.54	0.5	0.59	0.65
135	0.97	0.025	0	0	2.8e-06	0	0	0	0	0	0	0	0	1.6e-06	0	0	0	0	1.4e-06	0.0095	0	0.6	0.54	0.5	0.68	0.69
136	0.6	0.25	0.0017	0.013	0.013	0	0	0	0	0	0	0	0	0.011	2.4e-06	0.0078	0	0	0.0066	0.096	0	0.6	0.54	0.5	0.68	0.69
137	0.0068	0.72	6.7e-05	0.0041	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0.00014	0.27	1	0.55	0.54	0.5	0.59	0.65
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.054	0.15	0.056	0	0.039
139	0.05	0.69	0.00035	0.00015	1.4e-06	0	0	0	0	0	0	0	0	6.4e-05	0	3.3e-06	0	0	5.9e-05	0.26	1	0.55	0.54	0.5	0.59	0.65
140	0.35	0.23	0.00046	0.12	5.3e-06	0	0	0	0	0	0	0	0	0.12	1.9e-06	0.011	0	0	0.074	0.087	0	0.6	0.54	0.5	0.68	0.69
141	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0.22	0	0
142	0	0	0	0	0	0.0012	0	0	0	5.1e-06	0	0.98	0	0	0	0	0	0.018	0	0	11	0.054	0.051	0.056	0.14	0.078
143	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
144	0.4	0.42	0.00044	0.015	2.9e-05	0	0	0	0	0	0	0	0	3.2e-05	0	0.00018	0	0	0.00027	0.16	1	0.55	0.54	0.5	0.59	0.65
145	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.16	0	0	0	0
146	0	0	0	0	0	0.99	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	5	0	0.06	0.11	0.59	0.58
147	0.43	0.34	0.0022	0.0078	0.061	0	0	0	0	0	0	0	0	0.0065	6.4e-06	0.0093	0	0	0.0062	0.13	0	0.6	0.54	0.5	0.68	0.69
148	0.013	0.7	6.4e-05	0.018	0	0	0	0	0	0	0	0	0	1e-05	0	5.3e-05	0	0	0.0011	0.27	1	0.55	0.54	0.5	0.59	0.65
149	0.92	0.051	0	2.6e-06	0.00048	0	0	0	0	0	0	0	0	0.0041	0	2.6e-05	0	0	0.0049	0.019	0	0.6	0.54	0.5	0.68	0.69
150	0	0.00013	2.5e-06	0.023	0	0	0	0	0	0	0	0	0	0.00045	0	0.97	0	0	0.0019	4.8e-05	15	0.55	0.44	0.44	0.56	0.56
151	0.98	0.016	0	3e-06	0	0	0	0	0	0	0	0	0	3.2e-06	0	0	0	0	1.8e-06	0.0061	0	0.6	0.54	0.5	0.68	0.69
152	0.00091	0.36	0.00089	0.44	0	0	0	0	0	0	0	0	0	0.0052	0	0.0077	0	0	0.055	0.14	3	0.49	0.48	0.5	0.59	0.58
153	3.4e-05	0.0078	0.0019	0.19	0	0	0	0	0	0	0	0	0	0.1	0.0047	0.65	0	0	0.041	0.0029	15	0.55	0.44	0.44	0.56	0.56
154	0.0016	0.066	0.0019	0.5	0	0	0	0	0	0	0	0	0	0.083	0.011	0.16	0	0	0.15	0.025	3	0.49	0.48	0.5	0.59	0.58
155	0.29	0.49	0.0034	0.012	0.017	0	0	0	0	0	0	0	0	0.00092	0	0.003	0	0	0.0025	0.18	1	0.55	0.54	0.5	0.59	0.65
156	0.00048	0.032	0.0037	0.22	1.4e-05	0	0	0	0	0	0	0	0	0.015	0.29	0.38	0	0	0.049	0.012	15	0.55	0.44	0.44	0.56	0.56
157	1	0.0015	0	0	0	0	0	0	0	0	0	0	0	0.00036	0	0	0	0	2.3e-06	0.00055	0	0.6	0.54	0.5	0.68	0.69
158	2e-06	0.013	0.02	0.48	0	0	0	0	0	0	0	0	0	0.00058	0.23	0.24	0	0	0.01	0.0049	3	0.49	0.48	0.5	0.59	0.58
159	0.87	0.089	1.8e-05	8e-05	0.0023	0	0	0	0	0	0	0	0	0.00027	0	1.6e-05	0	0	0.00015	0.034	0	0.6	0.54	0.5	0.68	0.69
160	0.025	0.021	0	0.2	0	0	0	0	0	0	0	0	0	0.41	0	0.0057	0	0	0.34	0.0078	13	0.55	0.44	0.44	0.64	0.69
161	3.4e-05	0.014	8.5e-06	0.00036	0.00089	0	0	0	0	0	0	0	0	0.0026	0	0.95	0	0	0.024	0.0054	15	0.55	0.44	0.44	0.56	0.56
162	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.1	0	0	0
163	0.00045	0.053	0.0018	0.91	0	0	0	0	0	0	0	0	0	0.00022	0	0.0091	0	0	0.0058	0.02	3	0.49	0.48	0.5	0.59	0.58
164	2e-06	0.0014	3.8e-06	0.049	0	0	0	0	0	0	0	0	0	0.013	9.3e-05	0.73	0	0	0.21	0.00052	15	0.55	0.44	0.44	0.56	0.56
165	0.95	0.027	0	7.8e-05	3.3e-06	0	0	0	0	0	0	0	0	0.0048	0	3.9e-05	0	0	0.0024	0.01	0	0.6	0.54	0.5	0.68	0.69
166	0.004	0.14	0.00027	0.0052	0.44	0	0	0	0	0	0	0	0	0.00065	1.9e-06	0.33	0	0	0.022	0.053	4	0.72	0.56	0.44	0.56	0.56
167	0.0078	0.19	1.8e-05	0.096	0	0	0	0	0	0	0	0	0	0.051	0	0.033	0	0	0.55	0.073	18	0.55	0.44	0.5	0.59	0.65
168	0.95	0.039	0	1.1e-06	0	0	0	0	0	0	0	0	0	2e-05	0	0	0	0	2.9e-05	0.015	0	0.6	0.54	0.5	0.68	0.69
169	4.1e-06	0.014	0.00041	0.68	0	0	0	0	0	0	0	0	0	0.011	0	0.24	0	0	0.046	0.0054	3	0.49	0.48	0.5	0.59	0.58
170	0	0.0049	0.25	0.41	0	0	0	0	0	0	0	0	0	0.0052	5.9e-05	0.33	0	0	0.00098	0.0019	3	0.49	0.48	0.5	0.59	0.58
171	0.00083	0.72	3e-06	2e-05	3.7e-06	0	0	0	0	0	0	0	0	9.7e-05	0	3.3e-05	0	0	0.0013	0.27	1	0.55	0.54	0.5	0.59	0.65
172	3.9e-06	0.44	0.0039	0.39	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0.00063	0.16	1	0.55	0.54	0.5	0.59	0.65
173	1.5e-06	0.016	0.00098	0.045	0	0	0	0	0	0	0	0	0	0.012	2.9e-06	0.89	0	0	0.034	0.0062	15	0.55	0.44	0.44	0.56	0.56
174	0.03	0.39	0.0042	0.3	0.001	0	0	0	0	0	0	0	0	0.0003	0	0.1	0	0	0.013	0.15	1	0.55	0.54	0.5	0.59	0.65
175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
176	0.15	0.53	0.0019	0.034	0.0016	0	0	0	0	0	0	0	0	0.025	0.00027	0.02	0	0	0.047	0.2	1	0.55	0.54	0.5	0.59	0.65
177	0.14	0.6	6.1e-06	0.0026	0	0	0	0	0	0	0	0	0	0.009	0	4e-05	0	0	0.025	0.23	1	0.55	0.54	0.5	0.59	0.65
178	0.53	0.3	2.8e-06	0.034	0	0	0	0	0	0	0	0	0	0.0024	0	0.00011	0	0	0.019	0.11	0	0.6	0.54	0.5	0.68	0.69
179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.054	0.051	0.056	0.14	0.078
180	0.0083	0.47	3.8e-05	0.012	8.6e-06	0	0	0	0	0	0	0	0	0.04	0	0.037	0	0	0.25	0.18	1	0.55	0.54	0.5	0.59	0.65
181	3.9e-05	0.72	1.5e-06	0.0043	0	0	0	0	0	0	0	0	0	0	0	2.1e-06	0	0	0.00057	0.27	1	0.55	0.54	0.5	0.59	0.65
